TIME,Operator Controller Unjam Command,Ball Counter Ball Count,IMU Filtered X Angle,Shooter Motor 2 Speed,Shooter Desired Speed,Right Intern Moter Current,Distance Sensor Raw Voltage,Driver FwdRev Command,Control Panel State Machine Game Data Color Command,Operator Controller Climb Speed Command,IMU Filtered Y Angle,Hopper Motor Left Cmd,Shooter Motor 1 Speed,Shooter State Command,Hopper Motor Right Current,Pneumatics Compressor Current,Climber Input Command,Operator Controller Shoot Command,botDesPoseY,botDesPoseX,Drivetrain Op Mode,botDesPoseT,Left Intern Moter Current,Intake Motor Current,Pneumatics Main System Pressure,Drivetrain Heading Correction Command,Left Master Moter Current,Drivetrain Right Motor Output Duty Cycle,Vision Raspberry Pi Duration,Conveyor Motor Speed Command,Vision Raspberry Pi Visible Target,Operator Controller Eject Desired Command,Control Panel State Machine 3.25 spin,Hopper Motor Right Cmd,Conveyor Intake End Ball Present,Intake Speed State,Operator Controller Ctrl Panel Three Rotations Command,Main Loop Call Period,IMU Comp X Angle,Shooter Motor 1 Current,Control Panel State Machine Rotate to Color,roboRIO Sys Memory Load,Operator Controller Photon Cannon Command,Ball Counter Sensor Distance,Photon Cannon State,Robot Brownout,botActPoseT,botActPoseX,botActPoseY,Battery Current Draw,Drivetrain Left Motor output Duty Cycle,Driver Rotate Command,Climber Upper Limit Switch,Drivetrain Pose Angle,Drivetrain Left Wheel Actual Speed,Battery Voltage,Operator Controller Prep to Shoot Command,roboRIO JVM Memory Load,Climber Lower Limit Switch,Color Sensor Blue Intensity,Drivetrain Left Wheel Desired Speed,Operator Controller Climb Enable Command,Ball Counter Ball Height State,Operator Controller Ctrl Panel Seek To Color Command,Driver Snail Mode Command,Shooter Actual Speed,Main Loop Process Duration,roboRIO CPU Load,Distance Sensor Available,Vision Raspberry Pi Framerate,Pneumatics Cutoff Switch State,IMU Comp Y Angle,Vision Raspberry Pi Stable Target,Climber Motor Current,Color Sensor Match Color,Conveyor Motor Current,Color Sensor Red Intensity,Dataserver File Logger Queue Length,Drivetrain Right Wheel Desired Speed,Driver Auto Align Command,Vision Raspberry Pi Angle,Operator Controller Intake Desired Command,Shooter Motor 2 Current,Color Sensor Green Intensity,Vision Raspberry Pi Vision System Online,Robot CAN Bus Utilization,Right Master Moter Current,Distance Sensor Distance,Climber Motor Command,Dataserver Stored Samples,Shooter Under Load,Drivetrain Right Wheel Actual Speed,Conveyor Shooter End Ball Present,Drivetrain Desired Heading,Intake Position State,Hopper Motor Left Current,Shooter Control Mode,
sec,bool,count,deg,RPM,RPM,A,V,cmd,color,cmd,deg,cmd,RPM,state,A,A,cmd,bool,ft,ft,mode,deg,A,A,psi,RPM,A,pct,sec,pct,bool,bool,degrees,cmd,bool,state,bool,sec,deg,A,degrees,pct,bool,in,bool,bool,deg,ft,ft,A,pct,cmd,state,deg,RPM,V,bool,pct,state,sat,RPM,bool,heightState,bool,bool,RPM,sec,pct,bool,fps,bool,deg,bool,A,color,A,sat,count,RPM,bool,deg,bool,A,sat,bool,pct,A,in,cmd,count,bool,RPM,bool,deg,state,A,state,
17.732618,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.09875800000000012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17.902967,0.0,0.0,0.0,0.0,0.0,88.0,,0.0,-1.0,0.0,0.0,1.0,0.0,2.0,0.0,5.65625,0.0,0.0,,,0.0,,88.0,,132.12889080000002,0.0,88.0,-0.8308358788490295,-1.0,0.0,0.0,0.0,0.0,1.0,0.0,,0.0,0.17034900000000164,0.0,0.0,0.0,86.5,0.0,0.0,0.0,0.0,,,,0.0,-0.8293710350990295,0.0,1.0,0.0,0.0,11.55,0.0,66.33279427842565,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1764639999999993,80.4,,-1.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,24.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.10053699463605881,88.0,,0.0,0.0,0.0,0.0,1.0,0.0,,0.0,2.0,
18.084389,0.0,0.0,0.0,0.0,0.0,88.0,,0.0,-1.0,0.0,0.0,1.0,0.0,2.0,0.0,5.6875,0.0,0.0,,,0.0,,88.0,,132.0831144375,0.0,88.0,0.6079286932945251,-1.0,0.0,0.0,0.0,0.0,1.0,0.0,,0.0,0.1814220000000013,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,0.0,0.6093935966491699,0.0,1.0,0.0,0.0,11.45,0.0,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11395799999999667,,,-1.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,24.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.13265471160411835,88.0,,0.0,0.0,0.0,0.0,1.0,0.0,,0.0,2.0,
18.201483,0.0,0.0,0.0,0.0,0.0,88.0,,0.0,-1.0,0.0,0.0,1.0,0.0,2.0,0.0,5.75,0.0,0.0,,,0.0,,88.0,,132.0831144375,0.0,88.0,-0.21240882575511932,-1.0,0.0,0.0,0.0,0.0,1.0,0.0,,0.0,0.11709399999999803,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,0.0,-0.21094393730163574,0.0,-1.0,0.0,0.0,11.600000000000001,0.0,,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11354800000000154,,,-1.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,24.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.12052923440933228,88.0,,0.0,0.0,0.0,0.0,1.0,0.0,,0.0,2.0,
18.317971,0.0,0.0,0.0,0.0,0.0,88.0,,0.0,-1.0,0.0,0.0,1.0,0.0,2.0,0.0,5.96875,0.0,0.0,,,0.0,,88.0,,132.12889080000002,0.0,88.0,0.9609668254852295,-1.0,0.0,0.0,0.0,0.0,1.0,0.0,,0.0,0.11648800000000037,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,0.0,0.9624317288398743,0.0,-1.0,0.0,0.0,11.55,0.0,,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10643500000000117,,,-1.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,24.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.13050414621829987,88.0,,0.0,0.0,0.0,0.0,1.0,0.0,,0.0,2.0,
18.426476,0.0,0.0,0.0,0.0,0.0,88.0,,0.0,-1.0,0.0,0.0,1.0,0.0,2.0,0.0,6.09375,0.0,0.0,,,0.0,,88.0,,132.12889080000002,0.0,88.0,0.2766197621822357,-1.0,0.0,0.0,0.0,0.0,1.0,0.0,,0.0,0.10850500000000096,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,0.0,0.2780846655368805,0.0,-1.0,0.0,0.0,11.600000000000001,0.0,,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1048960000000001,,,-1.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,24.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.13265544176101685,88.0,,0.0,0.0,0.0,0.0,1.0,0.0,,0.0,2.0,
18.533528,0.0,0.0,0.0,0.0,0.0,88.0,,0.0,-1.0,0.0,0.0,1.0,0.0,2.0,0.0,6.125,0.0,0.0,,,0.0,,88.0,,132.12889080000002,0.0,88.0,-0.4438612163066864,-1.0,0.0,0.0,0.0,0.0,1.0,0.0,,0.0,0.10705199999999948,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,0.0,-0.4423963129520416,0.0,-1.0,0.0,0.0,11.600000000000001,0.0,,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10771599999999992,,,-1.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,24.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.12238352745771408,88.0,,0.0,0.0,0.0,0.0,1.0,0.0,,0.0,2.0,
18.643247,0.0,0.0,0.0,0.0,0.0,88.0,,0.0,-1.0,0.0,0.0,1.0,0.0,2.0,0.0,6.21875,0.0,0.0,,,0.0,,88.0,,132.0831144375,0.0,88.0,0.8298593163490295,-1.0,0.0,0.0,0.0,0.0,1.0,0.0,,0.0,0.10971899999999835,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,0.0,0.8313242197036743,0.0,-1.0,0.0,0.0,11.55,0.0,,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11673500000000203,,,-1.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,24.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.12987446784973145,88.0,,0.0,0.0,0.0,0.0,1.0,0.0,,0.0,2.0,
18.765025,0.0,0.0,0.0,0.0,0.0,88.0,,0.0,-1.0,0.0,0.0,1.0,0.0,2.0,0.0,6.28125,0.0,0.0,,,0.0,,88.0,,132.0831144375,0.0,88.0,0.19360943138599396,-1.0,0.0,0.0,0.0,0.0,1.0,0.0,,0.0,0.1217780000000026,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,0.0,0.19507431983947754,0.0,-1.0,0.0,0.0,11.5,0.0,,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1132889999999982,,,-1.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,24.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.1251649111509323,88.0,,0.0,0.0,0.0,0.0,1.0,0.0,,0.0,2.0,
