TIME,Shooter Actual RPM,Right Intern Moter Current,Drivetrain Left Wheel Actual Speed,Battery Voltage,Distance Sensor Raw Voltage,Hopper Spark Left Current,roboRIO JVM Memory Load,Climber Lower Limit Switch,Color Sensor Blue Intensity,Shooter Desired RPM,Drivetrain Left Wheel Desired Speed,Rotate to Color,Color Needed,Shooter State Command,Raspberry Pi Duration,Right Climber Current,Pneumatics Compressor Current,Hopper Spark Left Cmd,Raspberry Pi Angle,Raspberry Pi Stable Target,Hopper Spark Right Cmd,Main Loop Process Duration,Left Climber Current,botDesPoseY,roboRIO CPU Load,botDesPoseX,Distance Sensor Available,botDesPoseT,Left Intern Moter Current,Intake Motor Current,Pneumatics Main System Pressure,Drivetrain Heading Correction Command,Climber Command,Left Master Moter Current,Pneumatics Cutoff Switch State,Drivetrain Right Motor Output Duty Cycle,Raspberry Pi Framerate,Color Sensor Match Color,Color Sensor Red Intensity,Panel 3.25 spin,Hopper Spark Right Current,Dataserver File Logger Queue Length,Drivetrain Right Wheel Desired Speed,DT_Pose_Angle,Intake Speed State,Main Loop Call Period,Shooter Motor 1 Current,Shooter Motor 2 Current,Color Sensor Green Intensity,roboRIO Sys Memory Load,Robot CAN Bus Utilization,Right Master Moter Current,Distance Sensor Distance,Photon Cannon State,Robot Brownout,Dataserver Stored Samples,Shooter Under Load,Drivetrain Right Wheel Actual Speed,botActPoseT,Raspberry Pi Visible Target,botActPoseX,botActPoseY,Intake Position State,Battery Current Draw,Drivetrain Left Motor output Duty Cycle,Shooter Control Mode,Climber Upper Limit Switch,
sec,RPM,Amps,RPM,V,V,Amp,Pct,boolean,intensity,RPM,RPM,degrees,Color,state,sec,Amp,A,Cmd,deg,boolean,Cmd,sec,Amp,ft,Pct,ft,bool,deg,Amps,A,psi,RPM,CMD,Amps,bool,pct,fps,color,intensity,degrees,Amp,count,RPM,deg,state,sec,A,A,intensity,Pct,pct,Amps,in,bool,bool,count,boolean,RPM,deg,boolean,ft,ft,state,A,pct,state,boolean,
7.242737,,,,,,,,,,,,,,,,,,,,,,0.05938300000000041,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7.369601,,,,,,,,,,,,,,,,,12.65625,,,,,,,,,,,,,,132.7239835125,,,,0.0,,,,,,,,,,,0.1268640000000003,,,,,,,,,,,,,,,,,,,,,,
7.370894,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,
7.369601,,85.34375,-4.494504768359775E-10,11.55,,0.0,,1.0,0.0,,0.0,0.0,-1.0,,0.4661080837249756,0.0,,0.0,-1.0,0.0,0.0,0.10547799999999974,0.0,,,,,,85.34375,,,0.0,0.0,85.34375,,-0.42591631412506104,6.94007545171752,-1.0,0.0,0.0,0.0,14.0,0.0,0.0,,,,,0.0,,0.10932661592960358,85.34375,,,0.0,0.0,,-4.494504768359775E-10,,0.0,,,,0.0,-0.42591631412506104,,1.0,
7.480302,,,,,,,,,,,,,,,,,7.15625,,,,,,,,,,,,,,132.67820715,,,,0.0,,,,,,,,,,,0.11070099999999972,,,,,,,,,,,,,,,,,,,,,,
7.481691,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,
7.480302,,85.34375,-4.494504768359775E-10,11.5,,0.0,,1.0,0.0,,0.0,0.0,-1.0,,0.4661080837249756,0.0,,0.0,-1.0,0.0,0.0,0.07333899999999982,0.0,,,,,,85.34375,,,0.0,0.0,85.34375,,-0.42591631412506104,6.94007545171752,-1.0,0.0,0.0,0.0,14.0,0.0,0.0,,,,,0.0,,0.12383121252059937,85.34375,,,0.0,0.0,,-4.494504768359775E-10,,0.0,,,,0.0,-0.42591631412506104,,1.0,
7.558282,,,,,,,,,,,,,,,,,7.1875,,,,,,,,,,,,,,132.67820715,,,,0.0,,,,,,,,,,,0.07798000000000016,,,,,,,,,,,,,,,,,,,,,,
7.559602,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,
7.558282,,85.34375,-4.494504768359775E-10,11.45,,0.0,,1.0,0.0,,0.0,0.0,-1.0,,0.4661080837249756,0.0,,0.0,-1.0,0.0,0.0,0.06369399999999992,0.0,,,,,,85.34375,,,0.0,0.0,85.34375,,-0.42591631412506104,6.94007545171752,-1.0,0.0,0.0,0.0,59.0,0.0,0.0,,,,,0.0,,0.1200445219874382,85.34375,,,0.0,0.0,,-4.494504768359775E-10,,0.0,,,,0.0,-0.42591631412506104,,1.0,
7.628189,,,,,,,,,,,,,,,,,7.1875,,,,,,,,,,,,,,132.67820715,,,,0.0,,,,,,,,,,,0.06990699999999972,,,,,,,,,,,,,,,,,,,,,,
7.629092,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,
