TIME,Operator Controller Unjam Command,Ball Counter Ball Count,IMU Filtered X Angle,Shooter Desired Speed,Right Intern Moter Current,Robot Front Tilt Angle,Driver FwdRev Command,Control Panel State Machine Game Data Color Command,Operator Controller Climb Speed Command,IMU Filtered Y Angle,Hopper Motor Left Cmd,Hopper Motor Right Current,Total Tilt Angle,Pneumatics Compressor Current,Shots Taken,Climber Input Command,Operator Controller Shoot Command,Control Panel Actual Angle,Climber Motor 2 Current,botDesPoseY,botDesPoseX,Drivetrain Op Mode,botDesPoseT,Left Intern Moter Current,Intake Motor Current,Pneumatics Main System Pressure,Drivetrain Heading Correction Command,Shooter Wheel Current Control Mode,Control Panel Desired Angle,Shooter Input Mode Command,Left Master Moter Current,Drivetrain Right Motor Output Duty Cycle,Vision Raspberry Pi Duration,Conveyor Motor Speed Command,Vision Raspberry Pi Visible Target,Operator Controller Eject Desired Command,Control Panel State Machine 3.25 spin,Hopper Motor Right Cmd,Conveyor Intake End Ball Present,Intake Speed State,Ball Distance Sensor Raw Voltage,Operator Controller Ctrl Panel Three Rotations Command,Main Loop Call Period,IMU Comp X Angle,Shooter Motor 1 Current,Control Panel State Machine Rotate to Color,roboRIO Sys Memory Load,Operator Controller Photon Cannon Command,Ball Counter Sensor Distance,Robot Brownout,botActPoseT,botActPoseX,botActPoseY,Climber Motor 1 Current,Driver Auto Align and Shoot Command,Shooter Motor 1 Percent,Drivetrain Left Motor output Duty Cycle,Intake Fault,Driver Rotate Command,Climber Upper Limit Switch,Drivetrain Pose Angle,Intake Motor Speed,Robot Battery Voltage,Drivetrain Left Wheel Actual Speed,Robot Side Tilt Angle,Robot Battery Current Draw,Operator Controller Prep to Shoot Command,roboRIO JVM Memory Load,Climber Lower Limit Switch,Color Sensor Blue Intensity,Drivetrain Left Wheel Desired Speed,Operator Controller Climb Enable Command,Control Panel Motor Current,Ball Counter Ball Height State,Operator Controller Ctrl Panel Seek To Color Command,Conveyor Position,Driver Snail Mode Command,Shooter Actual Speed,Main Loop Process Duration,RIO Input Voltage,Ball Distance Sensor Available,roboRIO CPU Load,Intake Speed Command,Vision Raspberry Pi Framerate,RIO 3V Supply Voltage,Ball Distance Sensor Distance,Pneumatics Cutoff Switch State,Intake Solenoid Command,IMU Comp Y Angle,Vision Raspberry Pi Stable Target,Color Sensor Match Color,Conveyor Motor Current,Color Sensor Red Intensity,Dataserver File Logger Queue Length,Drivetrain Right Wheel Desired Speed,Vision Raspberry Pi Angle,Operator Controller Intake Desired Command,Shooter Motor 2 Current,Color Sensor Green Intensity,Vision Raspberry Pi Vision System Online,Robot CAN Bus Utilization,Right Master Moter Current,Climber Motor Command,PDP Cooling Fans Current,RIO 6V Supply Voltage,Dataserver Stored Samples,Shooter Under Load,Drivetrain Right Wheel Actual Speed,Conveyor Shooter End Ball Present,PDP Upper Board Current,Drivetrain Desired Heading,Driver Auto Align Only Command,RIO 5V Supply Voltage,Intake Position State,Hopper Motor Left Current,Driver Flip Front/Back Command,
sec,bool,count,deg,RPM,A,degrees,cmd,color,cmd,deg,cmd,A,degrees,A,balls,cmd,bool,deg,A,ft,ft,mode,deg,A,A,psi,RPM,state,deg,state,A,pct,sec,pct,bool,bool,degrees,cmd,bool,state,V,bool,sec,deg,A,degrees,pct,bool,in,bool,deg,ft,ft,A,bool,pct,pct,bits,cmd,state,deg,RPM,V,RPM,degrees,A,bool,pct,state,sat,RPM,bool,A,heightState,bool,feet,bool,RPM,sec,V,bool,pct,cmd,fps,V,in,bool,bool,deg,bool,color,A,sat,count,RPM,deg,bool,A,sat,bool,pct,A,cmd,A,V,count,bool,RPM,bool,A,deg,bool,V,state,A,bool,
99.428213,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.017352999999999952,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
99.540773,,0.0,358.67438556021534,0.0,0.0,,,,,359.90532158213733,0.35,0.0,,,0.0,0.0,,,0.0,,,1.0,,0.0,0.0,,-0.008672861782656582,-1.0,,3.0,0.0,0.0,0.044112205505371094,0.0,0.0,,,0.35,0.0,1.0,,,0.11256000000000199,-1.3430347405212764,0.0,,,,8.858267716535448,,,,,0.0,,0.0,0.0,0.0,,0.0,91.47223456305466,-0.0,,-0.0,,,,,0.0,,0.008672861782656582,,,0.0,,0.0,,-0.0,0.027253999999999223,,1.0,,0.65,7.69756665143415,,8.858267716535448,,1.0,-0.21264431272969705,0.0,,0.0,,,-0.008672861782656582,0.0,,0.0,,1.0,,0.0,0.0,,,,1.0,0.0,0.0,,91.46789813216333,,,1.0,0.0,,
99.57419,,0.0,357.6288550993297,0.0,0.0,,,,,359.2976214223451,0.35,5.90625,,,0.0,0.0,,,0.0,,,1.0,,0.0,0.0,,-0.015324277191695046,-1.0,,3.0,0.0,-6.103701889514923E-5,0.04376721382141113,0.0,0.0,,,0.35,0.0,1.0,,,0.03341700000000003,-1.3447686176441822,0.0,,,,8.877952755905525,,,,,0.0,,0.0,6.103701889514923E-5,0.0,,0.0,91.47556027075917,-0.0,,-0.0,,,,,0.0,,1.20898635038091,,,0.0,,0.0,,-0.0,0.012295999999992091,,1.0,,0.65,6.965107242256571,,8.877952755905525,,1.0,-0.2246491609903394,0.0,,0.0,,,1.1783377959975199,0.0,,0.0,,1.0,,0.0,0.0,,,,1.0,0.0,0.0,,91.46789813216333,,,1.0,0.0,,
99.592566,,0.0,2.214721645151129,0.0,0.25,,,,,358.08938138027315,0.35,25.59375,,,0.0,0.0,,,0.0,,,1.0,,0.0,67.84375,,-0.015759349694747016,-1.0,,3.0,0.03125,0.009338663890957832,0.04376721382141113,0.0,0.0,,,0.35,0.0,1.0,,,0.0183760000000035,-1.3320573702657739,0.0,,,,8.877952755905525,,,,,0.0,,0.0,0.00958281196653843,0.0,,0.0,91.4757778070107,17.14285659790039,,-0.0,,,,,0.0,,11.952380081586899,,,0.0,,0.0,,-0.0,0.013680999999991172,,1.0,,0.65,6.965107242256571,,8.877952755905525,,1.0,-0.21039350174444868,0.0,,0.0,,,11.920861382197405,0.0,,0.0,,1.0,,0.09375,0.0,,,,1.0,0.0,0.0,,91.46789813216333,,,1.0,27.03125,,
99.612215,,0.0,358.4219068768955,0.0,22.96875,,,,,359.70147817120164,0.35,14.0625,,,0.0,0.0,,,0.0,,,1.0,,0.1875,49.625,,-0.01799832266178214,-1.0,,3.0,13.84375,0.09134189784526825,0.04376721382141113,0.0,0.0,,,0.35,0.0,1.0,,,0.019649000000001138,-1.3275873395325444,0.0,,,,8.818897637795288,,,,,0.0,,0.0,0.09158604592084885,0.0,,0.0,91.47689729349422,182.85714721679688,,0.5714285969734192,,,,,0.0,,15.933492631851319,,,0.0,,0.0,,-0.0,0.021459999999990487,,1.0,,0.65,6.965107242256571,,8.818897637795288,,1.0,-0.17245352905474395,0.0,,0.0,,,15.897495986527755,0.0,,0.0,,1.0,,10.125,0.0,,,,1.0,0.5714285969734192,0.0,,91.46789813216333,,,1.0,20.96875,,
99.645268,,0.0,336.6469119371327,0.0,0.0,,,,,357.9383127209342,0.35,12.96875,,,0.0,0.0,,,0.0,,,1.0,,0.0,31.5625,,0.021514778144080537,-1.0,,3.0,19.5,0.06732383370399475,0.04376721382141113,0.0,0.0,,,0.35,0.0,1.0,,,0.033052999999995336,-1.6197702621035328,0.0,,,,8.79921259842521,,,,,0.0,,0.0,0.09158604592084885,0.0,,0.0,91.45714074309129,462.8571472167969,,0.5714285969734192,,,,,0.0,,19.87285310834283,,,0.0,,0.0,,-0.0,0.009793999999999414,,1.0,,0.65,6.965107242256571,,8.79921259842521,,1.0,-0.17842491761103074,0.0,,0.0,,,19.915882664630992,0.0,,0.0,,1.0,,0.0625,0.0,,,,1.0,0.5714285969734192,0.0,,91.46789813216333,,,1.0,13.3125,,
99.667519,,0.0,348.7778695662729,0.0,23.5,,,,,0.828037483034556,0.35,11.9375,,,0.0,0.0,,,0.0,,,1.0,,29.09375,28.25,,0.03548515069596192,-1.0,,3.0,32.9375,0.10415967553853989,0.04376721382141113,0.0,0.0,,,0.35,0.0,1.0,,,0.022250999999997134,-1.9538611754685289,0.0,,,,8.79921259842521,,,,,0.0,,0.0,0.13397625088691711,0.0,,0.0,91.45015555681535,462.8571472167969,,4.0,,,,,0.0,,23.83775631308835,,,0.0,,0.0,,-0.0,0.012032000000004928,,1.0,,0.65,6.965107242256571,,8.79921259842521,,1.0,-0.17477908002659337,0.0,,0.0,,,23.908726614480273,0.0,,0.0,,1.0,,29.75,0.0,,,,1.0,6.285714626312256,0.0,,91.46789813216333,,,1.0,13.375,,
99.68932,,0.0,341.84404547274846,0.0,22.75,,,,,357.8955642101567,0.35,11.40625,,,0.0,0.0,,,0.0,,,1.0,,26.875,24.125,,0.02682118034186942,-1.0,,3.0,35.3125,0.15234839916229248,0.04376721382141113,0.0,0.0,,,0.35,0.0,1.0,,,0.021800999999996407,-2.2204602528125315,0.0,,,,8.759842519685053,,,,,0.0,,0.0,0.15521714091300964,0.0,,0.0,91.45448754199239,800.0,,5.714285850524902,,,,,0.0,,31.804167438037183,,,0.0,,0.0,,-0.0,0.013112000000006674,,1.0,,0.65,6.965107242256571,,8.759842519685053,,1.0,-0.22822016771250228,0.0,,0.0,,,31.857809798720922,0.0,,0.0,,1.0,,29.25,0.0,,,,1.0,6.285714626312256,0.0,,91.46789813216333,,,1.0,12.59375,,
99.711131,,0.0,346.0553156126515,0.0,21.0625,,,-1.0,,1.1430745475717548,0.35,12.5625,-2.759107658620266,8.65625,0.0,0.0,,0.0,0.0,,,1.0,,29.0,21.28125,59.71068532500001,0.01653875323563625,-1.0,0.0,3.0,28.90625,0.16409802436828613,0.044376373291015625,0.0,0.0,,0.0,0.35,0.0,1.0,,,0.02181099999999958,-3.272036777739211,0.0,0.0,,,8.779527559055133,0.0,,,,0.0,,0.0,0.173955500125885,0.0,,0.0,91.45962875554551,1531.4285888671875,11.65,13.142857551574707,87.24089234137973,39.375,,,0.0,0.1640625,43.75107059703548,,0.0,0.0,,0.0,,-0.0,0.052522000000010394,11.549593505859374,1.0,,0.65,6.526139229772224,,8.779527559055133,0.0,1.0,-0.17469370177300997,0.0,0.0,0.0,0.409912109375,8.0,43.78414810350675,0.0,,0.0,0.42626953125,1.0,0.46756085753440857,24.0625,0.0,0.0,,0.0,1.0,14.857142448425293,0.0,0.0,91.46789813216333,,,1.0,13.90625,,
