TIME,Shooter Actual RPM,Right Intern Moter Current,Drivetrain Left Wheel Actual Speed,Battery Voltage,Distance Sensor Raw Voltage,Hopper Spark Left Current,roboRIO JVM Memory Load,Climber Lower Limit Switch,Color Sensor Blue Intensity,Shooter Desired RPM,Driver FwdRev Command,Drivetrain Left Wheel Desired Speed,Rotate to Color,Color Needed,Shooter State Command,Raspberry Pi Duration,Right Climber Current,Pneumatics Compressor Current,Hopper Spark Left Cmd,Raspberry Pi Angle,Climber Input Command,Raspberry Pi Stable Target,Hopper Spark Right Cmd,Driver Snail Mode Command,Main Loop Process Duration,Left Climber Current,botDesPoseY,roboRIO CPU Load,botDesPoseX,Distance Sensor Available,botDesPoseT,Left Intern Moter Current,Intake Motor Current,Pneumatics Main System Pressure,Drivetrain Heading Correction Command,Left Master Moter Current,Pneumatics Cutoff Switch State,Drivetrain Right Motor Output Duty Cycle,Raspberry Pi Framerate,Color Sensor Match Color,Color Sensor Red Intensity,Panel 3.25 spin,Hopper Spark Right Current,Dataserver File Logger Queue Length,Drivetrain Right Wheel Desired Speed,Driver Auto Align Command,DT_Pose_Angle,Intake Speed State,Main Loop Call Period,Shooter Motor 1 Current,Shooter Motor 2 Current,Color Sensor Green Intensity,roboRIO Sys Memory Load,Robot CAN Bus Utilization,Right Master Moter Current,Distance Sensor Distance,Climber Motor Command,Photon Cannon State,Robot Brownout,Dataserver Stored Samples,Shooter Under Load,Drivetrain Right Wheel Actual Speed,botActPoseT,Drivetrain Desired Heading,Raspberry Pi Visible Target,botActPoseX,botActPoseY,Intake Position State,Battery Current Draw,Drivetrain Left Motor output Duty Cycle,Shooter Control Mode,Driver Rotate Command,Climber Upper Limit Switch,
sec,RPM,Amps,RPM,V,V,Amp,Pct,boolean,intensity,RPM,cmd,RPM,degrees,Color,state,sec,Amp,A,Cmd,deg,cmd,boolean,Cmd,bool,sec,Amp,ft,Pct,ft,bool,deg,Amps,A,psi,RPM,Amps,bool,pct,fps,color,intensity,degrees,Amp,count,RPM,bool,deg,state,sec,A,A,intensity,Pct,pct,Amps,in,cmd,bool,bool,count,boolean,RPM,deg,deg,boolean,ft,ft,state,A,pct,state,cmd,boolean,
28.243825,,,,,,,,,,,,,,,,,,,,,,,,,0.00921499999999753,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28.31153,,,,,,,,,,,0.0,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,0.0,,,0.06770500000000013,,,,,,,,,,,,,,,,,,,,,,,0.0,,
28.318647,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,
28.31153,,0.0,-0.0,12.75,,,,1.0,0.197265625,,,0.0,0.0,-1.0,,0.05133485794067383,,0.0,,9.306649809278497,0.0,1.0,,,0.04140699999999953,0.0,,,,,,0.0,,-9.182740237500001,0.0,0.0,0.0,0.0,6.550202082669615,-1.0,0.346435546875,0.0,,43.0,0.0,,0.16297393238089003,,,,,0.45654296875,,0.31766849756240845,0.0,,0.0,,0.0,16.0,,0.0,,0.0,1.0,,,,0.0,0.0,,,1.0,
28.365776,,,,,,,,,,,0.0,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,0.0,,,0.05424599999999913,,,,,,,,,,,,,,,,,,,,,,,0.0,,
28.366818,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,
28.365776,,0.0,-0.0,12.75,,,,1.0,0.197265625,,,0.0,0.0,-1.0,,0.0498502254486084,,0.0,,9.243029394597134,0.0,1.0,,,0.009316999999999354,0.0,,,,,,0.0,,-9.182740237500001,0.0,0.0,0.0,0.0,6.562500391155504,-1.0,0.346435546875,0.0,,89.0,0.0,,0.16421203604389364,,,,,0.45654296875,,0.2989392876625061,0.0,,0.0,,0.0,18.0,,0.0,,0.0,1.0,,,,0.0,0.0,,,1.0,
28.376315,,,,,,,,,,,0.0,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,0.0,,,0.010539000000001408,,,,,,,,,,,,,,,,,,,,,,,0.0,,
28.376553,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,
28.376315,,0.0,-0.0,12.75,,,,-1.0,0.197265625,,,0.0,0.0,-1.0,,0.0498502254486084,,0.0,,9.243029394597134,0.0,1.0,,,0.007696999999996734,0.0,,,,,,0.0,,-9.182740237500001,0.0,0.0,0.0,0.0,6.562500391155504,-1.0,0.346435546875,0.0,,135.0,0.0,,0.16314737586074343,,,,,0.45654296875,,0.3764705955982208,0.0,,0.0,,0.0,20.0,,0.0,,0.0,1.0,,,,0.0,0.0,,,-1.0,
