TIME,Operator Controller Unjam Command,shooterCtrl.shooterSpeedErrorAbs,climber.motorCmd,IMU Filtered X Angle,hopper.conv.opMode,Right Intern Moter Current,climber.upperLimitSwitch.stateDbnc,Driver FwdRev Command,Control Panel State Machine Game Data Color Command,Operator Controller Climb Speed Command,IMU Filtered Y Angle,Driver Trench To Loading Align Only Command,Pneumatics Compressor Current,Operator Controller Shoot Command,intakeCtrl.posState,shooterCtrl.underLoad,climber.motor2Current,botDesPoseY,botDesPoseX,Drivetrain Op Mode,botDesPoseT,Left Intern Moter Current,Pneumatics Main System Pressure,hopper.conv.intakeEndSensor.ballsInConveyor,Drivetrain Heading Correction Command,Driver Loading To Trench Command,Left Master Moter Current,Drivetrain Right Motor Output Duty Cycle,Vision Raspberry Pi Duration,Vision Raspberry Pi Visible Target,Operator Controller Eject Desired Command,Control Panel State Machine 3.25 spin,Operator Controller Ctrl Panel Three Rotations Command,hopper.conv.shooterEndSensorTriggeredDbnc,IMU Comp X Angle,Control Panel State Machine Rotate to Color,roboRIO Sys Memory Load,hopper.conv.conveyorPosition,hopper.conv.intakeEndSensor.curBallHeight,Robot Brownout,botActPoseT,intakeCtrl.intkCommand,hopper.conv.motorCurrent,botActPoseX,botActPoseY,climber.motor1Current,hopper.hopperOpMode,Driver Auto Align and Shoot Command,Drivetrain Left Motor output Duty Cycle,Driver Rotate Command,Driver Turn 180 Deg Command,Drivetrain Pose Angle,loopTiming.loopPeriodSec,Robot Battery Voltage,shooterCtrl.shooterHoldCmdVoltage,intakeCtrl.spdState,Drivetrain Left Wheel Actual Speed,Operator Controller Prep to Shoot Command,Robot Battery Current Draw,shooterCtrl.currentStateShooter,roboRIO JVM Memory Load,Color Sensor Blue Intensity,Drivetrain Left Wheel Desired Speed,Operator Controller Climb Enable Command,shooterCtrl.shooterActualSpeed_rpm,Operator Controller Ctrl Panel Seek To Color Command,Driver Snail Mode Command,RIO Input Voltage,roboRIO CPU Load,Match Time,Vision Raspberry Pi Framerate,RIO 3V Supply Voltage,Pneumatics Cutoff Switch State,Operator Controller Shot Speed Increment,Driver Auto Align Close and Shoot Command,IMU Comp Y Angle,Vision Raspberry Pi Stable Target,Color Sensor Match Color,Color Sensor Red Intensity,hopper.conv.intakeEndSensorTriggered,hopper.HopperSparkLeftCmd,climber.climbEnabled,Drivetrain Right Wheel Desired Speed,Dataserver File Logger Queue Length,Vision Raspberry Pi Angle,Operator Controller Intake Desired Command,shooterCtrl.adjustedSetpointRPM,Operator Controller Shot Speed Decrement,Color Sensor Green Intensity,Vision Raspberry Pi Vision System Online,climber.climbCMD,hopper.HopperSparkRightCmd,Right Master Moter Current,Robot CAN Bus Utilization,hopper.conv.intakeEndSensor.curConveyorDirection,PDP Cooling Fans Current,RIO 6V Supply Voltage,Drivetrain Right Wheel Actual Speed,Dataserver Stored Samples,PDP Upper Board Current,Drivetrain Desired Heading,Driver Auto Align Only Command,RIO 5V Supply Voltage,climber.lowerLimitSwitch.stateDbnc,hopper.conv.intakeEndSensor.ballHeightIn,Driver Flip Front/Back Command,loopTiming.loopDurationSec,
sec,bool,,,deg,,A,,cmd,color,cmd,deg,bool,A,bool,,,,ft,ft,mode,deg,A,psi,,RPM,bool,A,pct,sec,bool,bool,degrees,bool,,deg,degrees,pct,,,bool,deg,,,ft,ft,,,bool,pct,cmd,bool,deg,,V,,,RPM,bool,A,,pct,sat,RPM,bool,,bool,bool,V,pct,s,fps,V,bool,bool,bool,deg,bool,color,sat,,,bool,RPM,count,deg,bool,,bool,sat,bool,cmd,,A,pct,,A,V,RPM,count,A,deg,bool,V,,,bool,,
82.210362,,,,359.6183518761775,,0.0,,,,,359.9522942598644,,,,,,,,,1.0,,0.0,,,0.0,,0.0,0.0,0.089752197265625,0.0,,,,,-1.0838556485358437,,,,,,,,,,,,,,0.0,,,89.04119845606652,,,,,-0.0,,,,,,0.019726001090956666,,,,,,,,5.838770299880004,,,,,-0.15053139715063,0.0,,,,,,0.019726001090956666,,0.0,,,,,0.0,,,0.0,,,,,0.0,,,89.04697422546823,,,,,,,
82.22701,,0.0,0.0,,1.0,,0.0,,,,,,,,0.0,1.0,0.0,,,,,,,0.0,,,,,,,,,,0.0,,,,0.0,0.0,,,0.0,0.0,,,0.0,0.0,,,,,,0.0951870000000099,,0.0,0.0,,,,0.0,,,,,-0.0,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,3200.0,,,,0.0,0.0,,,1.0,,,,,,,,,1.0,9.015748031495953,,0.002140000000011355,
82.239782,,,,359.2411764317139,,0.0,,,,,359.62059649357917,,,,,,,,,1.0,,0.0,,,0.0,,0.0,1.5259254723787308E-4,0.089752197265625,0.0,,,,,-1.0835346295391792,,,,,,,,,,,,,,1.5259254723787308E-4,,,89.04208922632293,,,,,-0.0,,,,,,2.487491465251716,,,,,,,,5.838770299880004,,,,,-0.15353767696611484,0.0,,,,,,2.564923741209518,,0.0,,,,,0.0,,,0.0,,,,,0.0,,,89.04755597752413,,,,,,,
82.245128,,0.0,0.0,,1.0,,0.0,,,,,,,,0.0,1.0,0.0,,,,,,,0.0,,,,,,,,,,0.0,,,,0.0,0.0,,,0.0,0.0,,,0.0,0.0,,,,,,0.029420000000001778,,0.0,0.0,,,,0.0,,,,,-0.0,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,3200.0,,,,0.0,0.0,,,1.0,,,,,,,,,1.0,9.114173228346345,,0.01715999999998985,
82.249419,,,,359.2838959101084,,0.0,,,,,359.2838959101084,,,,,,,,,1.0,,0.0,,,0.0,,0.0,1.5259254723787308E-4,0.089752197265625,0.0,,,,,-1.0819539050179487,,,,,,,,,,,,,,1.5259254723787308E-4,,,89.04161615863062,,,,,-0.0,,,,,,2.487491465251716,,,,,,,,5.838770299880004,,,,,-0.15367492425884824,0.0,,,,,,2.564923741209518,,0.0,,,,,0.0,,,0.0,,,,,0.0,,,89.04755597752413,,,,,,,
82.257764,,0.0,0.0,,1.0,,0.0,,,,,,,,0.0,1.0,0.0,,,,,,,0.0,,,,,,,,,,0.0,,,,0.0,0.0,,,0.0,0.0,,,0.0,0.0,,,,,,0.009636999999997897,,0.0,0.0,,,,0.0,,,,,-0.0,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,3200.0,,,,0.0,0.0,,,1.0,,,,,,,,,1.0,9.173228346456582,,0.0073649999999929605,
82.261153,,,,358.9505696495497,,0.0,,,,,359.95230120353125,,,,,,,,,1.0,,0.0,,,0.0,,0.0,0.020386364310979843,0.089752197265625,0.0,,,,,-1.081900915847489,,,,,,,,,,,,,,0.01974547654390335,,,89.04260721828874,,,,,-0.0,,,,,,14.267710100195957,,,,,,,,5.838770299880004,,,,,-0.15399156604629258,0.0,,,,,,14.38017916655874,,0.0,,,,,0.0,,,0.0,,,,,0.0,,,89.04840096250965,,,,,,,
82.267895,,0.0,0.0,,1.0,,0.0,,,,,,,,0.0,1.0,0.0,,,,,,,0.0,,,,,,,,,,0.0,,,,0.0,0.0,,,0.0,0.0,,,0.0,0.0,,,,,,0.01173399999998992,,0.0,0.0,,,,0.0,,,,,-0.0,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,3200.0,,,,0.0,0.0,,,1.0,,,,,,,,,1.0,9.114173228346345,,0.008850999999992837,
82.270136,,,,359.60925100900675,,0.0,,,,,359.60925100900675,,,,,,,,,1.0,,0.0,,,0.0,,0.0,0.020386364310979843,0.089752197265625,0.0,,,,,-1.0826278516961452,,,,,,,,,,,,,,0.01974547654390335,,,89.04329905281865,,,,,-0.0,,,,,,14.267710100195957,,,,,,,,5.838770299880004,,,,,-0.15232305858084863,0.0,,,,,,14.38017916655874,,0.0,,,,,0.0,,,0.125,,,,,0.0,,,89.04840096250965,,,,,,,
82.27555900000002,,0.0,0.0,,1.0,,0.0,,,,,,,,0.0,1.0,0.0,,,,,,,0.0,,,,,,,,,,0.0,,,,0.0,0.0,,,0.0,0.0,,,0.0,0.0,,,,,,0.00898300000000063,,0.0,0.0,,,,0.0,,,,,-0.0,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,3200.0,,,,0.0,0.0,,,1.0,,,,,,,,,1.0,9.055118110236108,,0.007359000000008109,
82.270136,,,,,,,,,,,,,0.0,,,,,,,,,,119.99150892857142,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
82.30855,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.089752197265625,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.838770299880004,,,,,,0.0,,,,,,,,0.0,,,,,0.0,,,,,,,,,,,,,,,,,,
82.309309,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,11.75,,,,,0.0,,,,,,,,,11.398814208984374,,-1.0,,,,,,,,,,,,,,259.0,,,,,,,,,,0.5326827168464661,,0.0,,,18.0,0.0,,,,,,,,
82.30855,,,,9.654663022254057,,19.0,,,,,9.364694596900742,,,,,,,,,1.0,,22.21875,,,-0.0,,14.40625,0.0868861973285675,,,,,,,-1.4122152159857442,,,,,,,,,,,,,,0.09625537693500519,,,89.05872554888703,,,,,2.8571431636810303,,,,,,23.789328560772567,,,,,,,,,,,,,-0.14502842733371807,,,,,,,23.957153997517242,,,,,,,,,,23.375,,,,,4.5714287757873535,,,89.05073688861953,,,,,,,
82.313475,,0.0,0.0,,1.0,,0.0,,,,,,,,0.0,1.0,0.0,,,,,,,0.0,,,,,,,,,,0.0,,,,0.0,0.0,,,0.0,0.0,,,0.0,0.0,,,,,,0.03841400000000306,,0.0,0.0,,,,0.0,,,,,-0.0,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,3200.0,,,,0.0,0.0,,,1.0,,,,,,,,,1.0,9.015748031495951,,0.0068770000000029086,
82.318929,,,,0.1992264596703582,,19.0,,,,,352.6081476544291,,,,,,,,,1.0,,22.21875,,,-0.0,,14.40625,0.0868861973285675,0.089752197265625,0.0,,,,,-1.638700991188693,,,,,,,,,,,,,,0.06884975731372833,,,89.07641938239131,,,,,2.8571431636810303,,,,,,28.555289426022675,,,,,,,,5.838770299880004,,,,,-0.15204876169591278,0.0,,,,,,28.740491326796725,,0.0,,,,,0.0,,,23.375,,,,,4.5714287757873535,,,89.05212831855235,,,,,,,
82.324577,,0.0,0.0,,1.0,,0.0,,,,,,,,0.0,1.0,0.0,,,,,,,0.0,,,,,,,,,,0.0,,,,0.0,0.0,,,0.0,0.0,,,0.0,0.0,,,,,,0.01037900000000036,,0.0,0.0,,,,0.0,,,,,-0.0,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,3200.0,,,,0.0,0.0,,,1.0,,,,,,,,,1.0,8.976377952755794,,0.005443999999997118,
82.328552,,,,349.9725449779377,,27.0625,,,,,6.647826492557222,,,,,,,,,1.0,,26.0625,,,-0.0,,26.15625,0.07315286993980408,0.089752197265625,0.0,,,,,-1.7846318505178174,,,,,,,,,,,,,,0.06884975731372833,,,89.089434714699,,,,,7.428572177886963,,,,,,28.555289426022675,,,,,,,,5.838770299880004,,,,,-0.13500824938414754,0.0,,,,,,28.740491326796725,,0.0,,,,,0.0,,,2.75,,,,,6.857142925262451,,,89.05212831855235,,,,,,,
82.333978,,0.0,0.0,,1.0,,0.0,,,,,,,,0.0,1.0,0.0,,,,,,,0.0,,,,,,,,,,0.0,,,,0.0,0.0,,,0.0,0.0,,,0.0,0.0,,,,,,0.009623000000004822,,0.0,0.0,,,,0.0,,,,,-0.0,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,3200.0,,,,0.0,0.0,,,1.0,,,,,,,,,1.0,9.055118110236108,,0.007208000000005654,
82.336398,,,,348.9484770664704,,27.0625,,,,,349.8882834738641,,,,,,,,,1.0,,26.0625,,,-0.0,,26.15625,0.18732261657714844,0.089752197265625,0.0,,,,,-1.9250847029876785,,,,,,,,,,,,,,0.1824396550655365,,,89.1071795798272,,,,,7.428572177886963,,,,,,28.555289426022675,,,,,,,,5.838770299880004,,,,,-0.18859675879131577,0.0,,,,,,28.740491326796725,,0.0,,,,,0.0,,,2.75,,,,,6.857142925262451,,,89.05212831855235,,,,,,,
82.34748,,0.0,0.0,,1.0,,0.0,,,,,,,,0.0,1.0,0.0,,,,,,,0.0,,,,,,,,,,0.0,,,,0.0,0.0,,,0.0,0.0,,,0.0,0.0,,,,,,0.007846000000000686,,0.0,0.0,,,,0.0,,,,,-0.0,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,3200.0,,,,0.0,0.0,,,1.0,,,,,,,,,1.0,9.133858267716423,,0.006304000000000087,
82.3499,,,,336.08321523665046,,28.09375,,,,,0.6732980321117839,,,,,,,,,1.0,,31.21875,,,-0.0,,24.875,0.1427655816078186,0.089752197265625,0.0,,,,,-2.4160632324312306,,,,,,,,,,,,,,0.16870632767677307,,,89.13564006563917,,,,,9.714286804199219,,,,,,33.32566359173364,,,,,,,,5.838770299880004,,,,,-0.14167201900043436,0.0,,,,,,33.519412177004526,,0.0,,,,,0.0,,,30.09375,,,,,6.857142925262451,,,89.05358396009737,,,,,,,
82.367126,,0.0,0.0,,1.0,,0.0,,,,,,,,0.0,1.0,0.0,,,,,,,0.0,,,,,,,,,,0.0,,,,0.0,0.0,,,0.0,0.0,,,0.0,0.0,,,,,,0.013502000000002568,,0.0,0.0,,,,0.0,,,,,-0.0,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,3200.0,,,,0.0,0.0,,,1.0,,,,,,,,,1.0,9.133858267716423,,0.011580999999992514,
82.375346,,,,334.34055391554506,,24.875,,,,,8.875041353365317,,,,,,,,,1.0,,32.625,,,-0.0,,36.15625,0.20816674828529358,0.089752197265625,0.0,,,,,-2.5873142643489935,,,,,,,,,,,,,,0.20664082467556,,,89.14458801914344,,,,,9.714286804199219,,,,,,38.10118960337414,,,,,,,,5.838770299880004,,,,,-0.11594774992829177,0.0,,,,,,38.293183747492016,,0.0,,,,,0.0,,,29.6875,,,,,9.714285850524902,,,89.05502642044976,,,,,,,
82.381142,,0.0,0.0,,1.0,,0.0,,,,,,,,0.0,1.0,0.0,,,,,,,0.0,,,,,,,,,,0.0,,,,0.0,0.0,,,0.0,0.0,,,0.0,0.0,,,,,,0.02544599999998809,,0.0,0.0,,,,0.0,,,,,-0.0,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,3200.0,,,,0.0,0.0,,,1.0,,,,,,,,,1.0,9.074803149606186,,0.01819799999999816,
82.387856,,,,335.79541038654645,,26.21875,,,,,352.4153577876678,,,,,,,,,1.0,,35.15625,,,-0.0,,28.65625,0.20816674828529358,0.089752197265625,0.0,,,,,-2.8855970240775464,,,,,,,,,,,,,,0.18607135117053986,,,89.14841426204943,,,,,13.14285945892334,,,,,,42.88260123954967,,,,,,,,5.838770299880004,,,,,-0.12086345927052425,0.0,,,,,,43.06106849597108,,0.0,,,,,0.0,,,30.625,,,,,9.714285850524902,,,89.05636725270674,,,,,,,
82.394145,,0.0,0.0,,1.0,,0.0,,,,,,,,0.0,1.0,0.0,,,,,,,0.0,,,,,,,,,,0.0,,,,0.0,0.0,,,0.0,0.0,,,0.0,0.0,,,,,,0.012510000000006016,,0.0,0.0,,,,0.0,,,,,-0.0,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,3200.0,,,,0.0,0.0,,,1.0,,,,,,,,,1.0,9.01574803149595,,0.006884000000013657,
82.387856,,,,,,,,,,,,,0.0,,,,,,,,,,120.18967500000002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
82.433146,,,,339.7041910915158,,29.9375,,,,,5.9963902247554195,,,,,,,,,1.0,,35.59375,,,-0.0,,32.15625,0.2223273366689682,0.089752197265625,0.0,,,,,-3.602357919110233,,,,,,,,,,,,,,0.23462630808353424,,,89.12558650529729,,,,,17.71428871154785,,,,,,52.466026084971695,,,,,,,,5.838770299880004,,,,,-0.07428943359501196,0.0,,,,,,52.57623700817804,,0.0,,,,,0.0,,,24.84375,,,,,20.0,,,89.0583349755469,,,,,,,
82.436322,,0.0,0.0,,1.0,,0.0,,,,,,,,0.0,1.0,0.0,,,,,,,0.0,,,,,,,,,,0.0,,,,0.0,0.0,,,0.0,0.0,,,0.0,0.0,,,,,,0.04528999999999428,,0.0,0.0,,,,0.0,,,,,-0.0,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,3200.0,,,,0.0,0.0,,,1.0,,,,,,,,,1.0,9.01574803149595,,0.007699000000002343,
82.438648,,,,350.0594636473198,,22.25,,,,,3.8966436569668432,,,,,,,,,1.0,,29.5625,,,-0.0,,19.625,0.2223273366689682,0.089752197265625,0.0,,,,,-3.760225745886224,,,,,,,,,,,,,,0.19690541923046112,,,89.11176433880156,,,,,17.71428871154785,,,,,,57.26951057142424,,,,,,,,5.838770299880004,,,,,-0.06621325659346675,0.0,,,,,,57.32204923601079,,0.0,,,,,0.0,,,24.84375,,,,,20.0,,,89.05872970081825,,,,,,,
82.447969,,0.0,0.0,,1.0,,0.0,,,,,,,,0.0,1.0,0.0,,,,,,,0.0,,,,,,,,,,0.0,,,,0.0,0.0,,,0.0,0.0,,,0.0,0.0,,,,,,0.005502000000007001,,0.0,0.0,,,,0.0,,,,,-0.0,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,3200.0,,,,0.0,0.0,,,1.0,,,,,,,,,1.0,9.01574803149595,,0.0036680000000046675,
82.452081,,,,350.02881089141556,,22.25,,,,,0.07936749077092754,,,,,,,,,1.0,,29.5625,,,-0.0,,19.625,0.2945646643638611,0.089752197265625,0.0,,,,,-3.8793405158465326,,,,,,,,,,,,,,0.3112888038158417,,,89.09648395110925,,,,,24.000003814697266,,,,,,57.26951057142424,,,,,,,,5.838770299880004,,,,,-0.07511033587827616,0.0,,,,,,57.32204923601079,,0.0,,,,,0.0,,,23.0,,,,,20.0,,,89.05872970081825,,,,,,,
82.457439,,0.0,,,,,,,,,,,,,0.0,1.0,0.0,,,,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,3200.0,,,,,,,,,,,,,,,,,1.0,8.976377952755792,,,
