TIME,Operator Controller Unjam Command,Ball Counter Ball Count,IMU Filtered X Angle,Shooter Motor 2 Speed,Shooter Desired Speed,Right Intern Moter Current,Robot Front Tilt Angle,Driver FwdRev Command,Control Panel State Machine Game Data Color Command,Operator Controller Climb Speed Command,IMU Filtered Y Angle,Hopper Motor Left Cmd,Shooter Motor 1 Speed,Hopper Motor Right Current,Total Tilt Angle,Pneumatics Compressor Current,Shots Taken,Climber Input Command,Operator Controller Shoot Command,Control Panel Actual Angle,Climber Motor 2 Current,botDesPoseY,botDesPoseX,Drivetrain Op Mode,botDesPoseT,Left Intern Moter Current,Intake Motor Current,Pneumatics Main System Pressure,Drivetrain Heading Correction Command,Shooter Wheel Current Control Mode,Shooter Motor 2 Percent,Control Panel Desired Angle,Shooter Input Mode Command,Left Master Moter Current,Drivetrain Right Motor Output Duty Cycle,Vision Raspberry Pi Duration,Conveyor Motor Speed Command,Vision Raspberry Pi Visible Target,Operator Controller Eject Desired Command,Control Panel State Machine 3.25 spin,Hopper Motor Right Cmd,Conveyor Intake End Ball Present,Intake Speed State,Ball Distance Sensor Raw Voltage,Operator Controller Ctrl Panel Three Rotations Command,Shooter Motor 2 in Voltage,Main Loop Call Period,IMU Comp X Angle,Shooter Motor 1 Current,Control Panel State Machine Rotate to Color,roboRIO Sys Memory Load,Operator Controller Photon Cannon Command,Ball Counter Sensor Distance,Photon Cannon State,Robot Brownout,botActPoseT,botActPoseX,botActPoseY,Climber Motor 1 Current,Driver Auto Align and Shoot Command,Shooter Motor 1 Percent,Drivetrain Left Motor output Duty Cycle,Driver Rotate Command,Climber Upper Limit Switch,Drivetrain Pose Angle,Robot Battery Voltage,Drivetrain Left Wheel Actual Speed,Shooter Motor 1 in Voltage,Robot Side Tilt Angle,Robot Battery Current Draw,Operator Controller Prep to Shoot Command,roboRIO JVM Memory Load,Climber Lower Limit Switch,Color Sensor Blue Intensity,Drivetrain Left Wheel Desired Speed,Operator Controller Climb Enable Command,Control Panel Motor Current,Ball Counter Ball Height State,Operator Controller Ctrl Panel Seek To Color Command,Conveyor Position,Driver Snail Mode Command,Shooter Actual Speed,RIO Input Voltage,Main Loop Process Duration,Ball Distance Sensor Available,roboRIO CPU Load,Intake Speed Command,Vision Raspberry Pi Framerate,RIO 3V Supply Voltage,Ball Distance Sensor Distance,Pneumatics Cutoff Switch State,Intake Solenoid Command,IMU Comp Y Angle,Vision Raspberry Pi Stable Target,Color Sensor Match Color,Conveyor Motor Current,Color Sensor Red Intensity,Dataserver File Logger Queue Length,Drivetrain Right Wheel Desired Speed,Vision Raspberry Pi Angle,Operator Controller Intake Desired Command,Shooter Motor 2 Current,Color Sensor Green Intensity,Vision Raspberry Pi Vision System Online,Robot CAN Bus Utilization,Right Master Moter Current,Climber Motor Command,PDP Cooling Fans Current,RIO 6V Supply Voltage,Dataserver Stored Samples,Shooter Under Load,Drivetrain Right Wheel Actual Speed,Conveyor Shooter End Ball Present,PDP Upper Board Current,Drivetrain Desired Heading,Driver Auto Align Only Command,RIO 5V Supply Voltage,Intake Position State,Hopper Motor Left Current,Driver Flip Front/Back Command,
sec,bool,count,deg,RPM,RPM,A,degrees,cmd,color,cmd,deg,cmd,RPM,A,degrees,A,balls,cmd,bool,deg,A,ft,ft,mode,deg,A,A,psi,RPM,state,pct,deg,state,A,pct,sec,pct,bool,bool,degrees,cmd,bool,state,V,bool,V,sec,deg,A,degrees,pct,bool,in,bool,bool,deg,ft,ft,A,bool,pct,pct,cmd,state,deg,V,RPM,V,degrees,A,bool,pct,state,sat,RPM,bool,A,heightState,bool,feet,bool,RPM,V,sec,bool,pct,cmd,fps,V,in,bool,bool,deg,bool,color,A,sat,count,RPM,deg,bool,A,sat,bool,pct,A,cmd,A,V,count,bool,RPM,bool,A,deg,bool,V,state,A,bool,
136.405307,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2780450000000201,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
136.701299,0.0,1.0,358.75150890870714,0.0,0.0,0.0,,1.0639801621437073E-4,-1.0,0.0,0.1440454068332155,0.0,-0.0,0.0,-0.6766903402793218,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,0.0,0.0,70.14769597499999,0.0,2.0,0.0,0.0,3.0,0.0,0.0,0.047521352767944336,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,0.0,12.5,0.29599200000001247,-0.9278384101485474,0.0,0.0,,0.0,4.685039370078753,0.0,0.0,,,,0.0,0.0,0.0,0.0,-0.0327498615466281,0.0,-238.86239882477798,12.55,-0.0,12.5703125,89.32330965972068,0.0,0.0,,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,12.316054931640625,0.3035370000000057,1.0,,0.0,6.515848801009153,,4.685039370078753,1.0,0.0,0.09324810907651639,0.0,-1.0,0.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0,1.0,0.44636452198028564,0.0,0.0,0.0,,0.0,1.0,0.0,1.0,0.0,0.0,0.0,,0.0,0.0,0.0,
137.012613,0.0,1.0,359.39249816171554,0.0,0.0,0.0,,1.0639801621437073E-4,-1.0,0.0,0.4205740353770765,0.0,-0.0,0.0,-0.9130028668154182,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,0.0,0.0,70.14769597499999,0.0,2.0,0.0,0.0,3.0,0.0,-0.03433332219719887,0.04758334159851074,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,0.0,12.453125,0.31131399999998166,-0.9487990897616613,0.0,0.0,88.1,0.0,4.685039370078753,0.0,0.0,,,,0.0,0.0,0.0,0.03497421368956566,-0.0327498615466281,0.0,-239.10260942834321,12.55,6.285714626312256,12.5234375,89.08699713318458,0.0,0.0,82.06902374857793,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,12.3097724609375,0.302346,1.0,56.3,0.0,6.52708372237784,,4.685039370078753,1.0,0.0,0.08081965670442627,0.0,-1.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,1.0,0.41751039028167725,0.0,0.0,0.0,,0.0,1.0,-5.142857551574707,1.0,0.0,0.0,0.0,,0.0,0.0,0.0,
137.320156,0.0,1.0,359.1348636886414,0.0,0.0,0.0,,1.0639801621437073E-4,-1.0,0.0,0.14418404471228938,0.0,-0.0,0.0,-1.1503630613296565,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,0.0,0.0,70.14769597499999,0.0,2.0,0.0,0.0,3.0,0.0,-0.03433332219719887,0.04868030548095703,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,0.0,12.453125,0.30754300000000967,-0.9497847608549135,0.0,0.0,,0.0,4.6653543307086744,0.0,0.0,,,,0.0,0.0,0.0,0.03497421368956566,0.0,0.0,-239.09645055015054,12.55,-0.0,12.515625,88.84963693867034,0.0,0.0,,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,12.353749755859374,0.2751880000000142,1.0,,0.0,6.5114990887045945,,4.6653543307086744,1.0,0.0,0.08311340166854676,0.0,-1.0,0.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0,1.0,0.4415711462497711,0.0,0.0,0.0,,0.0,1.0,0.0,1.0,0.0,0.0,0.0,,0.0,0.0,0.0,
137.620554,0.0,1.0,359.1341346625257,0.0,0.0,0.0,,0.0,-1.0,0.0,0.0,0.0,-0.0,0.0,0.8848065608345337,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,0.0,0.0,70.19347233750001,0.0,2.0,0.0,0.0,3.0,0.0,0.0,0.04880928993225098,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,0.0,12.5078125,0.3003980000000013,-0.9409856752742431,0.0,0.0,,0.0,4.685039370078753,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.125,0.0,-238.90985928587688,12.0,-3.4285714626312256,12.5625,90.88480656083453,16.375,0.0,,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,11.838587158203124,0.27509000000000583,1.0,,0.0,6.540682152748322,,4.685039370078753,1.0,0.0,0.12388333162119451,0.0,-1.0,0.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0,1.0,0.44591671228408813,0.0,0.0,0.0,,0.0,1.0,4.0,1.0,0.0,0.0,0.0,,0.0,0.0,0.0,
137.90268399999997,0.0,1.0,358.89765336655466,0.0,0.0,29.34375,,0.0,-1.0,0.0,1.294089184714641,0.0,-0.0,0.0,11.689369175439197,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,27.0625,0.0,70.19347233750001,0.0,2.0,0.0,0.0,3.0,31.125,0.1431623250246048,0.047586917877197266,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,0.0,11.9296875,0.2821299999999951,-0.6015806958401676,0.0,0.0,,0.0,4.704724409448832,0.0,0.0,,,,0.0,0.0,0.0,-0.14603106677532196,0.4306945098009784,0.0,-232.32721080069996,9.0,-24.571426391601562,12.0078125,101.6893691754392,98.0,0.0,,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,8.270143798828125,0.28263200000000666,1.0,,0.0,7.2820938408785105,,4.704724409448832,1.0,0.0,-1.0038115400730678,0.0,-1.0,0.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0,1.0,0.4490301311016083,28.5,0.0,0.0,,0.0,1.0,21.14285659790039,1.0,0.0,0.0,0.0,,0.0,0.0,0.0,
138.194773,0.0,1.0,9.841569810134754,0.0,0.0,46.53125,,0.0,-1.0,0.0,349.3515111147171,0.0,-0.0,0.0,8.113994460424308,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,54.8125,0.0,70.1019196125,0.0,2.0,0.0,0.0,3.0,54.96875,0.7423932552337646,0.04866433143615723,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,0.0,8.2734375,0.29208900000000426,0.7825967659679759,0.0,0.0,88.2,0.0,4.704724409448832,0.0,0.0,,,,0.0,0.0,0.0,-0.7512131333351135,0.4575151017828537,0.0,-206.57405372685375,9.75,-78.85713958740234,8.375,98.11399446042431,93.5,0.0,87.84518540244596,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,9.036605224609374,0.28090100000000007,1.0,75.1,0.0,6.566455889421007,,4.704724409448832,1.0,0.0,-4.6357257885886085,0.0,-1.0,0.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0,1.0,0.4231380820274353,47.15625,0.0,0.0,,0.0,1.0,75.42858123779297,1.0,0.0,0.0,0.0,,0.0,0.0,0.0,
138.482105,0.0,1.0,25.305050744736025,0.0,0.0,41.0,,0.0,-1.0,0.0,5.26433364216251,0.0,-0.0,0.0,-61.242879102697586,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,34.625,0.0,70.23924870000002,0.0,2.0,0.0,0.0,3.0,31.90625,0.6975310444831848,0.05139517784118652,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,0.0,9.40625,0.28733199999999215,8.070964304630552,0.0,0.0,,0.0,4.6653543307086744,0.0,0.0,,,,0.0,0.0,0.0,-0.7205114960670471,0.0323668230843292,0.0,-140.30341974111508,12.200000000000001,-193.1428680419922,9.265625,28.757120897302418,13.125,0.0,,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,12.108733398437499,0.2833960000000104,1.0,,0.0,6.6218673133333965,,4.6653543307086744,1.0,0.0,-6.057120005295881,0.0,-1.0,0.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0,1.0,0.45294106006622314,42.0,0.0,0.0,,0.0,1.0,181.14285278320312,1.0,0.0,0.0,0.0,,0.0,0.0,0.0,
138.777409,0.0,1.0,351.1845278824111,0.0,0.0,0.0,,8.726716041564941E-4,-1.0,0.0,22.65760137847876,0.0,-0.0,0.0,-11.44645909293854,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,0.0,0.0,70.37657778750001,0.0,2.0,0.0,0.0,3.0,0.0,0.05423139035701752,0.05035996437072754,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,0.0,12.2578125,0.2953040000000158,14.176208957241661,0.0,0.0,,0.0,4.6653543307086744,0.0,0.0,,,,0.0,0.0,0.0,-0.08102664351463318,0.0323668230843292,0.0,-72.34811402834333,12.4,-178.2857208251953,12.3359375,78.55354090706146,0.0,0.0,,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,12.165275634765624,0.278254000000004,1.0,,0.0,9.88213451828675,,4.6653543307086744,1.0,0.0,0.18353643993055535,0.0,-1.0,0.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0,1.0,0.44076600670814514,0.0,0.0,0.0,,0.0,1.0,142.28570556640625,1.0,0.0,0.0,0.0,,0.0,0.0,0.0,
