TIME,Operator Controller Unjam Command,Ball Counter Ball Count,IMU Filtered X Angle,Shooter Desired Speed,Right Intern Moter Current,Driver FwdRev Command,Control Panel State Machine Game Data Color Command,Operator Controller Climb Speed Command,IMU Filtered Y Angle,Hopper Motor Left Cmd,Hopper Motor Right Current,Pneumatics Compressor Current,Shots Taken,Climber Input Command,Operator Controller Shoot Command,Control Panel Actual Angle,Climber Motor 2 Current,botDesPoseY,botDesPoseX,Drivetrain Op Mode,botDesPoseT,Left Intern Moter Current,Intake Motor Current,Pneumatics Main System Pressure,Drivetrain Heading Correction Command,Shooter Wheel Current Control Mode,Control Panel Desired Angle,Shooter Input Mode Command,Left Master Moter Current,Drivetrain Right Motor Output Duty Cycle,Vision Raspberry Pi Duration,Conveyor Motor Speed Command,Vision Raspberry Pi Visible Target,Operator Controller Eject Desired Command,Control Panel State Machine 3.25 spin,Hopper Motor Right Cmd,Conveyor Intake End Ball Present,Intake Speed State,Ball Distance Sensor Raw Voltage,Operator Controller Ctrl Panel Three Rotations Command,Main Loop Call Period,IMU Comp X Angle,Shooter Motor 1 Current,Control Panel State Machine Rotate to Color,roboRIO Sys Memory Load,Operator Controller Photon Cannon Command,Ball Counter Sensor Distance,Robot Brownout,botActPoseT,botActPoseX,botActPoseY,Climber Motor 1 Current,Driver Auto Align and Shoot Command,Shooter Motor 1 Percent,Drivetrain Left Motor output Duty Cycle,Intake Fault,Driver Rotate Command,Climber Upper Limit Switch,Drivetrain Pose Angle,Intake Motor Speed,Robot Battery Voltage,Drivetrain Left Wheel Actual Speed,Robot Battery Current Draw,Operator Controller Prep to Shoot Command,roboRIO JVM Memory Load,Climber Lower Limit Switch,Color Sensor Blue Intensity,Drivetrain Left Wheel Desired Speed,Operator Controller Climb Enable Command,Control Panel Motor Current,Ball Counter Ball Height State,Operator Controller Ctrl Panel Seek To Color Command,Conveyor Position,Driver Snail Mode Command,Shooter Actual Speed,RIO Input Voltage,Main Loop Process Duration,Ball Distance Sensor Available,roboRIO CPU Load,Intake Speed Command,Vision Raspberry Pi Framerate,RIO 3V Supply Voltage,Ball Distance Sensor Distance,Pneumatics Cutoff Switch State,Intake Solenoid Command,Operator Controller Shot Speed Increment,Driver Auto Align Close and Shoot Command,IMU Comp Y Angle,Vision Raspberry Pi Stable Target,Color Sensor Match Color,Conveyor Motor Current,Color Sensor Red Intensity,Dataserver File Logger Queue Length,Drivetrain Right Wheel Desired Speed,Vision Raspberry Pi Angle,Operator Controller Intake Desired Command,Shooter Motor 2 Current,Operator Controller Shot Speed Decrement,Color Sensor Green Intensity,Vision Raspberry Pi Vision System Online,Robot CAN Bus Utilization,Right Master Moter Current,Climber Motor Command,PDP Cooling Fans Current,RIO 6V Supply Voltage,Dataserver Stored Samples,Shooter Under Load,Drivetrain Right Wheel Actual Speed,Conveyor Shooter End Ball Present,PDP Upper Board Current,Drivetrain Desired Heading,Driver Auto Align Only Command,RIO 5V Supply Voltage,Intake Position State,Hopper Motor Left Current,Driver Flip Front/Back Command,
sec,bool,count,deg,RPM,A,cmd,color,cmd,deg,cmd,A,A,balls,cmd,bool,deg,A,ft,ft,mode,deg,A,A,psi,RPM,state,deg,state,A,pct,sec,pct,bool,bool,degrees,cmd,bool,state,V,bool,sec,deg,A,degrees,pct,bool,in,bool,deg,ft,ft,A,bool,pct,pct,bits,cmd,state,deg,RPM,V,RPM,A,bool,pct,state,sat,RPM,bool,A,heightState,bool,feet,bool,RPM,V,sec,bool,pct,cmd,fps,V,in,bool,bool,bool,bool,deg,bool,color,A,sat,count,RPM,deg,bool,A,bool,sat,bool,pct,A,cmd,A,V,count,bool,RPM,bool,A,deg,bool,V,state,A,bool,
34.642397,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.02070399999999495,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34.753146,0.0,0.0,1.3960068973737605,0.0,0.0,0.0,,0.0,359.9518665059873,0.0,0.0,,0.0,0.0,0.0,,0.0,,,0.0,,0.0,0.0,,0.0,-1.0,,3.0,0.0,0.0,0.11070108413696289,0.0,1.0,0.0,,0.0,0.0,0.0,,0.0,0.11074899999999843,1.2405146629407062,0.0,,,0.0,9.192913385826756,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6081702574479488,-0.0,,-0.0,,0.0,,1.0,,0.0,0.0,,0.0,0.0,0.0,1.0,-0.0,,0.045414000000000954,1.0,,0.0,6.4250193012340535,,9.192913385826756,,0.0,0.0,0.0,-0.05223879882752564,0.0,,0.0,,,0.0,21.230993944935502,0.0,0.0,0.0,,1.0,,0.0,0.0,,,,1.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,
34.80167,0.0,0.0,1.5871070151095754,0.0,0.0,0.0,,0.0,359.66338196912926,0.0,0.0,,0.0,0.0,0.0,,0.0,,,0.0,,0.0,0.0,,0.0,-1.0,,3.0,0.0,0.0,0.11070108413696289,0.0,1.0,0.0,,0.0,0.0,0.0,,0.0,0.048524000000000456,1.2390659061618858,0.0,,,0.0,9.153543307086597,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6081169602684614,-0.0,,-0.0,,0.0,,1.0,,0.0,0.0,,0.0,0.0,0.0,1.0,-0.0,,0.01476499999999703,1.0,,0.0,6.4250193012340535,,9.153543307086597,,0.0,0.0,0.0,-0.05204043236994408,0.0,,0.0,,,0.0,21.230993944935502,0.0,0.0,0.0,,1.0,,0.0,0.0,,,,1.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,
34.819904,0.0,0.0,1.3924963216384156,0.0,0.0,0.0,,0.0,359.90397509753586,0.0,0.0,,0.0,0.0,0.0,,0.0,,,0.0,,0.0,0.0,,0.0,-1.0,,3.0,0.0,0.0,0.11070108413696289,0.0,1.0,0.0,,0.0,0.0,0.0,,0.0,0.01823399999999964,1.2404346977404375,0.0,,,0.0,9.212598425196834,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6107839924296335,-0.0,,-0.0,,0.0,,1.0,,0.0,0.0,,0.0,0.0,0.0,1.0,-0.0,,0.014420999999998685,1.0,,0.0,6.4250193012340535,,9.212598425196834,,0.0,0.0,0.0,-0.05519584037304981,0.0,,0.0,,,0.0,21.230993944935502,0.0,0.0,0.0,,1.0,,0.0,0.0,,,,1.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,
34.838294,0.0,0.0,1.2432646307692183,0.0,0.0,0.0,,0.0,359.665299188207,0.0,0.0,,0.0,0.0,0.0,,0.0,,,0.0,,0.0,0.0,,0.0,-1.0,,3.0,0.0,0.0,0.11070108413696289,0.0,1.0,0.0,,0.0,0.0,0.0,,0.0,0.018389999999996576,1.2427342728369046,0.0,,,0.0,9.192913385826756,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6140045752501463,-0.0,,-0.0,,0.0,,1.0,,0.0,0.0,,0.0,0.0,0.0,1.0,-0.0,,0.037051000000005274,1.0,,0.0,6.4250193012340535,,9.192913385826756,,0.0,0.0,0.0,-0.058734549893784536,0.0,,0.0,,,0.0,21.230993944935502,0.0,0.0,0.0,,1.0,,0.0,0.0,,,,1.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,
34.881481,0.0,0.0,1.3366028436922026,0.0,0.0,0.0,,0.0,0.5250536982139167,0.0,0.0,,0.0,0.0,0.0,,0.0,,,0.0,,0.0,0.0,,0.0,-1.0,,3.0,0.0,0.0,0.05123138427734375,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.043187000000003195,1.2427241895988543,0.0,,,0.0,9.13385826771652,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6168170115138827,-0.0,,-0.0,,0.0,,1.0,,0.0,0.0,,0.0,0.0,0.0,1.0,-0.0,,0.01635999999999882,1.0,,0.0,5.782447394433867,,9.13385826771652,,0.0,0.0,0.0,-0.05004963802836203,0.0,,0.0,,,0.0,0.0,0.0,0.0,0.0,,1.0,,0.0,0.0,,,,1.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,
34.905524,0.0,0.0,1.398324946648739,0.0,0.0,0.0,,0.0,0.38570943426089044,0.0,0.0,,0.0,0.0,0.0,,0.0,,,0.0,,0.0,0.0,,0.0,-1.0,,3.0,0.0,0.0,0.05123138427734375,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.024042999999998926,1.2388184743578856,0.0,,,0.0,9.13385826771652,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6140757376433088,-0.0,,-0.0,,0.0,,1.0,,0.0,0.0,,0.0,0.0,0.0,1.0,-0.0,,0.015948999999999103,1.0,,0.0,5.782447394433867,,9.13385826771652,,0.0,0.0,0.0,-0.04609701001148801,0.0,,0.0,,,0.0,0.0,0.0,0.0,0.0,,1.0,,0.0,0.0,,,,1.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,
34.928319,0.0,0.0,1.2516396544091724,0.0,0.0,0.0,,0.0,359.90372755659666,0.0,0.0,,0.0,0.0,0.0,,0.0,,,0.0,,0.0,0.0,,0.0,-1.0,,3.0,0.0,0.0,0.05123138427734375,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.02279500000000212,1.2385176854069337,0.0,,,0.0,9.114173228346441,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6083535604638216,-0.0,,-0.0,,0.0,,1.0,,0.0,0.0,,0.0,0.0,0.0,1.0,-0.0,,0.01515799999999956,1.0,,0.0,5.782447394433867,,9.114173228346441,,0.0,0.0,0.0,-0.046014626639487285,0.0,,0.0,,,0.0,0.0,0.0,0.0,0.0,,1.0,,0.0,0.0,,,,1.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,
34.949237,0.0,0.0,1.1504874816389452,0.0,0.0,0.0,,0.0,359.3768487901209,0.0,0.0,,0.0,0.0,0.0,,0.0,,,0.0,,0.0,0.0,,0.0,-1.0,,3.0,0.0,0.0,0.05123138427734375,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.020917999999994663,1.2413790763467547,0.0,,,0.0,9.13385826771652,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6036250706347618,-0.0,,-0.0,,0.0,,1.0,,0.0,0.0,,0.0,0.0,0.0,1.0,-0.0,,0.01846700000000112,1.0,,0.0,5.782447394433867,,9.13385826771652,,0.0,0.0,0.0,-0.059622139181482126,0.0,,0.0,,,0.0,0.0,0.0,0.0,0.0,,1.0,,0.0,0.0,,,,1.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,
34.974128,0.0,0.0,1.536457570478969,0.0,0.0,0.0,-1.0,0.0,0.3360617396866144,0.0,0.0,0.0,0.0,0.0,0.0,-0.04232804477214813,0.0,,,0.0,,0.0,0.0,102.02445178571428,0.0,-1.0,-0.04232804477214813,3.0,0.0,0.0,0.05140256881713867,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.02489100000000377,1.2407184579360193,0.0,0.0,,0.0,9.173228346456677,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6190365585102192,-0.0,12.8,-0.0,0.0,0.0,,1.0,0.20654296875,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.0,12.579918701171875,0.05279000000000167,1.0,,0.0,7.382492405067747,,9.173228346456677,1.0,0.0,0.0,0.0,-0.0560088667343532,0.0,-1.0,0.0,0.28369140625,279.0,0.0,0.0,0.0,0.0,0.0,0.51025390625,1.0,0.46874305605888367,0.0,0.0,0.0,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,
35.032594,0.0,0.0,1.7868884543966361,0.0,0.0,0.0,,0.0,0.14485951678382308,0.0,0.0,,0.0,0.0,0.0,,0.0,,,0.0,,0.0,0.0,,0.0,-1.0,,3.0,0.0,0.0,0.05140256881713867,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.058466000000002794,1.2449103239541268,0.0,,,0.0,9.153543307086597,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6168288888643092,-0.0,,-0.0,,0.0,,1.0,,0.0,0.0,,0.0,0.0,0.0,1.0,-0.0,,0.014960999999999558,1.0,,0.0,7.382492405067747,,9.153543307086597,,0.0,0.0,0.0,-0.0400032952704424,0.0,,0.0,,,0.0,0.0,0.0,0.0,0.0,,1.0,,0.0,0.0,,,,1.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,
35.051268,0.0,0.0,1.2474216545553691,0.0,0.0,0.0,,0.0,359.61620532156155,0.0,0.0,,0.0,0.0,0.0,,0.0,,,0.0,,0.0,0.0,,0.0,-1.0,,3.0,0.0,0.0,0.05140256881713867,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.018673999999997193,1.2474119774003944,0.0,,,0.0,9.11417322834644,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6106516344076546,-0.0,,-0.0,,0.0,,1.0,,0.0,0.0,,0.0,0.0,0.0,1.0,-0.0,,0.010843999999998744,1.0,,0.0,7.382492405067747,,9.11417322834644,,0.0,0.0,0.0,-0.04110262904746655,0.0,,0.0,,,0.0,0.0,0.0,0.0,0.0,,1.0,,0.0,0.0,,,,1.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,
35.064192,0.0,0.0,1.3924586699865462,0.0,0.0,0.0,,0.0,359.5678960143728,0.0,0.0,,0.0,0.0,0.0,,0.0,,,0.0,,0.0,0.0,,0.0,-1.0,,3.0,0.0,0.0,0.05140256881713867,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.01292399999999816,1.248082152402524,0.0,,,0.0,9.11417322834644,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6088268557263358,-0.0,,-0.0,,0.0,,1.0,,0.0,0.0,,0.0,0.0,0.0,1.0,-0.0,,0.008836000000002286,1.0,,0.0,7.382492405067747,,9.11417322834644,,0.0,0.0,0.0,-0.046271910020615176,0.0,,0.0,,,0.0,0.0,0.0,0.0,0.0,,1.0,,0.0,0.0,,,,1.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,
35.076086,0.0,0.0,1.1034856753926217,0.0,0.0,0.0,,0.0,359.3763168640536,0.0,0.0,,0.0,0.0,0.0,,0.0,,,0.0,,0.0,0.0,,0.0,-1.0,,3.0,0.0,0.0,0.05140256881713867,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.011893999999998073,1.2468100329778276,0.0,,,0.0,9.13385826771652,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.607470577228167,-0.0,,-0.0,,0.0,,1.0,,0.0,0.0,,0.0,0.0,0.0,1.0,-0.0,,0.010652000000000328,1.0,,0.0,7.382492405067747,,9.13385826771652,,0.0,0.0,0.0,-0.050989469028129536,0.0,,0.0,,,0.0,0.0,0.0,0.0,0.0,,1.0,,0.0,0.0,,,,1.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,
35.088737,0.0,0.0,1.2473866689330815,0.0,0.0,0.0,,0.0,359.42431878593277,0.0,0.0,,0.0,0.0,0.0,,0.0,,,0.0,,0.0,0.0,,0.0,-1.0,,3.0,0.0,0.0,0.05140256881713867,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.012651000000005297,1.2448884539707685,0.0,,,0.0,9.13385826771652,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6101863293893393,-0.0,,-0.0,,0.0,,1.0,,0.0,0.0,,0.0,0.0,0.0,1.0,-0.0,,0.009489999999999554,1.0,,0.0,7.382492405067747,,9.13385826771652,,0.0,0.0,0.0,-0.061965947234122125,0.0,,0.0,,,0.0,0.0,0.0,0.0,0.0,,1.0,,0.0,0.0,,,,1.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,
35.100518,0.0,0.0,1.2921123464847375,0.0,0.0,0.0,,0.0,359.4736209913594,0.0,0.0,,0.0,0.0,0.0,,0.0,,,0.0,,0.0,0.0,,0.0,-1.0,,3.0,0.0,0.0,0.05140256881713867,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.011780999999999153,1.2421200087429412,0.0,,,0.0,9.173228346456678,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6132280108911707,-0.0,,-0.0,,0.0,,1.0,,0.0,0.0,,0.0,0.0,0.0,1.0,-0.0,,0.012434999999996421,1.0,,0.0,7.382492405067747,,9.173228346456678,,0.0,0.0,0.0,-0.06680080964630261,0.0,,0.0,,,0.0,0.0,0.0,0.0,0.0,,1.0,,0.0,0.0,,,,1.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,
35.116206,0.0,0.0,1.488477763429078,0.0,0.0,0.0,,0.0,0.24005075714376542,0.0,0.0,,0.0,0.0,0.0,,0.0,,,0.0,,0.0,0.0,,0.0,-1.0,,3.0,0.0,0.0,0.05140256881713867,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.01568799999999726,1.242853471576971,0.0,,,0.0,9.192913385826756,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6186030395602792,-0.0,,-0.0,,0.0,,1.0,,0.0,0.0,,0.0,0.0,0.0,1.0,-0.0,,0.011017999999999972,1.0,,0.0,7.382492405067747,,9.192913385826756,,0.0,0.0,0.0,-0.06725212565346897,0.0,,0.0,,,0.0,0.0,0.0,0.0,0.0,,1.0,,0.0,0.0,,,,1.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,
