TIME,Operator Controller Unjam Command,shooterCtrl.shooterSpeedErrorAbs,climber.motorCmd,IMU Filtered X Angle,hopper.conv.opMode,Right Intern Moter Current,climber.upperLimitSwitch.stateDbnc,Driver FwdRev Command,Control Panel State Machine Game Data Color Command,Operator Controller Climb Speed Command,IMU Filtered Y Angle,Driver Trench To Loading Align Only Command,Pneumatics Compressor Current,Operator Controller Shoot Command,intakeCtrl.posState,shooterCtrl.underLoad,climber.motor2Current,botDesPoseY,botDesPoseX,Drivetrain Op Mode,botDesPoseT,Left Intern Moter Current,Pneumatics Main System Pressure,hopper.conv.intakeEndSensor.ballsInConveyor,Drivetrain Heading Correction Command,Driver Loading To Trench Command,Left Master Moter Current,Drivetrain Right Motor Output Duty Cycle,Vision Raspberry Pi Duration,Vision Raspberry Pi Visible Target,Operator Controller Eject Desired Command,Control Panel State Machine 3.25 spin,Operator Controller Ctrl Panel Three Rotations Command,hopper.conv.shooterEndSensorTriggeredDbnc,IMU Comp X Angle,Control Panel State Machine Rotate to Color,roboRIO Sys Memory Load,hopper.conv.conveyorPosition,hopper.conv.intakeEndSensor.curBallHeight,Robot Brownout,botActPoseT,intakeCtrl.intkCommand,hopper.conv.motorCurrent,botActPoseX,botActPoseY,climber.motor1Current,hopper.hopperOpMode,Driver Auto Align and Shoot Command,Drivetrain Left Motor output Duty Cycle,Driver Rotate Command,Driver Turn 180 Deg Command,Drivetrain Pose Angle,loopTiming.loopPeriodSec,Robot Battery Voltage,shooterCtrl.shooterHoldCmdVoltage,intakeCtrl.spdState,Drivetrain Left Wheel Actual Speed,Operator Controller Prep to Shoot Command,Robot Battery Current Draw,shooterCtrl.currentStateShooter,roboRIO JVM Memory Load,Color Sensor Blue Intensity,Drivetrain Left Wheel Desired Speed,Operator Controller Climb Enable Command,shooterCtrl.shooterActualSpeed_rpm,Operator Controller Ctrl Panel Seek To Color Command,Driver Snail Mode Command,RIO Input Voltage,roboRIO CPU Load,Match Time,Vision Raspberry Pi Framerate,RIO 3V Supply Voltage,Pneumatics Cutoff Switch State,Operator Controller Shot Speed Increment,Driver Auto Align Close and Shoot Command,IMU Comp Y Angle,Vision Raspberry Pi Stable Target,Color Sensor Match Color,Color Sensor Red Intensity,hopper.conv.intakeEndSensorTriggered,hopper.HopperSparkLeftCmd,climber.climbEnabled,Drivetrain Right Wheel Desired Speed,Dataserver File Logger Queue Length,Vision Raspberry Pi Angle,Operator Controller Intake Desired Command,shooterCtrl.adjustedSetpointRPM,Operator Controller Shot Speed Decrement,Color Sensor Green Intensity,Vision Raspberry Pi Vision System Online,climber.climbCMD,hopper.HopperSparkRightCmd,Right Master Moter Current,Robot CAN Bus Utilization,hopper.conv.intakeEndSensor.curConveyorDirection,PDP Cooling Fans Current,RIO 6V Supply Voltage,Drivetrain Right Wheel Actual Speed,Dataserver Stored Samples,PDP Upper Board Current,Drivetrain Desired Heading,Driver Auto Align Only Command,RIO 5V Supply Voltage,climber.lowerLimitSwitch.stateDbnc,hopper.conv.intakeEndSensor.ballHeightIn,Driver Flip Front/Back Command,loopTiming.loopDurationSec,
sec,bool,,,deg,,A,,cmd,color,cmd,deg,bool,A,bool,,,,ft,ft,mode,deg,A,psi,,RPM,bool,A,pct,sec,bool,bool,degrees,bool,,deg,degrees,pct,,,bool,deg,,,ft,ft,,,bool,pct,cmd,bool,deg,,V,,,RPM,bool,A,,pct,sat,RPM,bool,,bool,bool,V,pct,s,fps,V,bool,bool,bool,deg,bool,color,sat,,,bool,RPM,count,deg,bool,,bool,sat,bool,cmd,,A,pct,,A,V,RPM,count,A,deg,bool,V,,,bool,,
30.725766,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,12.8,,,,,0.0,,,,,,,,,12.54850634765625,,-1.0,,,,,,,,,,,,,,5.0,,,,,,,,,,0.47648072242736816,,0.0,,,45.0,0.0,,,,,,,,
30.731565,,,,358.60869132846926,,0.0,,,,,0.33580202662398,,,,,,,,,1.0,,0.0,,,-0.009716933431007407,,0.0,0.0,0.09229016304016113,0.0,,,,,-1.204374984964482,,,,,,,,,,,,,,0.0,,,-0.0205899091458143,,,,,-0.0,,,,,,2.009716933431007,,,,,,,,5.951308937667608,,,,,0.2517402309867063,0.0,,,,,,1.9902830665689926,,0.0,,,,,1.0,,,0.0,,,,,0.0,,,-0.025448375861318005,,,,,,,
30.760897,,0.0,0.0,,1.0,,0.0,,,,,,,,0.0,1.0,0.0,,,,,,,0.0,,,,,,,,,,0.0,,,,0.0,0.0,,,0.0,0.0,,,0.0,0.0,,,,,,0.11291999999999902,,0.0,0.0,,,,0.0,,,,,-0.0,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,3200.0,,,,0.0,0.0,,,1.0,,,,,,,,,1.0,9.055118110236183,,0.002672000000000452,
30.731565,,,,,,,,,,,,,0.0,,,,,,,,,,117.34929464285716,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30.784501,,,,359.5655934950741,,0.0,,,,,359.6138616518231,,,,,,,,,1.0,,0.0,,,-0.008554050915743364,,0.0,0.01580858789384365,0.09229016304016113,0.0,,,,,-1.197172344046518,,,,,,,,,,,,,,0.012543107382953167,,,-0.021171350403446323,,,,,0.5714285969734192,,,,,,11.841049511728928,,,,,,,,5.951308937667608,,,,,0.250013164066671,0.0,,,,,,11.823941409897442,,0.0,,,,,1.0,,,0.0,,,,,0.0,,,-0.025448375861318005,,,,,,,
30.80352,,0.0,0.0,,1.0,,0.0,,,,,,,,0.0,1.0,0.0,,,,,,,0.0,,,,,,,,,,0.0,,,,0.0,0.0,,,0.0,0.0,,,0.0,0.0,,,,,,0.052935999999998984,,0.0,0.0,,,,0.0,,,,,-0.0,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,3200.0,,,,0.0,0.0,,,1.0,,,,,,,,,1.0,8.996062992125946,,0.02986399999999989,
30.807085,,,,359.5681305133537,,0.0,,,,,359.95201487718657,,,,,,,,,1.0,,0.0,,,-0.003867445396817097,,20.8125,0.07831049710512161,0.09229016304016113,0.0,,,,,-1.1966415216184951,,,,,,,,,,,,,,0.07702872157096863,,,-0.023514653162909457,,,,,1.1428571939468384,,,,,,21.029059987668877,,,,,,,,5.951308937667608,,,,,0.24746262118411852,0.0,,,,,,21.02132509687524,,0.0,,,,,1.0,,,18.84375,,,,,0.0,,,-0.025448375861318005,,,,,,,
30.81481,,0.0,0.0,,1.0,,0.0,,,,,,,,0.0,1.0,0.0,,,,,,,0.0,,,,,,,,,,0.0,,,,0.0,0.0,,,0.0,0.0,,,0.0,0.0,,,,,,0.022584000000001936,,0.0,0.0,,,,0.0,,,,,-0.0,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,3200.0,,,,0.0,0.0,,,1.0,,,,,,,,,1.0,8.996062992125946,,0.019656000000001228,
30.819439,,,,354.97746883558005,,0.0,,,,,3.6590838695670604,,,,,,,,,1.0,,0.0,,,3.348011233298906E-4,,20.8125,0.08371227234601974,0.09229016304016113,0.0,,,,,-1.2030432819397163,,,,,,,,,,,,,,0.0872524157166481,,,-0.02561577642298295,,,,,1.1428571939468384,,,,,,21.02485774114873,,,,,,,,5.951308937667608,,,,,0.24931913807373676,0.0,,,,,,21.02552734339539,,0.0,,,,,1.0,,,18.84375,,,,,0.0,,,-0.025448375861318005,,,,,,,
30.825258,,0.0,0.0,,1.0,,0.0,,,,,,,,0.0,1.0,0.0,,,,,,,0.0,,,,,,,,,,0.0,,,,0.0,0.0,,,0.0,0.0,,,0.0,0.0,,,,,,0.012353999999998422,,0.0,0.0,,,,0.0,,,,,-0.0,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,3200.0,,,,0.0,0.0,,,1.0,,,,,,,,,1.0,9.055118110236183,,0.008648000000000877,
30.856159,,,,331.3412246194559,,15.28125,,,,,19.462535381911835,,,,,,,,,1.0,,0.03125,,,-0.051275044078133714,,15.46875,0.11569567024707794,0.09229016304016113,0.0,,,,,-1.6921592095650564,,,,,,,,,,,,,,0.125980406999588,,,1.891461777488528E-4,,,,,6.857143402099609,,,,,,30.589063857486238,,,,,,,,5.951308937667608,,,,,0.13286604771075236,0.0,,,,,,30.486513769329967,,0.0,,,,,1.0,,,26.34375,,,,,8.571428298950195,,,-0.025448375861318005,,,,,,,
30.863349,,0.0,0.0,,1.0,,0.0,,,,,,,,0.0,1.0,0.0,,,,,,,0.0,,,,,,,,,,0.0,,,,0.0,0.0,,,0.0,0.0,,,0.0,0.0,,,,,,0.03672000000000253,,0.0,0.0,,,,0.0,,,,,-0.0,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,3200.0,,,,0.0,0.0,,,1.0,,,,,,,,,1.0,9.035433070866105,,0.030588000000001614,
30.875514,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.09229016304016113,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.951308937667608,,,,,,0.0,,,,,,,,0.0,,,,,1.0,,,,,,,,,,,,,,,,,,
30.876728,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,12.5,,,,,0.0,,,,,,,,,12.190405517578125,,-1.0,,,,,,,,,,,,,,172.0,,,,,,,,,,0.5268183350563049,,0.0,,,25.0,0.0,,,,,,,,
