TIME,Operator Controller Unjam Command,Ball Counter Ball Count,IMU Filtered X Angle,Shooter Motor 2 Speed,Shooter Desired Speed,Right Intern Moter Current,Robot Front Tilt Angle,Driver FwdRev Command,Control Panel State Machine Game Data Color Command,Operator Controller Climb Speed Command,IMU Filtered Y Angle,Hopper Motor Left Cmd,Shooter Motor 1 Speed,Hopper Motor Right Current,Total Tilt Angle,Pneumatics Compressor Current,Shots Taken,Climber Input Command,Operator Controller Shoot Command,Control Panel Actual Angle,Climber Motor 2 Current,botDesPoseY,botDesPoseX,Drivetrain Op Mode,botDesPoseT,Left Intern Moter Current,Intake Motor Current,Pneumatics Main System Pressure,Drivetrain Heading Correction Command,Shooter Wheel Current Control Mode,Shooter Motor 2 Percent,Control Panel Desired Angle,Shooter Input Mode Command,Left Master Moter Current,Drivetrain Right Motor Output Duty Cycle,Vision Raspberry Pi Duration,Conveyor Motor Speed Command,Vision Raspberry Pi Visible Target,Operator Controller Eject Desired Command,Control Panel State Machine 3.25 spin,Hopper Motor Right Cmd,Conveyor Intake End Ball Present,Intake Speed State,Ball Distance Sensor Raw Voltage,Operator Controller Ctrl Panel Three Rotations Command,Shooter Motor 2 in Voltage,Main Loop Call Period,IMU Comp X Angle,Shooter Motor 1 Current,Control Panel State Machine Rotate to Color,roboRIO Sys Memory Load,Operator Controller Photon Cannon Command,Ball Counter Sensor Distance,Robot Brownout,botActPoseT,botActPoseX,botActPoseY,Climber Motor 1 Current,Driver Auto Align and Shoot Command,Shooter Motor 1 Percent,Drivetrain Left Motor output Duty Cycle,Intake Fault,Driver Rotate Command,Climber Upper Limit Switch,Drivetrain Pose Angle,Intake Motor Speed,Robot Battery Voltage,Drivetrain Left Wheel Actual Speed,Shooter Motor 1 in Voltage,Robot Side Tilt Angle,Robot Battery Current Draw,Operator Controller Prep to Shoot Command,roboRIO JVM Memory Load,Climber Lower Limit Switch,Color Sensor Blue Intensity,Drivetrain Left Wheel Desired Speed,Operator Controller Climb Enable Command,Control Panel Motor Current,Ball Counter Ball Height State,Operator Controller Ctrl Panel Seek To Color Command,Conveyor Position,Driver Snail Mode Command,Shooter Actual Speed,Main Loop Process Duration,RIO Input Voltage,Ball Distance Sensor Available,roboRIO CPU Load,Intake Speed Command,Vision Raspberry Pi Framerate,RIO 3V Supply Voltage,Ball Distance Sensor Distance,Pneumatics Cutoff Switch State,Intake Solenoid Command,IMU Comp Y Angle,Vision Raspberry Pi Stable Target,Color Sensor Match Color,Conveyor Motor Current,Color Sensor Red Intensity,Dataserver File Logger Queue Length,Drivetrain Right Wheel Desired Speed,Vision Raspberry Pi Angle,Operator Controller Intake Desired Command,Shooter Motor 2 Current,Color Sensor Green Intensity,Vision Raspberry Pi Vision System Online,Robot CAN Bus Utilization,Right Master Moter Current,Climber Motor Command,PDP Cooling Fans Current,RIO 6V Supply Voltage,Dataserver Stored Samples,Shooter Under Load,Drivetrain Right Wheel Actual Speed,Conveyor Shooter End Ball Present,PDP Upper Board Current,Drivetrain Desired Heading,Driver Auto Align Only Command,RIO 5V Supply Voltage,Intake Position State,Hopper Motor Left Current,Driver Flip Front/Back Command,
sec,bool,count,deg,RPM,RPM,A,degrees,cmd,color,cmd,deg,cmd,RPM,A,degrees,A,balls,cmd,bool,deg,A,ft,ft,mode,deg,A,A,psi,RPM,state,pct,deg,state,A,pct,sec,pct,bool,bool,degrees,cmd,bool,state,V,bool,V,sec,deg,A,degrees,pct,bool,in,bool,deg,ft,ft,A,bool,pct,pct,bits,cmd,state,deg,RPM,V,RPM,V,degrees,A,bool,pct,state,sat,RPM,bool,A,heightState,bool,feet,bool,RPM,sec,V,bool,pct,cmd,fps,V,in,bool,bool,deg,bool,color,A,sat,count,RPM,deg,bool,A,sat,bool,pct,A,cmd,A,V,count,bool,RPM,bool,A,deg,bool,V,state,A,bool,
604.449484,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.023976000000061504,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
604.4960309999999,0.0,0.0,358.62141091631264,0.0,0.0,0.0,,0.0,,0.0,0.47533510364577997,0.0,-0.0,0.0,,,0.0,0.0,0.0,,0.0,,,0.0,,0.0,0.0,,2.245059714393122,2.0,0.0,,3.0,0.0,0.0,0.04730582237243652,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,12.453125,0.04654700000003231,-1.3200006712393624,0.0,,,0.0,8.95669291338581,,,,,0.0,0.0,0.0,0.0,16.0,-0.005633660221834022,0.0,37.479976103376096,-0.0,,-0.0,12.515625,,,0.0,,1.0,,207.7036752383084,0.0,,0.0,0.0,-2.260520296829667E10,0.0,0.0,0.011662000000001171,,1.0,,0.0,6.521116687500388,,8.95669291338581,,0.0,0.3224933541294293,0.0,,0.0,,,243.8437781415152,0.0,0.0,0.0,,1.0,,0.0,0.0,,,,1.0,0.0,0.0,,18.457128354444983,0.0,,0.0,0.0,0.0,
604.51285,0.0,0.0,358.3771640742662,0.0,0.0,0.1875,,0.0,-1.0,0.0,359.33184759314383,0.0,-0.0,0.0,-1.2508008147654124,12.9375,0.0,0.0,0.0,-41.90452194213867,0.0,,,0.0,,0.0,0.0,66.7144687875,2.245059714393122,2.0,0.0,-41.90452194213867,3.0,0.0,-0.003418073058128357,0.04730582237243652,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,12.46875,0.016818999999941298,-1.3214722646083352,0.0,0.0,,0.0,8.97637795275589,0.0,,,,0.0,0.0,0.0,0.005890072323381901,16.0,-0.005633660221834022,0.0,37.47964131368134,-0.0,12.65,-0.0,12.5859375,88.74919918523459,0.0,0.0,,1.0,0.17724609375,207.7036752383084,0.0,0.0,0.0,0.0,-2.260520296829667E10,0.0,0.0,0.03947600000003604,12.39772705078125,1.0,,0.0,6.521116687500388,,8.97637795275589,0.0,0.0,0.3121092311488016,0.0,0.0,0.0,0.375244140625,9.0,243.8437781415152,0.0,0.0,0.0,0.447998046875,1.0,0.4981519281864166,0.15625,0.0,0.0,,675.0,1.0,0.0,0.0,0.0,18.457128354444983,0.0,,0.0,0.0,0.0,
604.559215,0.0,0.0,357.45536423792646,0.0,0.0,0.0625,,0.0,,0.0,0.6595180692884144,0.0,-0.0,0.0,,,0.0,0.0,0.0,,0.0,,,0.0,,0.03125,0.0,,2.245059714393122,2.0,0.0,,3.0,0.0625,-0.005737479776144028,0.04730582237243652,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,12.5234375,0.04636500000003707,-1.3217338682026853,0.0,,,0.0,9.015748031496047,,,,,0.0,0.0,0.0,0.0058290353044867516,16.0,-0.005633660221834022,0.0,37.481268783253995,-0.0,,-0.0,12.59375,,,0.0,,1.0,,207.7036752383084,0.0,,0.0,0.0,-2.260520296829667E10,0.0,0.0,0.007557000000019798,,1.0,,0.0,6.521116687500388,,9.015748031496047,,0.0,0.3199558367515002,0.0,,0.0,,,243.8437781415152,0.0,0.0,0.0,,1.0,,0.0625,0.0,,,,1.0,0.0,0.0,,18.457128354444983,0.0,,0.0,0.0,0.0,
604.570533,0.0,0.0,359.63391741652526,0.0,0.0,0.03125,,0.0,,0.0,0.5948907054175478,0.0,-0.0,0.0,,,0.0,0.0,0.0,,0.0,,,0.0,,0.03125,0.0,,2.245059714393122,2.0,0.0,,3.0,0.0625,-0.005737479776144028,0.04730582237243652,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,12.5703125,0.011317999999960193,-1.3179027103760828,0.0,,,0.0,9.015748031496047,,,,,0.0,0.0,0.0,0.005859553813934326,16.0,-0.005633660221834022,0.0,37.481322789993925,-0.0,,-0.0,12.609375,,,0.0,,1.0,,207.7036752383084,0.0,,0.0,0.0,-2.260520296829667E10,0.0,0.0,0.0069780000000037035,,1.0,,0.0,6.521116687500388,,9.015748031496047,,0.0,0.30886729040628674,0.0,,0.0,,,243.8437781415152,0.0,0.0,0.0,,1.0,,0.0625,0.0,,,,1.0,0.0,0.0,,18.457128354444983,0.0,,0.0,0.0,0.0,
604.581731,0.0,0.0,359.79664428800544,0.0,0.0,0.03125,,0.0,,0.0,359.89832226300797,0.0,-0.0,0.0,,,0.0,0.0,0.0,,0.0,,,0.0,,0.0625,0.0,,2.245059714393122,2.0,0.0,,3.0,0.0625,-0.005767998285591602,0.04730582237243652,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,12.5703125,0.01119800000003579,-1.324024846204098,0.0,,,0.0,9.015748031496047,,,,,0.0,0.0,0.0,0.005890072323381901,16.0,-0.005633660221834022,0.0,37.4836728434982,-0.0,,-0.0,12.609375,,,0.0,,1.0,,207.7036752383084,0.0,,0.0,0.0,-2.260520296829667E10,0.0,0.0,0.006379000000038104,,1.0,,0.0,6.521116687500388,,9.015748031496047,,0.0,0.31703454969346795,0.0,,0.0,,,243.8437781415152,0.0,0.0,0.0,,1.0,,0.0625,0.0,,,,1.0,0.0,0.0,,18.457128354444983,0.0,,0.0,0.0,0.0,
604.593037,0.0,0.0,357.208458302581,0.0,0.0,0.03125,,0.0,,0.0,0.1418867885310692,0.0,-0.0,0.0,,,0.0,0.0,0.0,,0.0,,,0.0,,0.0625,0.0,,2.245059714393122,2.0,0.0,,3.0,0.09375,-0.005737479776144028,0.04730582237243652,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,12.5390625,0.01130599999999049,-1.3299720324510642,0.0,,,0.0,8.956692913385812,,,,,0.0,0.0,0.0,0.0058290353044867516,16.0,-0.005633660221834022,0.0,37.48337360232603,-0.0,,-0.0,12.6328125,,,0.0,,1.0,,207.7036752383084,0.0,,0.0,0.0,-2.260520296829667E10,0.0,0.0,0.007411000000047352,,1.0,,0.0,6.521116687500388,,8.956692913385812,,0.0,0.31303421261628045,0.0,,0.0,,,243.8437781415152,0.0,0.0,0.0,,1.0,,0.0625,0.0,,,,1.0,0.0,0.0,,18.457128354444983,0.0,,0.0,0.0,0.0,
604.60468,0.0,0.0,359.762669354334,0.0,0.0,0.03125,,0.0,,0.0,0.6645385765471196,0.0,-0.0,0.0,,,0.0,0.0,0.0,,0.0,,,0.0,,0.0625,0.0,,2.245059714393122,2.0,0.0,,3.0,0.09375,-0.005767998285591602,0.04730582237243652,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,12.5390625,0.011643000000049142,-1.3207437216250428,0.0,,,0.0,8.897637795275575,,,,,0.0,0.0,0.0,0.005859553813934326,16.0,-0.005633660221834022,0.0,37.48323213841883,-0.0,,-0.0,12.5625,,,0.0,,1.0,,207.7036752383084,0.0,,0.0,0.0,-2.260520296829667E10,0.0,0.0,0.010473999999931038,,1.0,,0.0,6.521116687500388,,8.897637795275575,,0.0,0.31454882957464064,0.0,,0.0,,,243.8437781415152,0.0,0.0,0.0,,1.0,,0.0625,0.0,,,,1.0,0.0,0.0,,18.457128354444983,0.0,,0.0,0.0,0.0,
604.619081,0.0,0.0,358.8618032276395,0.0,0.0,0.03125,,0.0,,0.0,1.2748016272988032,0.0,-0.0,0.0,,,0.0,0.0,0.0,,0.0,,,0.0,,0.0625,0.0,,2.245059714393122,2.0,0.0,,3.0,0.09375,-0.005737479776144028,0.04730582237243652,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,12.4921875,0.014401000000020758,-1.3259875720642131,0.0,,,0.0,8.897637795275575,,,,,0.0,0.0,0.0,0.005859553813934326,16.0,-0.005633660221834022,0.0,37.48543265263128,-0.0,,-0.0,12.609375,,,0.0,,1.0,,207.7036752383084,0.0,,0.0,0.0,-2.260520296829667E10,0.0,0.0,0.037722999999914464,,1.0,,0.0,6.521116687500388,,8.897637795275575,,0.0,0.315339311519803,0.0,,0.0,,,243.8437781415152,0.0,0.0,0.0,,1.0,,0.03125,0.0,,,,1.0,0.0,0.0,,18.457128354444983,0.0,,0.0,0.0,0.0,
