TIME,Operator Controller Unjam Command,Ball Counter Ball Count,IMU Filtered X Angle,Shooter Desired Speed,Right Intern Moter Current,Driver FwdRev Command,Control Panel State Machine Game Data Color Command,Operator Controller Climb Speed Command,IMU Filtered Y Angle,Hopper Motor Left Cmd,Hopper Motor Right Current,Driver Trench To Loading Align Only Command,Pneumatics Compressor Current,Shots Taken,Climber Input Command,Operator Controller Shoot Command,Climber Motor 2 Current,botDesPoseY,botDesPoseX,Drivetrain Op Mode,botDesPoseT,Left Intern Moter Current,Intake Motor Current,Pneumatics Main System Pressure,Drivetrain Heading Correction Command,Shooter Wheel Current Control Mode,Driver Loading To Trench Command,Shooter Input Mode Command,Left Master Moter Current,Drivetrain Right Motor Output Duty Cycle,Vision Raspberry Pi Duration,Conveyor Motor Speed Command,Vision Raspberry Pi Visible Target,Operator Controller Eject Desired Command,Hopper Motor Right Cmd,Control Panel State Machine 3.25 spin,Conveyor Intake End Ball Present,Intake Speed State,Ball Distance Sensor Raw Voltage,Operator Controller Ctrl Panel Three Rotations Command,Main Loop Call Period,IMU Comp X Angle,Shooter Motor 1 Current,Control Panel State Machine Rotate to Color,roboRIO Sys Memory Load,Ball Counter Sensor Distance,Robot Brownout,botActPoseT,botActPoseX,botActPoseY,Climber Motor 1 Current,Driver Auto Align and Shoot Command,Shooter Motor 1 Percent,Drivetrain Left Motor output Duty Cycle,Intake Fault,Driver Rotate Command,Driver Turn 180 Deg Command,Climber Upper Limit Switch,Drivetrain Pose Angle,Intake Motor Speed,Robot Battery Voltage,Drivetrain Left Wheel Actual Speed,Operator Controller Prep to Shoot Command,Robot Battery Current Draw,roboRIO JVM Memory Load,Climber Lower Limit Switch,Color Sensor Blue Intensity,Drivetrain Left Wheel Desired Speed,Operator Controller Climb Enable Command,Ball Counter Ball Height State,Operator Controller Ctrl Panel Seek To Color Command,Conveyor Position,Driver Snail Mode Command,Shooter Actual Speed,Main Loop Process Duration,RIO Input Voltage,Ball Distance Sensor Available,roboRIO CPU Load,Intake Speed Command,Match Time,Vision Raspberry Pi Framerate,Ball Distance Sensor Distance,RIO 3V Supply Voltage,Pneumatics Cutoff Switch State,Intake Solenoid Command,Operator Controller Shot Speed Increment,Driver Auto Align Close and Shoot Command,IMU Comp Y Angle,Vision Raspberry Pi Stable Target,Conveyor Motor Current,Color Sensor Match Color,Color Sensor Red Intensity,Drivetrain Right Wheel Desired Speed,Dataserver File Logger Queue Length,Vision Raspberry Pi Angle,Operator Controller Intake Desired Command,Shooter Motor 2 Current,Operator Controller Shot Speed Decrement,Color Sensor Green Intensity,Vision Raspberry Pi Vision System Online,Right Master Moter Current,Robot CAN Bus Utilization,Climber Motor Command,PDP Cooling Fans Current,RIO 6V Supply Voltage,Shooter Under Load,Drivetrain Right Wheel Actual Speed,Conveyor Shooter End Ball Present,Dataserver Stored Samples,PDP Upper Board Current,Drivetrain Desired Heading,Driver Auto Align Only Command,RIO 5V Supply Voltage,Intake Position State,Hopper Motor Left Current,Driver Flip Front/Back Command,
sec,bool,count,deg,RPM,A,cmd,color,cmd,deg,cmd,A,bool,A,balls,cmd,bool,A,ft,ft,mode,deg,A,A,psi,RPM,state,bool,state,A,pct,sec,pct,bool,bool,cmd,degrees,bool,state,V,bool,sec,deg,A,degrees,pct,in,bool,deg,ft,ft,A,bool,pct,pct,bits,cmd,bool,state,deg,RPM,V,RPM,bool,A,pct,state,sat,RPM,bool,heightState,bool,feet,bool,RPM,sec,V,bool,pct,cmd,s,fps,in,V,bool,bool,bool,bool,deg,bool,A,color,sat,RPM,count,deg,bool,A,bool,sat,bool,A,pct,cmd,A,V,bool,RPM,bool,count,A,deg,bool,V,state,A,bool,
296.827786,,,,0.0,,,,,,,,,,1.0,,,,,,,,,,,,0.0,,3.0,,,,,,,,,,,,,,,0.0,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,-0.0,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,1.0,,,,,,,,,,,
296.843997,,,,0.0,,,,,,,,,,1.0,,,,,,,,,,,,0.0,,3.0,,,,,,,,,,,,,,,0.0,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,-0.0,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,1.0,,,,,,,,,,,
296.792704,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.550000000013824E-4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
296.850133,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.044034481048583984,,0.0,,,,,,,,0.057429000000013275,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.445952591718305,,,,,,,,0.0,,,,,,0.0,,,,,1.0,,,,,,,,,,,,,,,,,
296.855538,,,,0.0,,,,,,,,,,1.0,,,,,,,,,,,,0.0,,3.0,,,,,,,,,,,,,,,0.0,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,-0.0,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,1.0,,,,,,,,,,,
296.850133,,8.0,359.28443646152084,,0.0,,,,359.95229692196176,0.5,0.0,,,,0.0,,0.0,,,1.0,,0.0,0.0,,-0.00222948112332233,,,,0.0,0.0,,0.0,,,0.5,,0.0,1.0,,,,-1.1824218348463864,,,,9.114173228346573,,,,,0.0,,,0.0,0.0,,,0.0,84.55834430068153,-0.0,,-0.0,,,,1.0,,0.00222948112332233,,0.0,,-4.31622379207763E9,,,,,1.0,,1.0,,,9.114173228346573,,,1.0,,,-0.08398887962330781,,0.0,,,-0.00222948112332233,,,,,,,,0.0,,0.0,,,,0.0,0.0,,,84.55722956011986,,,1.0,0.0,,
296.886073,,,,3200.0,,,,,,,,,,1.0,,,,,,,,,,,,1.0,,0.0,,,,,,,,,,,,,,,0.0,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,-0.0,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,1.0,,,,,,,,,,,
296.850133,,,,,,,,,,,,,0.0,,,,,,,,,,,102.22261785714286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
296.8976349999999,,,,3200.0,,,,,,,,,,1.0,,,,,,,,,,,,1.0,,0.0,,,,,,,,,,,,,,,0.15625,,,,,,,,,,0.0099795525893569,,,,,,,,,,,,,,,,,,,,,-0.0,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,1.0,,,,,,,,,,,
296.850133,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.009440999999981159,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
296.90417,,8.0,13.339851019279687,,,,,,346.30852274233536,0.5,26.5625,,,,,,,,,,,,61.59375,,,,,,,,0.044034481048583984,0.0,0.0,,0.5,,0.0,1.0,,,0.054036999999993895,-1.1585020498036793,,,91.2,9.114173228346573,,,,,,,,,0.0,,,,84.55550891863024,182.85714721679688,,,,,71.21374371408045,,,,,0.0,,-4.31622379207763E9,,,,,1.0,64.8,1.0,,6.445952591718305,9.114173228346573,,,1.0,,,-0.053798811004022784,0.0,0.0,,,,,0.0,,,,,1.0,,,,,,,,0.0,,,,,,1.0,26.59375,,
296.909384,,,,3200.0,,,,,,,,,,1.0,,,,,,,,,,,,1.0,,0.0,,,,,,,,,,,,,,,0.25,,,,,,,,,,0.024994660168886185,,,,,,,,,,,,,,,,,,,,,-0.0,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,1.0,,,,,,,,,,,
296.90417,,,,,0.0,,,,,,,,,,0.0,,0.0,,,1.0,,0.0,,,0.0034412829792529465,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,0.0,,,0.0,,,,0.0,,,,-0.0,,,,1.0,,14.228425652495654,,,,,,,0.007373999999970238,,,,,,,,,,,,,,,,,,14.23530821845416,,,,,,,,0.0,,0.0,,,,0.0,,,,84.55722956011986,,,,,,
296.91499,,8.0,4.728273977879745,,0.0,,,,359.7872557778357,0.5,26.5625,,,,0.0,,0.0,,,1.0,,0.0,61.59375,,0.01713655892552879,,,,0.0,0.0,0.044034481048583984,0.0,0.0,,0.5,,0.0,1.0,,,0.010819999999966967,-1.1515029103063876,,,,9.094488188976495,,,,,0.0,,,0.0,0.0,,,0.0,84.5486612806571,182.85714721679688,,-0.0,,,,1.0,,14.214730376549378,,0.0,,-4.31622379207763E9,,,,,1.0,,1.0,,6.445952591718305,9.094488188976495,,,1.0,,,-0.02408983973198581,0.0,0.0,,,14.249003494400435,,0.0,,,,,1.0,0.0,,0.0,,,,0.0,0.0,,,84.55722956011986,,,1.0,26.59375,,
296.921095,,,,3200.0,,,,,,,,,,1.0,,,,,,,,,,,,1.0,,0.0,,,,,,,,,,,,,,,0.03125,,,,,,,,,,0.039979249238967896,,,,,,,,,,,,,,,,,,,,,-0.0,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,1.0,,,,,,,,,,,
296.91499,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.004097000000001572,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
296.921598,,8.0,354.5299452256066,,0.0,,,,356.24691566276255,0.5,26.5625,,,,0.0,,0.0,,,1.0,,0.0,61.59375,,0.024768111111114877,,,,6.625,0.11325418949127197,0.043927669525146484,0.0,0.0,,0.5,,0.0,1.0,,,0.006608000000028369,-1.175786434075517,,,,9.094488188976495,,,,,0.0,,,0.24942778050899506,0.0,,,0.0,84.54484550456431,182.85714721679688,,-0.0,,,,1.0,,18.95105446952209,,0.0,,-4.31622379207763E9,,,0.003918999999996231,,1.0,,1.0,,6.598002494914998,9.094488188976495,,,1.0,,,-0.07562768090858066,0.0,0.0,,,19.00059069174432,,0.0,,,,,1.0,0.0,,0.0,,,,0.0,0.0,,,84.55722956011986,,,1.0,14.84375,,
296.926658,,8.0,12.105787881827021,,0.0,,,,355.8579801680598,0.5,26.5625,,,,0.0,,0.0,,,1.0,,0.0,53.4375,,0.026813107350449172,,,,6.625,0.11325418949127197,0.043927669525146484,0.0,0.0,,0.5,,0.0,1.0,,,0.005059999999957654,-1.1595159038264093,,,,9.094488188976495,,,,,0.0,,,0.11297952383756638,0.0,,,0.0,84.54382300644464,182.85714721679688,,-0.0,,,,1.0,,18.949009473282757,,0.0,,-4.31622379207763E9,,,,,1.0,,1.0,,6.598002494914998,9.094488188976495,,,1.0,,,-0.07292250450002934,0.0,0.0,,,19.002635687983656,,0.0,,,,,1.0,0.0,,0.0,,,,0.0,0.0,,,84.55722956011986,,,1.0,14.84375,,
296.933031,,,,3200.0,,,,,,,,,,1.0,,,,,,,,,,,,1.0,,0.0,,,,,,,,,,,,,,,0.0,,,,,,,,,,0.054994355887174606,,,,,,,,,,,,,,,,,,,,,-0.0,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,1.0,,,,,,,,,,,
296.926658,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.005935000000022228,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
296.935543,,8.0,350.4139962169571,,12.375,,,,355.76149337564254,0.5,18.0625,,,,0.0,,0.0,,,1.0,,0.0,53.4375,,0.025731364884023833,,,,6.625,0.11325418949127197,0.043927669525146484,0.0,0.0,,0.5,,0.0,1.0,,,0.008885000000020682,-1.1788312369147864,,,,9.114173228346573,,,,,0.0,,,0.11297952383756638,0.0,,,0.0,84.54436387767785,182.85714721679688,,-0.0,,,,1.0,,18.950091215749183,,0.0,,-4.31622379207763E9,,,,,1.0,,1.0,,6.598002494914998,9.114173228346573,,,1.0,,,-0.07643548362728016,0.0,0.0,,,19.00155394551723,,0.0,,,,,1.0,0.03125,,0.0,,,,0.0,0.0,,,84.55722956011986,,,1.0,14.84375,,
296.944631,,,,3200.0,,,,,,,,,,1.0,,,,,,,,,,,,1.0,,0.0,,,,,,,,,,,,,,,26.78125,,,,,,,,,,0.06997894495725632,,,,,,,,,,,,,,,,,,,,,11.428571701049805,,,,,,,,,,,,,,,,,,,,,,,16.15625,,,,,,,,,1.0,,,,,,,,,,,
296.935543,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.007589999999993324,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
296.945918,,8.0,346.27347338827286,,12.375,,,,2.3705508919078047,0.5,11.5625,,,,0.0,,0.0,,,1.0,,0.0,37.28125,,0.05183105201464855,,,,0.0,0.1510666161775589,0.043927669525146484,0.0,0.0,,0.5,,0.0,1.0,,,0.01037500000001046,-1.422231418046805,,,,9.13385826771665,,,,,0.0,,,0.12320322543382645,0.0,,,0.0,84.53131403411254,525.7142944335938,,-0.0,,,,1.0,,23.667947173776838,,0.0,,-4.31622379207763E9,,,0.005591999999978725,,1.0,,1.0,,6.598002494914998,9.13385826771665,,,1.0,,,-0.027220220443930902,0.0,0.0,,,23.771609277806135,,0.0,,,,,1.0,0.03125,,0.0,,,,0.0,0.0,,,84.55722956011986,,,1.0,13.5,,
296.952645,,8.0,346.27347338827286,,28.40625,,,,2.3705508919078047,0.5,11.5625,,,,0.0,,0.0,,,1.0,,35.28125,37.28125,,0.05183105201464855,,,,0.0,0.12021240592002869,0.043927669525146484,0.0,0.0,,0.5,,0.0,1.0,,,0.00672700000001214,-1.422231418046805,,,,9.13385826771665,,,,,0.0,,,0.12320322543382645,0.0,,,0.0,84.53131403411254,525.7142944335938,,-0.0,,,,1.0,,23.667947173776838,,0.0,,-4.31622379207763E9,,,,,1.0,,1.0,,6.598002494914998,9.13385826771665,,,1.0,,,-0.027220220443930902,0.0,0.0,,,23.771609277806135,,0.0,,,,,1.0,15.46875,,0.0,,,,5.142857551574707,0.0,,,84.55722956011986,,,1.0,13.5,,
296.957236,,,,3200.0,,,,,,,,,,1.0,,,,,,,,,,,,1.0,,0.0,,,,,,,,,,,,,,,29.5625,,,,,,,,,,0.08499404788017273,,,,,,,,,,,,,,,,,,,,,11.428571701049805,,,,,,,,,,,,,,,,,,,,,,,28.375,,,,,,,,,1.0,,,,,,,,,,,
296.968737,,,,3200.0,,,,,,,,,,1.0,,,,,,,,,,,,1.0,,0.0,,,,,,,,,,,,,,,31.0625,,,,,,,,,,0.09997864067554474,,,,,,,,,,,,,,,,,,,,,11.428571701049805,,,,,,,,,,,,,,,,,,,,,,,28.375,,,,,,,,,1.0,,,,,,,,,,,
296.971521,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,10.8,,,71.125,,,,,,,,,,,,10.506703369140626,,,,-1.0,,,,,,,,,,,,,,454.0,,,,,,,,0.575705885887146,,0.0,,,,,0.0,0.0,,,,,,,
296.952645,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0035269999999627544,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
296.972371,,8.0,352.4195800362971,,22.28125,,,,351.929993374981,0.5,7.75,,,,0.0,,0.0,,,1.0,,31.15625,30.3125,,0.1101895163858444,,,,32.28125,0.1581164002418518,0.043927669525146484,0.0,0.0,,0.5,,0.0,1.0,,,0.019725999999991473,-1.9755329069857788,,,,9.13385826771665,,,,,0.0,,,0.16071046888828278,0.0,,,0.0,84.50213480192694,525.7142944335938,,4.5714287757873535,,,,1.0,,28.35354435456394,,0.0,,-4.31622379207763E9,,,,,1.0,,1.0,,6.598002494914998,9.13385826771665,,,1.0,,,0.0057219589219871655,0.0,0.0,,,28.57392338733563,,0.0,,,,,1.0,29.53125,,0.0,,,,5.142857551574707,0.0,,,84.55722956011986,,,1.0,8.65625,,
296.980248,,,,3200.0,,,,,,,,,,1.0,,,,,,,,,,,,1.0,,0.0,,,,,,,,,,,,,,,30.1875,,,,,,,,,,0.11499374359846115,,,,,,,,,,,,,,,,,,,,,17.14285659790039,,,,,,,,,,,,,,,,,,,,,,,33.4375,,,,,,,,,1.0,,,,,,,,,,,
296.992251,,,,3200.0,,,,,,,,,,1.0,,,,,,,,,,,,1.0,,0.0,,,,,,,,,,,,,,,31.28125,,,,,,,,,,0.12997832894325256,,,,,,,,,,,,,,,,,,,,,17.14285659790039,,,,,,,,,,,,,,,,,,,,,,,33.4375,,,,,,,,,1.0,,,,,,,,,,,
296.972371,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0037489999999706924,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
296.99260300000003,,8.0,347.5366098999358,,27.8125,,,,352.83894078174404,0.5,9.0,,,,0.0,,0.0,,,1.0,,28.5625,20.21875,,0.14917803975581023,,,,33.9375,0.17914365231990814,0.043927669525146484,0.0,0.0,,0.5,,0.0,1.0,,,0.0202319999999645,-2.2568119881116773,,,,9.13385826771665,,,,,0.0,,,0.18424023687839508,0.0,,,0.0,84.48264054024196,1005.7142944335938,,6.857142925262451,,,,1.0,,33.05851147635229,,0.0,,-4.31622379207763E9,,,,,1.0,,1.0,,6.598002494914998,9.13385826771665,,,1.0,,,-0.026698980170345134,0.0,0.0,,,33.35686755586391,,0.0,,,,,1.0,17.96875,,0.0,,,,8.0,0.0,,,84.55722956011986,,,1.0,8.96875,,
297.004964,,,,3200.0,,,,,,,,,,1.0,,,,,,,,,,,,1.0,,0.0,,,,,,,,,,,,,,,36.03125,,,,,,,,,,0.14499343931674957,,,,,,,,,,,,,,,,,,,,,28.571428298950195,,,,,,,,,,,,,,,,,,,,,,,33.65625,,,,,,,,,1.0,,,,,,,,,,,
