TIME,Operator Controller Unjam Command,Ball Counter Ball Count,IMU Filtered X Angle,Shooter Motor 2 Speed,Shooter Desired Speed,Right Intern Moter Current,Robot Front Tilt Angle,Driver FwdRev Command,Control Panel State Machine Game Data Color Command,Operator Controller Climb Speed Command,IMU Filtered Y Angle,Hopper Motor Left Cmd,Shooter Motor 1 Speed,Hopper Motor Right Current,Total Tilt Angle,Pneumatics Compressor Current,Shots Taken,Climber Input Command,Operator Controller Shoot Command,Control Panel Actual Angle,Climber Motor 2 Current,botDesPoseY,botDesPoseX,Drivetrain Op Mode,botDesPoseT,Left Intern Moter Current,Intake Motor Current,Pneumatics Main System Pressure,Drivetrain Heading Correction Command,Shooter Wheel Current Control Mode,Shooter Motor 2 Percent,Control Panel Desired Angle,Shooter Input Mode Command,Left Master Moter Current,Drivetrain Right Motor Output Duty Cycle,Vision Raspberry Pi Duration,Conveyor Motor Speed Command,Vision Raspberry Pi Visible Target,Operator Controller Eject Desired Command,Control Panel State Machine 3.25 spin,Hopper Motor Right Cmd,Conveyor Intake End Ball Present,Intake Speed State,Ball Distance Sensor Raw Voltage,Operator Controller Ctrl Panel Three Rotations Command,Shooter Motor 2 in Voltage,Main Loop Call Period,IMU Comp X Angle,Shooter Motor 1 Current,Control Panel State Machine Rotate to Color,roboRIO Sys Memory Load,Operator Controller Photon Cannon Command,Ball Counter Sensor Distance,Photon Cannon State,Robot Brownout,botActPoseT,botActPoseX,botActPoseY,Climber Motor 1 Current,Driver Auto Align and Shoot Command,Shooter Motor 1 Percent,Drivetrain Left Motor output Duty Cycle,Driver Rotate Command,Climber Upper Limit Switch,Drivetrain Pose Angle,Robot Battery Voltage,Drivetrain Left Wheel Actual Speed,Shooter Motor 1 in Voltage,Robot Side Tilt Angle,Robot Battery Current Draw,Operator Controller Prep to Shoot Command,roboRIO JVM Memory Load,Climber Lower Limit Switch,Color Sensor Blue Intensity,Drivetrain Left Wheel Desired Speed,Operator Controller Climb Enable Command,Control Panel Motor Current,Ball Counter Ball Height State,Operator Controller Ctrl Panel Seek To Color Command,Conveyor Position,Driver Snail Mode Command,Shooter Actual Speed,RIO Input Voltage,Main Loop Process Duration,Ball Distance Sensor Available,roboRIO CPU Load,Intake Speed Command,Vision Raspberry Pi Framerate,RIO 3V Supply Voltage,Ball Distance Sensor Distance,Pneumatics Cutoff Switch State,Intake Solenoid Command,IMU Comp Y Angle,Vision Raspberry Pi Stable Target,Color Sensor Match Color,Conveyor Motor Current,Color Sensor Red Intensity,Dataserver File Logger Queue Length,Drivetrain Right Wheel Desired Speed,Vision Raspberry Pi Angle,Operator Controller Intake Desired Command,Shooter Motor 2 Current,Color Sensor Green Intensity,Vision Raspberry Pi Vision System Online,Robot CAN Bus Utilization,Right Master Moter Current,Climber Motor Command,PDP Cooling Fans Current,RIO 6V Supply Voltage,Dataserver Stored Samples,Shooter Under Load,Drivetrain Right Wheel Actual Speed,Conveyor Shooter End Ball Present,PDP Upper Board Current,Drivetrain Desired Heading,Driver Auto Align Only Command,RIO 5V Supply Voltage,Intake Position State,Hopper Motor Left Current,Driver Flip Front/Back Command,
sec,bool,count,deg,RPM,RPM,A,degrees,cmd,color,cmd,deg,cmd,RPM,A,degrees,A,balls,cmd,bool,deg,A,ft,ft,mode,deg,A,A,psi,RPM,state,pct,deg,state,A,pct,sec,pct,bool,bool,degrees,cmd,bool,state,V,bool,V,sec,deg,A,degrees,pct,bool,in,bool,bool,deg,ft,ft,A,bool,pct,pct,cmd,state,deg,V,RPM,V,degrees,A,bool,pct,state,sat,RPM,bool,A,heightState,bool,feet,bool,RPM,V,sec,bool,pct,cmd,fps,V,in,bool,bool,deg,bool,color,A,sat,count,RPM,deg,bool,A,sat,bool,pct,A,cmd,A,V,count,bool,RPM,bool,A,deg,bool,V,state,A,bool,
2573.588151,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.025944999999865104,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2573.64981,0.0,24.0,359.28024382811014,0.0,0.0,0.0,,0.0,-1.0,-0.0,0.14394758332199245,0.0,-0.0,0.0,-1.136671877598772,0.0,4.0,-0.0,0.0,0.9735447764396667,0.0,,,0.0,,0.0,0.0,75.457754025,0.0,2.0,0.0,0.9735447764396667,3.0,0.0,0.0,0.04325366020202637,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,0.0,12.6953125,0.06165899999996327,-0.8834342991184417,0.0,0.0,80.9,0.0,4.350393700787385,0.0,0.0,,,,0.0,0.0,0.0,0.0,-0.0040346956749858975,0.0,-3842.6912373171745,12.75,-0.0,12.8046875,88.86332812240123,0.0,0.0,79.66833281935307,0.0,0.176513671875,0.0,0.0,0.0,1.0,0.0,-1.6507332420602562E10,0.0,0.0,12.586201171875,0.032150000000001455,1.0,83.0,0.0,7.319123095098078,,4.350393700787385,1.0,0.0,0.2878805254594379,0.0,-1.0,0.0,0.37255859375,104.0,0.0,0.0,0.0,0.0,0.450927734375,1.0,0.4897369146347046,0.0,0.0,0.0,,0.0,1.0,0.0,1.0,0.0,0.0,0.0,,0.0,0.0,0.0,
2573.691115,0.0,24.0,359.03795306626205,0.0,0.0,0.15625,,0.0,-1.0,-0.0,0.240501117889746,0.0,-0.0,0.0,-0.9093804491991335,0.0,4.0,-0.0,0.0,0.9735447764396667,0.0,,,0.0,,0.1875,0.0,75.274648575,0.0,2.0,0.0,0.9735447764396667,3.0,0.1875,-0.004058961756527424,0.04325366020202637,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,0.0,12.6953125,0.041305000000193104,-0.8849649338829099,0.0,0.0,,0.0,4.370078740157464,0.0,0.0,,,,0.0,0.0,0.0,0.004119998775422573,-0.0040346956749858975,0.0,-3842.6470242513874,12.8,-0.0,12.8046875,89.09061955080087,0.0,0.0,,0.0,0.176513671875,0.0,0.0,0.0,1.0,0.0,-1.6507332420602562E10,0.0,0.0,12.57363623046875,0.02323500000011336,1.0,,0.0,7.319123095098078,,4.370078740157464,1.0,0.0,0.2825676159685214,0.0,-1.0,0.0,0.37255859375,6.0,0.0,0.0,0.0,0.0,0.450927734375,1.0,0.4891856014728546,0.1875,0.0,0.0,,0.0,1.0,0.0,1.0,0.0,0.0,0.0,,0.0,0.0,0.0,
2573.720943,0.0,24.0,359.1355887510311,0.0,0.0,0.15625,,0.0,-1.0,-0.0,0.1440632143624338,0.0,-0.0,0.0,-0.9093804491991335,0.0,4.0,-0.0,0.0,0.9735447764396667,0.0,,,0.0,,0.1875,0.0,75.41197766250001,0.0,2.0,0.0,0.9735447764396667,3.0,0.1875,-0.004058961756527424,0.04325366020202637,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,0.0,12.6875,0.029827999999724852,-0.8838555531081914,0.0,0.0,,0.0,4.389763779527542,0.0,0.0,,,,0.0,0.0,0.0,0.004119998775422573,-0.0040346956749858975,0.0,-3842.6012994931452,12.75,-0.0,12.796875,89.09061955080087,0.0,0.0,,0.0,0.176513671875,0.0,0.0,0.0,1.0,0.0,-1.6507332420602562E10,0.0,0.0,12.57363623046875,0.020843000000240863,1.0,,0.0,7.319123095098078,,4.389763779527542,1.0,0.0,0.279384506660706,0.0,-1.0,0.0,0.37255859375,112.0,0.0,0.0,0.0,0.0,0.450927734375,1.0,0.5262048840522766,0.1875,0.0,0.0,,0.0,1.0,0.0,1.0,0.0,0.0,0.0,,0.0,0.0,0.0,
2573.747039,0.0,24.0,359.4730691892773,0.0,0.0,0.15625,,0.0,-1.0,-0.0,0.5269307285240968,0.0,-0.0,0.0,-0.9093804491991335,0.0,4.0,-0.0,0.0,0.9735447764396667,0.0,,,0.0,,0.1875,0.0,75.3204249375,0.0,2.0,0.0,0.9735447764396667,3.0,0.15625,-0.004058961756527424,0.04325366020202637,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,0.0,12.6953125,0.0260960000000523,-0.8817837137695756,0.0,0.0,,0.0,4.3110236220472276,0.0,0.0,,,,0.0,0.0,0.0,0.004119998775422573,-0.0040346956749858975,0.0,-3842.5661140059665,12.75,-0.0,12.796875,89.09061955080087,0.0,0.0,,0.0,0.176513671875,0.0,0.0,0.0,1.0,0.0,-1.6507332420602562E10,0.0,0.0,12.598766113281249,0.017268000000058237,1.0,,0.0,7.319123095098078,,4.3110236220472276,1.0,0.0,0.2784193026739368,0.0,-1.0,0.0,0.37255859375,218.0,0.0,0.0,0.0,0.0,0.450927734375,1.0,0.5688741207122803,0.15625,0.0,0.0,,0.0,1.0,0.0,1.0,0.0,0.0,0.0,,0.0,0.0,0.0,
2573.772446,0.0,24.0,359.1890442092543,0.0,0.0,0.15625,,0.0,-1.0,-0.0,0.1908070896661883,0.0,-0.0,0.0,-0.9093804491991335,0.0,4.0,-0.0,0.0,0.9735447764396667,0.0,,,0.0,,0.1875,0.0,75.41197766250001,0.0,2.0,0.0,0.9735447764396667,3.0,0.1875,-0.004058961756527424,0.04325366020202637,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,0.0,12.6953125,0.025407000000086555,-0.8803260667928892,0.0,0.0,,0.0,4.291338582677149,0.0,0.0,,,,0.0,0.0,0.0,0.004119998775422573,-0.0040346956749858975,0.0,-3842.5387651469196,12.75,-0.0,12.8046875,89.09061955080087,0.0,0.0,,0.0,0.176513671875,0.0,0.0,0.0,1.0,0.0,-1.6507332420602562E10,0.0,0.0,12.579918701171875,0.013547000000016851,1.0,,0.0,7.319123095098078,,4.291338582677149,1.0,0.0,0.28127797833595936,0.0,-1.0,0.0,0.37255859375,324.0,0.0,0.0,0.0,0.0,0.450927734375,1.0,0.5551232099533081,0.1875,0.0,0.0,,0.0,1.0,0.0,1.0,0.0,0.0,0.0,,0.0,0.0,0.0,
2573.790262,0.0,24.0,359.33159433429483,0.0,0.0,0.1875,,0.0,-1.0,-0.0,0.38194021314293136,0.0,-0.0,0.0,-0.6847775070091444,0.0,4.0,-0.0,0.0,0.9735447764396667,0.0,,,0.0,,0.15625,0.0,75.3662013,0.0,2.0,0.0,0.9735447764396667,3.0,0.1875,-0.004058961756527424,0.042780160903930664,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,0.0,12.6953125,0.017816000000038912,-0.8800351065167039,0.0,0.0,,0.0,4.350393700787385,0.0,0.0,,,,0.0,0.0,0.0,0.004119998775422573,-0.0040346956749858975,0.0,-3842.506757977396,12.8,-0.0,12.8046875,89.31522249299086,0.0,0.0,,0.0,0.176513671875,0.0,0.0,0.0,1.0,0.0,-1.6507332420602562E10,0.0,0.0,12.567353759765625,0.013421999999991385,1.0,,0.0,6.520792263922142,,4.350393700787385,1.0,0.0,0.283148739440412,0.0,-1.0,0.0,0.37255859375,430.0,0.0,0.0,0.0,0.0,0.450927734375,1.0,0.6096363663673401,0.15625,0.0,0.0,,0.0,1.0,0.0,1.0,0.0,0.0,0.0,,0.0,0.0,0.0,
2573.807434,0.0,24.0,359.1876973348509,0.0,0.0,0.1875,,0.0,-1.0,-0.0,0.28668662147369817,0.0,-0.0,0.0,-0.9093804491991335,0.0,4.0,-0.0,0.0,0.9735447764396667,0.0,,,0.0,,0.15625,0.0,75.41197766250001,0.0,2.0,0.0,0.9735447764396667,3.0,0.1875,-0.004058961756527424,0.042780160903930664,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,0.0,12.6953125,0.017171999999845866,-0.8802116383147025,0.0,0.0,,0.0,4.370078740157464,0.0,0.0,,,,0.0,0.0,0.0,0.004119998775422573,-0.0040346956749858975,0.0,-3842.4782371183483,12.75,-0.0,12.8046875,89.09061955080087,0.0,0.0,,0.0,0.176513671875,0.0,0.0,0.0,1.0,0.0,-1.6507332420602562E10,0.0,0.0,12.567353759765625,0.019928000000163593,1.0,,0.0,6.520792263922142,,4.370078740157464,1.0,0.0,0.28263962057463576,0.0,-1.0,0.0,0.37255859375,65.0,0.0,0.0,0.0,0.0,0.450927734375,1.0,0.5549832582473755,0.15625,0.0,0.0,,0.0,1.0,0.0,1.0,0.0,0.0,0.0,,0.0,0.0,0.0,
2573.832106,0.0,24.0,359.28145131795486,0.0,0.0,0.15625,,0.0,-1.0,-0.0,0.23951061912708302,0.0,-0.0,0.0,-0.45292162896119237,0.0,4.0,-0.0,0.0,0.9735447764396667,0.0,,,0.0,,0.15625,0.0,75.3662013,0.0,2.0,0.0,0.9735447764396667,3.0,0.1875,-0.004058961756527424,0.042780160903930664,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,0.0,12.6953125,0.024672000000009575,-0.87865179584212,0.0,0.0,,0.0,4.370078740157464,0.0,0.0,,,,0.0,0.0,0.0,0.004119998775422573,-0.0040346956749858975,0.0,-3842.4532160789345,12.75,-0.0,12.8046875,89.54707837103881,0.0,0.0,,0.0,0.176513671875,0.0,0.0,0.0,1.0,0.0,-1.6507332420602562E10,0.0,0.0,12.579918701171875,0.012176000000181375,1.0,,0.0,6.520792263922142,,4.370078740157464,1.0,0.0,0.28400107628359,0.0,-1.0,0.0,0.37255859375,171.0,0.0,0.0,0.0,0.0,0.450927734375,1.0,0.6149876713752747,0.15625,0.0,0.0,,0.0,1.0,0.0,1.0,0.0,0.0,0.0,,0.0,0.0,0.0,
