TIME,Shooter Actual RPM,Right Intern Moter Current,Drivetrain Left Wheel Actual Speed,Battery Voltage,Distance Sensor Raw Voltage,Hopper Spark Left Current,roboRIO JVM Memory Load,Climber Lower Limit Switch,Color Sensor Blue Intensity,Shooter Desired RPM,Driver FwdRev Command,Drivetrain Left Wheel Desired Speed,Rotate to Color,Color Needed,Shooter State Command,Raspberry Pi Duration,Right Climber Current,Pneumatics Compressor Current,Hopper Spark Left Cmd,Raspberry Pi Angle,Climber Input Command,Raspberry Pi Stable Target,Hopper Spark Right Cmd,Driver Snail Mode Command,Main Loop Process Duration,Left Climber Current,botDesPoseY,roboRIO CPU Load,botDesPoseX,Distance Sensor Available,botDesPoseT,Left Intern Moter Current,Intake Motor Current,Pneumatics Main System Pressure,Drivetrain Heading Correction Command,Left Master Moter Current,Pneumatics Cutoff Switch State,Drivetrain Right Motor Output Duty Cycle,Raspberry Pi Framerate,Color Sensor Match Color,Color Sensor Red Intensity,Panel 3.25 spin,Hopper Spark Right Current,Dataserver File Logger Queue Length,Drivetrain Right Wheel Desired Speed,Driver Auto Align Command,DT_Pose_Angle,Intake Speed State,Main Loop Call Period,Shooter Motor 1 Current,Shooter Motor 2 Current,Color Sensor Green Intensity,roboRIO Sys Memory Load,Robot CAN Bus Utilization,Right Master Moter Current,Distance Sensor Distance,Climber Motor Command,Photon Cannon State,Robot Brownout,Dataserver Stored Samples,Shooter Under Load,Drivetrain Right Wheel Actual Speed,botActPoseT,Raspberry Pi Visible Target,botActPoseX,botActPoseY,Intake Position State,Battery Current Draw,Drivetrain Left Motor output Duty Cycle,Shooter Control Mode,Driver Rotate Command,Climber Upper Limit Switch,
sec,RPM,Amps,RPM,V,V,Amp,Pct,boolean,intensity,RPM,cmd,RPM,degrees,Color,state,sec,Amp,A,Cmd,deg,cmd,boolean,Cmd,bool,sec,Amp,ft,Pct,ft,bool,deg,Amps,A,psi,RPM,Amps,bool,pct,fps,color,intensity,degrees,Amp,count,RPM,bool,deg,state,sec,A,A,intensity,Pct,pct,Amps,in,cmd,bool,bool,count,boolean,RPM,deg,boolean,ft,ft,state,A,pct,state,cmd,boolean,
70.557089,,,,,,,,,,,,,,,,,,,,,,,,,0.004089999999990823,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70.626196,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,-9.182740237500001,,,0.0,,,,,,,,,,,,0.06910699999998826,,,,,,,,,,,,,,,,,,,,,,,,
70.627204,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,
70.626196,,0.0,-0.0,11.5,,,,1.0,0.18017578125,,,0.0,0.0,-1.0,,0.050214290618896484,,,,10.794874931634636,0.0,1.0,,,0.021281000000001882,0.0,,,,,,0.0,,,0.0,0.0,,0.0,6.549997501374244,-1.0,0.345947265625,0.0,,38.0,0.0,,-0.34572331145388197,,,,,0.473876953125,,0.31406882405281067,0.0,,0.0,,0.0,32.0,,0.0,,1.0,,,,0.0,0.0,,,1.0,
70.654956,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,-9.182740237500001,,,0.0,,,,,,,,,,,,0.028760000000005448,,,,,,,,,,,,,,,,,,,,,,,,
70.655183,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,
70.654956,,0.0,-0.0,11.5,,,,1.0,0.18017578125,,,0.0,0.0,-1.0,,0.050214290618896484,,,,10.794874931634636,0.0,1.0,,,0.005920000000003256,0.0,,,,,,0.0,,,0.0,0.0,,0.0,6.549997501374244,-1.0,0.345947265625,0.0,,79.0,0.0,,-0.3447244352145661,,,,,0.473876953125,,0.3650141954421997,0.0,,0.0,,0.0,36.0,,0.0,,1.0,,,,0.0,0.0,,,1.0,
70.662078,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,-9.182740237500001,,,0.0,,,,,,,,,,,,0.00712199999999541,,,,,,,,,,,,,,,,,,,,,,,,
70.66229,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,
70.662078,,0.0,-0.0,11.5,,,,-1.0,0.18017578125,,,0.0,0.0,-1.0,,0.050214290618896484,,,,10.794874931634636,0.0,1.0,,,0.004826000000008435,0.0,,,,,,0.0,,,0.0,0.0,,0.0,6.549997501374244,-1.0,0.345947265625,0.0,,120.0,0.0,,-0.34462003350516446,,,,,0.473876953125,,0.41791045665740967,0.0,,0.0,,0.0,40.0,,0.0,,1.0,,,,0.0,0.0,,,-1.0,
70.668207,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,-9.182740237500001,,,0.0,,,,,,,,,,,,0.006129000000001383,,,,,,,,,,,,,,,,,,,,,,,,
70.66845,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,
70.668207,,0.0,-0.0,11.5,,,,-1.0,0.18408203125,,,0.0,0.0,-1.0,,0.050214290618896484,,,,10.794874931634636,0.0,1.0,,,0.005971999999999866,0.0,,,,,,0.0,,,0.0,0.0,,0.0,6.549997501374244,-1.0,0.34423828125,0.0,,159.0,0.0,,-0.3448576717957628,,,,,0.4716796875,,0.3301847577095032,0.0,,0.0,,0.0,44.0,,0.0,,1.0,,,,0.0,0.0,,,-1.0,
70.677417,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,-9.182740237500001,,,0.0,,,,,,,,,,,,0.009210000000010155,,,,,,,,,,,,,,,,,,,,,,,,
70.67795,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,
70.677417,,0.0,-0.0,11.5,,,,-1.0,0.18408203125,,,0.0,0.0,-1.0,,0.050214290618896484,,,,10.794874931634636,0.0,1.0,,,0.006930999999994469,0.0,,,,,,0.0,,,0.0,0.0,,0.0,6.549997501374244,-1.0,0.34423828125,0.0,,195.0,0.0,,-0.34518459589832706,,,,,0.4716796875,,0.3517921566963196,0.0,,0.0,,0.0,48.0,,0.0,,1.0,,,,0.0,0.0,,,-1.0,
70.687111,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,-9.182740237500001,,,0.0,,,,,,,,,,,,0.009693999999996095,,,,,,,,,,,,,,,,,,,,,,,,
70.687585,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,
70.687111,,0.0,-0.0,11.5,,,,-1.0,0.18408203125,,,0.0,0.0,-1.0,,0.050214290618896484,,,,10.794874931634636,0.0,1.0,,,0.00684400000000096,0.0,,,,,,0.0,,,0.0,0.0,,0.0,6.549997501374244,-1.0,0.34423828125,0.0,,159.0,0.0,,-0.3457071213684127,,,,,0.4716796875,,0.4115869402885437,0.0,,0.0,,0.0,52.0,,0.0,,1.0,,,,0.0,0.0,,,-1.0,
70.697684,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,-9.182740237500001,,,0.0,,,,,,,,,,,,0.010572999999993726,,,,,,,,,,,,,,,,,,,,,,,,
70.698107,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,
70.697684,,0.0,-0.0,11.5,,,,-1.0,0.18408203125,,,9.94718394324346,0.0,-1.0,,0.052196502685546875,,,,10.812277546792838,0.0,1.0,,,0.006330000000005498,0.0,,,,,,0.0,,,0.0,0.0,,0.0,6.534395004681553,-1.0,0.34423828125,0.0,,114.0,9.94718394324346,,-0.34593803658208805,,,,,0.4716796875,,0.23611800372600555,0.0,,0.0,,0.0,56.0,,0.0,,1.0,,,,0.0,0.0,,,-1.0,
