TIME,Operator Controller Unjam Command,Ball Counter Ball Count,IMU Filtered X Angle,Shooter Desired Speed,Right Intern Moter Current,Driver FwdRev Command,Control Panel State Machine Game Data Color Command,Operator Controller Climb Speed Command,IMU Filtered Y Angle,Hopper Motor Left Cmd,Hopper Motor Right Current,Pneumatics Compressor Current,Shots Taken,Climber Input Command,Operator Controller Shoot Command,Climber Motor 2 Current,botDesPoseY,botDesPoseX,Drivetrain Op Mode,botDesPoseT,Left Intern Moter Current,Intake Motor Current,Pneumatics Main System Pressure,Drivetrain Heading Correction Command,Shooter Wheel Current Control Mode,Shooter Input Mode Command,Left Master Moter Current,Drivetrain Right Motor Output Duty Cycle,Vision Raspberry Pi Duration,Conveyor Motor Speed Command,Vision Raspberry Pi Visible Target,Operator Controller Eject Desired Command,Hopper Motor Right Cmd,Control Panel State Machine 3.25 spin,Conveyor Intake End Ball Present,Intake Speed State,Ball Distance Sensor Raw Voltage,Operator Controller Ctrl Panel Three Rotations Command,Main Loop Call Period,IMU Comp X Angle,Shooter Motor 1 Current,Control Panel State Machine Rotate to Color,roboRIO Sys Memory Load,Operator Controller Photon Cannon Command,Ball Counter Sensor Distance,Robot Brownout,botActPoseT,botActPoseX,botActPoseY,Climber Motor 1 Current,Driver Auto Align and Shoot Command,Shooter Motor 1 Percent,Drivetrain Left Motor output Duty Cycle,Intake Fault,Driver Rotate Command,Climber Upper Limit Switch,Drivetrain Pose Angle,Intake Motor Speed,Robot Battery Voltage,Drivetrain Left Wheel Actual Speed,Robot Battery Current Draw,Operator Controller Prep to Shoot Command,roboRIO JVM Memory Load,Climber Lower Limit Switch,Color Sensor Blue Intensity,Drivetrain Left Wheel Desired Speed,Operator Controller Climb Enable Command,Ball Counter Ball Height State,Operator Controller Ctrl Panel Seek To Color Command,Conveyor Position,Driver Snail Mode Command,Shooter Actual Speed,Main Loop Process Duration,RIO Input Voltage,Ball Distance Sensor Available,roboRIO CPU Load,Intake Speed Command,Vision Raspberry Pi Framerate,RIO 3V Supply Voltage,Ball Distance Sensor Distance,Pneumatics Cutoff Switch State,Intake Solenoid Command,Operator Controller Shot Speed Increment,Driver Auto Align Close and Shoot Command,IMU Comp Y Angle,Vision Raspberry Pi Stable Target,Conveyor Motor Current,Color Sensor Match Color,Color Sensor Red Intensity,Dataserver File Logger Queue Length,Drivetrain Right Wheel Desired Speed,Vision Raspberry Pi Angle,Operator Controller Intake Desired Command,Shooter Motor 2 Current,Operator Controller Shot Speed Decrement,Color Sensor Green Intensity,Vision Raspberry Pi Vision System Online,Robot CAN Bus Utilization,Right Master Moter Current,Climber Motor Command,PDP Cooling Fans Current,RIO 6V Supply Voltage,Dataserver Stored Samples,Shooter Under Load,Drivetrain Right Wheel Actual Speed,Conveyor Shooter End Ball Present,PDP Upper Board Current,Drivetrain Desired Heading,Driver Auto Align Only Command,RIO 5V Supply Voltage,Intake Position State,Hopper Motor Left Current,Driver Flip Front/Back Command,
sec,bool,count,deg,RPM,A,cmd,color,cmd,deg,cmd,A,A,balls,cmd,bool,A,ft,ft,mode,deg,A,A,psi,RPM,state,state,A,pct,sec,pct,bool,bool,cmd,degrees,bool,state,V,bool,sec,deg,A,degrees,pct,bool,in,bool,deg,ft,ft,A,bool,pct,pct,bits,cmd,state,deg,RPM,V,RPM,A,bool,pct,state,sat,RPM,bool,heightState,bool,feet,bool,RPM,sec,V,bool,pct,cmd,fps,V,in,bool,bool,bool,bool,deg,bool,A,color,sat,count,RPM,deg,bool,A,bool,sat,bool,pct,A,cmd,A,V,count,bool,RPM,bool,A,deg,bool,V,state,A,bool,
1323.192872,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.003901999999925465,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1323.241414,0.0,29.0,359.18701174786446,0.0,0.0,0.0,,0.0,359.8565360815142,0.0,0.0,,0.0,0.0,0.0,0.0,,,0.0,,0.0,0.0,,0.0,0.0,3.0,0.0,0.0,0.05441641807556152,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,0.04854199999999764,-1.145595751188735,0.0,,,0.0,9.251968503937217,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.71421566300765,-0.0,12.75,-0.0,0.0,0.0,,1.0,,0.0,0.0,0.0,0.0,4.1154526782231895E10,1.0,-0.0,0.01718399999981557,12.554788818359375,1.0,,0.0,6.613524734271942,,9.251968503937217,,0.0,0.0,0.0,0.30039197593853306,0.0,0.0,,,25.0,0.0,0.0,0.0,0.0,0.0,,1.0,0.486784964799881,0.0,0.0,0.0,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,
1323.277581,0.0,29.0,359.76068067318096,0.0,0.0,0.0,,0.0,359.47349170059687,0.0,0.0,,0.0,0.0,0.0,0.0,,,0.0,,0.0,0.0,,0.0,0.0,3.0,0.0,0.0,0.08482861518859863,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,0.036166999999977634,-1.138621719272577,0.0,,,0.0,9.23228346456714,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.71350113299542,-0.0,,-0.0,,0.0,,1.0,,0.0,0.0,0.0,0.0,4.1154526782231895E10,1.0,-0.0,0.005464999999958309,,1.0,,0.0,4.149551091478405,,9.23228346456714,,0.0,0.0,0.0,0.28861512965964053,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,,1.0,,0.0,0.0,,,,1.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,
1323.286035,0.0,29.0,359.90411155167607,0.0,0.0,0.0,,0.0,359.4726067028885,0.0,0.0,,0.0,0.0,0.0,0.0,,,0.0,,0.0,0.0,,0.0,0.0,3.0,0.0,0.0,0.08482861518859863,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,0.008454000000028827,-1.132735500327166,0.0,,,0.0,9.291338582677376,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.71628812511997,-0.0,,-0.0,,0.0,,1.0,,0.0,0.0,0.0,0.0,4.1154526782231895E10,1.0,-0.0,0.005570999999918058,,1.0,,0.0,4.149551091478405,,9.291338582677376,,0.0,0.0,0.0,0.2833326568432311,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,,1.0,,0.0,0.0,,,,1.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,
1323.297734,0.0,29.0,359.66325468142054,0.0,0.0,0.0,,0.0,359.8075748145273,0.0,0.0,,0.0,0.0,0.0,0.0,,,0.0,,0.0,0.0,,0.0,0.0,3.0,0.0,0.0,0.08482861518859863,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,0.011698999999907755,-1.1257744779437895,0.0,,,0.0,9.271653543307298,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.71862968327625,-0.0,,-0.0,,0.0,,1.0,,0.0,0.0,0.0,0.0,4.1154526782231895E10,1.0,-0.0,0.005730999999968844,,1.0,,0.0,4.149551091478405,,9.271653543307298,,0.0,0.0,0.0,0.28067426423090003,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,,1.0,,0.0,0.0,,,,1.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,
1323.307248,0.0,29.0,359.61803371315955,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,0.0,,0.0,0.0,,0.0,0.0,3.0,0.0,0.0,0.08482861518859863,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,0.009514000000081069,-1.1222768155327438,0.0,,,0.0,9.25196850393722,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.7210746754008,-0.0,,-0.0,,0.0,,1.0,,0.0,0.0,0.0,0.0,4.1154526782231895E10,1.0,-0.0,0.005280999999968117,,1.0,,0.0,4.149551091478405,,9.25196850393722,,0.0,0.0,0.0,0.2785667283934033,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,,1.0,,0.0,0.0,,,,1.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,
1323.317892,0.0,29.0,359.51974748171904,0.0,0.0,0.0,,0.0,0.19209908491000008,0.0,0.0,,0.0,0.0,0.0,0.0,,,0.0,,0.0,0.0,,0.0,0.0,3.0,0.0,0.0,0.08482861518859863,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,0.010643999999956577,-1.117216027644036,0.0,,,0.0,9.271653543307298,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.7243933535571,-0.0,,-0.0,,0.0,,1.0,,0.0,0.0,0.0,0.0,4.1154526782231895E10,1.0,-0.0,0.005318999999872176,,1.0,,0.0,4.149551091478405,,9.271653543307298,,0.0,0.0,0.0,0.27956652174557434,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,,1.0,,0.0,0.0,,,,1.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,
1323.334772,0.0,29.0,359.5695776740386,0.0,0.0,0.0,,0.0,0.28694666307392486,0.0,0.0,,0.0,0.0,0.0,0.0,,,0.0,,0.0,0.0,,0.0,0.0,3.0,0.0,0.0,0.08482861518859863,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,0.016879999999900974,-1.11136113804103,0.0,,,0.0,9.291338582677376,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.72822622538861,-0.0,,-0.0,,0.0,,1.0,,0.0,0.0,0.0,0.0,4.1154526782231895E10,1.0,-0.0,0.005697000000054686,,1.0,,0.0,4.149551091478405,,9.291338582677376,,0.0,0.0,0.0,0.2834452323664805,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,,1.0,,0.0,0.0,,,,1.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,
1323.365896,0.0,29.0,358.8475196976404,0.0,0.0,0.0,,0.0,0.14405046511884542,0.0,0.0,,0.0,0.0,0.0,0.0,,,0.0,,0.0,0.0,,0.0,0.0,3.0,0.0,0.0,0.04849529266357422,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,0.031124000000090746,-1.1056316276027185,0.0,,,0.0,9.350393700787613,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.73090221030922,-0.0,,-0.0,,0.0,,1.0,,0.0,0.0,0.0,0.0,4.1154526782231895E10,1.0,-0.0,0.0036450000000058935,,1.0,,0.0,7.527965783801149,,9.350393700787613,,0.0,0.0,0.0,0.2846651590414794,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,,1.0,,0.0,0.0,,,,1.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,
