TIME,Operator Controller Unjam Command,Ball Counter Ball Count,IMU Filtered X Angle,Shooter Motor 2 Speed,Shooter Desired Speed,Right Intern Moter Current,Distance Sensor Raw Voltage,Driver FwdRev Command,Control Panel State Machine Game Data Color Command,Operator Controller Climb Speed Command,IMU Filtered Y Angle,Hopper Motor Left Cmd,Shooter Motor 1 Speed,Shooter State Command,Hopper Motor Right Current,Pneumatics Compressor Current,Climber Input Command,Operator Controller Shoot Command,botDesPoseY,botDesPoseX,Drivetrain Op Mode,botDesPoseT,Left Intern Moter Current,Intake Motor Current,Pneumatics Main System Pressure,Drivetrain Heading Correction Command,Left Master Moter Current,Drivetrain Right Motor Output Duty Cycle,Vision Raspberry Pi Duration,Conveyor Motor Speed Command,Vision Raspberry Pi Visible Target,Operator Controller Eject Desired Command,Control Panel State Machine 3.25 spin,Hopper Motor Right Cmd,Conveyor Intake End Ball Present,Intake Speed State,Operator Controller Ctrl Panel Three Rotations Command,Main Loop Call Period,IMU Comp X Angle,Shooter Motor 1 Current,Control Panel State Machine Rotate to Color,roboRIO Sys Memory Load,Operator Controller Photon Cannon Command,Ball Counter Sensor Distance,Photon Cannon State,Robot Brownout,botActPoseT,botActPoseX,botActPoseY,Battery Current Draw,Drivetrain Left Motor output Duty Cycle,Driver Rotate Command,Climber Upper Limit Switch,Drivetrain Pose Angle,Drivetrain Left Wheel Actual Speed,Battery Voltage,Operator Controller Prep to Shoot Command,roboRIO JVM Memory Load,Climber Lower Limit Switch,Color Sensor Blue Intensity,Drivetrain Left Wheel Desired Speed,Operator Controller Climb Enable Command,Ball Counter Ball Height State,Operator Controller Ctrl Panel Seek To Color Command,Driver Snail Mode Command,Shooter Actual Speed,Main Loop Process Duration,roboRIO CPU Load,Distance Sensor Available,Vision Raspberry Pi Framerate,Pneumatics Cutoff Switch State,IMU Comp Y Angle,Vision Raspberry Pi Stable Target,Climber Motor Current,Color Sensor Match Color,Conveyor Motor Current,Color Sensor Red Intensity,Dataserver File Logger Queue Length,Drivetrain Right Wheel Desired Speed,Driver Auto Align Command,Vision Raspberry Pi Angle,Operator Controller Intake Desired Command,Shooter Motor 2 Current,Color Sensor Green Intensity,Vision Raspberry Pi Vision System Online,Robot CAN Bus Utilization,Right Master Moter Current,Distance Sensor Distance,Climber Motor Command,Dataserver Stored Samples,Shooter Under Load,Drivetrain Right Wheel Actual Speed,Conveyor Shooter End Ball Present,Drivetrain Desired Heading,Intake Position State,Hopper Motor Left Current,Shooter Control Mode,
sec,bool,count,deg,RPM,RPM,A,V,cmd,color,cmd,deg,cmd,RPM,state,A,A,cmd,bool,ft,ft,mode,deg,A,A,psi,RPM,A,pct,sec,pct,bool,bool,degrees,cmd,bool,state,bool,sec,deg,A,degrees,pct,bool,in,bool,bool,deg,ft,ft,A,pct,cmd,state,deg,RPM,V,bool,pct,state,sat,RPM,bool,heightState,bool,bool,RPM,sec,pct,bool,fps,bool,deg,bool,A,color,A,sat,count,RPM,bool,deg,bool,A,sat,bool,pct,A,in,cmd,count,bool,RPM,bool,deg,state,A,state,
16.20881,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.10356700000000174,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16.373992,0.0,0.0,0.0,0.0,0.0,88.0,,0.0,-1.0,0.0,0.0,1.0,0.0,2.0,0.0,5.96875,0.0,0.0,,,0.0,,88.0,,132.17466716250001,0.0,88.0,0.443617045879364,-1.0,0.0,0.0,0.0,0.0,1.0,0.0,,0.0,0.1651820000000015,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,0.0,0.4458144009113312,0.0,1.0,0.0,0.0,11.55,0.0,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.20492600000000039,,,-1.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,48.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.13076239824295044,88.0,,0.0,75.0,0.0,0.0,1.0,0.0,,0.0,2.0,
16.606727,0.0,0.0,0.0,0.0,0.0,88.0,,0.0,-1.0,0.0,0.0,1.0,0.0,2.0,0.0,6.03125,0.0,0.0,,,0.0,,88.0,,131.99156171250002,0.0,88.0,-0.8108157515525818,-1.0,0.0,0.0,0.0,0.0,1.0,0.0,,0.0,0.23273499999999814,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,0.0,-0.808618426322937,0.0,1.0,0.0,0.0,11.600000000000001,0.0,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.122363,,,-1.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,24.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.12463708221912384,88.0,,0.0,75.0,0.0,0.0,1.0,0.0,,0.0,2.0,
16.731521,0.0,0.0,0.0,0.0,0.0,88.0,,0.0,-1.0,0.0,0.0,1.0,0.0,2.0,0.0,6.21875,0.0,0.0,,,0.0,,88.0,,132.17466716250001,0.0,88.0,0.7050996422767639,-1.0,0.0,0.0,0.0,0.0,1.0,0.0,,0.0,0.1247940000000014,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,0.0,0.7072969675064087,0.0,-1.0,0.0,0.0,11.55,0.0,,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12400399999999934,,,-1.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,24.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.1276494562625885,88.0,,0.0,157.0,0.0,0.0,1.0,0.0,,0.0,2.0,
16.859151,0.0,0.0,0.0,0.0,0.0,88.0,,0.0,-1.0,0.0,0.0,1.0,0.0,2.0,0.0,6.3125,0.0,0.0,,,0.0,,88.0,,132.220443525,0.0,88.0,0.8052003383636475,-1.0,0.0,0.0,0.0,0.0,1.0,0.0,,0.0,0.1276299999999999,0.0,0.0,0.0,88.6,0.0,0.0,0.0,0.0,,,,0.0,0.8073976635932922,0.0,-1.0,0.0,0.0,11.55,0.0,65.62217960288808,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11030099999999976,77.3,,-1.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,51.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.11408625543117523,88.0,,0.0,78.0,0.0,0.0,1.0,0.0,,0.0,2.0,
16.983018,0.0,0.0,0.0,0.0,0.0,88.0,,0.0,-1.0,0.0,0.0,1.0,0.0,2.0,0.0,6.4375,0.0,0.0,,,0.0,,88.0,,132.17466716250001,0.0,88.0,0.7238990664482117,-1.0,0.0,0.0,0.0,0.0,1.0,0.0,,0.0,0.12386700000000062,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,0.0,0.7260963916778564,0.0,-1.0,0.0,0.0,11.55,0.0,,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10591699999999804,,,-1.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,48.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.1203625351190567,88.0,,0.0,160.0,0.0,0.0,1.0,0.0,,0.0,2.0,
17.091181,0.0,0.0,0.0,0.0,0.0,88.0,,0.0,-1.0,0.0,0.0,1.0,0.0,2.0,0.0,6.53125,0.0,0.0,,,0.0,,88.0,,132.220443525,0.0,88.0,0.9836726188659668,-1.0,0.0,0.0,0.0,0.0,1.0,0.0,,0.0,0.10816299999999757,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,0.0,0.9858699440956116,0.0,-1.0,0.0,0.0,11.55,0.0,,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11339500000000058,,,-1.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,48.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.1359422504901886,88.0,,0.0,157.0,0.0,0.0,1.0,0.0,,0.0,2.0,
17.206331,0.0,0.0,0.0,0.0,0.0,88.0,,0.0,-1.0,0.0,0.0,1.0,0.0,2.0,0.0,6.53125,0.0,0.0,,,0.0,,88.0,,132.0831144375,0.0,88.0,-0.5700857639312744,-1.0,0.0,0.0,0.0,0.0,1.0,0.0,,0.0,0.11514999999999986,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,0.0,-0.5678884387016296,0.0,-1.0,0.0,0.0,11.55,0.0,,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10897700000000299,,,-1.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,48.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.12215214222669601,88.0,,0.0,157.0,0.0,0.0,1.0,0.0,,0.0,2.0,
17.317208,0.0,0.0,0.0,0.0,0.0,88.0,,0.0,-1.0,0.0,0.0,1.0,0.0,2.0,0.0,6.5625,0.0,0.0,,,0.0,,88.0,,132.220443525,0.0,88.0,0.5451826453208923,-1.0,0.0,0.0,0.0,0.0,1.0,0.0,,0.0,0.11087700000000211,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,0.0,0.5473799705505371,0.0,-1.0,0.0,0.0,11.55,0.0,,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12274899999999889,,,-1.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,24.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.12234918028116226,88.0,,0.0,157.0,0.0,0.0,1.0,0.0,,0.0,2.0,
