TIME,Operator Controller Unjam Command,Ball Counter Ball Count,IMU Filtered X Angle,Shooter Motor 2 Speed,Shooter Desired Speed,Right Intern Moter Current,Robot Front Tilt Angle,Driver FwdRev Command,Control Panel State Machine Game Data Color Command,Operator Controller Climb Speed Command,IMU Filtered Y Angle,Hopper Motor Left Cmd,Shooter Motor 1 Speed,Hopper Motor Right Current,Total Tilt Angle,Pneumatics Compressor Current,Shots Taken,Climber Input Command,Operator Controller Shoot Command,Control Panel Actual Angle,Climber Motor 2 Current,botDesPoseY,botDesPoseX,Drivetrain Op Mode,botDesPoseT,Left Intern Moter Current,Intake Motor Current,Pneumatics Main System Pressure,Drivetrain Heading Correction Command,Shooter Wheel Current Control Mode,Shooter Motor 2 Percent,Control Panel Desired Angle,Shooter Input Mode Command,Left Master Moter Current,Drivetrain Right Motor Output Duty Cycle,Vision Raspberry Pi Duration,Conveyor Motor Speed Command,Vision Raspberry Pi Visible Target,Operator Controller Eject Desired Command,Control Panel State Machine 3.25 spin,Hopper Motor Right Cmd,Conveyor Intake End Ball Present,Intake Speed State,Ball Distance Sensor Raw Voltage,Operator Controller Ctrl Panel Three Rotations Command,Shooter Motor 2 in Voltage,Main Loop Call Period,IMU Comp X Angle,Shooter Motor 1 Current,Control Panel State Machine Rotate to Color,roboRIO Sys Memory Load,Operator Controller Photon Cannon Command,Ball Counter Sensor Distance,Robot Brownout,botActPoseT,botActPoseX,botActPoseY,Climber Motor 1 Current,Driver Auto Align and Shoot Command,Shooter Motor 1 Percent,Drivetrain Left Motor output Duty Cycle,Intake Fault,Driver Rotate Command,Climber Upper Limit Switch,Drivetrain Pose Angle,Intake Motor Speed,Robot Battery Voltage,Drivetrain Left Wheel Actual Speed,Shooter Motor 1 in Voltage,Robot Side Tilt Angle,Robot Battery Current Draw,Operator Controller Prep to Shoot Command,roboRIO JVM Memory Load,Climber Lower Limit Switch,Color Sensor Blue Intensity,Drivetrain Left Wheel Desired Speed,Operator Controller Climb Enable Command,Control Panel Motor Current,Ball Counter Ball Height State,Operator Controller Ctrl Panel Seek To Color Command,Conveyor Position,Driver Snail Mode Command,Shooter Actual Speed,RIO Input Voltage,Main Loop Process Duration,Ball Distance Sensor Available,roboRIO CPU Load,Intake Speed Command,Vision Raspberry Pi Framerate,RIO 3V Supply Voltage,Ball Distance Sensor Distance,Pneumatics Cutoff Switch State,Intake Solenoid Command,IMU Comp Y Angle,Vision Raspberry Pi Stable Target,Color Sensor Match Color,Conveyor Motor Current,Color Sensor Red Intensity,Dataserver File Logger Queue Length,Drivetrain Right Wheel Desired Speed,Vision Raspberry Pi Angle,Operator Controller Intake Desired Command,Shooter Motor 2 Current,Color Sensor Green Intensity,Vision Raspberry Pi Vision System Online,Robot CAN Bus Utilization,Right Master Moter Current,Climber Motor Command,PDP Cooling Fans Current,RIO 6V Supply Voltage,Dataserver Stored Samples,Shooter Under Load,Drivetrain Right Wheel Actual Speed,Conveyor Shooter End Ball Present,PDP Upper Board Current,Drivetrain Desired Heading,Driver Auto Align Only Command,RIO 5V Supply Voltage,Intake Position State,Hopper Motor Left Current,Driver Flip Front/Back Command,
sec,bool,count,deg,RPM,RPM,A,degrees,cmd,color,cmd,deg,cmd,RPM,A,degrees,A,balls,cmd,bool,deg,A,ft,ft,mode,deg,A,A,psi,RPM,state,pct,deg,state,A,pct,sec,pct,bool,bool,degrees,cmd,bool,state,V,bool,V,sec,deg,A,degrees,pct,bool,in,bool,deg,ft,ft,A,bool,pct,pct,bits,cmd,state,deg,RPM,V,RPM,V,degrees,A,bool,pct,state,sat,RPM,bool,A,heightState,bool,feet,bool,RPM,V,sec,bool,pct,cmd,fps,V,in,bool,bool,deg,bool,color,A,sat,count,RPM,deg,bool,A,sat,bool,pct,A,cmd,A,V,count,bool,RPM,bool,A,deg,bool,V,state,A,bool,
135.420583,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.020127000000002226,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
135.52385,,0.0,357.38680550162553,0.0,0.0,0.0,,,,,0.617461968010033,0.35,-0.0,0.0,,,0.0,0.0,,,0.0,,,1.0,,0.0,0.0,,2.6869556562660364,-1.0,0.0,,3.0,0.0,0.0,0.06735801696777344,0.0,0.0,,,0.35,0.0,1.0,,,12.28125,0.10326700000001665,-1.2743677000682978,0.0,,,,9.409448818897646,,,,,0.0,,0.0,0.0,0.0,,0.0,-2258.7771921368067,-0.0,,-0.0,12.3828125,,,,,0.0,,-2.6869556562660364,,,0.0,,0.0,,0.0,,0.04912899999999354,1.0,,0.5,4.172888735011919,,9.409448818897646,,1.0,-0.010918192820966104,0.0,,0.0,,,2.6869556562660364,0.0,,0.0,,1.0,,0.0,0.0,,,,1.0,0.0,1.0,,-2257.4337143086736,,,1.0,0.0,,
135.579048,,0.0,359.3677932782406,0.0,0.0,0.15625,,,-1.0,,356.9957028276116,0.35,-0.0,16.5625,17.510903470149316,8.25,0.0,0.0,,-4.783066272735596,0.0,,,1.0,,0.0,44.71875,55.682365425,3.663413287914409,-1.0,0.0,-4.783066272735596,3.0,0.0,0.02133243903517723,0.049826622009277344,0.0,0.0,,0.0,0.35,0.0,1.0,,,10.6796875,0.05519799999999009,-1.2947005543485703,0.0,0.0,,,9.370078740157489,0.0,,,,0.0,,0.0,-0.017914365977048874,0.0,,0.0,-2259.265420952631,5.714285850524902,11.2,-0.5714285969734192,10.8046875,107.51090347014932,0.0,,,0.0,0.158935546875,12.252081021275128,,0.0,0.0,,0.0,,0.0,10.531833251953124,0.03996499999999514,1.0,,0.5,9.82111597630365,,9.370078740157489,0.0,1.0,-0.020140425334788103,0.0,-1.0,0.0,0.412841796875,75.0,19.578907597103946,0.0,,0.0,0.4287109375,1.0,0.451847642660141,0.125,0.0,0.0,,0.0,1.0,0.0,1.0,0.0,-2257.4337143086736,,,1.0,22.28125,,
135.626007,,0.0,358.20792856411805,0.0,0.0,0.0,,,,,356.9105431835363,0.35,-0.0,14.5,,,0.0,0.0,,,0.0,,,1.0,,0.0,38.78125,,4.029779732749375,-1.0,0.0,,3.0,0.0,0.014496291987597942,0.049826622009277344,0.0,0.0,,,0.35,0.0,1.0,,,10.953125,0.04695899999998687,-1.2520374589032823,0.0,,,,9.311023622047252,,,,,0.0,,0.0,0.24765770137310028,0.0,,0.0,-2259.4486041750483,125.71428680419922,,-0.5714285969734192,10.96875,,,,,0.0,,15.864588153737536,,,0.0,,0.0,,0.0,,0.012742000000002918,1.0,,0.5,9.82111597630365,,9.311023622047252,,1.0,-0.0345470275887803,0.0,,0.0,,,23.924147619236287,0.0,,0.0,,1.0,,0.0,0.0,,,,1.0,1.1428571939468384,1.0,,-2257.4337143086736,,,1.0,17.4375,,
135.645105,,0.0,356.9713414418532,0.0,0.0,17.625,,,,,0.8209767661271846,0.35,-0.0,16.21875,,,0.0,0.0,,,0.0,,,1.0,,12.4375,27.40625,,4.492648810551145,-1.0,0.0,,3.0,0.0,0.1661732792854309,0.049826622009277344,0.0,0.0,,,0.35,0.0,1.0,,,10.6328125,0.019098000000013826,-1.1814304254224344,0.0,,,,9.311023622047252,,,,,0.0,,0.0,0.1676381677389145,0.0,,0.0,-2259.680038713949,320.0,,-1.1428571939468384,10.9296875,,,,,0.0,,19.380592653233165,,,0.0,,0.0,,0.0,,0.02792600000000789,1.0,,0.5,9.82111597630365,,9.311023622047252,,1.0,-0.011302054595286782,0.0,,0.0,,,28.365890274335456,0.0,,0.0,,1.0,,26.84375,0.0,,,,1.0,1.1428571939468384,1.0,,-2257.4337143086736,,,1.0,18.5,,
135.684005,,0.0,343.3260334256091,0.0,0.0,18.65625,,,,,4.014018144936098,0.35,-0.0,13.875,,,0.0,0.0,,,0.0,,,1.0,,29.5625,24.125,,5.0554831103318065,-1.0,0.0,,3.0,27.28125,0.17062897980213165,0.049826622009277344,0.0,0.0,,,0.35,0.0,1.0,,,10.515625,0.03890000000001237,-1.9817312339078073,0.0,,,,9.33070866141733,,,,,0.0,,0.0,0.09234900772571564,0.0,,0.0,-2259.9614558638395,537.1428833007812,,10.285714149475098,10.5,,,,,0.0,,26.775505508047246,,,0.0,,0.0,,0.0,,0.024338000000000193,1.0,,0.5,9.82111597630365,,9.33070866141733,,1.0,-0.14161782504074696,0.0,,0.0,,,36.88647172871086,0.0,,0.0,,1.0,,25.25,0.0,,,,1.0,9.142857551574707,1.0,,-2257.4337143086736,,,1.0,17.90625,,
135.713219,,0.0,356.4075871030017,0.0,0.0,37.78125,,,,,357.9340385695667,0.35,-0.0,11.25,,,0.0,0.0,,,0.0,,,1.0,,37.1875,25.0,,5.351570136265764,-1.0,0.0,,3.0,15.5625,0.22464674711227417,0.049826622009277344,0.0,0.0,,,0.35,0.0,1.0,,,10.515625,0.029213999999996076,-2.147273953178577,0.0,,,,9.33070866141733,,,,,0.0,,0.0,0.14084291458129883,0.0,,0.0,-2260.1094993768065,537.1428833007812,,10.285714149475098,10.6796875,,,,,0.0,,34.43716563670805,,,0.0,,0.0,,0.0,,0.012119999999981701,1.0,,0.5,9.82111597630365,,9.33070866141733,,1.0,-0.15372977066597107,0.0,,0.0,,,45.14030590923958,0.0,,0.0,,1.0,,36.625,0.0,,,,1.0,11.428572654724121,1.0,,-2257.4337143086736,,,1.0,14.90625,,
135.729146,,0.0,332.73990922159334,0.0,0.0,37.78125,,,,,12.527771764355128,0.35,-0.0,10.9375,,,0.0,0.0,,,0.0,,,1.0,,37.1875,24.34375,,5.550858167914157,-1.0,0.0,,3.0,15.5625,0.22464674711227417,0.04812145233154297,0.0,0.0,,,0.35,0.0,1.0,,,10.234375,0.015926999999976488,-2.390151090162777,0.0,,,,9.311023622047252,,,,,0.0,,0.0,0.27530747652053833,0.0,,0.0,-2260.2091433926307,760.0,,12.0,10.4140625,,,,,0.0,,34.23787760505966,,,0.0,,0.0,,0.0,,0.0090070000000253,1.0,,0.5,7.506409694271095,,9.311023622047252,,1.0,-0.11418911679803373,0.0,,0.0,,,45.33959394088797,0.0,,0.0,,1.0,,36.625,0.0,,,,1.0,11.428572654724121,1.0,,-2257.4337143086736,,,1.0,13.5625,,
135.741874,,0.0,327.28486542168747,0.0,0.0,45.96875,,,,,0.6012969606771582,0.35,-0.0,10.4375,,,0.0,0.0,,,0.0,,,1.0,,47.71875,17.40625,,5.703355427694078,-1.0,0.0,,3.0,24.15625,0.2628559172153473,0.04812145233154297,0.0,0.0,,,0.35,0.0,1.0,,,9.6796875,0.012728000000009843,-2.6704349011117334,0.0,,,,9.232283464566937,,,,,0.0,,0.0,0.20175786316394806,0.0,,0.0,-2260.2853920225207,982.857177734375,,12.0,10.4140625,,,,,0.0,,38.06425392257704,,,0.0,,0.0,,0.0,,0.00875300000001289,1.0,,0.5,7.506409694271095,,9.232283464566937,,1.0,-0.05809644080357267,0.0,,0.0,,,49.47096477796519,0.0,,0.0,,1.0,,51.34375,0.0,,,,1.0,11.428572654724121,1.0,,-2257.4337143086736,,,1.0,14.4375,,
