TIME,Operator Controller Unjam Command,Ball Counter Ball Count,IMU Filtered X Angle,Shooter Desired Speed,Right Intern Moter Current,Driver FwdRev Command,Control Panel State Machine Game Data Color Command,Operator Controller Climb Speed Command,IMU Filtered Y Angle,Hopper Motor Left Cmd,Hopper Motor Right Current,Pneumatics Compressor Current,Shots Taken,Climber Input Command,Operator Controller Shoot Command,Climber Motor 2 Current,botDesPoseY,botDesPoseX,Drivetrain Op Mode,botDesPoseT,Left Intern Moter Current,Intake Motor Current,Pneumatics Main System Pressure,Drivetrain Heading Correction Command,Shooter Wheel Current Control Mode,Shooter Input Mode Command,Left Master Moter Current,Drivetrain Right Motor Output Duty Cycle,Vision Raspberry Pi Duration,Conveyor Motor Speed Command,Vision Raspberry Pi Visible Target,Operator Controller Eject Desired Command,Hopper Motor Right Cmd,Control Panel State Machine 3.25 spin,Conveyor Intake End Ball Present,Intake Speed State,Ball Distance Sensor Raw Voltage,Operator Controller Ctrl Panel Three Rotations Command,Main Loop Call Period,IMU Comp X Angle,Shooter Motor 1 Current,Control Panel State Machine Rotate to Color,roboRIO Sys Memory Load,Ball Counter Sensor Distance,Robot Brownout,botActPoseT,botActPoseX,botActPoseY,Climber Motor 1 Current,Driver Auto Align and Shoot Command,Shooter Motor 1 Percent,Drivetrain Left Motor output Duty Cycle,Intake Fault,Driver Rotate Command,Climber Upper Limit Switch,Drivetrain Pose Angle,Intake Motor Speed,Robot Battery Voltage,Drivetrain Left Wheel Actual Speed,Operator Controller Prep to Shoot Command,Robot Battery Current Draw,roboRIO JVM Memory Load,Climber Lower Limit Switch,Color Sensor Blue Intensity,Drivetrain Left Wheel Desired Speed,Operator Controller Climb Enable Command,Ball Counter Ball Height State,Operator Controller Ctrl Panel Seek To Color Command,Conveyor Position,Driver Snail Mode Command,Shooter Actual Speed,Main Loop Process Duration,RIO Input Voltage,Ball Distance Sensor Available,roboRIO CPU Load,Intake Speed Command,Vision Raspberry Pi Framerate,Ball Distance Sensor Distance,RIO 3V Supply Voltage,Pneumatics Cutoff Switch State,Intake Solenoid Command,Operator Controller Shot Speed Increment,Driver Auto Align Close and Shoot Command,IMU Comp Y Angle,Vision Raspberry Pi Stable Target,Conveyor Motor Current,Color Sensor Match Color,Color Sensor Red Intensity,Drivetrain Right Wheel Desired Speed,Dataserver File Logger Queue Length,Vision Raspberry Pi Angle,Operator Controller Intake Desired Command,Shooter Motor 2 Current,Operator Controller Shot Speed Decrement,Color Sensor Green Intensity,Vision Raspberry Pi Vision System Online,Right Master Moter Current,Robot CAN Bus Utilization,Climber Motor Command,PDP Cooling Fans Current,RIO 6V Supply Voltage,Shooter Under Load,Drivetrain Right Wheel Actual Speed,Conveyor Shooter End Ball Present,Dataserver Stored Samples,PDP Upper Board Current,Drivetrain Desired Heading,Driver Auto Align Only Command,RIO 5V Supply Voltage,Intake Position State,Hopper Motor Left Current,Driver Flip Front/Back Command,
sec,bool,count,deg,RPM,A,cmd,color,cmd,deg,cmd,A,A,balls,cmd,bool,A,ft,ft,mode,deg,A,A,psi,RPM,state,state,A,pct,sec,pct,bool,bool,cmd,degrees,bool,state,V,bool,sec,deg,A,degrees,pct,in,bool,deg,ft,ft,A,bool,pct,pct,bits,cmd,state,deg,RPM,V,RPM,bool,A,pct,state,sat,RPM,bool,heightState,bool,feet,bool,RPM,sec,V,bool,pct,cmd,fps,in,V,bool,bool,bool,bool,deg,bool,A,color,sat,RPM,count,deg,bool,A,bool,sat,bool,A,pct,cmd,A,V,bool,RPM,bool,count,A,deg,bool,V,state,A,bool,
369.587234,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.649999999510328E-4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
369.653317,0.0,,,,,0.0,,-0.0,,,,,,,0.0,,,,,,,,,,,,,,0.09176015853881836,,0.0,0.0,,,,,,0.0,0.0660829999999919,,,,,,,,,,,0.0,,,,0.006428318396035354,,,,,,0.0,,,,,,0.0,,0.0,,1.0,,,,,,,6.4787501892201655,,,,,0.0,0.0,,0.0,,,,,,0.0,0.0,,0.0,,1.0,,,,,,,,,,,,0.0,,,,0.0,
369.656501,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,10.25,,,71.875,,,,,,,,,,,,10.607222900390624,,,,,,,,,,,,,,,,,30.0,,,,,,,,0.5011264681816101,,0.0,,,,,516.0,2.625,,,,,,,
369.653317,,0.0,353.73191428584,,0.0,,,,358.98801357907496,0.0,0.0,,,-0.0,,4.875,,,0.0,,0.0,0.0,,0.0,,,0.0,0.0,,0.0,,,0.0,,0.0,0.0,,,,-0.9227484056861708,,,,9.251968503936883,,,,,4.875,,,0.0,0.0,,0.0,168.60260151523505,-0.0,,-0.0,,,,0.0,,0.0,,0.0,,0.0,,,0.020743999999979224,,1.0,,0.0,,9.251968503936883,,,0.0,,,0.15917756889803783,,3.375,,,0.0,,,,,,,,0.0,,0.0,,,,0.0,0.0,,,0.0,,,0.0,0.0,,
369.678291,0.0,0.0,359.5718094776496,,0.0,0.0,,-0.0,1.1894922611950385,0.0,0.0,,,-0.0,0.0,4.875,,,0.0,,0.0,0.0,,0.0,,,0.0,0.0,0.09176015853881836,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,0.024973999999986063,-0.9323277281759323,,,,9.251968503936883,,,,,4.875,0.0,,0.0,0.0,0.006428318396035354,0.0,168.60115455842188,-0.0,,-0.0,0.0,,,0.0,,0.0,0.0,0.0,0.0,0.0,1.0,,0.005560000000002674,,1.0,,0.0,6.4787501892201655,9.251968503936883,,,0.0,0.0,0.0,0.13417358422934747,0.0,3.375,,,0.0,,0.0,0.0,,0.0,,1.0,0.0,,0.0,,,,0.0,0.0,,,0.0,0.0,,0.0,0.0,0.0,
369.687621,0.0,0.0,359.7814542187723,,0.0,0.0,,-0.0,359.89072726701613,0.0,0.0,7.5,,-0.0,0.0,4.875,,,0.0,,0.0,0.0,17.407539285714286,0.0,,,0.0,0.0,0.09176015853881836,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,0.00932999999997719,-0.9352205141717918,,,,9.212598425196724,,,,,4.875,0.0,,0.0,0.0,0.006428318396035354,0.0,168.60396873633394,-0.0,,-0.0,0.0,,,0.0,,0.0,0.0,0.0,0.0,0.0,1.0,,0.005621000000019194,,1.0,,0.0,6.4787501892201655,9.212598425196724,,0.0,0.0,0.0,0.0,0.14029706568206304,0.0,3.375,,,0.0,,0.0,0.0,,0.0,,1.0,0.0,,0.0,,,,0.0,0.0,,,0.0,0.0,,0.0,0.0,0.0,
369.722142,0.0,0.0,356.82014590573965,,0.0,0.0,,-0.0,357.7790421881504,0.0,0.0,,,-0.0,0.0,0.0,,,0.0,,0.0,0.0,,0.0,,,0.0,0.0,0.09176015853881836,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,0.03452100000004066,-0.9383951261647789,,,,9.232283464566802,,,,,0.0,0.0,,0.0,0.0,0.006428318396035354,0.0,168.61398114242672,-0.0,,-0.0,0.0,,,0.0,,0.0,0.0,0.0,0.0,0.0,1.0,,0.011435000000005857,,1.0,,0.0,6.4787501892201655,9.232283464566802,,,0.0,0.0,0.0,0.15681854931441067,0.0,3.375,,,0.0,,0.0,0.0,,0.0,,1.0,0.0,,0.0,,,,0.0,0.0,,,0.0,0.0,,0.0,0.0,0.0,
369.756697,0.0,0.0,359.02600602913714,,0.0,0.0,,-0.0,0.4427075771693286,0.0,0.0,,,-0.0,0.0,0.0,,,0.0,,0.0,0.0,,0.0,,,0.0,0.0,0.09176015853881836,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,0.034554999999954816,-0.9351739157513258,,,,9.311023622047117,,,,,0.0,0.0,,0.0,0.0,0.006428318396035354,0.0,168.61565964135224,-0.0,,-0.0,0.0,,,0.0,,0.0,0.0,0.0,0.0,0.0,1.0,,0.003149000000007618,,1.0,,0.0,6.4787501892201655,9.311023622047117,,,0.0,0.0,0.0,0.14980674030909943,0.0,0.0,,,0.0,,0.0,0.0,,0.0,,1.0,0.0,,0.0,,,,0.0,0.0,,,0.0,0.0,,0.0,0.0,0.0,
369.763644,0.0,0.0,359.1643354682745,,0.0,0.0,,-0.0,359.489327431931,0.0,0.0,,,-0.0,0.0,0.0,,,0.0,,0.0,0.0,,0.0,,,0.0,0.0,0.09176015853881836,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0069470000000251275,-0.9347166485125744,,,,9.330708661417194,,,,,0.0,0.0,,0.0,0.0,0.006428318396035354,0.0,168.6184679115354,-0.0,,-0.0,0.0,,,0.0,,0.0,0.0,0.0,0.0,0.0,1.0,,0.0031480000000101427,,1.0,,0.0,6.4787501892201655,9.330708661417194,,,0.0,0.0,0.0,0.14163078553914593,0.0,0.0,,,0.0,,0.0,0.0,,0.0,,1.0,0.0,,0.0,,,,0.0,0.0,,,0.0,0.0,,0.0,0.0,0.0,
