TIME,Shooter Actual RPM,Right Intern Moter Current,Drivetrain Left Wheel Actual Speed,Battery Voltage,Distance Sensor Raw Voltage,Hopper Spark Left Current,roboRIO JVM Memory Load,Climber Lower Limit Switch,Color Sensor Blue Intensity,Shooter Desired RPM,Drivetrain Left Wheel Desired Speed,Rotate to Color,Color Needed,Shooter State Command,Raspberry Pi Duration,Right Climber Current,Pneumatics Compressor Current,Hopper Spark Left Cmd,Raspberry Pi Angle,Raspberry Pi Stable Target,Hopper Spark Right Cmd,Main Loop Process Duration,Left Climber Current,botDesPoseY,roboRIO CPU Load,botDesPoseX,Distance Sensor Available,botDesPoseT,Left Intern Moter Current,Intake Motor Current,Pneumatics Main System Pressure,Drivetrain Heading Correction Command,Climber Command,Left Master Moter Current,Pneumatics Cutoff Switch State,Drivetrain Right Motor Output Duty Cycle,Raspberry Pi Framerate,Color Sensor Match Color,Color Sensor Red Intensity,Panel 3.25 spin,Hopper Spark Right Current,Dataserver File Logger Queue Length,Drivetrain Right Wheel Desired Speed,DT_Pose_Angle,Intake Speed State,Main Loop Call Period,Shooter Motor 1 Current,Shooter Motor 2 Current,Color Sensor Green Intensity,roboRIO Sys Memory Load,Robot CAN Bus Utilization,Right Master Moter Current,Distance Sensor Distance,Photon Cannon State,Robot Brownout,Dataserver Stored Samples,Shooter Under Load,Drivetrain Right Wheel Actual Speed,botActPoseT,Raspberry Pi Visible Target,botActPoseX,botActPoseY,Intake Position State,Battery Current Draw,Drivetrain Left Motor output Duty Cycle,Shooter Control Mode,Climber Upper Limit Switch,
sec,RPM,Amps,RPM,V,V,Amp,Pct,boolean,intensity,RPM,RPM,degrees,Color,state,sec,Amp,A,Cmd,deg,boolean,Cmd,sec,Amp,ft,Pct,ft,bool,deg,Amps,A,psi,RPM,CMD,Amps,bool,pct,fps,color,intensity,degrees,Amp,count,RPM,deg,state,sec,A,A,intensity,Pct,pct,Amps,in,bool,bool,count,boolean,RPM,deg,boolean,ft,ft,state,A,pct,state,boolean,
182.107947,,,,,,,,,,,,,,,,,,,,,,0.004367000000002008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
182.171797,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.06385000000000218,,,,,,,,,,,,,,,,,,,,,,
182.177678,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,
182.171797,,0.0,-0.0,12.9,,0.0,,1.0,0.181396484375,,0.0,0.0,-1.0,,-1.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.05856800000000817,0.0,,,,,,0.0,,-9.686280224999999,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,0.356689453125,0.0,0.0,15.0,0.0,-17.322468722230106,,,,,0.4619140625,,0.31653279066085815,0.0,,,0.0,0.0,,0.0,,0.0,,,,0.0,0.0,,1.0,
182.247688,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.07589100000001281,,,,,,,,,,,,,,,,,,,,,,
182.247805,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,
182.247688,,0.0,-0.0,12.85,,0.0,,1.0,0.181396484375,,0.0,0.0,-1.0,,-1.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.010345000000000937,0.0,,,,,,0.0,,-9.686280224999999,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,0.356689453125,0.0,0.0,60.0,0.0,-17.330811477956598,,,,,0.4619140625,,0.3436320126056671,0.0,,,0.0,0.0,,0.0,,0.0,,,,0.0,0.0,,1.0,
182.260252,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.012563999999997577,,,,,,,,,,,,,,,,,,,,,,
182.260571,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,
