TIME,Operator Controller Unjam Command,Ball Counter Ball Count,IMU Filtered X Angle,Shooter Desired Speed,Right Intern Moter Current,Robot Front Tilt Angle,Driver FwdRev Command,Control Panel State Machine Game Data Color Command,Operator Controller Climb Speed Command,IMU Filtered Y Angle,Hopper Motor Left Cmd,Hopper Motor Right Current,Total Tilt Angle,Pneumatics Compressor Current,Shots Taken,Climber Input Command,Operator Controller Shoot Command,Control Panel Actual Angle,Climber Motor 2 Current,botDesPoseY,botDesPoseX,Drivetrain Op Mode,botDesPoseT,Left Intern Moter Current,Intake Motor Current,Pneumatics Main System Pressure,Drivetrain Heading Correction Command,Shooter Wheel Current Control Mode,Control Panel Desired Angle,Shooter Input Mode Command,Left Master Moter Current,Drivetrain Right Motor Output Duty Cycle,Vision Raspberry Pi Duration,Conveyor Motor Speed Command,Vision Raspberry Pi Visible Target,Operator Controller Eject Desired Command,Control Panel State Machine 3.25 spin,Hopper Motor Right Cmd,Conveyor Intake End Ball Present,Intake Speed State,Ball Distance Sensor Raw Voltage,Operator Controller Ctrl Panel Three Rotations Command,Main Loop Call Period,IMU Comp X Angle,Shooter Motor 1 Current,Control Panel State Machine Rotate to Color,roboRIO Sys Memory Load,Operator Controller Photon Cannon Command,Ball Counter Sensor Distance,Robot Brownout,botActPoseT,botActPoseX,botActPoseY,Climber Motor 1 Current,Driver Auto Align and Shoot Command,Shooter Motor 1 Percent,Drivetrain Left Motor output Duty Cycle,Intake Fault,Driver Rotate Command,Climber Upper Limit Switch,Drivetrain Pose Angle,Intake Motor Speed,Robot Battery Voltage,Drivetrain Left Wheel Actual Speed,Robot Side Tilt Angle,Robot Battery Current Draw,Operator Controller Prep to Shoot Command,roboRIO JVM Memory Load,Climber Lower Limit Switch,Color Sensor Blue Intensity,Drivetrain Left Wheel Desired Speed,Operator Controller Climb Enable Command,Control Panel Motor Current,Ball Counter Ball Height State,Operator Controller Ctrl Panel Seek To Color Command,Conveyor Position,Driver Snail Mode Command,Shooter Actual Speed,RIO Input Voltage,Main Loop Process Duration,Ball Distance Sensor Available,roboRIO CPU Load,Intake Speed Command,Vision Raspberry Pi Framerate,RIO 3V Supply Voltage,Ball Distance Sensor Distance,Pneumatics Cutoff Switch State,Intake Solenoid Command,IMU Comp Y Angle,Vision Raspberry Pi Stable Target,Color Sensor Match Color,Conveyor Motor Current,Color Sensor Red Intensity,Dataserver File Logger Queue Length,Drivetrain Right Wheel Desired Speed,Vision Raspberry Pi Angle,Operator Controller Intake Desired Command,Shooter Motor 2 Current,Color Sensor Green Intensity,Vision Raspberry Pi Vision System Online,Robot CAN Bus Utilization,Right Master Moter Current,Climber Motor Command,PDP Cooling Fans Current,RIO 6V Supply Voltage,Dataserver Stored Samples,Shooter Under Load,Drivetrain Right Wheel Actual Speed,Conveyor Shooter End Ball Present,PDP Upper Board Current,Drivetrain Desired Heading,Driver Auto Align Only Command,RIO 5V Supply Voltage,Intake Position State,Hopper Motor Left Current,Driver Flip Front/Back Command,
sec,bool,count,deg,RPM,A,degrees,cmd,color,cmd,deg,cmd,A,degrees,A,balls,cmd,bool,deg,A,ft,ft,mode,deg,A,A,psi,RPM,state,deg,state,A,pct,sec,pct,bool,bool,degrees,cmd,bool,state,V,bool,sec,deg,A,degrees,pct,bool,in,bool,deg,ft,ft,A,bool,pct,pct,bits,cmd,state,deg,RPM,V,RPM,degrees,A,bool,pct,state,sat,RPM,bool,A,heightState,bool,feet,bool,RPM,V,sec,bool,pct,cmd,fps,V,in,bool,bool,deg,bool,color,A,sat,count,RPM,deg,bool,A,sat,bool,pct,A,cmd,A,V,count,bool,RPM,bool,A,deg,bool,V,state,A,bool,
336.556783,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.016435999999998785,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
336.621418,,12.0,359.61962068415346,0.0,0.0,,,,,359.8098113487966,0.35,0.0,,,1.0,0.0,,,0.0,,,1.0,,0.0,0.0,,0.0033745912087823626,-1.0,,3.0,0.0,0.0,0.044137001037597656,0.0,0.0,,,0.35,0.0,1.0,,,0.06463500000000977,-1.3494137636620007,0.0,,,,9.291338582677156,,,,,0.0,,0.0,0.0,0.0,,0.0,54.91975504949983,-0.0,,-0.0,,,,,0.0,,-0.0033745912087823626,,,0.0,,-5.719243589402235E9,,-0.0,,0.021523999999999432,1.0,,0.65,6.302125498468908,,9.291338582677156,,1.0,-0.04435128531303282,0.0,,0.0,,,0.0033745912087823626,0.0,,0.0,,1.0,,0.0,0.0,,,,1.0,0.0,0.0,,54.92144234510422,,,1.0,0.0,,
336.648511,,12.0,359.854835259176,0.0,0.0,,,,,0.677450133386053,0.35,0.0,,,1.0,0.0,,,0.0,,,1.0,,0.0,0.0,,-1.613159462863223E-4,-1.0,,3.0,0.0,0.0,0.044137001037597656,0.0,0.0,,,0.35,0.0,1.0,,,0.027092999999979384,-1.3505651796568625,0.0,,,,9.330708661417313,,,,,0.0,,0.0,0.0,0.0,,0.0,54.92152300307736,-0.0,,-0.0,,,,,0.0,,1.613159462863223E-4,,,0.0,,-5.719243589402235E9,,-0.0,,0.008783999999991465,1.0,,0.65,6.302125498468908,,9.330708661417313,,1.0,-0.04984068709629042,0.0,,0.0,,,-1.613159462863223E-4,0.0,,0.0,,1.0,,0.0,0.0,,,,1.0,0.0,0.0,,54.92144234510422,,,1.0,25.09375,,
336.664234,,12.0,356.81299411391683,0.0,0.0,,,-1.0,,1.4213075518642362,0.35,17.875,-3.192472612932022,16.03125,1.0,0.0,,0.04232804477214813,0.0,,,1.0,,0.0,62.90625,70.05614325,-0.010434537973139868,-1.0,0.04232804477214813,3.0,0.0,0.0,0.044137001037597656,0.0,0.0,,0.0,0.35,0.0,1.0,,,0.01572300000003679,-1.362410126835976,0.0,0.0,,,9.350393700787393,0.0,,,,0.0,,0.0,0.0,0.0,,0.0,54.92665961409079,-0.0,12.0,-0.0,86.80752738706798,12.25,,,0.0,0.1640625,11.947055269865292,,0.0,0.0,,-5.719243589402235E9,,-0.0,10.99045361328125,0.02427099999999882,1.0,,0.65,6.302125498468908,,9.350393700787393,0.0,1.0,-0.05151388709587813,0.0,0.0,0.0,0.409912109375,137.0,11.926186193919012,0.0,,0.0,0.42626953125,1.0,0.4834738075733185,0.0,0.0,0.0,,0.0,1.0,0.0,0.0,0.0,54.92144234510422,,,1.0,23.96875,,
336.694575,,12.0,2.0929090167134374,0.0,0.0,,,,,5.380394504659233,0.35,15.09375,,,1.0,0.0,,,0.0,,,1.0,,0.0,51.875,,-0.009182105543359853,-1.0,,3.0,0.0,0.0,0.044137001037597656,0.0,0.0,,,0.35,0.0,1.0,,,0.030340999999964424,-1.3308094944921143,0.0,,,,9.311023622047236,,,,,0.0,,0.0,0.0,0.0,,0.0,54.9260333978759,91.42857360839844,,-0.0,,,,,0.0,,15.924676414732897,,,0.0,,-5.719243589402235E9,,-0.0,,0.005997000000036223,1.0,,0.65,6.302125498468908,,9.311023622047236,,1.0,-0.010519905893096206,0.0,,0.0,,,15.906312203646177,0.0,,0.0,,1.0,,0.0,0.0,,,,1.0,0.0,0.0,,54.92144234510422,,,1.0,15.1875,,
336.704376,,12.0,1.8072390816474606,0.0,30.71875,,,,,0.37065682569267666,0.35,15.09375,,,1.0,0.0,,,0.0,,,1.0,,0.0,44.03125,,-0.005075096752150898,-1.0,,3.0,0.0,0.1264381855726242,0.044137001037597656,0.0,0.0,,,0.35,0.0,1.0,,,0.009801000000038584,-1.3160726174077582,0.0,,,,9.330708661417315,,,,,0.0,,0.0,0.0,0.0,,0.0,54.92397989348029,91.42857360839844,,-0.0,,,,,0.0,,15.920569405941688,,,0.0,,-5.719243589402235E9,,-0.0,,0.005928999999980533,1.0,,0.65,6.302125498468908,,9.330708661417315,,1.0,8.60507335711072E-4,0.0,,0.0,,,15.910419212437386,0.0,,0.0,,1.0,,23.9375,0.0,,,,1.0,0.0,0.0,,54.92144234510422,,,1.0,12.875,,
336.714198,,12.0,358.99056021489514,0.0,30.71875,,,,,357.1082536967514,0.35,13.75,,,1.0,0.0,,,0.0,,,1.0,,0.0,44.03125,,0.004188627301573433,-1.0,,3.0,27.8125,0.11957152187824249,0.044137001037597656,0.0,0.0,,,0.35,0.0,1.0,,,0.009821999999985565,-1.3538757665352716,0.0,,,,9.311023622047237,,,,,0.0,,0.0,0.1265907734632492,0.0,,0.0,54.91934803145343,91.42857360839844,,-0.0,,,,,0.0,,19.890179259185338,,,0.0,,-5.719243589402235E9,,-0.0,,0.005867999999964013,1.0,,0.65,6.302125498468908,,9.311023622047237,,1.0,-0.032128750150571705,0.0,,0.0,,,19.898556513788485,0.0,,0.0,,1.0,,23.9375,0.0,,,,1.0,0.0,0.0,,54.92144234510422,,,1.0,12.875,,
336.724859,,12.0,4.0332499574449665,0.0,13.375,,,,,357.95774145008767,0.35,13.75,,,1.0,0.0,,,0.0,,,1.0,,0.0,33.1875,,0.011717324053719835,-1.0,,3.0,15.71875,0.1513107717037201,0.044137001037597656,0.0,0.0,,,0.35,0.0,1.0,,,0.0106609999999705,-1.3055064072583042,0.0,,,,9.29133858267716,,,,,0.0,,0.0,0.14438307285308838,0.0,,0.0,54.91558368307736,337.14288330078125,,2.2857143878936768,,,,,0.0,,19.88265056243319,,,0.0,,-5.719243589402235E9,,-0.0,,0.013326000000006388,1.0,,0.65,6.302125498468908,,9.29133858267716,,1.0,-0.03592880264947927,0.0,,0.0,,,19.90608521054063,0.0,,0.0,,1.0,,15.125,0.0,,,,1.0,1.1428571939468384,0.0,,54.92144234510422,,,1.0,14.46875,,
336.742651,,12.0,326.0695989417724,0.0,13.375,,,,,359.697928440778,0.35,13.0625,,,1.0,0.0,,,0.0,,,1.0,,32.96875,33.1875,,-0.01890984825398334,-1.0,,3.0,15.71875,0.11709952354431152,0.044359683990478516,0.0,0.0,,,0.35,0.0,1.0,,,0.017792000000042663,-1.7182259971817577,0.0,,,,9.311023622047237,,,,,0.0,,0.0,0.14438307285308838,0.0,,0.0,54.93089726923121,645.71435546875,,2.2857143878936768,,,,,0.0,,23.892151312038294,,,0.0,,-5.719243589402235E9,,-0.0,,0.005914999999959036,1.0,,0.65,6.564277207144746,,9.311023622047237,,1.0,-0.09807983131491259,0.0,,0.0,,,23.854331615530327,0.0,,0.0,,1.0,,26.75,0.0,,,,1.0,6.857143402099609,0.0,,54.92144234510422,,,1.0,14.46875,,
336.752336,,12.0,331.1942988360453,0.0,29.25,,,,,3.3571969014897816,0.35,12.96875,,,1.0,0.0,,,0.0,,,1.0,,32.96875,24.28125,,-0.03512635150184451,-1.0,,3.0,35.59375,0.11709952354431152,0.044359683990478516,0.0,0.0,,,0.35,0.0,1.0,,,0.009684999999990396,-1.9949955900688692,0.0,,,,9.330708661417315,,,,,0.0,,0.0,0.14435255527496338,0.0,,0.0,54.93900552085514,645.71435546875,,2.2857143878936768,,,,,0.0,,27.887241392583498,,,0.0,,-5.719243589402235E9,,-0.0,,0.005886999999972886,1.0,,0.65,6.564277207144746,,9.330708661417315,,1.0,-0.060430969261988376,0.0,,0.0,,,27.81698868957981,0.0,,0.0,,1.0,,26.75,0.0,,,,1.0,6.857143402099609,0.0,,54.92144234510422,,,1.0,12.84375,,
336.763607,,12.0,352.8705561508281,0.0,29.09375,,,,,1.1228708254889719,0.35,12.96875,,,1.0,0.0,,,0.0,,,1.0,,29.03125,25.09375,,-0.028697167863256823,-1.0,,3.0,35.59375,0.17999817430973053,0.044359683990478516,0.0,0.0,,,0.35,0.0,1.0,,,0.01127099999996517,-2.1825580216780667,0.0,,,,9.311023622047237,,,,,0.0,,0.0,0.11691641062498093,0.0,,0.0,54.935790929035846,645.71435546875,,2.2857143878936768,,,,,0.0,,27.88081220894491,,,0.0,,-5.719243589402235E9,,-0.0,,0.00620800000001509,1.0,,0.65,6.564277207144746,,9.311023622047237,,1.0,-0.010023210018503896,0.0,,0.0,,,27.823417873218396,0.0,,0.0,,1.0,,36.3125,0.0,,,,1.0,6.857143402099609,0.0,,54.92144234510422,,,1.0,10.59375,,
336.773568,,12.0,356.3538802399481,0.0,29.09375,,,,,356.97819747253936,0.35,12.625,,,1.0,0.0,,,0.0,,,1.0,,29.03125,25.09375,,-0.018725751111119848,-1.0,,3.0,39.65625,0.1354106217622757,0.044359683990478516,0.0,0.0,,,0.35,0.0,1.0,,,0.009961000000032527,-2.223963092478071,0.0,,,,9.29133858267716,,,,,0.0,,0.0,0.18054750561714172,0.0,,0.0,54.93080522065978,645.71435546875,,6.857142925262451,,,,,0.0,,31.849714369490172,,,0.0,,-5.719243589402235E9,,-0.0,,0.0058260000000132095,1.0,,0.65,6.564277207144746,,9.29133858267716,,1.0,-0.010460561087493119,0.0,,0.0,,,31.812262867267933,0.0,,0.0,,1.0,,36.3125,0.0,,,,1.0,6.857143402099609,0.0,,54.92144234510422,,,1.0,10.59375,,
336.783554,,12.0,349.129746407866,0.0,29.8125,,,,,6.201994780085033,0.35,12.625,,,1.0,0.0,,,0.0,,,1.0,,27.40625,22.625,,-0.01219778705740282,-1.0,,3.0,39.65625,0.19461654126644135,0.044359683990478516,0.0,0.0,,,0.35,0.0,1.0,,,0.009985999999969408,-2.3204689789583948,0.0,,,,9.271653543307082,,,,,0.0,,0.0,0.18054750561714172,0.0,,0.0,54.92754123863292,982.857177734375,,6.857142925262451,,,,,0.0,,31.843186405436455,,,0.0,,-5.719243589402235E9,,-0.0,,0.006008000000008451,1.0,,0.65,6.564277207144746,,9.271653543307082,,1.0,-5.997582173336855E-4,0.0,,0.0,,,31.81879083132165,0.0,,0.0,,1.0,,33.34375,0.0,,,,1.0,9.714286804199219,0.0,,54.92144234510422,,,1.0,12.84375,,
336.793386,,12.0,339.34639211156747,0.0,33.65625,,,-1.0,,355.8307490573994,0.35,14.875,10.069062698889425,8.65625,1.0,0.0,,0.04232804477214813,0.0,,,1.0,,38.03125,19.875,69.415274175,0.08509789738704399,-1.0,0.04232804477214813,3.0,29.03125,0.16379283368587494,0.044359683990478516,0.0,0.0,,0.0,0.35,0.0,1.0,,,0.00983200000001716,-3.0208199683185777,0.0,0.0,,,9.271653543307082,0.0,,,,0.0,,0.0,0.16400647163391113,0.0,,0.0,54.878893396410696,1331.4285888671875,11.2,10.285714149475098,100.06906269888943,40.625,,,0.0,0.1640625,39.70363787558677,,0.0,0.0,,-5.719243589402235E9,,-0.0,11.059560791015624,0.03135100000002922,1.0,,0.65,6.564277207144746,,9.271653543307082,0.0,1.0,0.07464896468320728,0.0,0.0,0.0,0.409912109375,350.0,39.87383367036086,0.0,,0.0,0.42626953125,1.0,0.5291875004768372,34.125,0.0,0.0,,0.0,1.0,14.857144355773926,0.0,0.0,54.92144234510422,,,1.0,14.5,,
336.83089400000006,,12.0,347.48217888380555,0.0,19.625,,,,,358.3040569793954,0.35,10.03125,,,1.0,0.0,,,0.0,,,1.0,,20.65625,20.9375,,0.10988105304028295,-1.0,,3.0,29.1875,0.20041504502296448,0.044359683990478516,0.0,0.0,,,0.35,0.0,1.0,,,0.03750800000000254,-3.325058571407105,0.0,,,,9.29133858267716,,,,,0.0,,0.0,0.19562365114688873,0.0,,0.0,54.86650181858408,1331.4285888671875,,14.857142448425293,,,,,0.0,,43.65772829723083,,,0.0,,-5.719243589402235E9,,-0.0,,0.023689999999987776,1.0,,0.65,6.564277207144746,,9.29133858267716,,1.0,0.0022096021006911843,0.0,,0.0,,,43.8774904033114,0.0,,0.0,,1.0,,27.125,0.0,,,,1.0,19.428573608398438,0.0,,54.92144234510422,,,1.0,15.34375,,
336.862592,,12.0,340.80281173848675,0.0,28.84375,,,,,0.0,0.35,11.15625,,,1.0,0.0,,,0.0,,,1.0,,25.09375,24.09375,,0.11172197343100265,-1.0,,3.0,29.1875,0.23224586248397827,0.044359683990478516,0.0,0.0,,,0.35,0.0,1.0,,,0.03169800000000578,-3.6246172510665633,0.0,,,,9.271653543307082,,,,,0.0,,0.0,0.22705771028995514,0.0,,0.0,54.86558135838872,2022.857177734375,,20.0,,,,,0.0,,47.63476095413759,,,0.0,,-5.719243589402235E9,,-0.0,,0.00977100000000064,1.0,,0.65,6.564277207144746,,9.271653543307082,,1.0,-0.016250944626556615,0.0,,0.0,,,47.858204900999596,0.0,,0.0,,1.0,,28.0625,0.0,,,,1.0,19.428573608398438,0.0,,54.92144234510422,,,1.0,13.59375,,
336.878199,,12.0,335.4535244711727,0.0,28.84375,,,,,359.56809643089156,0.35,13.75,,,1.0,0.0,,,0.0,,,1.0,,18.21875,24.09375,,0.10251874544564998,-1.0,,3.0,28.71875,0.21930600702762604,0.044359683990478516,0.0,0.0,,,0.35,0.0,1.0,,,0.015606999999988602,-3.87848485530939,0.0,,,,9.251968503937004,,,,,0.0,,0.0,0.18591876327991486,0.0,,0.0,54.87018297238139,2022.857177734375,,20.0,,,,,0.0,,51.62283775942027,,,0.0,,-5.719243589402235E9,,-0.0,,0.010157999999989897,1.0,,0.65,6.564277207144746,,9.251968503937004,,1.0,-0.024081353062612977,0.0,,0.0,,,51.82787525031157,0.0,,0.0,,1.0,,26.65625,0.0,,,,1.0,26.857145309448242,0.0,,54.92144234510422,,,1.0,13.59375,,
336.894313,,12.0,341.7723991212492,0.0,23.625,,,,,354.1977179608197,0.35,14.09375,,,1.0,0.0,,,0.0,,,1.0,,19.96875,22.34375,,0.11315490666665085,-1.0,,3.0,21.96875,0.20288705825805664,0.04488825798034668,0.0,0.0,,,0.35,0.0,1.0,,,0.01611400000001595,-4.141189767330853,0.0,,86.9,,9.232283464566926,,,,,0.0,,0.0,0.21753594279289246,0.0,,0.0,54.86486489177089,2022.857177734375,,26.857141494750977,,,,51.97881722943247,0.0,,55.59107517549677,,,0.0,,-5.719243589402235E9,,-0.0,,0.013864000000012311,1.0,82.7,0.65,6.508447644466513,,9.232283464566926,,1.0,-0.01204925344072528,0.0,,0.0,,,55.81738498883007,0.0,,0.0,,1.0,,20.0,0.0,,,,1.0,34.85714340209961,0.0,,54.92144234510422,,,1.0,14.875,,
336.914629,,12.0,346.5655524879914,0.0,20.65625,,,,,3.2015898784647874,0.35,12.9375,,,1.0,0.0,,,0.0,,,1.0,,19.96875,23.96875,,0.13190029909644352,-1.0,,3.0,19.59375,0.20288705825805664,0.04488825798034668,0.0,0.0,,,0.35,0.0,1.0,,,0.020315999999979795,-4.312184263198655,0.0,,,,9.271653543307083,,,,,0.0,,0.0,0.1978209763765335,0.0,,0.0,54.855492195555996,2365.71435546875,,35.42856979370117,,,,,0.0,,59.55120336036415,,,0.0,,-5.719243589402235E9,,-0.0,,0.00989300000003368,1.0,,0.65,6.508447644466513,,9.271653543307083,,1.0,0.03464873287836711,0.0,,0.0,,,59.815003958557035,0.0,,0.0,,1.0,,20.0,0.0,,,,1.0,34.85714340209961,0.0,,54.92144234510422,,,1.0,12.75,,
336.93052,,12.0,351.702893900289,0.0,21.625,,,,,358.46155694467285,0.35,13.375,,,1.0,0.0,,,0.0,,,1.0,,17.59375,20.90625,,0.1587560115262363,-1.0,,3.0,24.71875,0.1831720918416977,0.04488825798034668,0.0,0.0,,,0.35,0.0,1.0,,,0.015891000000010536,-4.393043843961953,0.0,,,,9.330708661417319,,,,,0.0,,0.0,0.2293771207332611,0.0,,0.0,54.8420643393411,2617.14306640625,,35.42856979370117,,,,,0.0,,59.524347647934356,,,0.0,,-5.719243589402235E9,,-0.0,,0.00973599999997532,1.0,,0.65,6.508447644466513,,9.330708661417319,,1.0,-0.009632250886386027,0.0,,0.0,,,59.84185967098683,0.0,,0.0,,1.0,,21.78125,0.0,,,,1.0,34.85714340209961,0.0,,54.92144234510422,,,1.0,11.59375,,
