TIME,Operator Controller Unjam Command,Ball Counter Ball Count,IMU Filtered X Angle,Shooter Motor 2 Speed,Shooter Desired Speed,Right Intern Moter Current,Robot Front Tilt Angle,Driver FwdRev Command,Control Panel State Machine Game Data Color Command,Operator Controller Climb Speed Command,IMU Filtered Y Angle,Hopper Motor Left Cmd,Shooter Motor 1 Speed,Hopper Motor Right Current,Total Tilt Angle,Pneumatics Compressor Current,Shots Taken,Climber Input Command,Operator Controller Shoot Command,Control Panel Actual Angle,Climber Motor 2 Current,botDesPoseY,botDesPoseX,Drivetrain Op Mode,botDesPoseT,Left Intern Moter Current,Intake Motor Current,Pneumatics Main System Pressure,Drivetrain Heading Correction Command,Shooter Wheel Current Control Mode,Shooter Motor 2 Percent,Control Panel Desired Angle,Shooter Input Mode Command,Left Master Moter Current,Drivetrain Right Motor Output Duty Cycle,Vision Raspberry Pi Duration,Conveyor Motor Speed Command,Vision Raspberry Pi Visible Target,Operator Controller Eject Desired Command,Control Panel State Machine 3.25 spin,Hopper Motor Right Cmd,Conveyor Intake End Ball Present,Intake Speed State,Ball Distance Sensor Raw Voltage,Operator Controller Ctrl Panel Three Rotations Command,Shooter Motor 2 in Voltage,Main Loop Call Period,IMU Comp X Angle,Shooter Motor 1 Current,Control Panel State Machine Rotate to Color,roboRIO Sys Memory Load,Operator Controller Photon Cannon Command,Ball Counter Sensor Distance,Photon Cannon State,Robot Brownout,botActPoseT,botActPoseX,botActPoseY,Climber Motor 1 Current,Driver Auto Align and Shoot Command,Shooter Motor 1 Percent,Drivetrain Left Motor output Duty Cycle,Driver Rotate Command,Climber Upper Limit Switch,Drivetrain Pose Angle,Robot Battery Voltage,Drivetrain Left Wheel Actual Speed,Shooter Motor 1 in Voltage,Robot Side Tilt Angle,Robot Battery Current Draw,Operator Controller Prep to Shoot Command,roboRIO JVM Memory Load,Climber Lower Limit Switch,Color Sensor Blue Intensity,Drivetrain Left Wheel Desired Speed,Operator Controller Climb Enable Command,Control Panel Motor Current,Ball Counter Ball Height State,Operator Controller Ctrl Panel Seek To Color Command,Conveyor Position,Driver Snail Mode Command,Shooter Actual Speed,Main Loop Process Duration,RIO Input Voltage,Ball Distance Sensor Available,roboRIO CPU Load,Intake Speed Command,Vision Raspberry Pi Framerate,RIO 3V Supply Voltage,Ball Distance Sensor Distance,Pneumatics Cutoff Switch State,Intake Solenoid Command,IMU Comp Y Angle,Vision Raspberry Pi Stable Target,Color Sensor Match Color,Conveyor Motor Current,Color Sensor Red Intensity,Dataserver File Logger Queue Length,Drivetrain Right Wheel Desired Speed,Vision Raspberry Pi Angle,Operator Controller Intake Desired Command,Shooter Motor 2 Current,Color Sensor Green Intensity,Vision Raspberry Pi Vision System Online,Robot CAN Bus Utilization,Right Master Moter Current,Climber Motor Command,PDP Cooling Fans Current,RIO 6V Supply Voltage,Dataserver Stored Samples,Shooter Under Load,Drivetrain Right Wheel Actual Speed,Conveyor Shooter End Ball Present,PDP Upper Board Current,Drivetrain Desired Heading,Driver Auto Align Only Command,RIO 5V Supply Voltage,Intake Position State,Hopper Motor Left Current,Driver Flip Front/Back Command,
sec,bool,count,deg,RPM,RPM,A,degrees,cmd,color,cmd,deg,cmd,RPM,A,degrees,A,balls,cmd,bool,deg,A,ft,ft,mode,deg,A,A,psi,RPM,state,pct,deg,state,A,pct,sec,pct,bool,bool,degrees,cmd,bool,state,V,bool,V,sec,deg,A,degrees,pct,bool,in,bool,bool,deg,ft,ft,A,bool,pct,pct,cmd,state,deg,V,RPM,V,degrees,A,bool,pct,state,sat,RPM,bool,A,heightState,bool,feet,bool,RPM,sec,V,bool,pct,cmd,fps,V,in,bool,bool,deg,bool,color,A,sat,count,RPM,deg,bool,A,sat,bool,pct,A,cmd,A,V,count,bool,RPM,bool,A,deg,bool,V,state,A,bool,
12.770622,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.03434800000000138,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12.850568,0.0,0.0,359.52014850186873,0.0,0.0,0.0,,0.0,-1.0,0.0,0.14395389338845074,0.0,-0.0,0.0,-1.1411992555871393,0.0,0.0,0.0,0.0,0.08465608954429626,0.0,,,0.0,,0.0,0.0,78.15855941250001,0.0,2.0,0.0,0.08465608954429626,3.0,0.0,0.0,0.04392743110656738,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,12.71875,0.0799460000000014,-0.7265242819920104,0.0,0.0,,0.0,8.917322834645676,0.0,0.0,,,,0.0,0.0,0.0,0.0,-0.0,0.0,0.010250296727680122,12.8,-0.0,12.796875,88.85880074441286,0.0,0.0,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04679999999999929,12.592483642578124,1.0,,0.0,8.931975816841751,,8.917322834645676,1.0,0.0,0.03521732421584677,0.0,-1.0,0.0,0.0,101.0,0.0,0.0,0.0,0.0,0.0,1.0,0.4700867235660553,0.0,0.0,0.0,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,
12.902703,0.0,0.0,359.4726061489457,0.0,0.0,0.0,,0.0,-1.0,0.0,0.04794421663353916,0.0,-0.0,0.0,-0.9057866601106355,0.0,0.0,0.0,0.0,0.08465608954429626,0.0,,,0.0,,0.0,0.0,78.20433577500002,0.0,2.0,0.0,0.08465608954429626,3.0,0.0,0.0,0.04392743110656738,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,12.71875,0.05213499999999982,-0.7245291100421377,0.0,0.0,,0.0,8.937007874015755,0.0,0.0,,,,0.0,0.0,0.0,0.0,-0.0,0.0,0.008538749462722647,12.8,-0.0,12.7890625,89.09421333988936,0.0,0.0,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03415199999999885,12.586201171875,1.0,,0.0,8.931975816841751,,8.937007874015755,1.0,0.0,0.03470618077816312,0.0,-1.0,0.0,0.0,205.0,0.0,0.0,0.0,0.0,0.0,1.0,0.493934690952301,0.0,0.0,0.0,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,
12.945451,0.0,0.0,359.3793201358531,0.0,0.0,0.0,,0.0,-1.0,0.0,359.9522562474787,0.0,-0.0,0.0,-0.4547188616931379,0.0,0.0,0.0,0.0,0.08465608954429626,0.0,,,0.0,,0.0,0.0,78.25011213750001,0.0,2.0,0.0,0.08465608954429626,3.0,0.0,0.0,0.04392743110656738,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,12.7265625,0.042747999999999564,-0.7240255900372065,0.0,0.0,,0.0,8.897637795275598,0.0,0.0,,,,0.0,0.0,0.0,0.0,-0.0,0.0,0.005117325640988515,12.8,-0.0,12.8125,89.54528113830686,0.0,0.0,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06768499999999911,12.586201171875,1.0,,0.0,8.931975816841751,,8.897637795275598,1.0,0.0,0.03268551718319954,0.0,-1.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,1.0,0.44789552688598633,0.0,0.0,0.0,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,
13.018837,0.0,0.0,359.47436604268756,0.0,0.0,0.0,,0.0,-1.0,0.0,359.9044314185799,0.0,-0.0,0.0,-0.6793647554652438,0.0,0.0,0.0,0.0,0.08465608954429626,0.0,,,0.0,,0.0,0.0,78.34166486250001,0.0,2.0,0.0,0.08465608954429626,3.0,0.0,0.0,0.0446317195892334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,12.71875,0.07338599999999929,-0.7165464680024758,0.0,0.0,,0.0,8.85826771653544,0.0,0.0,,,,0.0,0.0,0.0,0.0,-0.0,0.0,0.006543627533539911,12.8,-0.0,12.8046875,89.32063524453476,0.0,0.0,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.035879000000001326,12.579918701171875,1.0,,0.0,6.6508689585183305,,8.85826771653544,1.0,0.0,0.03596346432105706,0.0,-1.0,0.0,0.0,112.0,0.0,0.0,0.0,0.0,0.0,1.0,0.40450310707092285,0.0,0.0,0.0,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,
13.063782,0.0,0.0,359.6170765664691,0.0,0.0,0.0,,0.0,-1.0,0.0,0.047865068157555715,0.0,-0.0,0.0,-0.9130028668154182,0.0,0.0,0.0,0.0,0.08465608954429626,0.0,,,0.0,,0.0,0.0,78.387441225,0.0,2.0,0.0,0.08465608954429626,3.0,0.0,0.0,0.0446317195892334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,12.71875,0.044945000000000235,-0.7141567316978891,0.0,0.0,,0.0,8.897637795275598,0.0,0.0,,,,0.0,0.0,0.0,0.0,-0.0,0.0,0.006544920463942562,12.75,-0.0,12.796875,89.08699713318458,0.0,0.0,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.034722000000000364,12.586201171875,1.0,,0.0,6.6508689585183305,,8.897637795275598,1.0,0.0,0.03480775900033558,0.0,-1.0,0.0,0.0,218.0,0.0,0.0,0.0,0.0,0.0,1.0,0.5071301460266113,0.0,0.0,0.0,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,
13.15793,0.0,0.0,359.47348729127776,0.0,0.0,0.0,,0.0,-1.0,0.0,359.95213580165637,0.0,-0.0,0.0,-0.9093804491991335,0.0,0.0,0.0,0.0,0.08465608954429626,0.0,,,0.0,,0.0,0.0,78.25011213750001,0.0,2.0,0.0,0.08465608954429626,3.0,0.0,0.0,0.04894900321960449,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,0.0,12.7109375,0.09414800000000056,-0.7150575089694189,0.0,0.0,,0.0,8.85826771653544,0.0,0.0,,,,0.0,0.0,0.0,0.0,-0.0,0.0,0.006771707423648915,12.8,-0.0,12.78125,89.09061955080087,0.0,0.0,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03492099999999887,12.586201171875,1.0,,0.0,6.48743826630597,,8.85826771653544,1.0,0.0,0.035529003435897114,0.0,-1.0,0.0,0.0,101.0,0.0,-5.331780680374041,0.0,0.0,0.0,1.0,0.4623302221298218,0.0,0.0,0.0,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,
13.202265,0.0,0.0,359.47348876106315,0.0,0.0,0.0,,0.0,-1.0,0.0,0.14359208121225853,0.0,-0.0,0.0,-0.6793647554652438,0.0,0.0,0.0,0.0,0.08465608954429626,0.0,,,0.0,,0.0,0.0,78.15855941250001,0.0,2.0,0.0,0.08465608954429626,3.0,0.0,0.0,0.04894900321960449,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,0.0,12.7109375,0.044335000000000235,-0.7178079001583747,0.0,0.0,,0.0,8.818897637795283,0.0,0.0,,,,0.0,0.0,0.0,0.0,-0.0,0.0,0.005980324126945348,12.8,-0.0,12.7890625,89.32063524453476,0.0,0.0,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.054966999999999544,12.598766113281249,1.0,,0.0,6.48743826630597,,8.818897637795283,1.0,0.0,0.034509848590606115,0.0,-1.0,0.0,0.0,131.0,0.0,-5.331780680374041,0.0,0.0,0.0,1.0,0.4812372922897339,0.0,0.0,0.0,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,
13.275051,0.0,0.0,359.6157925702305,0.0,0.0,0.0,,0.0,-1.0,0.0,0.0,0.0,-0.0,0.0,-0.6820603931726481,0.0,0.0,0.0,0.0,0.08465608954429626,0.0,,,0.0,,0.0,0.0,78.25011213750001,0.0,2.0,0.0,0.08465608954429626,3.0,0.0,0.0,0.04894900321960449,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,0.0,12.71875,0.07278599999999891,-0.7146902412765141,0.0,0.0,,0.0,8.877952755905518,0.0,0.0,,,,0.0,0.0,0.0,0.0,-0.0,0.0,0.005235898546969291,12.8,-0.0,12.8046875,89.31793960682735,0.0,0.0,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.034895999999999816,12.586201171875,1.0,,0.0,6.48743826630597,,8.877952755905518,1.0,0.0,0.03892134968420597,0.0,-1.0,0.0,0.0,4.0,0.0,-5.331780680374041,0.0,0.0,0.0,1.0,0.47908464074134827,0.0,0.0,0.0,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,
