TIME,Operator Controller Unjam Command,Ball Counter Ball Count,IMU Filtered X Angle,Shooter Motor 2 Speed,Shooter Desired Speed,Right Intern Moter Current,Distance Sensor Raw Voltage,Driver FwdRev Command,Control Panel State Machine Game Data Color Command,Operator Controller Climb Speed Command,IMU Filtered Y Angle,Hopper Motor Left Cmd,Shooter Motor 1 Speed,Shooter State Command,Hopper Motor Right Current,Pneumatics Compressor Current,Climber Input Command,Operator Controller Shoot Command,Climber Motor 2 Current,botDesPoseY,botDesPoseX,Drivetrain Op Mode,botDesPoseT,Left Intern Moter Current,Intake Motor Current,Pneumatics Main System Pressure,Drivetrain Heading Correction Command,Left Master Moter Current,Drivetrain Right Motor Output Duty Cycle,Vision Raspberry Pi Duration,Conveyor Motor Speed Command,Vision Raspberry Pi Visible Target,Operator Controller Eject Desired Command,Control Panel State Machine 3.25 spin,Hopper Motor Right Cmd,Conveyor Intake End Ball Present,Intake Speed State,Operator Controller Ctrl Panel Three Rotations Command,Main Loop Call Period,IMU Comp X Angle,Shooter Motor 1 Current,Control Panel State Machine Rotate to Color,roboRIO Sys Memory Load,Operator Controller Photon Cannon Command,Ball Counter Sensor Distance,Photon Cannon State,Robot Brownout,botActPoseT,botActPoseX,botActPoseY,Climber Motor 1 Current,Battery Current Draw,Drivetrain Left Motor output Duty Cycle,Driver Rotate Command,Climber Upper Limit Switch,Drivetrain Pose Angle,Drivetrain Left Wheel Actual Speed,Battery Voltage,Operator Controller Prep to Shoot Command,roboRIO JVM Memory Load,Climber Lower Limit Switch,Color Sensor Blue Intensity,Drivetrain Left Wheel Desired Speed,Operator Controller Climb Enable Command,Ball Counter Ball Height State,Operator Controller Ctrl Panel Seek To Color Command,Driver Snail Mode Command,Shooter Actual Speed,Main Loop Process Duration,roboRIO CPU Load,Distance Sensor Available,Vision Raspberry Pi Framerate,Pneumatics Cutoff Switch State,IMU Comp Y Angle,Vision Raspberry Pi Stable Target,Color Sensor Match Color,Conveyor Motor Current,Color Sensor Red Intensity,Dataserver File Logger Queue Length,Drivetrain Right Wheel Desired Speed,Driver Auto Align Command,Vision Raspberry Pi Angle,Operator Controller Intake Desired Command,Shooter Motor 2 Current,Color Sensor Green Intensity,Vision Raspberry Pi Vision System Online,Robot CAN Bus Utilization,Right Master Moter Current,Distance Sensor Distance,Climber Motor Command,Dataserver Stored Samples,Shooter Under Load,Drivetrain Right Wheel Actual Speed,Conveyor Shooter End Ball Present,Drivetrain Desired Heading,Intake Position State,Hopper Motor Left Current,Shooter Control Mode,
sec,bool,count,deg,RPM,RPM,A,V,cmd,color,cmd,deg,cmd,RPM,state,A,A,cmd,bool,A,ft,ft,mode,deg,A,A,psi,RPM,A,pct,sec,pct,bool,bool,degrees,cmd,bool,state,bool,sec,deg,A,degrees,pct,bool,in,bool,bool,deg,ft,ft,A,A,pct,cmd,state,deg,RPM,V,bool,pct,state,sat,RPM,bool,heightState,bool,bool,RPM,sec,pct,bool,fps,bool,deg,bool,color,A,sat,count,RPM,bool,deg,bool,A,sat,bool,pct,A,in,cmd,count,bool,RPM,bool,deg,state,A,state,
15.918461,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.10274599999999978,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16.095052,0.0,0.0,0.0,,,87.9375,,0.0,,0.0,0.0,0.25,,,0.0,5.75,,0.0,,,,0.0,,87.9375,,132.586654425,0.0,87.9375,-0.6716513633728027,-1.0,0.0,0.0,0.0,,0.25,0.0,,0.0,0.1765909999999984,0.0,,,,0.0,0.0,0.0,,,,,,,-0.670186460018158,0.0,,0.0,0.0,,0.0,,,,0.0,0.0,0.0,0.0,0.0,,,,0.0,-1.0,0.0,0.0,0.0,,0.0,,,0.0,0.0,-1.0,0.0,,,0.0,,87.9375,0.0,,,,0.0,1.0,0.0,,0.0,,
0.016095052,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,
16.095052,,,,0.0,0.0,,,,-1.0,,,,0.0,2.0,,,0.0,,0.0,,,,,,,,,,,,,,,0.0,,,,,,,0.0,0.0,,,,,0.0,,,,0.0,0.0,,,1.0,,,11.65,,,1.0,0.0,,,,,,0.0,0.161524,,,,,,,-1.0,,0.0,25.0,,,,,0.0,0.0,,0.13249896466732025,,,0.0,0.0,0.0,,,,,,2.0,
16.277292,0.0,0.0,0.0,,,87.9375,,0.0,,0.0,0.0,0.25,,,0.0,5.6875,,0.0,,,,0.0,,87.9375,,132.586654425,0.0,87.9375,0.29663991928100586,-1.0,0.0,0.0,0.0,,0.25,0.0,,0.0,0.18224000000000018,0.0,,,,0.0,0.0,0.0,,,,,,,0.29810479283332825,0.0,,0.0,0.0,,0.0,,,,0.0,0.0,0.0,0.0,0.0,,,,0.0,-1.0,0.0,0.0,0.0,,0.0,,,0.0,0.0,-1.0,0.0,,,0.0,,87.9375,0.0,,,,0.0,1.0,0.0,,0.0,,
0.016277292,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,
16.277292,,,,0.0,0.0,,,,-1.0,,,,0.0,2.0,,,0.0,,0.0,,,,,,,,,,,,,,,0.0,,,,,,,0.0,0.0,,,,,0.0,,,,0.0,0.0,,,1.0,,,11.600000000000001,,,1.0,0.0,,,,,,0.0,0.10722600000000071,,,,,,,-1.0,,0.0,54.0,,,,,0.0,0.0,,0.1336151510477066,,,0.0,0.0,0.0,,,,,,2.0,
16.387575,0.0,0.0,0.0,,,87.9375,,0.0,,0.0,0.0,0.25,,,0.0,5.84375,,0.0,,,,0.0,,87.9375,,132.586654425,0.0,87.9375,-0.49513229727745056,-1.0,0.0,0.0,0.0,,0.25,0.0,,0.0,0.11028299999999902,0.0,,,,0.0,0.0,0.0,,,,,,,-0.4936674237251282,0.0,,0.0,0.0,,0.0,,,,0.0,0.0,0.0,0.0,0.0,,,,0.0,-1.0,0.0,0.0,0.0,,0.0,,,0.0,0.0,-1.0,0.0,,,0.0,,87.9375,0.0,,,,0.0,1.0,0.0,,0.0,,
0.016387574999999998,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,
16.387575,,,,0.0,0.0,,,,-1.0,,,,0.0,2.0,,,0.0,,0.0,,,,,,,,,,,,,,,0.0,,,,,,,0.0,0.0,,,,,0.0,,,,0.0,0.0,,,-1.0,,,11.55,,,-1.0,0.0,,,,,,0.0,0.11618400000000051,,,,,,,-1.0,,0.0,54.0,,,,,0.0,0.0,,0.13077999651432037,,,0.0,0.0,0.0,,,,,,2.0,
16.507662,0.0,0.0,0.0,,,87.9375,,0.0,,0.0,0.0,0.25,,,0.0,5.9375,,0.0,,,,0.0,,87.9375,,132.586654425,0.0,87.9375,0.5964537262916565,-1.0,0.0,0.0,0.0,,0.25,0.0,,0.0,0.12008700000000161,0.0,,,,0.0,0.0,0.0,,,,,,,0.5979186296463013,0.0,,0.0,0.0,,0.0,,,,0.0,0.0,0.0,0.0,0.0,,,,0.0,-1.0,0.0,0.0,0.0,,0.0,,,0.0,0.0,-1.0,0.0,,,0.0,,87.9375,0.0,,,,0.0,1.0,0.0,,0.0,,
0.016507662,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,
16.507662,,,,0.0,0.0,,,,-1.0,,,,0.0,2.0,,,0.0,,0.0,,,,,,,,,,,,,,,0.0,,,,,,,0.0,0.0,,,,,0.0,,,,0.0,0.0,,,-1.0,,,11.55,,,-1.0,0.0,,,,,,0.0,0.1241260000000004,,,,,,,-1.0,,0.0,54.0,,,,,0.0,0.0,,0.13306602835655212,,,0.0,0.0,0.0,,,,,,2.0,
16.635824,0.0,0.0,0.0,,,87.9375,,0.0,,0.0,0.0,0.25,,,0.0,6.09375,,0.0,,,,0.0,,87.9375,,131.9000089875,0.0,87.9375,-0.14477981626987457,-1.0,0.0,0.0,0.0,,0.25,0.0,,0.0,0.12816199999999967,0.0,,,,0.0,0.0,0.0,,,,,,,-0.143314927816391,0.0,,0.0,0.0,,0.0,,,,0.0,0.0,0.0,0.0,0.0,,,,0.0,-1.0,0.0,0.0,0.0,,0.0,,,0.0,0.0,-1.0,0.0,,,0.0,,87.9375,0.0,,,,0.0,1.0,0.0,,0.0,,
0.016635824,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,
16.635824,,,,0.0,0.0,,,,-1.0,,,,0.0,2.0,,,0.0,,0.0,,,,,,,,,,,,,,,0.0,,,,,,,0.0,0.0,90.7,,,,0.0,,,,0.0,0.0,,,-1.0,,,11.55,,64.71329678264374,-1.0,0.0,,,,,,0.0,0.1229370000000003,91.4,,,,,,-1.0,,0.0,28.0,,,,,0.0,0.0,,0.1371581107378006,,,0.0,0.0,0.0,,,,,,2.0,
16.76464,0.0,0.0,0.0,,,87.9375,,0.0,,0.0,0.0,0.25,,,0.0,6.1875,,0.0,,,,0.0,,87.9375,,132.586654425,0.0,87.9375,0.521500289440155,-1.0,0.0,0.0,0.0,,0.25,0.0,,0.0,0.12881600000000049,0.0,,,,0.0,0.0,0.0,,,,,,,0.5229651927947998,0.0,,0.0,0.0,,0.0,,,,0.0,0.0,0.0,0.0,0.0,,,,0.0,-1.0,0.0,0.0,0.0,,0.0,,,0.0,0.0,-1.0,0.0,,,0.0,,87.9375,0.0,,,,0.0,1.0,0.0,,0.0,,
0.01676464,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,
16.76464,,,,0.0,0.0,,,,-1.0,,,,0.0,2.0,,,0.0,,0.0,,,,,,,,,,,,,,,0.0,,,,,,,0.0,0.0,,,,,0.0,,,,0.0,0.0,,,-1.0,,,11.55,,,-1.0,0.0,,,,,,0.0,0.11836900000000128,,,,,,,-1.0,,0.0,25.0,,,,,0.0,0.0,,0.13579802215099335,,,0.0,0.0,0.0,,,,,,2.0,
16.885289,0.0,0.0,0.0,,,87.9375,,0.0,,0.0,0.0,0.25,,,0.0,6.28125,,0.0,,,,0.0,,87.9375,,132.586654425,0.0,87.9375,-0.19238868355751038,-1.0,0.0,0.0,0.0,,0.25,0.0,,0.0,0.12064900000000023,0.0,,,,0.0,0.0,0.0,,,,,,,-0.1909237951040268,0.0,,0.0,0.0,,0.0,,,,0.0,0.0,0.0,0.0,0.0,,,,0.0,-1.0,0.0,0.0,0.0,,0.0,,,0.0,0.0,-1.0,0.0,,,0.0,,87.9375,0.0,,,,0.0,1.0,0.0,,0.0,,
0.016885289,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,
16.885289,,,,0.0,0.0,,,,-1.0,,,,0.0,2.0,,,0.0,,0.0,,,,,,,,,,,,,,,0.0,,,,,,,0.0,0.0,,,,,0.0,,,,0.0,0.0,,,-1.0,,,11.55,,,-1.0,0.0,,,,,,0.0,0.11069499999999977,,,,,,,-1.0,,0.0,25.0,,,,,0.0,0.0,,0.12820877134799957,,,0.0,0.0,0.0,,,,,,2.0,
16.997981,0.0,0.0,0.0,,,87.9375,,0.0,,0.0,0.0,0.25,,,0.0,6.3125,,0.0,,,,0.0,,87.9375,,132.586654425,0.0,87.9375,0.8239997625350952,-1.0,0.0,0.0,0.0,,0.25,0.0,,0.0,0.11269199999999913,0.0,,,,0.0,0.0,0.0,,,,,,,0.82546466588974,0.0,,0.0,0.0,,0.0,,,,0.0,0.0,0.0,0.0,0.0,,,,0.0,-1.0,0.0,0.0,0.0,,0.0,,,0.0,0.0,-1.0,0.0,,,0.0,,87.9375,0.0,,,,0.0,1.0,0.0,,0.0,,
0.016997981,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,
16.997981,,,,0.0,0.0,,,,-1.0,,,,0.0,2.0,,,0.0,,0.0,,,,,,,,,,,,,,,0.0,,,,,,,0.0,0.0,,,,,0.0,,,,0.0,0.0,,,-1.0,,,11.55,,,-1.0,0.0,,,,,,0.0,0.10199500000000228,,,,,,,-1.0,,0.0,25.0,,,,,0.0,0.0,,0.11406013369560242,,,0.0,0.0,0.0,,,,,,2.0,
17.102641,0.0,0.0,0.0,,,87.9375,,0.0,,0.0,0.0,0.25,,,0.0,6.4375,,0.0,,,,0.0,,87.9375,,132.586654425,0.0,87.9375,0.09204382449388504,-1.0,0.0,0.0,0.0,,0.25,0.0,,0.0,0.10465999999999909,0.0,,,,0.0,0.0,0.0,,,,,,,0.09350871294736862,0.0,,0.0,0.0,,0.0,,,,0.0,0.0,0.0,0.0,0.0,,,,0.0,-1.0,0.0,0.0,0.0,,0.0,,,0.0,0.0,-1.0,0.0,,,0.0,,87.9375,0.0,,,,0.0,1.0,0.0,,0.0,,
0.017102641,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,
17.102641,,,,0.0,0.0,,,,-1.0,,,,0.0,2.0,,,0.0,,0.0,,,,,,,,,,,,,,,0.0,,,,,,,0.0,0.0,,,,,0.0,,,,0.0,0.0,,,-1.0,,,11.600000000000001,,,-1.0,0.0,,,,,,0.0,0.12790600000000296,,,,,,,-1.0,,0.0,25.0,,,,,0.0,0.0,,0.13689014315605164,,,0.0,0.0,0.0,,,,,,2.0,
17.234334,0.0,0.0,0.0,,,87.9375,,0.0,,0.0,0.0,0.25,,,0.0,6.46875,,0.0,,,,0.0,,87.9375,,132.586654425,0.0,87.9375,-0.8320566415786743,-1.0,0.0,0.0,0.0,,0.25,0.0,,0.0,0.13169300000000206,0.0,,,,0.0,0.0,0.0,,,,,,,-0.8305917382240295,0.0,,0.0,0.0,,0.0,,,,0.0,0.0,0.0,0.0,0.0,,,,0.0,-1.0,0.0,0.0,0.0,,0.0,,,0.0,0.0,-1.0,0.0,,,0.0,,87.9375,0.0,,,,0.0,1.0,0.0,,0.0,,
0.017234334,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,
17.234334,,,,0.0,0.0,,,,-1.0,,,,0.0,2.0,,,0.0,,0.0,,,,,,,,,,,,,,,0.0,,,,,,,0.0,0.0,,,,,0.0,,,,0.0,0.0,,,-1.0,,,11.55,,,-1.0,0.0,,,,,,0.0,0.10312199999999905,,,,,,,-1.0,,0.0,25.0,,,,,0.0,0.0,,0.1347047984600067,,,0.0,0.0,0.0,,,,,,2.0,
17.351591,0.0,0.0,0.0,,,87.9375,,0.0,,0.0,0.0,0.25,,,0.0,6.46875,,0.0,,,,0.0,,87.9375,,132.586654425,0.0,87.9375,0.7231665849685669,-1.0,0.0,0.0,0.0,,0.25,0.0,,0.0,0.11725699999999861,0.0,,,,0.0,0.0,0.0,,,,,,,0.7246314883232117,0.0,,0.0,0.0,,0.0,,,,0.0,0.0,0.0,0.0,0.0,,,,0.0,-1.0,0.0,0.0,0.0,,0.0,,,0.0,0.0,-1.0,0.0,,,0.0,,87.9375,0.0,,,,0.0,1.0,0.0,,0.0,,
0.017351591,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,
17.351591,,,,0.0,0.0,,,,-1.0,,,,0.0,2.0,,,0.0,,0.0,,,,,,,,,,,,,,,0.0,,,,,,,0.0,0.0,,,,,0.0,,,,0.0,0.0,,,-1.0,,,11.5,,,-1.0,0.0,,,,,,0.0,0.11224999999999952,,,,,,,-1.0,,0.0,25.0,,,,,0.0,0.0,,0.13271646201610565,,,0.0,0.0,0.0,,,,,,2.0,
17.469051,0.0,0.0,0.0,,,87.9375,,0.0,,0.0,0.0,0.25,,,0.0,6.46875,,0.0,,,,0.0,,87.9375,,132.54087806249998,0.0,87.9375,-0.14868618547916412,-1.0,0.0,0.0,0.0,,0.25,0.0,,0.0,0.11746000000000123,0.0,,,,0.0,0.0,0.0,,,,,,,-0.14722129702568054,0.0,,0.0,0.0,,0.0,,,,0.0,0.0,0.0,0.0,0.0,,,,0.0,-1.0,0.0,0.0,0.0,,0.0,,,0.0,0.0,-1.0,0.0,,,0.0,,87.9375,0.0,,,,0.0,1.0,0.0,,0.0,,
0.017469051,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,
17.469051,,,,0.0,0.0,,,,-1.0,,,,0.0,2.0,,,0.0,,0.0,,,,,,,,,,,,,,,0.0,,,,,,,0.0,0.0,,,,,0.0,,,,0.0,0.0,,,-1.0,,,11.55,,,-1.0,0.0,,,,,,0.0,0.10205200000000048,,,,,,,-1.0,,0.0,25.0,,,,,0.0,0.0,,0.14178629219532013,,,0.0,0.0,0.0,,,,,,2.0,
17.574822,0.0,0.0,0.0,,,87.9375,,0.0,,0.0,0.0,0.25,,,0.0,6.5625,,0.0,,,,0.0,,87.9375,,132.586654425,0.0,87.9375,-0.9609668254852295,-1.0,0.0,0.0,0.0,,0.25,0.0,,0.0,0.10577100000000073,0.0,,,,0.0,0.0,0.0,,,,,,,-0.9595019221305847,0.0,,0.0,0.0,,0.0,,,,0.0,0.0,0.0,0.0,0.0,,,,0.0,-1.0,0.0,0.0,0.0,,0.0,,,0.0,0.0,-1.0,0.0,,,0.0,,87.9375,0.0,,,,0.0,1.0,0.0,,0.0,,
0.017574822,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,
