TIME,Operator Controller Unjam Command,Ball Counter Ball Count,IMU Filtered X Angle,Shooter Motor 2 Speed,Shooter Desired Speed,Right Intern Moter Current,Robot Front Tilt Angle,Driver FwdRev Command,Control Panel State Machine Game Data Color Command,Operator Controller Climb Speed Command,IMU Filtered Y Angle,Hopper Motor Left Cmd,Shooter Motor 1 Speed,Hopper Motor Right Current,Total Tilt Angle,Pneumatics Compressor Current,Shots Taken,Climber Input Command,Operator Controller Shoot Command,Control Panel Actual Angle,Climber Motor 2 Current,botDesPoseY,botDesPoseX,Drivetrain Op Mode,botDesPoseT,Left Intern Moter Current,Intake Motor Current,Pneumatics Main System Pressure,Drivetrain Heading Correction Command,Shooter Wheel Current Control Mode,Shooter Motor 2 Percent,Control Panel Desired Angle,Shooter Input Mode Command,Left Master Moter Current,Drivetrain Right Motor Output Duty Cycle,Vision Raspberry Pi Duration,Conveyor Motor Speed Command,Vision Raspberry Pi Visible Target,Operator Controller Eject Desired Command,Control Panel State Machine 3.25 spin,Hopper Motor Right Cmd,Conveyor Intake End Ball Present,Intake Speed State,Ball Distance Sensor Raw Voltage,Operator Controller Ctrl Panel Three Rotations Command,Shooter Motor 2 in Voltage,Main Loop Call Period,IMU Comp X Angle,Shooter Motor 1 Current,Control Panel State Machine Rotate to Color,roboRIO Sys Memory Load,Operator Controller Photon Cannon Command,Ball Counter Sensor Distance,Photon Cannon State,Robot Brownout,botActPoseT,botActPoseX,botActPoseY,Climber Motor 1 Current,Driver Auto Align and Shoot Command,Battery Current Draw,Shooter Motor 1 Percent,Drivetrain Left Motor output Duty Cycle,Driver Rotate Command,Climber Upper Limit Switch,Drivetrain Pose Angle,Drivetrain Left Wheel Actual Speed,Shooter Motor 1 in Voltage,Battery Voltage,Robot Side Tilt Angle,Operator Controller Prep to Shoot Command,roboRIO JVM Memory Load,Climber Lower Limit Switch,Color Sensor Blue Intensity,Drivetrain Left Wheel Desired Speed,Operator Controller Climb Enable Command,Control Panel Motor Current,Ball Counter Ball Height State,Operator Controller Ctrl Panel Seek To Color Command,Conveyor Position,Driver Snail Mode Command,Shooter Actual Speed,Main Loop Process Duration,Ball Distance Sensor Available,roboRIO CPU Load,Intake Speed Command,Vision Raspberry Pi Framerate,Ball Distance Sensor Distance,Pneumatics Cutoff Switch State,Intake Solenoid Command,IMU Comp Y Angle,Vision Raspberry Pi Stable Target,Color Sensor Match Color,Conveyor Motor Current,Color Sensor Red Intensity,Dataserver File Logger Queue Length,Drivetrain Right Wheel Desired Speed,Vision Raspberry Pi Angle,Operator Controller Intake Desired Command,Shooter Motor 2 Current,Color Sensor Green Intensity,Vision Raspberry Pi Vision System Online,Robot CAN Bus Utilization,Right Master Moter Current,Climber Motor Command,PDP Cooling Fans Current,Dataserver Stored Samples,Shooter Under Load,Drivetrain Right Wheel Actual Speed,Conveyor Shooter End Ball Present,PDP Upper Board Current,Drivetrain Desired Heading,Driver Auto Align Only Command,Intake Position State,Hopper Motor Left Current,Driver Flip Front/Back Command,
sec,bool,count,deg,RPM,RPM,A,degrees,cmd,color,cmd,deg,cmd,RPM,A,degrees,A,balls,cmd,bool,deg,A,ft,ft,mode,deg,A,A,psi,RPM,state,pct,deg,state,A,pct,sec,pct,bool,bool,degrees,cmd,bool,state,V,bool,V,sec,deg,A,degrees,pct,bool,in,bool,bool,deg,ft,ft,A,bool,A,pct,pct,cmd,state,deg,RPM,V,V,degrees,bool,pct,state,sat,RPM,bool,A,heightState,bool,feet,bool,RPM,sec,bool,pct,cmd,fps,in,bool,bool,deg,bool,color,A,sat,count,RPM,deg,bool,A,sat,bool,pct,A,cmd,A,count,bool,RPM,bool,A,deg,bool,state,A,bool,
317.050516,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.022781000000009044,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
317.10334,0.0,236.0,359.3310334509773,0.0,0.0,0.0,,0.0,-1.0,0.0,0.3344775337185653,0.0,-0.0,0.0,-0.4547188616931379,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,0.0,0.0,-8.9080820625,0.0,2.0,0.0,0.0,3.0,0.0,0.0,0.046682119369506836,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,0.0,12.59375,0.05282399999998688,-0.6372045798749609,0.0,0.0,,0.0,4.114173228346443,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.8835009685492,-0.0,12.65625,12.6,89.54528113830686,0.0,,1.0,0.0,0.0,0.0,0.0,1.0,0.0,-9.03176622776977E9,0.0,0.0,0.030565000000024156,1.0,,0.0,6.595667994930164,4.114173228346443,0.0,0.0,0.04648881334956829,0.0,-1.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,1.0,0.45182159543037415,0.0,0.0,0.0,36.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,
317.140334,0.0,236.0,359.52135224256494,0.0,0.0,0.0,,0.0,-1.0,0.0,0.19145719944993295,0.0,-0.0,0.0,-0.9057866601106355,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,0.0,0.0,-8.999634787499998,0.0,2.0,0.0,0.0,3.0,0.0,0.0,0.047824859619140625,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,0.0,12.578125,0.036993999999992866,-0.6349544775334781,0.0,0.0,,0.0,4.074803149606286,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.889834307181694,-0.0,12.6640625,12.6,89.09421333988936,0.0,,1.0,0.0,0.0,0.0,0.0,1.0,0.0,-9.03176622776977E9,0.0,0.0,0.028369999999995343,1.0,,0.0,6.5417430906482,4.074803149606286,0.0,0.0,0.0464193497305552,0.0,-1.0,0.0,0.0,37.0,0.0,0.0,0.0,0.0,0.0,1.0,0.47503966093063354,0.0,0.0,0.0,36.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,
317.176913,0.0,236.0,359.6183518761775,0.0,0.0,0.0,,0.0,-1.0,0.0,359.9522942598644,0.0,-0.0,0.0,-0.9093804491991335,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,0.0,0.0,-9.04541115,0.0,2.0,0.0,0.0,3.0,0.0,0.0,0.047824859619140625,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,0.0,12.578125,0.03657900000001746,-0.6350737649926825,0.0,0.0,,0.0,4.055118110236206,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.90011072675434,-0.0,12.65625,12.6,89.09061955080087,0.0,,1.0,0.0,0.0,0.0,0.0,1.0,0.0,-9.03176622776977E9,0.0,0.0,0.017494999999996708,1.0,,0.0,6.5417430906482,4.055118110236206,0.0,0.0,0.047503442750477506,0.0,-1.0,0.0,0.0,142.0,0.0,0.0,0.0,0.0,0.0,1.0,0.4866182804107666,0.0,0.0,0.0,36.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,
317.200256,0.0,236.0,359.28265075188517,0.0,0.0,0.0,,0.0,-1.0,0.0,0.23911083571765365,0.0,-0.0,0.0,-0.6847775070091444,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,0.0,0.0,-8.953858424999998,0.0,2.0,0.0,0.0,3.0,0.0,0.0,0.047824859619140625,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,0.0,12.578125,0.023343000000011216,-0.6364601997517332,0.0,0.0,,0.0,4.114173228346443,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.90801368009989,-0.0,12.65625,12.65,89.31522249299086,0.0,,1.0,0.0,0.0,0.0,0.0,1.0,0.0,-9.03176622776977E9,0.0,0.0,0.01805199999995466,1.0,,0.0,6.5417430906482,4.114173228346443,0.0,0.0,0.044489725339783036,0.0,-1.0,0.0,0.0,247.0,0.0,0.0,0.0,0.0,0.0,1.0,0.4940125048160553,0.0,0.0,0.0,36.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,
317.229051,0.0,236.0,359.5197449510919,0.0,0.0,0.0,,0.0,-1.0,0.0,359.95197497787103,0.0,-0.0,0.0,-0.9057866601106355,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,0.0,0.0,-8.953858424999998,0.0,2.0,0.0,0.0,3.0,0.0,0.0,0.047824859619140625,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,0.0,12.578125,0.028795000000002346,-0.6367573537157821,0.0,0.0,,0.0,4.114173228346443,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.91217473151628,-0.0,12.6484375,12.6,89.09421333988936,0.0,,1.0,0.0,0.0,0.0,0.0,1.0,0.0,-9.03176622776977E9,0.0,0.0,0.020751999999959025,1.0,,0.0,6.5417430906482,4.114173228346443,0.0,0.0,0.04509426026374222,0.0,-1.0,0.0,0.0,352.0,0.0,0.0,0.0,0.0,0.0,1.0,0.5085064172744751,0.0,0.0,0.0,36.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,
317.256049,0.0,236.0,359.61611918897546,0.0,0.0,0.0,,0.0,-1.0,0.0,0.28790960421848283,0.0,-0.0,0.0,-1.3639275316029256,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,0.0,0.0,-8.999634787499998,0.0,2.0,0.0,0.0,3.0,0.0,0.0,0.047824859619140625,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,0.0,12.578125,0.026997999999991862,-0.6304417459864451,0.0,0.0,,0.0,4.173228346456679,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.92068713207795,-0.0,12.65625,12.6,88.63607246839707,0.0,,1.0,0.0,0.0,0.0,0.0,1.0,0.0,-9.03176622776977E9,0.0,0.0,0.022288000000003194,1.0,,0.0,6.5417430906482,4.173228346456679,0.0,0.0,0.04747363454541609,0.0,-1.0,0.0,0.0,71.0,0.0,0.0,0.0,0.0,0.0,1.0,0.4605276882648468,0.0,0.0,0.0,36.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,
317.286492,0.0,236.0,359.3282293736494,0.0,0.0,0.0,,0.0,-1.0,0.0,0.28789627715482197,0.0,-0.0,0.0,-0.45113854678727705,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,0.0,0.0,-8.999634787499998,0.0,2.0,0.0,0.0,3.0,0.0,0.0,0.047951459884643555,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,0.0,12.5703125,0.030442999999991116,-0.6319163773660347,0.0,0.0,,0.0,4.173228346456679,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.92782678349429,-0.0,12.65625,12.6,89.54886145321272,0.0,,1.0,0.0,0.0,0.0,0.0,1.0,0.0,-9.03176622776977E9,0.0,0.0,0.01800700000001143,1.0,,0.0,6.619056261056605,4.173228346456679,0.0,0.0,0.04647370301492978,0.0,-1.0,0.0,0.0,176.0,0.0,0.0,0.0,0.0,0.0,1.0,0.4689655303955078,0.0,0.0,0.0,36.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,
317.310225,0.0,236.0,359.3299053310017,0.0,0.0,0.0,,0.0,-1.0,0.0,0.0957256603662406,0.0,-0.0,0.0,-0.9130028668154182,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,0.0,0.0,-8.953858424999998,0.0,2.0,0.0,0.0,3.0,0.0,0.0,0.047951459884643555,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,0.0,12.5703125,0.0237329999999929,-0.63203167564369,0.0,0.0,,0.0,4.114173228346443,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.935240986974144,-0.0,12.6484375,12.6,89.08699713318458,0.0,,1.0,0.0,0.0,0.0,0.0,1.0,0.0,-9.03176622776977E9,0.0,0.0,0.01940100000001621,1.0,,0.0,6.619056261056605,4.114173228346443,0.0,0.0,0.04561618317143078,0.0,-1.0,0.0,0.0,281.0,0.0,0.0,0.0,0.0,0.0,1.0,0.5062006115913391,0.0,0.0,0.0,36.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,
