TIME,Shooter Actual RPM,Right Intern Moter Current,Drivetrain Left Wheel Actual Speed,Battery Voltage,Distance Sensor Raw Voltage,Hopper Spark Left Current,roboRIO JVM Memory Load,Climber Lower Limit Switch,Color Sensor Blue Intensity,Shooter Desired RPM,Driver FwdRev Command,Drivetrain Left Wheel Desired Speed,Rotate to Color,Color Needed,Shooter State Command,Raspberry Pi Duration,Right Climber Current,Pneumatics Compressor Current,Hopper Spark Left Cmd,Raspberry Pi Angle,Climber Input Command,Raspberry Pi Stable Target,Hopper Spark Right Cmd,Driver Snail Mode Command,Main Loop Process Duration,Left Climber Current,botDesPoseY,roboRIO CPU Load,botDesPoseX,Distance Sensor Available,botDesPoseT,Left Intern Moter Current,Intake Motor Current,Pneumatics Main System Pressure,Drivetrain Heading Correction Command,Left Master Moter Current,Pneumatics Cutoff Switch State,Drivetrain Right Motor Output Duty Cycle,Raspberry Pi Framerate,Color Sensor Match Color,Color Sensor Red Intensity,Panel 3.25 spin,Hopper Spark Right Current,Dataserver File Logger Queue Length,Drivetrain Right Wheel Desired Speed,Driver Auto Align Command,DT_Pose_Angle,Intake Speed State,Main Loop Call Period,Shooter Motor 1 Current,Shooter Motor 2 Current,Color Sensor Green Intensity,roboRIO Sys Memory Load,Robot CAN Bus Utilization,Right Master Moter Current,Distance Sensor Distance,Climber Motor Command,Photon Cannon State,Robot Brownout,Dataserver Stored Samples,Shooter Under Load,Drivetrain Right Wheel Actual Speed,botActPoseT,Drivetrain Desired Heading,Raspberry Pi Visible Target,botActPoseX,botActPoseY,Intake Position State,Battery Current Draw,Drivetrain Left Motor output Duty Cycle,Shooter Control Mode,Driver Rotate Command,Climber Upper Limit Switch,
sec,RPM,Amps,RPM,V,V,Amp,Pct,boolean,intensity,RPM,cmd,RPM,degrees,Color,state,sec,Amp,A,Cmd,deg,cmd,boolean,Cmd,bool,sec,Amp,ft,Pct,ft,bool,deg,Amps,A,psi,RPM,Amps,bool,pct,fps,color,intensity,degrees,Amp,count,RPM,bool,deg,state,sec,A,A,intensity,Pct,pct,Amps,in,cmd,bool,bool,count,boolean,RPM,deg,deg,boolean,ft,ft,state,A,pct,state,cmd,boolean,
122.590021,,,,,,,,,,,,,,,,,,,,,,,,,0.003546000000000049,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
122.644627,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,-9.274292962499999,,,0.0,,,,,,,,,,,,0.054606000000006816,,,,,,,,,,,,,,,,,,,,,,,,,
122.645014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,
122.644627,,0.0,-0.0,12.8,,,,-1.0,0.1875,,,0.005530686788770778,0.0,-1.0,,0.045908212661743164,,,,1.1513904257796166,0.0,1.0,,,0.011585999999994101,0.0,,,,,,0.0,,,-0.005530686788770778,0.0,,0.0,6.509013259174654,-1.0,0.35546875,0.0,,39.0,-0.005530686788770778,,0.8156764000405884,,,,,0.45703125,,0.3221851587295532,0.0,,0.0,,0.0,20.0,,0.0,,0.812911056646203,1.0,,,,0.0,0.0,,,-1.0,
122.674634,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,-9.274292962499999,,,0.0,,,,,,,,,,,,0.030006999999997674,,,,,,,,,,,,,,,,,,,,,,,,,
122.674919,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,
122.674634,,0.0,-0.0,12.8,,,,-1.0,0.1875,,,0.006475937728943171,0.0,-1.0,,0.05899214744567871,,,,1.1257399947890714,0.0,1.0,,,0.007556000000008112,0.0,,,,,,0.0,,,-0.006475937728943171,0.0,,-3.0518509447574615E-5,6.590589684604844,-1.0,0.35546875,0.0,,81.0,-0.006475937728943171,,0.8161490255106746,,,,,0.45703125,,0.32744014263153076,0.0,,0.0,,0.0,22.0,,0.0,,0.812911056646203,1.0,,,,0.0,3.0518509447574615E-5,,,-1.0,
122.685577,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,-9.228516599999999,,,0.0,,,,,,,,,,,,0.010942999999997483,,,,,,,,,,,,,,,,,,,,,,,,,
122.68585,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,
122.685577,,0.0,-0.0,12.8,,,,-1.0,0.1875,,,0.004951863882790564,0.0,-1.0,,0.05899214744567871,,,,1.1257399947890714,0.0,1.0,,,0.005729000000002316,0.0,,,,,,0.0,,,-0.004951863882790564,0.0,,-3.0518509447574615E-5,6.590589684604844,-1.0,0.35546875,0.0,,123.0,-0.004951863882790564,,0.8153869885875983,,,,,0.45703125,,0.39143598079681396,0.0,,0.0,,0.0,24.0,,0.0,,0.812911056646203,1.0,,,,0.0,3.0518509447574615E-5,,,-1.0,
122.693702,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,-9.274292962499999,,,0.0,,,,,,,,,,,,0.008125000000006821,,,,,,,,,,,,,,,,,,,,,,,,,
122.694085,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,
122.693702,,0.0,-0.0,12.8,,,,-1.0,0.1875,,,0.0035690715506786486,0.0,-1.0,,0.05899214744567871,,,,1.1257399947890714,0.0,1.0,,,0.015224000000003457,0.0,,,,,,0.0,,,-0.0035690715506786486,0.0,,-3.0518509447574615E-5,6.590589684604844,-1.0,0.35546875,0.0,,15.0,-0.0035690715506786486,,0.8146955924215423,,,,,0.45703125,,0.30445152521133423,0.0,,0.0,,0.0,18.0,,0.0,,0.812911056646203,1.0,,,,0.0,3.0518509447574615E-5,,,-1.0,
122.712913,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,-9.228516599999999,,,0.0,,,,,,,,,,,,0.019210999999998535,,,,,,,,,,,,,,,,,,,,,,,,,
122.7132,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,
