TIME,Operator Controller Unjam Command,Ball Counter Ball Count,IMU Filtered X Angle,Shooter Motor 2 Speed,Shooter Desired Speed,Right Intern Moter Current,Robot Front Tilt Angle,Driver FwdRev Command,Control Panel State Machine Game Data Color Command,Operator Controller Climb Speed Command,IMU Filtered Y Angle,Hopper Motor Left Cmd,Shooter Motor 1 Speed,Hopper Motor Right Current,Total Tilt Angle,Pneumatics Compressor Current,Shots Taken,Climber Input Command,Operator Controller Shoot Command,Control Panel Actual Angle,Climber Motor 2 Current,botDesPoseY,botDesPoseX,Drivetrain Op Mode,botDesPoseT,Left Intern Moter Current,Intake Motor Current,Pneumatics Main System Pressure,Drivetrain Heading Correction Command,Shooter Wheel Current Control Mode,Shooter Motor 2 Percent,Control Panel Desired Angle,Shooter Input Mode Command,Left Master Moter Current,Drivetrain Right Motor Output Duty Cycle,Vision Raspberry Pi Duration,Conveyor Motor Speed Command,Vision Raspberry Pi Visible Target,Operator Controller Eject Desired Command,Control Panel State Machine 3.25 spin,Hopper Motor Right Cmd,Conveyor Intake End Ball Present,Intake Speed State,Ball Distance Sensor Raw Voltage,Operator Controller Ctrl Panel Three Rotations Command,Shooter Motor 2 in Voltage,Main Loop Call Period,IMU Comp X Angle,Shooter Motor 1 Current,Control Panel State Machine Rotate to Color,roboRIO Sys Memory Load,Operator Controller Photon Cannon Command,Ball Counter Sensor Distance,Robot Brownout,botActPoseT,botActPoseX,botActPoseY,Climber Motor 1 Current,Driver Auto Align and Shoot Command,Shooter Motor 1 Percent,Drivetrain Left Motor output Duty Cycle,Driver Rotate Command,Climber Upper Limit Switch,Drivetrain Pose Angle,Robot Battery Voltage,Drivetrain Left Wheel Actual Speed,Shooter Motor 1 in Voltage,Robot Side Tilt Angle,Robot Battery Current Draw,Operator Controller Prep to Shoot Command,roboRIO JVM Memory Load,Climber Lower Limit Switch,Color Sensor Blue Intensity,Drivetrain Left Wheel Desired Speed,Operator Controller Climb Enable Command,Control Panel Motor Current,Ball Counter Ball Height State,Operator Controller Ctrl Panel Seek To Color Command,Conveyor Position,Driver Snail Mode Command,Shooter Actual Speed,RIO Input Voltage,Main Loop Process Duration,Ball Distance Sensor Available,roboRIO CPU Load,Intake Speed Command,Vision Raspberry Pi Framerate,RIO 3V Supply Voltage,Ball Distance Sensor Distance,Pneumatics Cutoff Switch State,Intake Solenoid Command,IMU Comp Y Angle,Vision Raspberry Pi Stable Target,Color Sensor Match Color,Conveyor Motor Current,Color Sensor Red Intensity,Dataserver File Logger Queue Length,Drivetrain Right Wheel Desired Speed,Vision Raspberry Pi Angle,Operator Controller Intake Desired Command,Shooter Motor 2 Current,Color Sensor Green Intensity,Vision Raspberry Pi Vision System Online,Robot CAN Bus Utilization,Right Master Moter Current,Climber Motor Command,PDP Cooling Fans Current,RIO 6V Supply Voltage,Dataserver Stored Samples,Shooter Under Load,Drivetrain Right Wheel Actual Speed,Conveyor Shooter End Ball Present,PDP Upper Board Current,Drivetrain Desired Heading,Driver Auto Align Only Command,RIO 5V Supply Voltage,Intake Position State,Hopper Motor Left Current,Driver Flip Front/Back Command,
sec,bool,count,deg,RPM,RPM,A,degrees,cmd,color,cmd,deg,cmd,RPM,A,degrees,A,balls,cmd,bool,deg,A,ft,ft,mode,deg,A,A,psi,RPM,state,pct,deg,state,A,pct,sec,pct,bool,bool,degrees,cmd,bool,state,V,bool,V,sec,deg,A,degrees,pct,bool,in,bool,deg,ft,ft,A,bool,pct,pct,cmd,state,deg,V,RPM,V,degrees,A,bool,pct,state,sat,RPM,bool,A,heightState,bool,feet,bool,RPM,V,sec,bool,pct,cmd,fps,V,in,bool,bool,deg,bool,color,A,sat,count,RPM,deg,bool,A,sat,bool,pct,A,cmd,A,V,count,bool,RPM,bool,A,deg,bool,V,state,A,bool,
168.284898,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.012336000000004788,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
168.325215,0.0,3.0,358.9067370754806,0.0,0.0,0.0,,0.0,-1.0,-0.0,1.1408021607562389,0.0,-0.0,0.0,-0.48761188292492363,4.625,0.0,-0.0,0.0,0.0,0.0,,,0.0,,0.0,0.0,61.77062163750001,0.0,2.0,0.0,0.0,3.0,0.0,0.0,0.047991037368774414,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,12.1328125,0.0403169999999875,-0.9844591596863207,0.0,0.0,,0.0,8.622047244094585,0.0,,,,0.0,0.0,0.0,0.0,-0.0,-1.0,-32.11870832471274,12.15,-0.0,12.1328125,89.51238811707508,0.0,0.0,,1.0,0.169921875,0.0,0.0,0.0,0.0,0.0,-8.658080567465397E9,0.0,0.0,12.064756103515625,0.0276500000000226,1.0,,0.0,6.684948798661194,,8.622047244094585,0.0,0.0,0.2102759928938294,0.0,-1.0,0.0,0.370849609375,100.0,0.0,0.0,0.0,0.0,0.45947265625,1.0,0.5104753375053406,0.0,0.0,0.0,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,
168.363874,0.0,3.0,359.21267484274597,0.0,0.0,0.0,,0.0,-1.0,-0.0,0.5557501007947662,0.0,-0.0,0.0,-1.1885386092088055,16.21875,0.0,-0.0,0.0,0.0,0.0,,,0.0,,0.0,0.0,61.6790689125,0.0,2.0,0.0,0.0,3.0,0.0,0.0,0.047991037368774414,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,12.15625,0.03865900000002398,-0.9814382870404794,0.0,0.0,,0.0,8.641732283464663,0.0,,,,0.0,0.0,0.0,0.0,-0.0,-1.0,-32.11819455778968,12.25,-0.0,12.234375,88.8114613907912,0.0,0.0,,1.0,0.169921875,0.0,0.0,0.0,0.0,0.0,-8.658080567465397E9,0.0,0.0,12.052191162109375,0.01785300000000234,1.0,,0.0,6.684948798661194,,8.641732283464663,0.0,0.0,0.21345457354722222,0.0,-1.0,0.0,0.370849609375,205.0,0.0,0.0,0.0,0.0,0.45947265625,1.0,0.47184446454048157,0.0,0.0,0.0,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,
168.397346,0.0,3.0,359.1543301341791,0.0,0.0,0.0,,0.0,-1.0,-0.0,1.5505275575456308,0.0,-0.0,0.0,1.1550003680447816,11.5625,0.0,-0.0,0.0,0.0,0.0,,,0.0,,0.0,0.0,61.816398,0.0,2.0,0.0,0.0,3.0,0.0,0.0,0.07744956016540527,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,12.234375,0.033471999999989066,-0.980037579756643,0.0,0.0,,0.0,8.641732283464663,0.0,,,,0.0,0.0,0.0,0.0,-0.0,-1.0,-32.116740003076615,12.200000000000001,-0.0,12.25,91.15500036804478,0.0,0.0,,1.0,0.169921875,0.0,0.0,0.0,0.0,0.0,-8.658080567465397E9,0.0,0.0,12.089885986328124,0.02669700000001285,1.0,,0.0,5.40962492632274,,8.641732283464663,0.0,0.0,0.21248901761694056,0.0,-1.0,0.0,0.370849609375,65.0,0.0,0.0,0.0,0.0,0.45947265625,1.0,0.5206362009048462,0.0,0.0,0.0,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,
168.429289,0.0,3.0,357.4205388574947,0.0,0.0,0.0,,0.0,-1.0,-0.0,0.5065153088177898,0.0,-0.0,0.0,-0.695865939508792,9.0,0.0,-0.0,0.0,0.0,0.0,,,0.0,,0.0,0.0,61.907950725000006,0.0,2.0,0.0,0.0,3.0,0.0,0.0,0.07744956016540527,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,12.2578125,0.03194300000001249,-0.9911894466533028,0.0,0.0,,0.0,8.602362204724505,0.0,,,,0.0,0.0,0.0,0.0,-0.0,-1.0,-32.11143788827807,12.25,-0.0,12.265625,89.30413406049121,0.0,0.0,,1.0,0.169921875,0.0,0.0,0.0,0.0,0.0,-8.658080567465397E9,0.0,0.0,12.102450927734374,0.022157999999990352,1.0,,0.0,5.40962492632274,,8.602362204724505,0.0,0.0,0.202106675807713,0.0,-1.0,0.0,0.370849609375,170.0,0.0,0.0,0.0,0.0,0.45947265625,1.0,0.5142922401428223,0.0,0.0,0.0,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,
168.461406,0.0,3.0,359.56993140096057,0.0,0.0,0.0,,0.0,-1.0,-0.0,359.9522149702189,0.0,-0.0,0.0,-0.46392329862608506,8.46875,0.0,-0.0,0.0,0.0,0.0,,,0.0,,0.0,0.0,61.99950344999999,0.0,2.0,0.0,0.0,3.0,0.0,0.0,0.07744956016540527,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,12.2109375,0.03211699999999951,-0.9892578008723164,0.0,0.0,,0.0,8.602362204724505,0.0,,,,0.0,0.0,0.0,0.0,-0.0,-1.0,-32.10965346340628,12.3,-0.0,12.28125,89.53607670137391,0.0,0.0,,1.0,0.169921875,0.0,0.0,0.0,0.0,0.0,-8.658080567465397E9,0.0,0.0,12.071038574218749,0.027079999999983784,1.0,,0.0,5.40962492632274,,8.602362204724505,0.0,0.0,0.20039784693911522,0.0,-1.0,0.0,0.370849609375,275.0,0.0,0.0,0.0,0.0,0.45947265625,1.0,0.4783668518066406,0.0,0.0,0.0,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,
168.496554,0.0,3.0,358.44396969883326,0.0,0.0,0.0,,0.0,-1.0,-0.0,0.19448024236082662,0.0,-0.0,0.0,-1.3478872801985915,8.53125,0.0,-0.0,0.0,0.0,0.0,,,0.0,,0.0,0.0,61.8621743625,0.0,2.0,0.0,0.0,3.0,0.0,0.0,0.04881000518798828,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,12.25,0.03514799999999241,-0.9874990415281324,0.0,0.0,,0.0,8.641732283464663,0.0,,,,0.0,0.0,0.0,0.0,-0.0,-1.0,-32.10742957711813,12.25,-0.0,12.2421875,88.65211271980141,0.0,0.0,,1.0,0.169921875,0.0,0.0,0.0,0.0,0.0,-8.658080567465397E9,0.0,0.0,12.052191162109375,0.031576999999998634,1.0,,0.0,7.680989189892009,,8.641732283464663,0.0,0.0,0.20113096254978655,0.0,-1.0,0.0,0.370849609375,24.0,0.0,0.0,0.0,0.0,0.45947265625,1.0,0.49873343110084534,0.0,0.0,0.0,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,
168.535787,0.0,3.0,0.09308700003399345,0.0,0.0,0.0,,0.0,-1.0,-0.0,0.27926198295010873,0.0,-0.0,0.0,-2.2634770788358196,8.46875,0.0,-0.0,0.0,0.0,0.0,,,0.0,,0.0,0.0,62.04527981249999,0.0,2.0,0.0,0.0,3.0,0.0,0.0,0.04881000518798828,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,12.171875,0.039232999999995855,-0.9804732186100491,0.0,0.0,,0.0,8.66141732283474,0.0,,,,0.0,0.0,0.0,0.0,-0.0,-1.0,-32.10637745293011,12.25,-0.0,12.296875,87.73652292116418,0.0,0.0,,1.0,0.169921875,0.0,0.0,0.0,0.0,0.0,-8.658080567465397E9,0.0,0.0,12.077321044921874,0.02530699999999797,1.0,,0.0,7.680989189892009,,8.66141732283474,0.0,0.0,0.20037428118334794,0.0,-1.0,0.0,0.370849609375,129.0,0.0,0.0,0.0,0.0,0.45947265625,1.0,0.5045986175537109,0.0,0.0,0.0,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,
168.566915,0.0,3.0,359.86025554584774,0.0,0.0,0.0,,0.0,-1.0,-0.0,0.23290769711069564,0.0,-0.0,0.0,-1.5422061274284715,8.4375,0.0,-0.0,0.0,0.0,0.0,,,0.0,,0.0,0.0,62.3199379875,0.0,2.0,0.0,0.0,3.0,0.0,0.0,0.04881000518798828,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,12.21875,0.03112799999999538,-0.9802630418989717,0.0,0.0,,0.0,8.641732283464663,0.0,,,,0.0,0.0,0.0,0.0,-0.0,-1.0,-32.10454456737455,12.3,-0.0,12.2109375,88.45779387257153,0.0,0.0,,1.0,0.169921875,0.0,0.0,0.0,0.0,0.0,-8.658080567465397E9,0.0,0.0,11.989366455078125,0.021266999999994596,1.0,,0.0,7.680989189892009,,8.641732283464663,0.0,0.0,0.19991712701153222,0.0,-1.0,0.0,0.370849609375,234.0,0.0,0.0,0.0,0.0,0.45947265625,1.0,0.518471360206604,0.0,0.0,0.0,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,
