TIME,Operator Controller Unjam Command,shooterCtrl.shooterSpeedErrorAbs,climber.motorCmd,IMU Filtered X Angle,hopper.conv.opMode,Right Intern Moter Current,climber.upperLimitSwitch.stateDbnc,Driver FwdRev Command,Control Panel State Machine Game Data Color Command,Operator Controller Climb Speed Command,IMU Filtered Y Angle,Driver Trench To Loading Align Only Command,Pneumatics Compressor Current,Operator Controller Shoot Command,intakeCtrl.posState,shooterCtrl.underLoad,climber.motor2Current,botDesPoseY,botDesPoseX,Drivetrain Op Mode,botDesPoseT,Left Intern Moter Current,Pneumatics Main System Pressure,hopper.conv.intakeEndSensor.ballsInConveyor,Drivetrain Heading Correction Command,Driver Loading To Trench Command,Left Master Moter Current,Drivetrain Right Motor Output Duty Cycle,Vision Raspberry Pi Duration,Vision Raspberry Pi Visible Target,Operator Controller Eject Desired Command,Control Panel State Machine 3.25 spin,Operator Controller Ctrl Panel Three Rotations Command,hopper.conv.shooterEndSensorTriggeredDbnc,IMU Comp X Angle,Control Panel State Machine Rotate to Color,roboRIO Sys Memory Load,hopper.conv.conveyorPosition,hopper.conv.intakeEndSensor.curBallHeight,Robot Brownout,botActPoseT,intakeCtrl.intkCommand,hopper.conv.motorCurrent,botActPoseX,botActPoseY,climber.motor1Current,hopper.hopperOpMode,Driver Auto Align and Shoot Command,Drivetrain Left Motor output Duty Cycle,Driver Rotate Command,Driver Turn 180 Deg Command,Drivetrain Pose Angle,loopTiming.loopPeriodSec,Robot Battery Voltage,shooterCtrl.shooterHoldCmdVoltage,intakeCtrl.spdState,Drivetrain Left Wheel Actual Speed,Operator Controller Prep to Shoot Command,Robot Battery Current Draw,shooterCtrl.currentStateShooter,roboRIO JVM Memory Load,Color Sensor Blue Intensity,Drivetrain Left Wheel Desired Speed,Operator Controller Climb Enable Command,shooterCtrl.shooterActualSpeed_rpm,Operator Controller Ctrl Panel Seek To Color Command,Driver Snail Mode Command,RIO Input Voltage,roboRIO CPU Load,Match Time,Vision Raspberry Pi Framerate,RIO 3V Supply Voltage,Pneumatics Cutoff Switch State,Operator Controller Shot Speed Increment,Driver Auto Align Close and Shoot Command,IMU Comp Y Angle,Vision Raspberry Pi Stable Target,Color Sensor Match Color,Color Sensor Red Intensity,hopper.conv.intakeEndSensorTriggered,hopper.HopperSparkLeftCmd,climber.climbEnabled,Drivetrain Right Wheel Desired Speed,Dataserver File Logger Queue Length,Vision Raspberry Pi Angle,Operator Controller Intake Desired Command,shooterCtrl.adjustedSetpointRPM,Operator Controller Shot Speed Decrement,Color Sensor Green Intensity,Vision Raspberry Pi Vision System Online,climber.climbCMD,hopper.HopperSparkRightCmd,Right Master Moter Current,Robot CAN Bus Utilization,hopper.conv.intakeEndSensor.curConveyorDirection,PDP Cooling Fans Current,RIO 6V Supply Voltage,Drivetrain Right Wheel Actual Speed,Dataserver Stored Samples,PDP Upper Board Current,Drivetrain Desired Heading,Driver Auto Align Only Command,RIO 5V Supply Voltage,climber.lowerLimitSwitch.stateDbnc,hopper.conv.intakeEndSensor.ballHeightIn,Driver Flip Front/Back Command,loopTiming.loopDurationSec,
sec,bool,,,deg,,A,,cmd,color,cmd,deg,bool,A,bool,,,,ft,ft,mode,deg,A,psi,,RPM,bool,A,pct,sec,bool,bool,degrees,bool,,deg,degrees,pct,,,bool,deg,,,ft,ft,,,bool,pct,cmd,bool,deg,,V,,,RPM,bool,A,,pct,sat,RPM,bool,,bool,bool,V,pct,s,fps,V,bool,bool,bool,deg,bool,color,sat,,,bool,RPM,count,deg,bool,,bool,sat,bool,cmd,,A,pct,,A,V,RPM,count,A,deg,bool,V,,,bool,,
105.077114,,,,358.93189765027637,,0.0,,,,,359.9514526209001,,,,,,,,,1.0,,0.0,,,719.9951932025399,,0.0,0.0,0.089752197265625,0.0,,,,,-1.2258877550649574,,,,,,,,,,,,,,0.0,,,269.4446195542404,,,,,-0.0,,,,,,-719.936015199267,,,,,,,,5.838770299880004,,,,,-0.05598863567919446,0.0,,,,,,720.0543712058128,,0.0,,,,,0.0,,,0.0,,,,,0.0,,,629.4422161555103,,,,,,,
105.088115,,0.0,0.0,,1.0,,0.0,,,,,,,,0.0,1.0,0.0,,,,,,,0.0,,,,,,,,,,0.0,,,,0.0,0.0,,,0.0,0.0,,,0.0,0.0,,,,,,0.07543299999998965,,0.0,0.0,,,,0.0,,,,,-0.0,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,3200.0,,,,0.0,0.0,,,1.0,,,,,,,,,1.0,8.99606299212596,,0.0013149999999910733,
105.089962,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,12.05,,,,,0.0,,,,,,,,,8.446052978515624,,-1.0,,,,,,,,,,,,,,59.0,,,,,,,,,,0.5021896958351135,,0.0,,,30.0,0.0,,,,,,,,
105.117161,,,,24.866332122705092,,0.0,,,,,328.86759971370566,,,,,,,,,1.0,,6.5,,,719.9194691003026,,5.96875,1.0,0.089752197265625,0.0,,,,,-1.4681339347813245,,,,,,,,,,,,,,-1.0,,,269.48306335741495,,,,,-0.0,,,,,,-717.5094099110087,,,,,,,,5.838770299880004,,,,,-0.1936106413472266,0.0,,,,,,722.56182511747,,0.0,,,,,0.0,,,16.0,,,,,0.0,,,629.4427979075663,,,,,,,
105.133639,,0.0,0.0,,1.0,,0.0,,,,,,,,0.0,1.0,0.0,,,,,,,0.0,,,,,,,,,,0.0,,,,0.0,0.0,,,0.0,0.0,,,0.0,0.0,,,,,,0.040047000000001276,,0.0,0.0,,,,0.0,,,,,-0.0,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,3200.0,,,,0.0,0.0,,,1.0,,,,,,,,,1.0,9.094488188976355,,0.011292000000011626,
105.144931,,,,19.26621276709622,,0.0,,,,,37.10378795323435,,,,,,,,,1.0,,0.0,,,718.8616764937655,,55.59375,0.0,0.089752197265625,0.0,,,,,-1.0729615262033867,,,,,,,,,,,,,,-1.0,,,270.01280464566895,,,,,-11.428571701049805,,,,,,-704.7064354599323,,,,,,,,5.838770299880004,,,,,-0.8279124836095503,0.0,,,,,,733.354324726687,,0.0,,,,,0.0,,,0.0,,,,,8.0,,,629.4436428925517,,,,,,,
105.147338,,0.0,0.0,,1.0,,0.0,,,,,,,,0.0,1.0,0.0,,,,,,,0.0,,,,,,,,,,0.0,,,,0.0,0.0,,,0.0,0.0,,,0.0,0.0,,,,,,0.027770000000003847,,0.0,0.0,,,,0.0,,,,,-0.0,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,3200.0,,,,0.0,0.0,,,1.0,,,,,,,,,1.0,9.133858267716512,,0.018974000000000046,
105.149989,,,,345.3152611517105,,0.0,,,,,312.7063176560399,,,,,,,,,1.0,,0.0,,,718.6678860174904,,55.59375,0.0,0.089752197265625,0.0,,,,,-1.162707784020293,,,,,,,,,,,,,,-1.0,,,270.1107749301134,,,,,-11.428571701049805,,,,,,-699.7839285404233,,,,,,,,5.838770299880004,,,,,-0.8732316712635687,0.0,,,,,,737.9811154573528,,0.0,,,,,0.0,,,0.0,,,,,8.0,,,629.4447179388586,,,,,,,
105.156355,,0.0,0.0,,1.0,,0.0,,,,,,,,0.0,1.0,0.0,,,,,,,0.0,,,,,,,,,,0.0,,,,0.0,0.0,,,0.0,0.0,,,0.0,0.0,,,,,,0.005058000000005336,,0.0,0.0,,,,0.0,,,,,-0.0,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,3200.0,,,,0.0,0.0,,,1.0,,,,,,,,,1.0,9.055118110236197,,0.002990999999994415,
105.159374,,,,16.264448048622377,,0.0,,,,,5.936807939655155,,,,,,,,,1.0,,0.0,,,718.4847464086016,,55.59375,0.0,0.089752197265625,0.0,,,,,-1.1493684607238268,,,,,,,,,,,,,,-1.0,,,270.2023447345578,,,,,-11.428571701049805,,,,,,-699.6007889315345,,,,,,,,5.838770299880004,,,,,-0.8098053592925505,0.0,,,,,,737.7979758484639,,0.0,,,,,0.0,,,0.0,,,,,8.0,,,629.4447179388586,,,,,,,
