TIME,Operator Controller Unjam Command,shooterCtrl.shooterSpeedErrorAbs,climber.motorCmd,IMU Filtered X Angle,hopper.conv.opMode,Right Intern Moter Current,climber.upperLimitSwitch.stateDbnc,Driver FwdRev Command,Control Panel State Machine Game Data Color Command,Operator Controller Climb Speed Command,IMU Filtered Y Angle,Driver Trench To Loading Align Only Command,Pneumatics Compressor Current,Operator Controller Shoot Command,Control Panel Actual Angle,intakeCtrl.posState,shooterCtrl.underLoad,climber.motor2Current,botDesPoseY,botDesPoseX,Drivetrain Op Mode,botDesPoseT,Left Intern Moter Current,Pneumatics Main System Pressure,hopper.conv.intakeEndSensor.ballsInConveyor,Drivetrain Heading Correction Command,Driver Loading To Trench Command,Left Master Moter Current,Control Panel Desired Angle,Drivetrain Right Motor Output Duty Cycle,Vision Raspberry Pi Duration,Vision Raspberry Pi Visible Target,Operator Controller Eject Desired Command,Control Panel State Machine 3.25 spin,Operator Controller Ctrl Panel Three Rotations Command,hopper.conv.shooterEndSensorTriggeredDbnc,IMU Comp X Angle,Control Panel State Machine Rotate to Color,roboRIO Sys Memory Load,hopper.conv.conveyorPosition,hopper.conv.intakeEndSensor.curBallHeight,Robot Brownout,botActPoseT,intakeCtrl.intkCommand,hopper.conv.motorCurrent,botActPoseX,botActPoseY,climber.motor1Current,hopper.hopperOpMode,Driver Auto Align and Shoot Command,Drivetrain Left Motor output Duty Cycle,Driver Rotate Command,Driver Turn 180 Deg Command,Drivetrain Pose Angle,loopTiming.loopPeriodSec,Robot Battery Voltage,shooterCtrl.shooterHoldCmdVoltage,intakeCtrl.spdState,Drivetrain Left Wheel Actual Speed,Operator Controller Prep to Shoot Command,Robot Battery Current Draw,shooterCtrl.currentStateShooter,roboRIO JVM Memory Load,Drivetrain Left Wheel Desired Speed,Operator Controller Climb Enable Command,Control Panel Motor Current,shooterCtrl.shooterActualSpeed_rpm,Operator Controller Ctrl Panel Seek To Color Command,Driver Snail Mode Command,RIO Input Voltage,roboRIO CPU Load,Match Time,Vision Raspberry Pi Framerate,RIO 3V Supply Voltage,Pneumatics Cutoff Switch State,Operator Controller Shot Speed Increment,Driver Auto Align Close and Shoot Command,IMU Comp Y Angle,Vision Raspberry Pi Stable Target,hopper.conv.intakeEndSensorTriggered,hopper.HopperSparkLeftCmd,climber.climbEnabled,Drivetrain Right Wheel Desired Speed,Dataserver File Logger Queue Length,Vision Raspberry Pi Angle,Operator Controller Intake Desired Command,shooterCtrl.adjustedSetpointRPM,Operator Controller Shot Speed Decrement,Vision Raspberry Pi Vision System Online,climber.climbCMD,hopper.HopperSparkRightCmd,Right Master Moter Current,Robot CAN Bus Utilization,hopper.conv.intakeEndSensor.curConveyorDirection,PDP Cooling Fans Current,RIO 6V Supply Voltage,Drivetrain Right Wheel Actual Speed,Dataserver Stored Samples,PDP Upper Board Current,Drivetrain Desired Heading,Driver Auto Align Only Command,RIO 5V Supply Voltage,climber.lowerLimitSwitch.stateDbnc,hopper.conv.intakeEndSensor.ballHeightIn,Driver Flip Front/Back Command,loopTiming.loopDurationSec,
sec,bool,,,deg,,A,,cmd,color,cmd,deg,bool,A,bool,deg,,,,ft,ft,mode,deg,A,psi,,RPM,bool,A,deg,pct,sec,bool,bool,degrees,bool,,deg,degrees,pct,,,bool,deg,,,ft,ft,,,bool,pct,cmd,bool,deg,,V,,,RPM,bool,A,,pct,RPM,bool,A,,bool,bool,V,pct,s,fps,V,bool,bool,bool,deg,bool,,,bool,RPM,count,deg,bool,,bool,bool,cmd,,A,pct,,A,V,RPM,count,A,deg,bool,V,,,bool,,
485.78829,0.0,,,353.81199779111466,,0.0,,1.431107521057129E-4,-1.0,-0.0,359.94895875866047,0.0,,0.0,,,,,,,0.0,,0.0,,,0.0,0.0,0.0,,0.0,0.05176353454589844,1.0,0.0,0.0,0.0,,-2.0108575828298902,0.0,,,,,,,,,,,,0.0,0.0,0.0323668230843292,0.0,43.90767637181154,,,,,-0.0,0.0,,,,0.0,0.0,,,0.0,1.0,,,,6.531952700503488,,,0.0,0.0,0.28813114004659757,1.0,,,,0.0,,4.537720113971786,0.0,,0.0,1.0,,,0.0,,,,,0.0,,,0.0,0.0,,,,0.0,,
485.805197,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,11.95,,,,,3.625,,,,,,,,,11.863717041015624,,-1.0,,,,,,,,,,,,53.0,,,,,,,,,0.3775045573711395,,0.0,,,0.0,0.0,,,,,,,,
485.805051,,0.0,0.0,,1.0,,0.0,,,,,,,,,0.0,1.0,0.0,,,,,,,3.0,,,,,,,,,,,1.0,,,,-2.006475814047536E9,1.0,,,0.0,0.0,,,0.0,1.0,,,,,,0.05258000000003449,,0.0,0.0,,,,0.0,,,,,-0.0,,,,,,,,,,,,,1.0,0.25,0.0,,,,,3200.0,,,-0.0,0.25,,,1.0,,,,,,,,,1.0,4.783464566929091,,0.0034880000000043765,
485.8295,0.0,,,356.3973377856937,,0.0,,1.431107521057129E-4,-1.0,-0.0,350.55654841956243,0.0,,0.0,,,,,,,0.0,,0.0,,,0.0,0.0,0.0,,1.2207403779029846E-4,0.09730935096740723,1.0,0.0,0.0,0.0,,-2.011369089677126,0.0,,,,,,,,,,,,0.0,0.0,0.0323668230843292,0.0,43.912550319064266,,,,,-0.0,0.0,,,,0.0,0.0,,,0.0,1.0,,,,6.520599652695188,,,0.0,0.0,0.27427556070119113,1.0,,,,0.0,,4.820410464397661,0.0,,0.0,1.0,,,0.0,,,,,0.0,,,0.0,0.0,,,,0.0,,
485.839001,,0.0,0.0,,1.0,,0.0,,,,,,,,,0.0,1.0,0.0,,,,,,,3.0,,,,,,,,,,,1.0,,,,-2.006475814047536E9,1.0,,,0.0,0.0,,,0.0,1.0,,,,,,0.04120999999997821,,0.0,0.0,,,,0.0,,,,,-0.0,,,,,,,,,,,,,1.0,0.25,0.0,,,,,3200.0,,,-0.0,0.25,,,1.0,,,,,,,,,1.0,4.763779527559012,,0.017753999999968073,
485.843367,0.0,,,355.008480630174,,0.0,,1.431107521057129E-4,-1.0,-0.0,358.2918516553795,0.0,,0.0,,,,,,,0.0,,0.0,,,0.0,0.0,0.0,,1.2207403779029846E-4,0.09730935096740723,1.0,0.0,0.0,0.0,,-2.0154429475370312,0.0,,,,,,,,,,,,0.0,0.0,0.0323668230843292,0.0,43.915494848295026,,,,,-0.0,0.0,,,,0.0,0.0,,,0.0,1.0,,,,6.520599652695188,,,0.0,0.0,0.2803789265653991,1.0,,,,0.0,,4.820410464397661,0.0,,0.0,1.0,,,0.0,,,,,0.0,,,0.0,0.0,,,,0.0,,
485.857893,,0.0,0.0,,1.0,,0.0,,,,,,,,,0.0,1.0,0.0,,,,,,,3.0,,,,,,,,,,,1.0,,,,-2.006475814047536E9,1.0,,,0.0,0.0,,,0.0,1.0,,,,,,0.013867000000004737,,0.0,0.0,,,,0.0,,,,,-0.0,,,,,,,,,,,,,1.0,0.25,0.0,,,,,3200.0,,,-0.0,0.25,,,1.0,,,,,,,,,1.0,4.763779527559012,,0.01060699999999315,
485.858656,0.0,,,353.43857900842664,,0.0,,1.431107521057129E-4,-1.0,-0.0,356.94324199048486,0.0,,0.0,,,,,,,0.0,,0.0,,,0.0,0.0,0.0,,1.2207403779029846E-4,0.09730935096740723,1.0,0.0,0.0,0.0,,-2.024189841726841,0.0,,,,,,,,,,,,0.0,0.0,0.0323668230843292,0.0,43.919126564338974,,,,,-0.0,0.0,,,,0.0,0.0,,,0.0,1.0,,,,6.520599652695188,,,0.0,0.0,0.298196762202653,1.0,,,,0.0,,4.820410464397661,0.0,,0.0,1.0,,,0.0,,,,,0.0,,,0.0,0.0,,,,0.0,,
485.868822,,0.0,0.0,,1.0,,0.0,,,,,,,,,0.0,1.0,0.0,,,,,,,3.0,,,,,,,,,,,1.0,,,,-2.006475814047536E9,1.0,,,0.0,0.0,,,0.0,1.0,,,,,,0.015288999999995667,,0.0,0.0,,,,0.0,,,,,-0.0,,,,,,,,,,,,,1.0,0.25,0.0,,,,,3200.0,,,-0.0,0.25,,,1.0,,,,,,,,,1.0,4.803149606299169,,0.014796999999987293,
