TIME,Operator Controller Unjam Command,Ball Counter Ball Count,IMU Filtered X Angle,Shooter Motor 2 Speed,Shooter Desired Speed,Right Intern Moter Current,Robot Front Tilt Angle,Driver FwdRev Command,Control Panel State Machine Game Data Color Command,Operator Controller Climb Speed Command,IMU Filtered Y Angle,Hopper Motor Left Cmd,Shooter Motor 1 Speed,Hopper Motor Right Current,Total Tilt Angle,Pneumatics Compressor Current,Shots Taken,Climber Input Command,Operator Controller Shoot Command,Control Panel Actual Angle,Climber Motor 2 Current,botDesPoseY,botDesPoseX,Drivetrain Op Mode,botDesPoseT,Left Intern Moter Current,Intake Motor Current,Pneumatics Main System Pressure,Drivetrain Heading Correction Command,Shooter Wheel Current Control Mode,Shooter Motor 2 Percent,Control Panel Desired Angle,Shooter Input Mode Command,Left Master Moter Current,Drivetrain Right Motor Output Duty Cycle,Vision Raspberry Pi Duration,Conveyor Motor Speed Command,Vision Raspberry Pi Visible Target,Operator Controller Eject Desired Command,Control Panel State Machine 3.25 spin,Hopper Motor Right Cmd,Conveyor Intake End Ball Present,Intake Speed State,Ball Distance Sensor Raw Voltage,Operator Controller Ctrl Panel Three Rotations Command,Shooter Motor 2 in Voltage,Main Loop Call Period,IMU Comp X Angle,Shooter Motor 1 Current,Control Panel State Machine Rotate to Color,roboRIO Sys Memory Load,Operator Controller Photon Cannon Command,Ball Counter Sensor Distance,Photon Cannon State,Robot Brownout,botActPoseT,botActPoseX,botActPoseY,Climber Motor 1 Current,Battery Current Draw,Shooter Motor 1 Percent,Drivetrain Left Motor output Duty Cycle,Driver Rotate Command,Climber Upper Limit Switch,Drivetrain Pose Angle,Drivetrain Left Wheel Actual Speed,Shooter Motor 1 in Voltage,Battery Voltage,Robot Side Tilt Angle,Operator Controller Prep to Shoot Command,roboRIO JVM Memory Load,Climber Lower Limit Switch,Color Sensor Blue Intensity,Drivetrain Left Wheel Desired Speed,Operator Controller Climb Enable Command,Control Panel Motor Current,Ball Counter Ball Height State,Operator Controller Ctrl Panel Seek To Color Command,Conveyor Position,Driver Snail Mode Command,Shooter Actual Speed,Main Loop Process Duration,Ball Distance Sensor Available,roboRIO CPU Load,Intake Speed Command,Vision Raspberry Pi Framerate,Ball Distance Sensor Distance,Pneumatics Cutoff Switch State,Intake Solenoid Command,IMU Comp Y Angle,Vision Raspberry Pi Stable Target,Color Sensor Match Color,Conveyor Motor Current,Color Sensor Red Intensity,Dataserver File Logger Queue Length,Drivetrain Right Wheel Desired Speed,Driver Auto Align Command,Vision Raspberry Pi Angle,Operator Controller Intake Desired Command,Shooter Motor 2 Current,Color Sensor Green Intensity,Vision Raspberry Pi Vision System Online,Robot CAN Bus Utilization,Right Master Moter Current,Climber Motor Command,PDP Cooling Fans Current,Dataserver Stored Samples,Shooter Under Load,Drivetrain Right Wheel Actual Speed,Conveyor Shooter End Ball Present,PDP Upper Board Current,Drivetrain Desired Heading,Intake Position State,Hopper Motor Left Current,Driver Flip Front/Back Command,
sec,bool,count,deg,RPM,RPM,A,degrees,cmd,color,cmd,deg,cmd,RPM,A,degrees,A,balls,cmd,bool,deg,A,ft,ft,mode,deg,A,A,psi,RPM,state,pct,deg,state,A,pct,sec,pct,bool,bool,degrees,cmd,bool,state,V,bool,V,sec,deg,A,degrees,pct,bool,in,bool,bool,deg,ft,ft,A,A,pct,pct,cmd,state,deg,RPM,V,V,degrees,bool,pct,state,sat,RPM,bool,A,heightState,bool,feet,bool,RPM,sec,bool,pct,cmd,fps,in,bool,bool,deg,bool,color,A,sat,count,RPM,bool,deg,bool,A,sat,bool,pct,A,cmd,A,count,bool,RPM,bool,A,deg,state,A,bool,
466.752923,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.014416999999980362,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
466.812599,,0.0,358.3534517223022,0.0,0.0,0.0,,,-1.0,,359.90022280252583,0.0,-0.0,0.0,0.0,10.125,0.0,0.0,,0.0,0.0,,,1.0,,0.0,0.0,63.46434705000001,-0.0016797246154567347,2.0,0.0,0.0,3.0,0.0,0.0,0.04490089416503906,0.0,0.0,,0.0,0.0,0.0,0.0,,,12.28125,0.059675999999967644,-0.8073194653049159,0.0,0.0,,,9.763779527559025,0.0,0.0,,,,0.0,0.0,0.0,0.0,,0.0,-139.7079311476237,-0.0,12.421875,12.450000000000001,90.0,,,1.0,0.0,0.0016797246154567347,,0.0,0.0,,-1.3730631782754111E9,,0.0,0.029792000000043117,1.0,,0.0,6.561535356822157,9.763779527559025,0.0,0.0,-0.09703069669189016,1.0,-1.0,0.0,0.0,27.0,-0.0016797246154567347,,0.0,,0.0,0.0,1.0,0.4776042699813843,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,-139.70961087223915,0.0,0.0,,
466.848008,,0.0,0.8239941619690352,0.0,0.0,0.0,,,-1.0,,0.0,0.25,-0.0,0.0,0.7044208113800892,14.1875,0.0,0.0,,0.0,0.0,,,1.0,,0.0,0.0,63.78478158749999,-5.711326740822642E-4,2.0,0.0,0.0,3.0,0.0,0.0,0.04490089416503906,0.0,0.0,,0.0,0.25,0.0,1.0,,,12.3828125,0.03540900000001557,-0.798889937288484,0.0,0.0,,,9.744094488188946,0.0,0.0,,,,0.0,0.0,0.0,0.0,,0.0,-139.70903973956507,-0.0,12.515625,12.450000000000001,90.70442081138009,,,1.0,0.0,2.994981771819731,,0.0,0.0,,-1.3730631782754111E9,,0.0,0.01620300000001862,1.0,,0.5,6.561535356822157,9.744094488188946,0.0,1.0,-0.0949097768834045,1.0,-1.0,0.0,0.0,116.0,2.9938395064715664,,0.0,,0.0,0.0,1.0,0.4906221926212311,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,-139.70961087223915,1.0,0.0,,
466.871956,,0.0,1.0969072643935842,0.0,0.0,0.0,,,-1.0,,358.4459523457458,0.25,-0.0,0.0,1.4961913708292371,9.5,0.0,0.0,,0.0,0.0,,,1.0,,0.0,29.0625,63.6932288625,9.893868119092986E-5,2.0,0.0,0.0,3.0,0.15625,0.0237739197909832,0.04445958137512207,0.0,0.0,,0.0,0.25,0.0,1.0,,,12.3203125,0.02394800000001851,-0.8046158158003642,0.0,0.0,,,9.783464566929103,0.0,0.0,,,,0.0,0.0,0.0,0.0238044373691082,,0.0,-139.70970981092034,-0.0,12.171875,12.4,91.49619137082924,,,1.0,0.0,15.784280731504097,,0.0,0.0,,-1.3730631782754111E9,,0.0,0.01922100000001592,1.0,,0.5,6.472481601676489,9.783464566929103,0.0,1.0,-0.09614913511081552,1.0,-1.0,0.0,0.0,205.0,15.784478608866479,,0.0,,0.0,0.0,1.0,0.48907023668289185,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,-139.70961087223915,1.0,20.65625,,
466.896812,,0.0,1.2409297007530993,0.0,0.0,0.09375,,,-1.0,,359.20584156984677,0.25,-0.0,16.25,9.5316455613886,8.0,0.0,0.0,,0.0,0.0,,,1.0,,13.90625,34.0625,63.647452499999986,7.620109877848336E-5,2.0,0.0,0.0,3.0,20.375,0.12546159327030182,0.04445958137512207,0.0,0.0,,0.0,0.25,0.0,1.0,,,12.0,0.024855999999999767,-0.802460166491181,0.0,0.0,,,9.803149606299183,0.0,0.0,,,,0.0,0.0,0.0,0.12204352021217346,,0.0,-139.70968707333793,0.5714285969734192,11.71875,11.65,99.5316455613886,,,1.0,0.0,22.098055337160623,,0.0,0.0,,-1.3730631782754111E9,,0.0,0.017948999999987336,1.0,,0.5,6.472481601676489,9.803149606299183,0.0,1.0,-0.10712685261958324,1.0,-1.0,0.0,0.0,294.0,22.09820773935818,,0.0,,0.0,0.0,1.0,0.49278825521469116,0.21875,0.0,0.0,0.0,1.0,0.0,0.0,0.0,-139.70961087223915,1.0,19.1875,,
466.920208,,0.0,357.23913840697895,0.0,0.0,0.0,,,-1.0,,358.6199698737169,0.25,-0.0,12.46875,-31.212147083673216,8.0,0.0,0.0,,0.0,0.0,,,1.0,,8.5625,29.5,63.5101234125,2.5018542109478403E-4,2.0,0.0,0.0,3.0,12.3125,0.16537980735301971,0.04445958137512207,0.0,0.0,,0.0,0.25,0.0,1.0,,,11.1953125,0.02339599999999109,-0.8123991847015183,0.0,0.0,,,9.82283464566926,0.0,0.0,,,,0.0,16.25,0.0,0.1516769975423813,,0.0,-139.70986105766025,4.0,11.7109375,11.65,58.787852916326784,,,1.0,0.0,28.411633220912414,,0.0,0.0,,-1.3730631782754111E9,,0.0,0.023211000000003423,1.0,,0.5,6.472481601676489,9.82283464566926,0.0,1.0,-0.08658842417756428,1.0,-1.0,0.0,0.0,82.0,28.412133591754603,,0.0,,0.0,0.0,1.0,0.48668143153190613,20.6875,0.0,0.0,0.0,1.0,1.7142857313156128,0.0,0.0,-139.70961087223915,1.0,16.09375,,
466.94731,,0.0,324.60799026789863,0.0,0.0,27.84375,,,-1.0,,8.783807291464436,0.25,-0.0,12.0625,-2.5857943424244922,7.125,0.0,0.0,,0.0,0.0,,,1.0,,36.875,12.375,63.46434705000001,-0.02179950571442646,2.0,0.0,0.0,3.0,33.71875,0.1276589184999466,0.04445958137512207,0.0,0.0,,0.0,0.25,0.0,1.0,,,11.421875,0.027102000000013504,-1.471653023493973,0.0,0.0,,,9.842519685039338,0.0,0.0,,,,0.0,16.25,0.0,0.11395611613988876,,0.0,-139.68781136652473,4.0,11.375,11.3,87.41420565757551,,,1.0,0.0,41.06118664819615,,0.0,0.0,,-1.3730631782754111E9,,0.0,0.011984999999981483,1.0,,0.5,6.472481601676489,9.842519685039338,0.0,1.0,-0.11603106699272835,1.0,-1.0,0.0,0.0,84.0,41.017587636767296,,0.0,,0.0,0.0,1.0,0.5353584289550781,33.46875,0.0,0.0,0.0,1.0,8.0,0.0,0.0,-139.70961087223915,1.0,13.375,,
466.963432,,0.0,347.92354215110254,0.0,0.0,27.875,,,-1.0,,3.1286603435296487,0.25,-0.0,11.46875,5.999507320394372,7.125,0.0,0.0,,0.0,0.0,,,1.0,,26.25,4.5625,63.281241599999994,-0.02500464967047833,2.0,0.0,0.0,3.0,34.5625,0.16071046888828278,0.04445958137512207,0.0,0.0,,0.0,0.25,0.0,1.0,,,11.34375,0.01612199999999575,-1.8082570896802694,0.0,0.0,,,9.82283464566926,0.0,0.0,,,,0.0,16.25,0.0,0.16412854194641113,,0.0,-139.68460622256868,10.285715103149414,11.328125,11.4,95.99950732039437,,,1.0,0.0,47.37814366022633,,0.0,0.0,,-1.3730631782754111E9,,0.0,0.020766999999977998,1.0,,0.5,6.472481601676489,9.82283464566926,0.0,1.0,-0.022887816916772937,1.0,-1.0,0.0,0.0,173.0,47.32813436088537,,0.0,,0.0,0.0,1.0,0.4817729592323303,27.84375,0.0,0.0,0.0,1.0,10.857142448425293,0.0,0.0,-139.70961087223915,1.0,13.15625,,
466.98864,,0.0,347.19179022938545,0.0,0.0,22.75,,,-1.0,,359.6179880825948,0.25,-0.0,12.9375,-3.4857911831221315,7.5,0.0,0.0,,0.0,0.0,,,1.0,,39.15625,3.8125,63.46434705000001,-0.023896141465371556,2.0,0.0,0.0,3.0,51.6875,0.2609332501888275,0.04445958137512207,0.0,0.0,,0.0,0.25,0.0,1.0,,,10.9453125,0.025207999999963704,-2.174534360202646,0.0,0.0,,,9.803149606299183,0.0,0.0,,,,0.0,35.5,0.0,0.24756614863872528,,0.0,-139.68571473077378,13.142857551574707,10.8203125,11.4,86.51420881687787,,,1.0,0.0,53.69078702009529,,0.0,0.0,,-1.3730631782754111E9,,0.0,0.011425000000031105,1.0,,0.5,6.472481601676489,9.803149606299183,0.0,1.0,0.025474359427105644,1.0,-1.0,0.0,0.0,262.0,53.64299473716455,,0.0,,0.0,0.0,1.0,0.5558066964149475,36.25,0.0,0.0,0.0,1.0,10.857142448425293,0.0,0.0,-139.70961087223915,1.0,12.9375,,
