TIME,Operator Controller Unjam Command,Ball Counter Ball Count,IMU Filtered X Angle,Shooter Desired Speed,Right Intern Moter Current,Driver FwdRev Command,Control Panel State Machine Game Data Color Command,Operator Controller Climb Speed Command,IMU Filtered Y Angle,Hopper Motor Left Cmd,Hopper Motor Right Current,Pneumatics Compressor Current,Shots Taken,Climber Input Command,Operator Controller Shoot Command,Climber Motor 2 Current,botDesPoseY,botDesPoseX,Drivetrain Op Mode,botDesPoseT,Left Intern Moter Current,Intake Motor Current,Pneumatics Main System Pressure,Drivetrain Heading Correction Command,Shooter Wheel Current Control Mode,Shooter Input Mode Command,Left Master Moter Current,Drivetrain Right Motor Output Duty Cycle,Vision Raspberry Pi Duration,Conveyor Motor Speed Command,Vision Raspberry Pi Visible Target,Operator Controller Eject Desired Command,Hopper Motor Right Cmd,Control Panel State Machine 3.25 spin,Conveyor Intake End Ball Present,Intake Speed State,Ball Distance Sensor Raw Voltage,Operator Controller Ctrl Panel Three Rotations Command,Main Loop Call Period,IMU Comp X Angle,Shooter Motor 1 Current,Control Panel State Machine Rotate to Color,roboRIO Sys Memory Load,Operator Controller Photon Cannon Command,Ball Counter Sensor Distance,Robot Brownout,botActPoseT,botActPoseX,botActPoseY,Climber Motor 1 Current,Driver Auto Align and Shoot Command,Shooter Motor 1 Percent,Drivetrain Left Motor output Duty Cycle,Intake Fault,Driver Rotate Command,Climber Upper Limit Switch,Drivetrain Pose Angle,Intake Motor Speed,Robot Battery Voltage,Drivetrain Left Wheel Actual Speed,Robot Battery Current Draw,Operator Controller Prep to Shoot Command,roboRIO JVM Memory Load,Climber Lower Limit Switch,Color Sensor Blue Intensity,Drivetrain Left Wheel Desired Speed,Operator Controller Climb Enable Command,Ball Counter Ball Height State,Operator Controller Ctrl Panel Seek To Color Command,Conveyor Position,Driver Snail Mode Command,Shooter Actual Speed,Main Loop Process Duration,RIO Input Voltage,Ball Distance Sensor Available,roboRIO CPU Load,Intake Speed Command,Vision Raspberry Pi Framerate,RIO 3V Supply Voltage,Ball Distance Sensor Distance,Pneumatics Cutoff Switch State,Intake Solenoid Command,Operator Controller Shot Speed Increment,Driver Auto Align Close and Shoot Command,IMU Comp Y Angle,Vision Raspberry Pi Stable Target,Conveyor Motor Current,Color Sensor Match Color,Color Sensor Red Intensity,Dataserver File Logger Queue Length,Drivetrain Right Wheel Desired Speed,Vision Raspberry Pi Angle,Operator Controller Intake Desired Command,Shooter Motor 2 Current,Operator Controller Shot Speed Decrement,Color Sensor Green Intensity,Vision Raspberry Pi Vision System Online,Robot CAN Bus Utilization,Right Master Moter Current,Climber Motor Command,PDP Cooling Fans Current,RIO 6V Supply Voltage,Dataserver Stored Samples,Shooter Under Load,Drivetrain Right Wheel Actual Speed,Conveyor Shooter End Ball Present,PDP Upper Board Current,Drivetrain Desired Heading,Driver Auto Align Only Command,RIO 5V Supply Voltage,Intake Position State,Hopper Motor Left Current,Driver Flip Front/Back Command,
sec,bool,count,deg,RPM,A,cmd,color,cmd,deg,cmd,A,A,balls,cmd,bool,A,ft,ft,mode,deg,A,A,psi,RPM,state,state,A,pct,sec,pct,bool,bool,cmd,degrees,bool,state,V,bool,sec,deg,A,degrees,pct,bool,in,bool,deg,ft,ft,A,bool,pct,pct,bits,cmd,state,deg,RPM,V,RPM,A,bool,pct,state,sat,RPM,bool,heightState,bool,feet,bool,RPM,sec,V,bool,pct,cmd,fps,V,in,bool,bool,bool,bool,deg,bool,A,color,sat,count,RPM,deg,bool,A,bool,sat,bool,pct,A,cmd,A,V,count,bool,RPM,bool,A,deg,bool,V,state,A,bool,
37.213569,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.008828000000001168,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37.306307,0.0,0.0,358.24082183015156,0.0,0.0,0.0,,0.0,0.8794853889439551,0.0,0.0,,0.0,0.0,0.0,0.0,,,0.0,,0.0,0.0,,0.0,0.0,3.0,0.0,0.0,0.04310750961303711,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0927379999999971,-0.8181766221703493,0.0,,,0.0,9.311023622047237,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7415159233946831,-0.0,,-0.0,,0.0,,1.0,,0.0,0.0,0.0,0.0,0.0,1.0,-0.0,0.07160600000000272,,1.0,,0.0,7.0036618782279385,,9.311023622047237,,0.0,0.0,0.0,0.2697513857468687,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,,1.0,,0.0,0.0,,,,1.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,
37.413812,0.0,0.0,0.872404368225866,0.0,0.0,0.0,,0.0,359.36994174381545,0.0,0.0,,0.0,0.0,0.0,0.0,,,0.0,,0.0,0.0,,0.0,0.0,3.0,0.0,0.0,0.04322957992553711,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,0.10750500000000329,-0.8191975018587822,0.0,,,0.0,9.212598425196843,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7422661472774673,-0.0,,-0.0,,0.0,,1.0,,0.0,0.0,0.0,0.0,0.0,1.0,-0.0,0.01004700000000014,,1.0,,0.0,6.532949754136534,,9.212598425196843,,0.0,0.0,0.0,0.2685710517526172,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,,1.0,,0.0,0.0,,,,1.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,
37.425296,0.0,0.0,358.158661535413,0.0,0.0,0.0,,0.0,0.29068884267282963,0.0,0.0,,0.0,0.0,0.0,0.0,,,0.0,,0.0,0.0,,0.0,0.0,3.0,0.0,0.0,0.04322957992553711,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,0.011484000000002936,-0.8218552967620416,0.0,,,0.0,9.173228346456686,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7425872692066494,-0.0,,-0.0,,0.0,,1.0,,0.0,0.0,0.0,0.0,0.0,1.0,-0.0,0.009268999999996197,,1.0,,0.0,6.532949754136534,,9.173228346456686,,0.0,0.0,0.0,0.2719998368317224,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,,1.0,,0.0,0.0,,,,1.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,
37.435905,0.0,0.0,358.3664555368937,0.0,0.0,0.0,,0.0,1.2134164216473373,0.0,0.0,,0.0,0.0,0.0,0.0,,,0.0,,0.0,0.0,,0.0,0.0,3.0,0.0,0.0,0.04322957992553711,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,0.010608999999995206,-0.8146325307753821,0.0,,,0.0,9.192913385826765,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7421436130405935,-0.0,,-0.0,,0.0,,1.0,,0.0,0.0,0.0,0.0,0.0,1.0,-0.0,0.007739999999998304,,1.0,,0.0,6.532949754136534,,9.192913385826765,,0.0,0.0,0.0,0.26965201691857277,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,,1.0,,0.0,0.0,,,,1.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,
37.445334,0.0,0.0,0.8600024511037225,0.0,0.0,0.0,,0.0,359.18777867550347,0.0,0.0,,0.0,0.0,0.0,0.0,,,0.0,,0.0,0.0,,0.0,0.0,3.0,0.0,0.0,0.04322957992553711,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,0.00942900000000435,-0.8151227924520771,0.0,,,0.0,9.212598425196845,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7419935521004227,-0.0,,-0.0,,0.0,,1.0,,0.0,0.0,0.0,0.0,0.0,1.0,-0.0,0.00853999999999644,,1.0,,0.0,6.532949754136534,,9.212598425196845,,0.0,0.0,0.0,0.26126181048985536,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,,1.0,,0.0,0.0,,,,1.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,
37.455234,0.0,0.0,358.3741404082293,0.0,0.0,0.0,,0.0,0.65027048770434,0.0,0.0,,0.0,0.0,0.0,0.0,,,0.0,,0.0,0.0,,0.0,0.0,3.0,0.0,0.0,0.04322957992553711,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,0.00989999999999469,-0.8152760446382934,0.0,,,0.0,9.212598425196845,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7432899762274069,-0.0,,-0.0,,0.0,,1.0,,0.0,0.0,0.0,0.0,0.0,1.0,-0.0,0.015287000000000717,,1.0,,0.0,6.532949754136534,,9.212598425196845,,0.0,0.0,0.0,0.2632687021054622,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,,1.0,,0.0,0.0,,,,1.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,
37.472699,0.0,0.0,358.9172289021277,0.0,0.0,0.0,,0.0,0.24607043105310417,0.0,0.0,,0.0,0.0,0.0,0.0,,,0.0,,0.0,0.0,,0.0,0.0,3.0,0.0,0.0,0.04322957992553711,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,0.017465000000001396,-0.8230895055134655,0.0,,,0.0,9.192913385826765,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7474423778635486,-0.0,,-0.0,,0.0,,1.0,,0.0,0.0,0.0,0.0,0.0,1.0,-0.0,0.014400999999999442,,1.0,,0.0,6.532949754136534,,9.192913385826765,,0.0,0.0,0.0,0.26272835196877825,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,,1.0,,0.0,0.0,,,,1.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,
37.492634,0.0,0.0,0.8820852566308309,0.0,0.0,0.0,,0.0,359.2649377436223,0.0,0.0,,0.0,0.0,0.0,0.0,,,0.0,,0.0,0.0,,0.0,0.0,3.0,0.0,0.0,0.04322957992553711,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,0.01993500000000381,-0.8095053305765201,0.0,,,0.0,9.27165354330708,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.748418929951461,-0.0,,-0.0,,0.0,,1.0,,0.0,0.0,0.0,0.0,0.0,1.0,-0.0,0.015477999999994552,,1.0,,0.0,6.532949754136534,,9.27165354330708,,0.0,0.0,0.0,0.26124558036506196,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,,1.0,,0.0,0.0,,,,1.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,
