TIME,Shooter Actual RPM,Right Intern Moter Current,Drivetrain Left Wheel Actual Speed,Is there a Ball at the Shooter End Conveyor,Battery Voltage,Distance Sensor Raw Voltage,Hopper Spark Left Current,roboRIO JVM Memory Load,Climber Lower Limit Switch,Color Sensor Blue Intensity,Shooter Desired RPM,Driver FwdRev Command,Drivetrain Left Wheel Desired Speed,Rotate to Color,Color Needed,Shooter State Command,Raspberry Pi Duration,Right Climber Current,Pneumatics Compressor Current,Hopper Spark Left Cmd,Speed Command for the Conveyor Motor,Raspberry Pi Angle,Climber Input Command,Raspberry Pi Stable Target,Hopper Spark Right Cmd,Driver Snail Mode Command,Main Loop Process Duration,Left Climber Current,botDesPoseY,roboRIO CPU Load,botDesPoseX,Distance Sensor Available,botDesPoseT,Left Intern Moter Current,Intake Motor Current,Pneumatics Main System Pressure,Drivetrain Heading Correction Command,Left Master Moter Current,Pneumatics Cutoff Switch State,Drivetrain Right Motor Output Duty Cycle,Raspberry Pi Framerate,Color Sensor Match Color,Conveyor Motor Current,Color Sensor Red Intensity,Panel 3.25 spin,Hopper Spark Right Current,Dataserver File Logger Queue Length,Drivetrain Right Wheel Desired Speed,Driver Auto Align Command,DT_Pose_Angle,Intake Speed State,Main Loop Call Period,Shooter Motor 1 Current,Shooter Motor 2 Current,Color Sensor Green Intensity,roboRIO Sys Memory Load,Robot CAN Bus Utilization,Right Master Moter Current,Distance Sensor Distance,Climber Motor Command,Photon Cannon State,Robot Brownout,Dataserver Stored Samples,Shooter Under Load,Drivetrain Right Wheel Actual Speed,botActPoseT,Is there a ball at the Intake End of the Conveyor,Raspberry Pi Visible Target,botActPoseX,botActPoseY,Intake Position State,Battery Current Draw,Drivetrain Left Motor output Duty Cycle,Shooter Control Mode,Driver Rotate Command,Climber Upper Limit Switch,
sec,RPM,Amps,RPM,Boolean,V,V,Amp,Pct,boolean,intensity,RPM,cmd,RPM,degrees,Color,state,sec,Amp,A,Cmd,%,deg,cmd,boolean,Cmd,bool,sec,Amp,ft,Pct,ft,bool,deg,Amps,A,psi,RPM,Amps,bool,pct,fps,color,Amps,intensity,degrees,Amp,count,RPM,bool,deg,state,sec,A,A,intensity,Pct,pct,Amps,in,cmd,bool,bool,count,boolean,RPM,deg,Boolean,boolean,ft,ft,state,A,pct,state,cmd,boolean,
71.453922,,,,,,,,,,,,,,,,,,,,,,,,,,,0.027919999999994616,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
71.493079,,,,,,,,,,,,0.0,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,0.0,,,0.039156999999988784,,,,,,,,,,,,,,,,,,,,,,,-0.0,,
71.49322900000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,
71.493079,-3.275048584328033E-6,0.0,-0.0,1.0,12.85,,0.0,,-1.0,0.18896484375,0.0,,0.0,0.0,-1.0,2.0,0.04272627830505371,,0.0,1.0,0.5,0.0,0.0,1.0,1.0,,0.04424400000000617,0.0,,,,,,0.0,,-9.686280224999999,0.0,0.0,0.0,0.0,8.341694311193846,-1.0,0.0,0.347412109375,0.0,0.0,57.0,0.0,,-3.7383326037605227,,,85.9375,85.9375,0.463623046875,,0.34315410256385803,0.0,,0.0,,0.0,0.0,0.0,0.0,,1.0,0.0,,,,0.0,0.0,2.0,,-1.0,
71.539849,,,,,,,,,,,,0.0,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,0.0,,,0.046770000000009304,,,,,,,,,,,,,,,,,,,,,,,-0.0,,
71.540059,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,
71.539849,-3.275048584328033E-6,0.0,-0.0,1.0,12.85,,0.0,,-1.0,0.18896484375,0.0,,0.0,0.0,-1.0,2.0,0.04272627830505371,,0.0,1.0,0.5,0.0,0.0,1.0,1.0,,0.0435849999999931,0.0,,,,,,0.0,,-9.640503862499997,0.0,0.0,0.0,0.0,8.341694311193846,-1.0,0.0,0.347412109375,0.0,0.0,22.0,0.0,,-3.7427237484613762,,,85.9375,85.9375,0.463623046875,,0.33034324645996094,0.0,,0.0,,0.0,0.0,0.0,0.0,,1.0,0.0,,,,0.0,0.0,2.0,,-1.0,
71.58524,,,,,,,,,,,,0.0,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,0.0,,,0.045390999999995074,,,,,,,,,,,,,,,,,,,,,,,-0.0,,
71.585379,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,
71.58524,-3.275048584328033E-6,0.0,-0.0,1.0,12.85,,0.0,,-1.0,0.18896484375,0.0,,0.0,0.0,-1.0,2.0,0.04259085655212402,,0.0,1.0,0.5,0.0,0.0,1.0,1.0,,0.031866000000007944,0.0,,,,,,0.0,,-9.640503862499997,0.0,0.0,0.0,0.0,6.647664451995739,-1.0,0.0,0.347412109375,0.0,0.0,82.0,0.0,,-3.747888330085308,,,85.9375,85.9375,0.463623046875,,0.37536752223968506,0.0,,0.0,,0.0,0.0,0.0,0.0,,1.0,0.0,,,,0.0,0.0,2.0,,-1.0,
71.618371,,,,,,,,,,,,0.0,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,0.0,,,0.03313099999999736,,,,,,,,,,,,,,,,,,,,,,,-0.0,,
71.61853,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,
71.618371,-3.275048584328033E-6,0.0,-0.0,1.0,12.85,,0.0,,-1.0,0.189697265625,0.0,,0.0,0.0,-1.0,2.0,0.04259085655212402,,0.0,1.0,0.5,0.0,0.0,1.0,1.0,,0.027991999999997574,0.0,,,,,,0.0,,-9.640503862499997,0.0,0.0,0.0,0.0,6.647664451995739,-1.0,0.0,0.347412109375,0.0,0.0,142.0,0.0,,-3.7507426037971534,,,85.9375,85.9375,0.462646484375,,0.3079368472099304,0.0,,0.0,,0.0,0.0,0.0,0.0,,1.0,0.0,,,,0.0,0.0,2.0,,-1.0,
71.651907,,,,,,,,,,,,0.0,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,0.0,,,0.03353599999999801,,,,,,,,,,,,,,,,,,,,,,,-0.0,,
71.652257,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,
71.651907,-3.275048584328033E-6,0.0,-0.0,1.0,12.85,,0.0,,-1.0,0.189697265625,0.0,,0.0,0.0,-1.0,2.0,0.04259085655212402,,0.0,1.0,0.5,0.0,0.0,1.0,1.0,,0.030529999999998836,0.0,,,,,,0.0,,-9.640503862499997,0.0,0.0,0.0,0.0,6.647664451995739,-1.0,0.0,0.347412109375,0.0,0.0,10.0,0.0,,-3.751665638253809,,,85.9375,85.9375,0.462646484375,,0.3760776221752167,0.0,,0.0,,0.0,0.0,0.0,0.0,,1.0,0.0,,,,0.0,0.0,2.0,,-1.0,
