TIME,Operator Controller Unjam Command,Ball Counter Ball Count,IMU Filtered X Angle,Shooter Desired Speed,Right Intern Moter Current,Robot Front Tilt Angle,Driver FwdRev Command,Control Panel State Machine Game Data Color Command,Operator Controller Climb Speed Command,IMU Filtered Y Angle,Hopper Motor Left Cmd,Hopper Motor Right Current,Total Tilt Angle,Pneumatics Compressor Current,Shots Taken,Climber Input Command,Operator Controller Shoot Command,Control Panel Actual Angle,Climber Motor 2 Current,botDesPoseY,botDesPoseX,Drivetrain Op Mode,botDesPoseT,Left Intern Moter Current,Intake Motor Current,Pneumatics Main System Pressure,Drivetrain Heading Correction Command,Shooter Wheel Current Control Mode,Control Panel Desired Angle,Shooter Input Mode Command,Left Master Moter Current,Drivetrain Right Motor Output Duty Cycle,Vision Raspberry Pi Duration,Conveyor Motor Speed Command,Vision Raspberry Pi Visible Target,Operator Controller Eject Desired Command,Control Panel State Machine 3.25 spin,Hopper Motor Right Cmd,Conveyor Intake End Ball Present,Intake Speed State,Ball Distance Sensor Raw Voltage,Operator Controller Ctrl Panel Three Rotations Command,Main Loop Call Period,IMU Comp X Angle,Shooter Motor 1 Current,Control Panel State Machine Rotate to Color,roboRIO Sys Memory Load,Operator Controller Photon Cannon Command,Ball Counter Sensor Distance,Robot Brownout,botActPoseT,botActPoseX,botActPoseY,Climber Motor 1 Current,Driver Auto Align and Shoot Command,Shooter Motor 1 Percent,Drivetrain Left Motor output Duty Cycle,Intake Fault,Driver Rotate Command,Climber Upper Limit Switch,Drivetrain Pose Angle,Intake Motor Speed,Robot Battery Voltage,Drivetrain Left Wheel Actual Speed,Robot Side Tilt Angle,Robot Battery Current Draw,Operator Controller Prep to Shoot Command,roboRIO JVM Memory Load,Climber Lower Limit Switch,Color Sensor Blue Intensity,Drivetrain Left Wheel Desired Speed,Operator Controller Climb Enable Command,Control Panel Motor Current,Ball Counter Ball Height State,Operator Controller Ctrl Panel Seek To Color Command,Conveyor Position,Driver Snail Mode Command,Shooter Actual Speed,Main Loop Process Duration,RIO Input Voltage,Ball Distance Sensor Available,roboRIO CPU Load,Intake Speed Command,Vision Raspberry Pi Framerate,RIO 3V Supply Voltage,Ball Distance Sensor Distance,Pneumatics Cutoff Switch State,Intake Solenoid Command,Driver Auto Align Close and Shoot Command,IMU Comp Y Angle,Vision Raspberry Pi Stable Target,Color Sensor Match Color,Conveyor Motor Current,Color Sensor Red Intensity,Dataserver File Logger Queue Length,Drivetrain Right Wheel Desired Speed,Vision Raspberry Pi Angle,Operator Controller Intake Desired Command,Shooter Motor 2 Current,Color Sensor Green Intensity,Vision Raspberry Pi Vision System Online,Robot CAN Bus Utilization,Right Master Moter Current,Climber Motor Command,PDP Cooling Fans Current,RIO 6V Supply Voltage,Dataserver Stored Samples,Shooter Under Load,Drivetrain Right Wheel Actual Speed,Conveyor Shooter End Ball Present,PDP Upper Board Current,Drivetrain Desired Heading,Driver Auto Align Only Command,RIO 5V Supply Voltage,Intake Position State,Hopper Motor Left Current,Driver Flip Front/Back Command,
sec,bool,count,deg,RPM,A,degrees,cmd,color,cmd,deg,cmd,A,degrees,A,balls,cmd,bool,deg,A,ft,ft,mode,deg,A,A,psi,RPM,state,deg,state,A,pct,sec,pct,bool,bool,degrees,cmd,bool,state,V,bool,sec,deg,A,degrees,pct,bool,in,bool,deg,ft,ft,A,bool,pct,pct,bits,cmd,state,deg,RPM,V,RPM,degrees,A,bool,pct,state,sat,RPM,bool,A,heightState,bool,feet,bool,RPM,sec,V,bool,pct,cmd,fps,V,in,bool,bool,bool,deg,bool,color,A,sat,count,RPM,deg,bool,A,sat,bool,pct,A,cmd,A,V,count,bool,RPM,bool,A,deg,bool,V,state,A,bool,
637.4464410000002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.019107999999960157,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
637.483216,0.0,12.0,359.07125216303046,0.0,0.0,,0.0,,0.0,359.560081713962,0.0,0.0,,,5.0,0.0,0.0,,0.0,,,0.0,,0.0,0.0,,-9.30036684955678,-1.0,,3.0,0.0,0.0,0.0465550422668457,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.03677499999992051,-1.0563545885971508,0.0,,,0.0,8.877952755905543,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,383.4979306552332,-0.0,,-0.0,,,0.0,,1.0,,0.0,0.0,,0.0,0.0,-1.4034830440109325E10,0.0,931.4287109375,0.00892599999997401,,1.0,,0.0,6.878546852399117,,8.877952755905543,,0.0,0.0,0.5058708615858888,0.0,,0.0,,,0.0,0.0,0.0,0.0,,1.0,,0.0,0.0,,,,1.0,0.0,0.0,,321.4340731867584,0.0,,0.0,0.0,0.0,
637.496693,0.0,12.0,358.4143056219577,0.0,0.0,,0.0,,0.0,0.6726483699323247,0.0,0.0,,,5.0,0.0,0.0,,0.0,,,0.0,,0.0,0.0,,-9.30036684955678,-1.0,,3.0,0.0,0.0,0.0465550422668457,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.013477000000079897,-1.0610522745296376,0.0,,,0.0,8.740157480314991,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,383.5001360752088,-0.0,,-0.0,,,0.0,,1.0,,0.0,0.0,,0.0,0.0,-1.4034830440109325E10,0.0,931.4287109375,0.0121719999999641,,1.0,,0.0,6.878546852399117,,8.740157480314991,,0.0,0.0,0.502165988331526,0.0,,0.0,,,0.0,0.0,0.0,0.0,,1.0,,0.0,0.0,,,,1.0,0.0,0.0,,321.4340731867584,0.0,,0.0,0.0,0.0,
637.517342,0.0,12.0,358.12923682082175,0.0,0.0,,0.0,,0.0,0.3836809630676217,0.0,0.0,,,5.0,0.0,0.0,,0.0,,,0.0,,0.0,0.0,,-9.30036684955678,-1.0,,3.0,0.0,0.0,0.046724557876586914,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.02064899999993486,-1.0725568606557006,0.0,,,0.0,8.877952755905543,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,383.50269839769965,-0.0,,-0.0,,,0.0,,1.0,,0.0,0.0,,0.0,0.0,-1.4034830440109325E10,0.0,925.714599609375,0.011989999999968859,,1.0,,0.0,6.373179277880259,,8.877952755905543,,0.0,0.0,0.49365109866084855,0.0,,0.0,,,0.0,0.0,0.0,0.0,,1.0,,0.0,0.0,,,,1.0,0.0,0.0,,321.4340731867584,0.0,,0.0,0.0,0.0,
637.535857,0.0,12.0,358.28459963444095,0.0,0.0,,0.0,,0.0,0.6193696269401759,0.0,0.0,,,5.0,0.0,0.0,,0.0,,,0.0,,0.0,0.0,,-9.30036684955678,-1.0,,3.0,0.0,0.0,0.046724557876586914,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.01851499999997941,-1.0830874801732973,0.0,,,0.0,9.015748031496095,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,383.5030901698608,-0.0,,-0.0,,,0.0,,1.0,,0.0,0.0,,0.0,0.0,-1.4034830440109325E10,0.0,920.0001220703125,0.009787000000073931,,1.0,,0.0,6.373179277880259,,9.015748031496095,,0.0,0.0,0.4942716939198412,0.0,,0.0,,,0.0,0.0,0.0,0.0,,1.0,,0.0,0.0,,,,1.0,0.0,0.0,,321.4340731867584,0.0,,0.0,0.0,0.0,
637.554225,0.0,12.0,358.7944739557165,0.0,0.0,,0.0,,0.0,0.2893061133509179,0.0,0.0,,,5.0,0.0,0.0,,0.0,,,0.0,,0.0,0.0,,-9.30036684955678,-1.0,,3.0,0.0,0.0,0.046724557876586914,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.018368000000009488,-1.0921311115951065,0.0,,,0.0,8.917322834645702,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,383.5062383723516,-0.0,,-0.0,,,0.0,,1.0,,0.0,0.0,,0.0,0.0,-1.4034830440109325E10,0.0,920.0001220703125,0.010136999999986074,,1.0,,0.0,6.373179277880259,,8.917322834645702,,0.0,0.0,0.4911511132427918,0.0,,0.0,,,0.0,0.0,0.0,0.0,,1.0,,0.0,0.0,,,,1.0,0.0,0.0,,321.4340731867584,0.0,,0.0,0.0,0.0,
637.572113,0.0,12.0,358.72068222369546,0.0,0.0,,0.0,,0.0,0.37902836315098287,0.0,0.0,,,5.0,0.0,0.0,,0.0,,,0.0,,0.0,0.0,,-9.30036684955678,-1.0,,3.0,0.0,0.0,0.046724557876586914,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.017887999999970816,-1.0979671000280278,0.0,,,0.0,8.77952755905515,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,383.507502181973,-0.0,,-0.0,,,0.0,,1.0,,0.0,0.0,,0.0,0.0,-1.4034830440109325E10,0.0,908.5714111328125,0.013341000000082204,,1.0,,0.0,6.373179277880259,,8.77952755905515,,0.0,0.0,0.49184173708881285,0.0,,0.0,,,0.0,0.0,0.0,0.0,,1.0,,0.0,0.0,,,,1.0,0.0,0.0,,321.4340731867584,0.0,,0.0,0.0,0.0,
637.592081,0.0,12.0,358.31532095067075,0.0,0.0,,0.0,,0.0,0.14438040108933076,0.0,0.0,,,5.0,0.0,0.0,,0.0,,,0.0,,0.0,0.0,,-9.30036684955678,-1.0,,3.0,0.0,0.0,0.046724557876586914,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.019968000000062602,-1.1110158037137547,0.0,,,0.0,8.740157480314993,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,383.5092895870034,-0.0,,-0.0,,,0.0,,1.0,,0.0,0.0,,0.0,0.0,-1.4034830440109325E10,0.0,897.1429443359375,0.00947499999995216,,1.0,,0.0,6.373179277880259,,8.740157480314993,,0.0,0.0,0.48158218191098245,0.0,,0.0,,,0.0,0.0,0.0,0.0,,1.0,,0.0,0.0,,,,1.0,0.0,0.0,,321.4340731867584,0.0,,0.0,0.0,0.0,
637.6122910000001,0.0,12.0,358.38110102117423,0.0,0.0,,0.0,-1.0,0.0,0.09521672011007537,0.0,0.0,-0.6714041828499688,0.0,5.0,0.0,0.0,0.0,0.0,,,0.0,,0.0,0.0,117.87773750000002,-9.30036684955678,-1.0,0.0,3.0,0.0,0.0,0.046724557876586914,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.020210000000020045,-1.128289144950942,0.0,0.0,,0.0,8.799212598425228,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,383.5138209499337,-0.0,12.8,-0.0,89.32859581715003,0.0,0.0,,1.0,0.166748046875,0.0,0.0,0.0,0.0,0.0,-1.4034830440109325E10,0.0,891.4285888671875,0.04178600000000188,12.611331054687499,1.0,,0.0,6.373179277880259,,8.799212598425228,1.0,0.0,0.0,0.46918345593858,0.0,0.0,0.0,0.392333984375,12.0,0.0,0.0,0.0,0.0,0.44140625,1.0,0.492235392332077,0.0,0.0,0.0,,0.0,1.0,0.0,0.0,0.0,321.4340731867584,0.0,,0.0,0.0,0.0,
