TIME,Operator Controller Unjam Command,Ball Counter Ball Count,IMU Filtered X Angle,Shooter Motor 2 Speed,Shooter Desired Speed,Right Intern Moter Current,Distance Sensor Raw Voltage,Driver FwdRev Command,Operator Controller Climb Speed Command,IMU Filtered Y Angle,Rotate to Color,Color Needed,Shooter Motor 1 Speed,Shooter State Command,Raspberry Pi Duration,Pneumatics Compressor Current,Raspberry Pi Angle,Climber Input Command,Hopper Spark Right Cmd,Operator Controller Shoot Command,Left Climber Current,botDesPoseY,botDesPoseX,Drivetrain Op Mode,botDesPoseT,Left Intern Moter Current,Intake Motor Current,Pneumatics Main System Pressure,Drivetrain Heading Correction Command,Left Master Moter Current,Drivetrain Right Motor Output Duty Cycle,Conveyor Motor Speed Command,Raspberry Pi Framerate,Operator Controller Eject Desired Command,Panel 3.25 spin,Conveyor Intake End Ball Present,Intake Speed State,Operator Controller Ctrl Panel Three Rotations Command,Main Loop Call Period,IMU Comp X Angle,Shooter Motor 1 Current,roboRIO Sys Memory Load,Operator Controller Photon Cannon Command,Ball Counter Sensor Distance,Photon Cannon State,Robot Brownout,botActPoseT,botActPoseX,botActPoseY,Battery Current Draw,Drivetrain Left Motor output Duty Cycle,Driver Rotate Command,Climber Upper Limit Switch,Drivetrain Pose Angle,Drivetrain Left Wheel Actual Speed,Battery Voltage,Hopper Spark Left Current,Operator Controller Prep to Shoot Command,roboRIO JVM Memory Load,Climber Lower Limit Switch,Color Sensor Blue Intensity,Drivetrain Left Wheel Desired Speed,Operator Controller Climb Enable Command,Ball Counter Ball Height State,Right Climber Current,Operator Controller Ctrl Panel Seek To Color Command,Hopper Spark Left Cmd,Raspberry Pi Stable Target,Driver Snail Mode Command,Shooter Actual Speed,Main Loop Process Duration,roboRIO CPU Load,Distance Sensor Available,Pneumatics Cutoff Switch State,IMU Comp Y Angle,Color Sensor Match Color,Conveyor Motor Current,Color Sensor Red Intensity,Hopper Spark Right Current,Dataserver File Logger Queue Length,Drivetrain Right Wheel Desired Speed,Driver Auto Align Command,Operator Controller Intake Desired Command,Shooter Motor 2 Current,Color Sensor Green Intensity,Robot CAN Bus Utilization,Right Master Moter Current,Distance Sensor Distance,Climber Motor Command,Dataserver Stored Samples,Shooter Under Load,Drivetrain Right Wheel Actual Speed,Conveyor Shooter End Ball Present,Drivetrain Desired Heading,Raspberry Pi Visible Target,Intake Position State,Raspberry Pi Vision System Online,Shooter Control Mode,
sec,bool,count,deg,RPM,RPM,Amps,V,cmd,cmd,deg,degrees,Color,RPM,state,sec,A,deg,cmd,Cmd,bool,Amp,ft,ft,mode,deg,Amps,A,psi,RPM,Amps,pct,pct,fps,bool,degrees,bool,state,bool,sec,deg,A,pct,bool,in,bool,bool,deg,ft,ft,A,pct,cmd,boolean,deg,RPM,V,Amp,bool,pct,boolean,intensity,RPM,bool,heightState,Amp,bool,Cmd,boolean,bool,RPM,sec,pct,bool,bool,deg,color,Amps,intensity,Amp,count,RPM,bool,bool,A,intensity,pct,Amps,in,cmd,count,boolean,RPM,bool,deg,boolean,state,bool,state,
63.382754,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.10103600000000057,,,,,,,,,,,,,,,,,,,,,,,,,,,,
63.505454,,,,,,,,,,,,,,,,0.5,,,,,,,,,,,,132.586654425,,,,,,,,,,,0.12270000000000181,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
63.505677,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
63.505454,,,0.0,,,91.15625,,,,0.0,0.0,-1.0,,,-1.0,,-1.0,0.0,,,0.0,,,0.0,,91.15625,,,0.0,91.15625,1.2207403779029846E-4,,-1.0,,0.0,,,,,0.0,,,,,,0.0,,,,0.0,1.5259254723787308E-4,,-1.0,0.0,-3.2546104193897918E-6,11.75,,,,-1.0,0.0,0.0,,,,,,0.0,,,0.05862899999999627,,,,0.0,-1.0,,0.0,,16.0,0.0,,,,0.0,0.1270558387041092,91.15625,,0.0,0.0,,-3.2546104193897918E-6,,0.0,0.0,,0.0,,
63.566637,,,,,,,,,,,,,,,,0.5,,,,,,,,,,,,132.586654425,,,,,,,,,,,0.061182999999999765,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
63.566839,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
63.566637,,,0.0,,,91.15625,,,,0.0,0.0,-1.0,,,-1.0,,-1.0,0.0,,,0.0,,,0.0,,91.15625,,,0.0,91.15625,0.00158696249127388,,-1.0,,0.0,,,,,0.0,,,,,,0.0,,,,0.0,0.0016174810007214546,,-1.0,0.0,-3.2546104193897918E-6,11.75,,,,-1.0,0.0,0.0,,,,,,0.0,,,0.06911300000000153,,,,0.0,-1.0,,0.0,,64.0,0.0,,,,0.0,0.12250804901123047,91.15625,,0.0,0.0,,-3.2546104193897918E-6,,0.0,0.0,,0.0,,
63.639533,,,,,,,,,,,,,,,,0.5,,,,,,,,,,,,132.54087806249998,,,,,,,,,,,0.07289600000000007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
63.639707,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
63.639533,,,0.0,,,91.15625,,,,0.0,0.0,-1.0,,,-1.0,,-1.0,0.0,,,0.0,,,0.0,,91.15625,,,0.0,91.15625,1.2207403779029846E-4,,-1.0,,0.0,,,,,0.0,,,,,,0.0,,,,0.0,1.5259254723787308E-4,,-1.0,0.0,-3.2546104193897918E-6,11.75,,,,-1.0,0.0,0.0,,,,,,0.0,,,0.05699099999999646,,,,0.0,-1.0,,0.0,,16.0,0.0,,,,0.0,0.12922169268131256,91.15625,,0.0,0.0,,-3.2546104193897918E-6,,0.0,0.0,,0.0,,
63.710709,,,,,,,,,,,,,,,,0.5,,,,,,,,,,,,132.586654425,,,,,,,,,,,0.07117600000000124,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
63.711368,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
63.710709,,,0.0,,,91.15625,,,,0.0,0.0,-1.0,,,-1.0,,-1.0,0.0,,,0.0,,,0.0,,91.15625,,,0.0,91.15625,1.2207403779029846E-4,,-1.0,,0.0,,,,,0.0,,,,,,0.0,,,,0.0,1.5259254723787308E-4,,-1.0,0.0,-3.2546104193897918E-6,11.75,,,,-1.0,0.0,0.0,,,,,,0.0,,,0.05507199999999557,,,,0.0,-1.0,,0.0,,16.0,0.0,,,,0.0,0.13404744863510132,91.15625,,0.0,0.0,,-3.2546104193897918E-6,,0.0,0.0,,0.0,,
63.767441,,,,,,,,,,,,,,,,0.5,,,,,,,,,,,,132.586654425,,,,,,,,,,,0.056731999999996674,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
63.767672,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
63.767441,,,0.0,,,91.15625,,,,0.0,0.0,-1.0,,,-1.0,,-1.0,0.0,,,0.0,,,0.0,,91.15625,,,0.0,91.15625,0.00158696249127388,,-1.0,,0.0,,,,,0.0,,,,,,0.0,,,,0.0,0.0016174810007214546,,-1.0,0.0,-3.2546104193897918E-6,11.75,,,,-1.0,0.0,0.0,,,,,,0.0,,,0.05044700000000546,,,,0.0,-1.0,,0.0,,64.0,0.0,,,,0.0,0.11426541954278946,91.15625,,0.0,0.0,,-3.2546104193897918E-6,,0.0,0.0,,0.0,,
63.820943,,,,,,,,,,,,,,,,0.5,,,,,,,,,,,,132.586654425,,,,,,,,,,,0.053502000000001715,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
63.821078,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
63.820943,,,0.0,,,91.15625,,,,0.0,0.0,-1.0,,,-1.0,,-1.0,0.0,,,0.0,,,0.0,,91.15625,,,0.0,91.15625,1.2207403779029846E-4,,-1.0,,0.0,,,,,0.0,,,,,,0.0,,,,0.0,1.5259254723787308E-4,,-1.0,0.0,-3.2546104193897918E-6,11.75,,,,-1.0,0.0,0.0,,,,,,0.0,,,0.05211700000000263,,,,0.0,-1.0,,0.0,,16.0,0.0,,,,0.0,0.12741227447986603,91.15625,,0.0,0.0,,-3.2546104193897918E-6,,0.0,0.0,,0.0,,
63.87452,,,,,,,,,,,,,,,,0.5,,,,,,,,,,,,132.586654425,,,,,,,,,,,0.0535769999999971,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
63.87465300000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
63.87452,,,0.0,,,91.15625,,,,0.0,0.0,-1.0,,,-1.0,,-1.0,0.0,,,0.0,,,0.0,,91.15625,,,0.0,91.15625,0.00158696249127388,,-1.0,,0.0,,,,,0.0,,,,,,0.0,,,,0.0,0.0016174810007214546,,-1.0,0.0,-3.2546104193897918E-6,11.75,,,,-1.0,0.0,0.0,,,,,,0.0,,,0.05028400000000488,,,,0.0,-1.0,,0.0,,64.0,0.0,,,,0.0,0.1492931842803955,91.15625,,0.0,0.0,,-3.2546104193897918E-6,,0.0,0.0,,0.0,,
63.926536,,,,,,,,,,,,,,,,0.5,,,,,,,,,,,,132.586654425,,,,,,,,,,,0.05201600000000184,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
63.92667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
63.926536,,,0.0,,,91.15625,,,,0.0,0.0,-1.0,,,-1.0,,-1.0,0.0,,,0.0,,,0.0,,91.15625,,,0.0,91.15625,1.2207403779029846E-4,,-1.0,,0.0,,,,,0.0,,,,,,0.0,,,,0.0,1.5259254723787308E-4,,-1.0,0.0,-3.2546104193897918E-6,11.75,,,,-1.0,0.0,0.0,,,,,,0.0,,,0.05193100000000328,,,,0.0,-1.0,,0.0,,16.0,0.0,,,,0.0,0.10598236322402954,91.15625,,0.0,0.0,,-3.2546104193897918E-6,,0.0,0.0,,0.0,,
63.98149,,,,,,,,,,,,,,,,0.5,,,,,,,,,,,,132.6324307875,,,,,,,,,,,0.05495400000000217,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
63.98162799999999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
63.98149,,,0.0,,,91.15625,,,,0.0,0.0,-1.0,,,-1.0,,-1.0,0.0,,,0.0,,,0.0,,91.15625,,,0.0,91.15625,0.00158696249127388,,-1.0,,0.0,,,,,0.0,,,,,,0.0,,,,0.0,0.0016174810007214546,,-1.0,0.0,-3.2546104193897918E-6,11.75,,,,-1.0,0.0,0.0,,,,,,0.0,,,0.050915999999993744,,,,0.0,-1.0,,0.0,,64.0,0.0,,,,0.0,0.12475975602865219,91.15625,,0.0,0.0,,-3.2546104193897918E-6,,0.0,0.0,,0.0,,
64.034179,,,,,,,,,,,,,,,,0.5,,,,,,,,,,,,132.586654425,,,,,,,,,,,0.05268899999999377,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
64.034314,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
64.034179,,,0.0,,,91.15625,,,,0.0,0.0,-1.0,,,-1.0,,-1.0,0.0,,,0.0,,,0.0,,91.15625,,,0.0,91.15625,1.2207403779029846E-4,,-1.0,,0.0,,,,,0.0,,,,,,0.0,,,,0.0,1.5259254723787308E-4,,-1.0,0.0,-3.2546104193897918E-6,11.2,,,,-1.0,0.0,0.0,,,,,,0.0,,,0.0548870000000079,,,,0.0,-1.0,,0.0,,16.0,0.0,,,,0.0,0.1459231972694397,91.15625,,0.0,0.0,,-3.2546104193897918E-6,,0.0,0.0,,0.0,,
64.090538,,,,,,,,,,,,,,,,10.9375,,,,,,,,,,,,132.586654425,,,,,,,,,,,0.05635900000000049,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
64.090674,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
64.090538,,,0.0,,,91.15625,,,,0.0,0.0,-1.0,,,-1.0,,-1.0,0.0,,,0.0,,,0.0,,91.15625,,,0.0,91.15625,0.0016785180196166039,,-1.0,,0.0,,,,,0.0,,90.8,,,,0.0,,,,0.0,0.0017090365290641785,,-1.0,0.0,-3.2546104193897918E-6,11.600000000000001,,,59.862643731454,-1.0,0.0,0.0,,,,,,0.0,,,0.05186300000001154,78.5,,,0.0,-1.0,,0.0,,67.0,0.0,,,,0.0,0.12276488542556763,91.15625,,0.0,0.0,,-3.2546104193897918E-6,,0.0,0.0,,0.0,,
64.143974,,,,,,,,,,,,,,,,9.0,,,,,,,,,,,,132.586654425,,,,,,,,,,,0.053436000000004924,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
64.144107,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
64.143974,,,0.0,,,91.15625,,,,0.0,0.0,-1.0,,,-1.0,,-1.0,0.0,,,0.0,,,0.0,,91.15625,,,0.0,91.15625,1.2207403779029846E-4,,-1.0,,0.0,,,,,0.0,,,,,,0.0,,,,0.0,1.5259254723787308E-4,,-1.0,0.0,-3.2546104193897918E-6,11.600000000000001,,,,-1.0,0.0,0.0,,,,,,0.0,,,0.05178200000000288,,,,0.0,-1.0,,0.0,,16.0,0.0,,,,0.0,0.19329547882080078,91.15625,,0.0,0.0,,-3.2546104193897918E-6,,0.0,0.0,,0.0,,
64.197197,,,,,,,,,,,,,,,,7.09375,,,,,,,,,,,,132.586654425,,,,,,,,,,,0.053223000000002685,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
64.197328,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
64.197197,,,0.0,,,91.15625,,,,0.0,0.0,-1.0,,,-1.0,,-1.0,0.0,,,0.0,,,0.0,,91.15625,,,0.0,91.15625,0.00158696249127388,,-1.0,,0.0,,,,,0.0,,,,,,0.0,,,,0.0,0.0016174810007214546,,-1.0,0.0,-3.2546104193897918E-6,11.5,,,,-1.0,0.0,0.0,,,,,,0.0,,,0.04966999999999189,,,,0.0,-1.0,,0.0,,64.0,0.0,,,,0.0,0.13941626250743866,91.15625,,0.0,0.0,,-3.2546104193897918E-6,,0.0,0.0,,0.0,,
64.248322,,,,,,,,,,,,,,,,6.90625,,,,,,,,,,,,132.586654425,,,,,,,,,,,0.05112499999999898,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
64.248453,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
64.248322,,,0.0,,,91.15625,,,,0.0,0.0,-1.0,,,-1.0,,-1.0,0.0,,,0.0,,,0.0,,91.15625,,,0.0,91.15625,1.2207403779029846E-4,,-1.0,,0.0,,,,,0.0,,,,,,0.0,,,,0.0,1.5259254723787308E-4,,-1.0,0.0,-3.2546104193897918E-6,11.55,,,,-1.0,0.0,0.0,,,,,,0.0,,,0.04926799999999787,,,,0.0,-1.0,,0.0,,16.0,0.0,,,,0.0,0.11696834117174149,91.15625,,0.0,0.0,,-3.2546104193897918E-6,,0.0,0.0,,0.0,,
64.298914,,,,,,,,,,,,,,,,6.96875,,,,,,,,,,,,132.586654425,,,,,,,,,,,0.05059199999999464,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,
64.299068,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
