TIME,Operator Controller Unjam Command,Ball Counter Ball Count,IMU Filtered X Angle,Shooter Motor 2 Speed,Shooter Desired Speed,Right Intern Moter Current,Robot Front Tilt Angle,Driver FwdRev Command,Control Panel State Machine Game Data Color Command,Operator Controller Climb Speed Command,IMU Filtered Y Angle,Hopper Motor Left Cmd,Shooter Motor 1 Speed,Hopper Motor Right Current,Total Tilt Angle,Pneumatics Compressor Current,Shots Taken,Climber Input Command,Operator Controller Shoot Command,Control Panel Actual Angle,Climber Motor 2 Current,botDesPoseY,botDesPoseX,Drivetrain Op Mode,botDesPoseT,Left Intern Moter Current,Intake Motor Current,Pneumatics Main System Pressure,Drivetrain Heading Correction Command,Shooter Wheel Current Control Mode,Shooter Motor 2 Percent,Control Panel Desired Angle,Shooter Input Mode Command,Left Master Moter Current,Drivetrain Right Motor Output Duty Cycle,Vision Raspberry Pi Duration,Conveyor Motor Speed Command,Vision Raspberry Pi Visible Target,Operator Controller Eject Desired Command,Control Panel State Machine 3.25 spin,Hopper Motor Right Cmd,Conveyor Intake End Ball Present,Intake Speed State,Ball Distance Sensor Raw Voltage,Operator Controller Ctrl Panel Three Rotations Command,Shooter Motor 2 in Voltage,Main Loop Call Period,IMU Comp X Angle,Shooter Motor 1 Current,Control Panel State Machine Rotate to Color,roboRIO Sys Memory Load,Operator Controller Photon Cannon Command,Ball Counter Sensor Distance,Robot Brownout,botActPoseT,botActPoseX,botActPoseY,Climber Motor 1 Current,Driver Auto Align and Shoot Command,Shooter Motor 1 Percent,Drivetrain Left Motor output Duty Cycle,Intake Fault,Driver Rotate Command,Climber Upper Limit Switch,Drivetrain Pose Angle,Intake Motor Speed,Robot Battery Voltage,Drivetrain Left Wheel Actual Speed,Shooter Motor 1 in Voltage,Robot Side Tilt Angle,Robot Battery Current Draw,Operator Controller Prep to Shoot Command,roboRIO JVM Memory Load,Climber Lower Limit Switch,Color Sensor Blue Intensity,Drivetrain Left Wheel Desired Speed,Operator Controller Climb Enable Command,Control Panel Motor Current,Ball Counter Ball Height State,Operator Controller Ctrl Panel Seek To Color Command,Conveyor Position,Driver Snail Mode Command,Shooter Actual Speed,RIO Input Voltage,Main Loop Process Duration,Ball Distance Sensor Available,roboRIO CPU Load,Intake Speed Command,Vision Raspberry Pi Framerate,RIO 3V Supply Voltage,Ball Distance Sensor Distance,Pneumatics Cutoff Switch State,Intake Solenoid Command,IMU Comp Y Angle,Vision Raspberry Pi Stable Target,Color Sensor Match Color,Conveyor Motor Current,Color Sensor Red Intensity,Dataserver File Logger Queue Length,Drivetrain Right Wheel Desired Speed,Vision Raspberry Pi Angle,Operator Controller Intake Desired Command,Shooter Motor 2 Current,Color Sensor Green Intensity,Vision Raspberry Pi Vision System Online,Robot CAN Bus Utilization,Right Master Moter Current,Climber Motor Command,PDP Cooling Fans Current,RIO 6V Supply Voltage,Dataserver Stored Samples,Shooter Under Load,Drivetrain Right Wheel Actual Speed,Conveyor Shooter End Ball Present,PDP Upper Board Current,Drivetrain Desired Heading,Driver Auto Align Only Command,RIO 5V Supply Voltage,Intake Position State,Hopper Motor Left Current,Driver Flip Front/Back Command,
sec,bool,count,deg,RPM,RPM,A,degrees,cmd,color,cmd,deg,cmd,RPM,A,degrees,A,balls,cmd,bool,deg,A,ft,ft,mode,deg,A,A,psi,RPM,state,pct,deg,state,A,pct,sec,pct,bool,bool,degrees,cmd,bool,state,V,bool,V,sec,deg,A,degrees,pct,bool,in,bool,deg,ft,ft,A,bool,pct,pct,bits,cmd,state,deg,RPM,V,RPM,V,degrees,A,bool,pct,state,sat,RPM,bool,A,heightState,bool,feet,bool,RPM,V,sec,bool,pct,cmd,fps,V,in,bool,bool,deg,bool,color,A,sat,count,RPM,deg,bool,A,sat,bool,pct,A,cmd,A,V,count,bool,RPM,bool,A,deg,bool,V,state,A,bool,
79.401909,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.023684000000002925,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
79.506268,0.0,0.0,0.20147200217434752,0.0,0.0,0.0,,0.0,,0.0,358.23684526953895,0.0,-0.0,0.0,,,0.0,0.0,0.0,,0.0,,,0.0,,0.0,0.0,,0.0,-1.0,0.0,,3.0,0.0,0.0,0.04517507553100586,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,12.640625,0.10435900000000231,-1.466278609078464,0.0,,,0.0,8.85826771653544,,,,,0.0,0.0,0.0,0.0,0.0,-0.0040346956749858975,0.0,1.233504832090432,-0.0,,-0.0,12.6953125,,,0.0,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,0.035256999999987215,1.0,,0.0,6.518339855344993,,8.85826771653544,,0.0,-0.092586341710266,0.0,,0.0,,,0.0,0.0,0.0,0.0,,1.0,,0.0,0.0,,,,1.0,0.0,1.0,,0.0,0.0,,0.0,0.0,0.0,
79.552362,0.0,0.0,357.1211391460639,0.0,0.0,0.0,,0.0,,0.0,0.2830486515833885,0.0,-0.0,0.0,,,0.0,0.0,0.0,,0.0,,,0.0,,0.0,0.0,,0.0,-1.0,0.0,,3.0,0.03125,-0.0040894802659749985,0.04517507553100586,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,12.6328125,0.04609399999999653,-1.4704893241789196,0.0,,,0.0,8.759842519685048,,,,,0.0,0.0,0.0,0.004150517284870148,0.0,-0.0040346956749858975,0.0,1.2355895911014219,-0.0,,-0.0,12.671875,,,0.0,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,0.011270999999993592,1.0,,0.0,6.518339855344993,,8.759842519685048,,0.0,-0.08979189014912957,0.0,,0.0,,,0.0,0.0,0.0,0.0,,1.0,,0.0,0.0,,,,1.0,0.0,1.0,,0.0,0.0,,0.0,0.0,0.0,
79.570314,0.0,0.0,357.10873441246656,0.0,0.0,0.125,,0.0,,0.0,359.90366525251204,0.0,-0.0,0.0,,,0.0,0.0,0.0,,0.0,,,0.0,,0.1875,0.0,,0.0,-1.0,0.0,,3.0,0.15625,-0.0040894802659749985,0.060730934143066406,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,12.578125,0.017951999999993973,-1.4701602516752197,0.0,,,0.0,8.799212598425205,,,,,0.0,0.0,0.0,0.004150517284870148,0.0,-0.0040346956749858975,0.0,1.2356219438486753,-0.0,,-0.0,12.71875,,,0.0,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,0.011414999999999509,1.0,,0.0,6.56718586575979,,8.799212598425205,,0.0,-0.0891732851331664,0.0,,0.0,,,0.0,0.0,0.0,0.0,,1.0,,0.15625,0.0,,,,1.0,0.0,1.0,,0.0,0.0,,0.0,0.0,0.0,
79.587313,0.0,0.0,357.9165611695921,0.0,0.0,0.15625,,0.0,,0.0,359.85467560119486,0.0,-0.0,0.0,,,0.0,0.0,0.0,,0.0,,,0.0,,0.15625,0.0,,0.0,-1.0,0.0,,3.0,0.1875,-0.0040894802659749985,0.060730934143066406,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,12.640625,0.016998999999998432,-1.4710464575745015,0.0,,,0.0,8.85826771653544,,,,,0.0,0.0,0.0,0.004150517284870148,0.0,-0.0040346956749858975,0.0,1.2362100119805441,-0.0,,-0.0,12.703125,,,0.0,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,0.015724000000005844,1.0,,0.0,6.56718586575979,,8.85826771653544,,0.0,-0.08854843543364885,0.0,,0.0,,,0.0,0.0,0.0,0.0,,1.0,,0.15625,0.0,,,,1.0,0.0,1.0,,0.0,0.0,,0.0,0.0,0.0,
79.624766,0.0,0.0,0.14156996793802304,0.0,0.0,0.15625,,0.0,,0.0,359.10335443492255,0.0,-0.0,0.0,,,0.0,0.0,0.0,,0.0,,,0.0,,0.1875,0.0,,0.0,-1.0,0.0,,3.0,0.15625,-0.0040894802659749985,0.060730934143066406,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,12.5859375,0.03745299999999929,-1.4617763673637076,0.0,,,0.0,8.799212598425203,,,,,0.0,0.0,0.0,0.004181035794317722,0.0,-0.0040346956749858975,0.0,1.2366839128596667,-0.0,,-0.0,12.7265625,,,0.0,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,0.011016000000012127,1.0,,0.0,6.56718586575979,,8.799212598425203,,0.0,-0.09822959728125069,0.0,,0.0,,,0.0,0.0,0.0,0.0,,1.0,,0.15625,0.0,,,,1.0,0.0,1.0,,0.0,0.0,,0.0,0.0,0.0,
79.639878,0.0,0.0,359.8585372419488,0.0,0.0,0.15625,,0.0,,0.0,359.38698391647404,0.0,-0.0,0.0,,,0.0,0.0,0.0,,0.0,,,0.0,,0.1875,0.0,,0.0,-1.0,0.0,,3.0,0.15625,-0.0040894802659749985,0.060730934143066406,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,12.640625,0.015112000000002013,-1.460700991776168,0.0,,,0.0,8.740157480314966,,,,,0.0,0.0,0.0,0.004181035794317722,0.0,-0.0040346956749858975,0.0,1.2385425009915356,-0.0,,-0.0,12.734375,,,0.0,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,0.014981000000005906,1.0,,0.0,6.56718586575979,,8.740157480314966,,0.0,-0.1020194516735986,0.0,,0.0,,,0.0,0.0,0.0,0.0,,1.0,,0.15625,0.0,,,,1.0,0.0,1.0,,0.0,0.0,,0.0,0.0,0.0,
79.679648,0.0,0.0,359.95017871889075,0.0,0.0,0.15625,,0.0,,0.0,359.6014271621559,0.0,-0.0,0.0,,,0.0,0.0,0.0,,0.0,,,0.0,,0.1875,0.0,,0.0,-1.0,0.0,,3.0,0.15625,-0.0040894802659749985,0.060730934143066406,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,12.5390625,0.0397700000000043,-1.4665007313411362,0.0,,,0.0,8.799212598425203,,,,,0.0,0.0,0.0,0.004150517284870148,0.0,-0.0040346956749858975,0.0,1.2402196802223064,-0.0,,-0.0,12.6328125,,,0.0,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,0.011876999999998361,1.0,,0.0,6.56718586575979,,8.799212598425203,,0.0,-0.10273479162145285,0.0,,0.0,,,0.0,0.0,0.0,0.0,,1.0,,0.125,0.0,,,,1.0,0.0,1.0,,0.0,0.0,,0.0,0.0,0.0,
79.701597,0.0,0.0,359.16090312599664,0.0,0.0,0.15625,,0.0,,0.0,359.95338509056097,0.0,-0.0,0.0,,,0.0,0.0,0.0,,0.0,,,0.0,,0.1875,0.0,,0.0,-1.0,0.0,,3.0,0.1875,-0.0040894802659749985,0.060730934143066406,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,12.609375,0.021949000000006436,-1.4599022736032354,0.0,,,0.0,8.818897637795281,,,,,0.0,0.0,0.0,0.004150517284870148,0.0,-0.0040346956749858975,0.0,1.239616839233296,-0.0,,-0.0,12.7265625,,,0.0,,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,0.014225999999993633,1.0,,0.0,6.56718586575979,,8.818897637795281,,0.0,-0.10970324140873475,0.0,,0.0,,,0.0,0.0,0.0,0.0,,1.0,,0.15625,0.0,,,,1.0,0.0,1.0,,0.0,0.0,,0.0,0.0,0.0,
