TIME,Operator Controller Unjam Command,shooterCtrl.shooterSpeedErrorAbs,climber.motorCmd,IMU Filtered X Angle,hopper.conv.opMode,Right Intern Moter Current,climber.upperLimitSwitch.stateDbnc,Driver FwdRev Command,Control Panel State Machine Game Data Color Command,Operator Controller Climb Speed Command,IMU Filtered Y Angle,Driver Trench To Loading Align Only Command,Pneumatics Compressor Current,Operator Controller Shoot Command,Control Panel Actual Angle,intakeCtrl.posState,shooterCtrl.underLoad,climber.motor2Current,botDesPoseY,botDesPoseX,Drivetrain Op Mode,botDesPoseT,Left Intern Moter Current,Pneumatics Main System Pressure,hopper.conv.intakeEndSensor.ballsInConveyor,Drivetrain Heading Correction Command,Driver Loading To Trench Command,Left Master Moter Current,Control Panel Desired Angle,Drivetrain Right Motor Output Duty Cycle,Vision Raspberry Pi Duration,Vision Raspberry Pi Visible Target,Operator Controller Eject Desired Command,Control Panel State Machine 3.25 spin,Operator Controller Ctrl Panel Three Rotations Command,hopper.conv.shooterEndSensorTriggeredDbnc,IMU Comp X Angle,Control Panel State Machine Rotate to Color,roboRIO Sys Memory Load,hopper.conv.conveyorPosition,hopper.conv.intakeEndSensor.curBallHeight,Robot Brownout,botActPoseT,intakeCtrl.intkCommand,hopper.conv.motorCurrent,botActPoseX,botActPoseY,climber.motor1Current,hopper.hopperOpMode,Driver Auto Align and Shoot Command,Drivetrain Left Motor output Duty Cycle,Driver Rotate Command,Driver Turn 180 Deg Command,Drivetrain Pose Angle,loopTiming.loopPeriodSec,Robot Battery Voltage,shooterCtrl.shooterHoldCmdVoltage,intakeCtrl.spdState,Drivetrain Left Wheel Actual Speed,Operator Controller Prep to Shoot Command,Robot Battery Current Draw,shooterCtrl.currentStateShooter,roboRIO JVM Memory Load,Drivetrain Left Wheel Desired Speed,Operator Controller Climb Enable Command,Control Panel Motor Current,shooterCtrl.shooterActualSpeed_rpm,Operator Controller Ctrl Panel Seek To Color Command,Driver Snail Mode Command,RIO Input Voltage,roboRIO CPU Load,Match Time,Vision Raspberry Pi Framerate,RIO 3V Supply Voltage,Pneumatics Cutoff Switch State,Operator Controller Shot Speed Increment,Driver Auto Align Close and Shoot Command,IMU Comp Y Angle,Vision Raspberry Pi Stable Target,hopper.conv.intakeEndSensorTriggered,hopper.HopperSparkLeftCmd,climber.climbEnabled,Drivetrain Right Wheel Desired Speed,Dataserver File Logger Queue Length,Vision Raspberry Pi Angle,Operator Controller Intake Desired Command,shooterCtrl.adjustedSetpointRPM,Operator Controller Shot Speed Decrement,Vision Raspberry Pi Vision System Online,climber.climbCMD,hopper.HopperSparkRightCmd,Right Master Moter Current,Robot CAN Bus Utilization,hopper.conv.intakeEndSensor.curConveyorDirection,PDP Cooling Fans Current,RIO 6V Supply Voltage,Drivetrain Right Wheel Actual Speed,Dataserver Stored Samples,PDP Upper Board Current,Drivetrain Desired Heading,Driver Auto Align Only Command,RIO 5V Supply Voltage,climber.lowerLimitSwitch.stateDbnc,hopper.conv.intakeEndSensor.ballHeightIn,Driver Flip Front/Back Command,loopTiming.loopDurationSec,
sec,bool,,,deg,,A,,cmd,color,cmd,deg,bool,A,bool,deg,,,,ft,ft,mode,deg,A,psi,,RPM,bool,A,deg,pct,sec,bool,bool,degrees,bool,,deg,degrees,pct,,,bool,deg,,,ft,ft,,,bool,pct,cmd,bool,deg,,V,,,RPM,bool,A,,pct,RPM,bool,A,,bool,bool,V,pct,s,fps,V,bool,bool,bool,deg,bool,,,bool,RPM,count,deg,bool,,bool,bool,cmd,,A,pct,,A,V,RPM,count,A,deg,bool,V,,,bool,,
692.39046,0.0,,,358.66242833952725,,0.0,,-0.0,-1.0,0.0,7.632180720876694,0.0,,0.0,,,,,,,0.0,,0.0,,,0.0,0.0,0.0,,0.0,0.098968505859375,0.0,0.0,0.0,0.0,,0.673201555371607,0.0,,,,,,,,,,,,0.0,0.0,-0.005589647272174003,0.0,1675.4283885240234,,,,,-0.0,0.0,,,,0.0,0.0,,,0.0,1.0,,,,5.888568945595757,,,0.0,0.0,-0.15983827401181105,0.0,,,,0.0,,0.0,0.0,,0.0,1.0,,,0.0,,,,,0.0,,,130.7665827371379,0.0,,,,0.0,,
692.400755,,0.0,0.0,,1.0,,0.0,,,,,,,,,0.0,1.0,0.0,,,,,,,17.0,,,,,,,,,,,0.0,,,,-1.8540985373581326E10,0.0,,,0.0,0.0,,,0.0,1.0,,,,,,0.4567019999999502,,7.2166752689518034,0.0,,,,0.0,,,,,-0.0,,,,,,,,,,,,,0.0,0.25,0.0,,,,,3200.0,,,0.0,0.25,,,1.0,,,,,,,,,0.0,9.311023622047156,,0.42573300000003655,
692.402001,0.0,,,359.8918895096456,,0.0,,-0.0,-1.0,0.0,355.7256777792231,0.0,,0.0,,,,,,,0.0,,0.0,,,0.0,0.0,0.0,,0.0,0.098968505859375,0.0,0.0,0.0,0.0,,0.6835038108532101,0.0,,,,,,,,,,,,0.0,0.0,-0.005589647272174003,0.0,1675.434429839066,,,,,-0.0,0.0,,,,0.0,0.0,,,0.0,1.0,,,,5.888568945595757,,,0.0,0.0,-0.19976170138102706,0.0,,,,0.0,,0.0,0.0,,0.0,1.0,,,0.0,,,,,0.0,,,130.7665827371379,0.0,,,,0.0,,
692.408033,,0.0,0.0,,1.0,,0.0,,,,,,,,,0.0,1.0,0.0,,,,,,,17.0,,,,,,,,,,,0.0,,,,-1.8540985373581326E10,0.0,,,0.0,0.0,,,0.0,1.0,,,,,,0.011541000000079293,,7.2166752689518034,0.0,,,,0.0,,,,,-0.0,,,,,,,,,,,,,0.0,0.25,0.0,,,,,3200.0,,,0.0,0.25,,,1.0,,,,,,,,,0.0,9.251968503936919,,0.010945999999989908,
692.408707,0.0,,,358.80068013135275,,0.0,,-0.0,-1.0,0.0,5.514073899822274,0.0,,0.0,,,,,,,0.0,,0.0,,,0.0,0.0,0.0,,0.0,0.098968505859375,0.0,0.0,0.0,0.0,,0.6698149002963771,0.0,,,,,,,,,,,,0.0,0.0,-0.005589647272174003,0.0,1675.4365068211907,,,,,-0.0,0.0,,,,0.0,0.0,,,0.0,1.0,,,,5.888568945595757,,,0.0,0.0,-0.1683128338302171,0.0,,,,0.0,,0.0,0.0,,0.0,1.0,,,0.0,,,,,0.0,,,130.7665827371379,0.0,,,,0.0,,
692.416659,,0.0,0.0,,1.0,,0.0,,,,,,,,,0.0,1.0,0.0,,,,,,,17.0,,,,,,,,,,,0.0,,,,-1.8540985373581326E10,0.0,,,0.0,0.0,,,0.0,1.0,,,,,,0.006706000000008316,,7.2166752689518034,0.0,,,,0.0,,,,,-0.0,,,,,,,,,,,,,0.0,0.25,0.0,,,,,3200.0,,,0.0,0.25,,,1.0,,,,,,,,,0.0,9.251968503936919,,0.006299000000012711,
692.418097,0.0,,,359.649357562038,,0.0,,-0.0,-1.0,0.0,358.99185741856894,0.0,,0.0,,,,,,,0.0,,0.0,,,0.0,0.0,0.0,,0.0,0.098968505859375,0.0,0.0,0.0,0.0,,0.6815987794613405,0.0,,,,,,,,,,,,0.0,0.0,-0.005589647272174003,0.0,1675.438907423584,,,,,-0.0,0.0,,,,0.0,0.0,,,0.0,1.0,,,,5.888568945595757,,,0.0,0.0,-0.18233545186443653,0.0,,,,0.0,,0.0,0.0,,0.0,1.0,,,0.0,,,,,0.0,,,130.7665827371379,0.0,,,,0.0,,
692.423956,,0.0,0.0,,1.0,,0.0,,,,,,,,,0.0,1.0,0.0,,,,,,,17.0,,,,,,,,,,,0.0,,,,-1.8540985373581326E10,0.0,,,0.0,0.0,,,0.0,1.0,,,,,,0.009389999999939391,,7.2166752689518034,0.0,,,,0.0,,,,,-0.0,,,,,,,,,,,,,0.0,0.25,0.0,,,,,3200.0,,,0.0,0.25,,,1.0,,,,,,,,,0.0,9.251968503936919,,0.008976999999958934,
692.424599,0.0,,,358.51960730016873,,0.0,,-0.0,-1.0,0.0,359.9177650058048,0.0,,0.0,,,,,,,0.0,,0.0,,,0.0,0.0,0.0,,0.0,0.098968505859375,0.0,0.0,0.0,0.0,,0.6709071979423503,0.0,,,,,,,,,,,,0.0,0.0,-0.005589647272174003,0.0,1675.4439542641578,,,,,-0.0,0.0,,,,0.0,0.0,,,0.0,1.0,,,,5.888568945595757,,,0.0,0.0,-0.16357870973471433,0.0,,,,0.0,,0.0,0.0,,0.0,1.0,,,0.0,,,,,0.0,,,130.7665827371379,0.0,,,,0.0,,
692.430333,,0.0,0.0,,1.0,,0.0,,,,,,,,,0.0,1.0,0.0,,,,,,,17.0,,,,,,,,,,,0.0,,,,-1.8540985373581326E10,0.0,,,0.0,0.0,,,0.0,1.0,,,,,,0.006501999999954933,,7.2166752689518034,0.0,,,,0.0,,,,,-0.0,,,,,,,,,,,,,0.0,0.25,0.0,,,,,3200.0,,,0.0,0.25,,,1.0,,,,,,,,,0.0,9.271653543306996,,0.0061460000000579385,
692.43088,0.0,,,1.5936038972360282,,0.0,,-0.0,-1.0,0.0,357.56230223614926,0.0,,0.0,,,,,,,0.0,,0.0,,,0.0,0.0,0.0,,0.0,0.098968505859375,0.0,0.0,0.0,0.0,,0.6823255878745054,0.0,,,,,,,,,,,,0.0,0.0,-0.005589647272174003,0.0,1675.4458358862823,,,,,-0.0,0.0,,,,0.0,0.0,,,0.0,1.0,,,,5.888568945595757,,,0.0,0.0,-0.18768306491818143,0.0,,,,0.0,,0.0,0.0,,0.0,1.0,,,0.0,,,,,0.0,,,130.7665827371379,0.0,,,,0.0,,
692.437031,,0.0,0.0,,1.0,,0.0,,,,,,,,,0.0,1.0,0.0,,,,,,,17.0,,,,,,,,,,,0.0,,,,-1.8540985373581326E10,0.0,,,0.0,0.0,,,0.0,1.0,,,,,,0.006281000000058157,,7.2166752689518034,0.0,,,,0.0,,,,,-0.0,,,,,,,,,,,,,0.0,0.25,0.0,,,,,3200.0,,,0.0,0.25,,,1.0,,,,,,,,,0.0,9.291338582677074,,0.005999000000088017,
692.43837,0.0,,,4.5780499955352365,,0.0,,-0.0,-1.0,0.0,3.1748515636417194,0.0,,0.0,,,,,,,0.0,,0.0,,,0.0,0.0,0.0,,0.0,0.098968505859375,0.0,0.0,0.0,0.0,,0.680610519863755,0.0,,,,,,,,,,,,0.0,0.0,-0.005589647272174003,0.0,1675.448695268407,,,,,-0.0,0.0,,,,0.0,0.0,,,0.0,1.0,,,,5.888568945595757,,,0.0,0.0,-0.17675420470871805,0.0,,,,0.0,,0.0,0.0,,0.0,1.0,,,0.0,,,,,0.0,,,130.7665827371379,0.0,,,,0.0,,
692.444738,,0.0,0.0,,1.0,,0.0,,,,,,,,,0.0,1.0,0.0,,,,,,,17.0,,,,,,,,,,,0.0,,,,-1.8540985373581326E10,0.0,,,0.0,0.0,,,0.0,1.0,,,,,,0.007489999999961583,,7.2166752689518034,0.0,,,,0.0,,,,,-0.0,,,,,,,,,,,,,0.0,0.25,0.0,,,,,3200.0,,,0.0,0.25,,,1.0,,,,,,,,,0.0,9.291338582677074,,0.0065889999999626525,
692.445197,0.0,,,2.4890888311823227,,,,-0.0,,0.0,358.8940174709499,0.0,,0.0,,,,,,,,,,,,,0.0,,,,0.098968505859375,0.0,0.0,,0.0,,0.685526884914141,,,,,,,,,,,,,0.0,,-0.005589647272174003,0.0,1675.452000958187,,,,,,0.0,,,,,0.0,,,0.0,1.0,,,,5.888568945595757,,,0.0,0.0,-0.1773383831032697,0.0,,,,,,0.0,0.0,,0.0,1.0,,,,,,,,,,,,0.0,,,,0.0,,
692.446528,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,12.3,,,,,0.0,,,,,,,,,12.0584736328125,,-1.0,,,,,,,,,,,,349.0,,,,,,,,,0.41456183791160583,,0.0,,,0.0,0.0,,,,,,,,
692.445197,,,,,,0.0,,,-1.0,,,,,,,,,,,,0.0,,0.0,,,0.0,,0.0,,0.0,,,,0.0,,,,0.0,,,,,,,,,,,,,0.0,,,,,,,,-0.0,,,,,0.0,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,0.0,,,,,0.0,,,130.7665827371379,,,,,,,
692.451093,,0.0,0.0,,1.0,,0.0,,,,,,,,,0.0,1.0,0.0,,,,,,,17.0,,,,,,,,,,,0.0,,,,-1.8540985373581326E10,0.0,,,0.0,0.0,,,0.0,1.0,,,,,,0.006827000000043881,,7.2166752689518034,0.0,,,,0.0,,,,,-0.0,,,,,,,,,,,,,0.0,0.25,0.0,,,,,3200.0,,,0.0,0.25,,,1.0,,,,,,,,,0.0,9.291338582677074,,0.006654000000025917,
692.451525,0.0,,,5.92449012205069,,0.0,,-0.0,-1.0,0.0,1.3201923471398218,0.0,,0.0,,,,,,,0.0,,0.0,,,0.0,0.0,0.0,,0.0,0.098968505859375,0.0,0.0,0.0,0.0,,0.6821180871816456,0.0,,,,,,,,,,,,0.0,0.0,-0.005589647272174003,0.0,1675.4540789508367,,,,,-0.0,0.0,,,,0.0,0.0,,,0.0,1.0,,,,5.888568945595757,,,0.0,0.0,-0.17227868181132427,0.0,,,,0.0,,0.0,0.0,,0.0,1.0,,,0.0,,,,,0.0,,,130.7665827371379,0.0,,,,0.0,,
692.459638,,0.0,0.0,,1.0,,0.0,,,,,,,,,0.0,1.0,0.0,,,,,,,17.0,,,,,,,,,,,0.0,,,,-1.8540985373581326E10,0.0,,,0.0,0.0,,,0.0,1.0,,,,,,0.006327999999939493,,7.2166752689518034,0.0,,,,0.0,,,,,-0.0,,,,,,,,,,,,,0.0,0.25,0.0,,,,,3200.0,,,0.0,0.25,,,1.0,,,,,,,,,0.0,9.291338582677074,,0.006164000000012493,
692.46054,0.0,,,2.3315669910127665,,0.0,,-0.0,-1.0,0.0,357.7656319015313,0.0,,0.0,,,,,,,0.0,,0.0,,,0.0,0.0,0.0,,0.0,0.0995948314666748,0.0,0.0,0.0,0.0,,0.6846890741601477,0.0,,,,,,,,,,,,0.0,0.0,-0.005589647272174003,0.0,1675.456700120617,,,,,-0.0,0.0,,,,0.0,0.0,,,0.0,1.0,,,,5.842015168081565,,,0.0,0.0,-0.17530123243578224,0.0,,,,0.0,,0.0,0.0,,0.0,1.0,,,0.0,,,,,0.0,,,130.7665827371379,0.0,,,,0.0,,
692.468354,,0.0,0.0,,1.0,,0.0,,,,,,,,,0.0,1.0,0.0,,,,,,,17.0,,,,,,,,,,,0.0,,,,-1.8540985373581326E10,0.0,,,0.0,0.0,,,0.0,1.0,,,,,,0.009015000000090367,,7.2166752689518034,0.0,,,,0.0,,,,,-0.0,,,,,,,,,,,,,0.0,0.25,0.0,,,,,3200.0,,,0.0,0.25,,,1.0,,,,,,,,,0.0,9.291338582677074,,0.00837500000000091,
692.469652,0.0,,,0.5962391761861987,,0.0,,-0.0,-1.0,0.0,358.99094582452796,0.0,9.0,0.0,,,,,,,0.0,,0.0,71.63898750000001,,0.0,0.0,0.0,,0.0,0.0995948314666748,0.0,0.0,0.0,0.0,,0.677814712028278,0.0,,,,,,,,,,,,0.0,0.0,-0.005589647272174003,0.0,1675.4583863827413,,,,,-0.0,0.0,,,,0.0,0.0,,,0.0,1.0,,,,5.842015168081565,,0.0,0.0,0.0,-0.16803156971054073,0.0,,,,0.0,,0.0,0.0,,0.0,1.0,,,0.0,,,,,0.0,,,130.7665827371379,0.0,,,,0.0,,
692.478967,,0.0,0.0,,1.0,,0.0,,,,,,,,,0.0,1.0,0.0,,,,,,,17.0,,,,,,,,,,,0.0,,,,-1.8540985373581326E10,0.0,,,0.0,0.0,,,0.0,1.0,,,,,,0.009111999999959153,,7.2166752689518034,0.0,,,,0.0,,,,,-0.0,,,,,,,,,,,,,0.0,0.25,0.0,,,,,3200.0,,,0.0,0.25,,,1.0,,,,,,,,,0.0,9.251968503936917,,0.008591999999907785,
692.480191,0.0,,,5.845343288834052,,0.0,,-0.0,-1.0,0.0,359.79159914873975,0.0,,0.0,,,,,,,0.0,,0.0,,,0.0,0.0,0.0,,0.0,0.0995948314666748,0.0,0.0,0.0,0.0,,0.6845497838088449,0.0,,,,,,,,,,,,0.0,0.0,-0.005589647272174003,0.0,1675.460959577784,,,,,-0.0,0.0,,,,0.0,0.0,,,0.0,1.0,,,,5.842015168081565,,,0.0,0.0,-0.16984072541151332,0.0,,,,0.0,,0.0,0.0,,0.0,1.0,,,0.0,,,,,0.0,,,130.7665827371379,0.0,,,,0.0,,
692.488808,,0.0,0.0,,1.0,,0.0,,,,,,,,,0.0,1.0,0.0,,,,,,,17.0,,,,,,,,,,,0.0,,,,-1.8540985373581326E10,0.0,,,0.0,0.0,,,0.0,1.0,,,,,,0.010538999999994303,,7.2166752689518034,0.0,,,,0.0,,,,,-0.0,,,,,,,,,,,,,0.0,0.25,0.0,,,,,3200.0,,,0.0,0.25,,,1.0,,,,,,,,,0.0,9.21259842519676,,0.009872999999970489,
692.489957,0.0,,,355.72558978486387,,0.0,,-0.0,-1.0,0.0,1.239903774973761,0.0,,0.0,,,,,,,0.0,,0.0,,,0.0,0.0,0.0,,0.0,0.0995948314666748,0.0,0.0,0.0,0.0,,0.6659693975554114,0.0,,,,,,,,,,,,0.0,0.0,-0.005589647272174003,0.0,1675.4662854872956,,,,,-0.0,0.0,,,,0.0,0.0,,,0.0,1.0,,,,5.842015168081565,,,0.0,0.0,-0.14753657105380455,0.0,,,,0.0,,0.0,0.0,,0.0,1.0,,,0.0,,,,,0.0,,,130.7665827371379,0.0,,,,0.0,,
692.497587,,0.0,0.0,,1.0,,0.0,,,,,,,,,0.0,1.0,0.0,,,,,,,17.0,,,,,,,,,,,0.0,,,,-1.8540985373581326E10,0.0,,,0.0,0.0,,,0.0,1.0,,,,,,0.009766000000013264,,7.2166752689518034,0.0,,,,0.0,,,,,-0.0,,,,,,,,,,,,,0.0,0.25,0.0,,,,,3200.0,,,0.0,0.25,,,1.0,,,,,,,,,0.0,9.21259842519676,,0.009197999999969397,
692.498222,0.0,,,2.932678596758666,,0.0,,-0.0,-1.0,0.0,359.16242774025477,0.0,,0.0,,,,,,,0.0,,0.0,,,0.0,0.0,0.0,,0.0,0.0995948314666748,0.0,0.0,0.0,0.0,,0.6831177951119469,0.0,,,,,,,,,,,,0.0,0.0,-0.005589647272174003,0.0,1675.4709592823383,,,,,-0.0,0.0,,,,0.0,0.0,,,0.0,1.0,,,,5.842015168081565,,,0.0,0.0,-0.16904609536565932,0.0,,,,0.0,,0.0,0.0,,0.0,1.0,,,0.0,,,,,0.0,,,130.7665827371379,0.0,,,,0.0,,
692.505075,,0.0,0.0,,1.0,,0.0,,,,,,,,,0.0,1.0,0.0,,,,,,,17.0,,,,,,,,,,,0.0,,,,-1.8540985373581326E10,0.0,,,0.0,0.0,,,0.0,1.0,,,,,,0.008265000000051259,,7.2166752689518034,0.0,,,,0.0,,,,,-0.0,,,,,,,,,,,,,0.0,0.25,0.0,,,,,3200.0,,,0.0,0.25,,,1.0,,,,,,,,,0.0,9.21259842519676,,0.00809500000002572,
692.505779,0.0,,,2.0283611103091186,,0.0,,-0.0,-1.0,0.0,4.640356864690632,0.0,,0.0,,,,,,,0.0,,0.0,,,0.0,0.0,0.0,,0.0,0.0995948314666748,0.0,0.0,0.0,0.0,,0.6760889950888319,0.0,,,,,,,,,,,,0.0,0.0,-0.005589647272174003,0.0,1675.473036104463,,,,,-0.0,0.0,,,,0.0,0.0,,,0.0,1.0,,,,5.842015168081565,,,0.0,0.0,-0.14667701792392732,0.0,,,,0.0,,0.0,0.0,,0.0,1.0,,,0.0,,,,,0.0,,,130.7665827371379,0.0,,,,0.0,,
692.513152,,0.0,0.0,,1.0,,0.0,,,,,,,,,0.0,1.0,0.0,,,,,,,17.0,,,,,,,,,,,0.0,,,,-1.8540985373581326E10,0.0,,,0.0,0.0,,,0.0,1.0,,,,,,0.007556999999906111,,7.2166752689518034,0.0,,,,0.0,,,,,-0.0,,,,,,,,,,,,,0.0,0.25,0.0,,,,,3200.0,,,0.0,0.25,,,1.0,,,,,,,,,0.0,9.21259842519676,,0.0071159999999963475,
692.514277,0.0,,,357.46472523673987,,0.0,,-0.0,-1.0,0.0,358.83407363371606,0.0,,0.0,,,,,,,0.0,,0.0,,,0.0,0.0,0.0,,0.0,0.0995948314666748,0.0,0.0,0.0,0.0,,0.678448084010688,0.0,,,,,,,,,,,,0.0,0.0,-0.005589647272174003,0.0,1675.478492190031,,,,,-0.0,0.0,,,,0.0,0.0,,,0.0,1.0,,,,5.842015168081565,,,0.0,0.0,-0.17010556264690238,0.0,,,,0.0,,0.0,0.0,,0.0,1.0,,,0.0,,,,,0.0,,,130.7665827371379,0.0,,,,0.0,,
692.538671,,0.0,0.0,,1.0,,0.0,,,,,,,,,0.0,1.0,0.0,,,,,,,17.0,,,,,,,,,,,0.0,,,,-1.8540985373581326E10,0.0,,,0.0,0.0,,,0.0,1.0,,,,,,0.008498000000031425,,7.2166752689518034,0.0,,,,0.0,,,,,-0.0,,,,,,,,,,,,,0.0,0.25,0.0,,,,,3200.0,,,0.0,0.25,,,1.0,,,,,,,,,0.0,9.232283464566837,,0.007660999999984597,
692.539811,0.0,,,2.974642424873697,,0.0,,-0.0,-1.0,0.0,357.5054711527553,0.0,,0.0,,,,,,,0.0,,0.0,,,0.0,0.0,0.0,,0.0,0.0995948314666748,0.0,0.0,0.0,0.0,,0.6879648009727445,0.0,,,,,,,,,,,,0.0,0.0,-0.005589647272174003,0.0,1675.4907651419717,,,,,-0.0,0.0,,,,0.0,0.0,,,0.0,1.0,,,,5.842015168081565,,,0.0,0.0,-0.17835486021702462,0.0,,,,0.0,,0.0,0.0,,0.0,1.0,,,0.0,,,,,0.0,,,130.7665827371379,0.0,,,,0.0,,
692.547275,,0.0,0.0,,1.0,,0.0,,,,,,,,,0.0,1.0,0.0,,,,,,,17.0,,,,,,,,,,,0.0,,,,-1.8540985373581326E10,0.0,,,0.0,0.0,,,0.0,1.0,,,,,,0.025533999999993284,,7.2166752689518034,0.0,,,,0.0,,,,,-0.0,,,,,,,,,,,,,0.0,0.25,0.0,,,,,3200.0,,,0.0,0.25,,,1.0,,,,,,,,,0.0,9.251968503936915,,0.024918999999954394,
692.548181,0.0,,,2.857119907639613,,0.0,,-0.0,-1.0,0.0,0.6629999279438981,0.0,,0.0,,,,,,,0.0,,0.0,,,0.0,0.0,0.0,,0.0,0.0995948314666748,0.0,0.0,0.0,0.0,,0.6816461297043347,0.0,,,,,,,,,,,,0.0,0.0,-0.005589647272174003,0.0,1675.4938189240963,,,,,-0.0,0.0,,,,0.0,0.0,,,0.0,1.0,,,,5.842015168081565,,,0.0,0.0,-0.17493793158538093,0.0,,,,0.0,,0.0,0.0,,0.0,1.0,,,0.0,,,,,0.0,,,130.7665827371379,0.0,,,,0.0,,
692.555948,,0.0,0.0,,1.0,,0.0,,,,,,,,,0.0,1.0,0.0,,,,,,,17.0,,,,,,,,,,,0.0,,,,-1.8540985373581326E10,0.0,,,0.0,0.0,,,0.0,1.0,,,,,,0.008370000000013533,,7.2166752689518034,0.0,,,,0.0,,,,,-0.0,,,,,,,,,,,,,0.0,0.25,0.0,,,,,3200.0,,,0.0,0.25,,,1.0,,,,,,,,,0.0,9.251968503936915,,0.007737000000020089,
692.558582,0.0,,,5.596835566600462,,0.0,,-0.0,-1.0,0.0,4.324676628362928,0.0,,0.0,,,,,,,0.0,,0.0,,,0.0,0.0,0.0,,0.0,0.0995948314666748,0.0,0.0,0.0,0.0,,0.6859220015345068,0.0,,,,,,,,,,,,0.0,0.0,-0.005589647272174003,0.0,1675.4997882612638,,,,,-0.0,0.0,,,,0.0,0.0,,,0.0,1.0,,,,5.842015168081565,,,0.0,0.0,-0.15226146659362208,0.0,,,,0.0,,0.0,0.0,,0.0,1.0,,,0.0,,,,,0.0,,,130.7665827371379,0.0,,,,0.0,,
692.567581,,0.0,0.0,,1.0,,0.0,,,,,,,,,0.0,1.0,0.0,,,,,,,17.0,,,,,,,,,,,0.0,,,,-1.8540985373581326E10,0.0,,,0.0,0.0,,,0.0,1.0,,,,,,0.010401000000001659,,7.2166752689518034,0.0,,,,0.0,,,,,-0.0,,,,,,,,,,,,,0.0,0.25,0.0,,,,,3200.0,,,0.0,0.25,,,1.0,,,,,,,,,0.0,9.212598425196756,,0.009899000000018532,
