TIME,Operator Controller Unjam Command,shooterCtrl.shooterSpeedErrorAbs,climber.motorCmd,IMU Filtered X Angle,hopper.conv.opMode,Right Intern Moter Current,climber.upperLimitSwitch.stateDbnc,Driver FwdRev Command,Control Panel State Machine Game Data Color Command,Operator Controller Climb Speed Command,IMU Filtered Y Angle,Driver Trench To Loading Align Only Command,Pneumatics Compressor Current,Operator Controller Shoot Command,intakeCtrl.posState,shooterCtrl.underLoad,climber.motor2Current,botDesPoseY,botDesPoseX,Drivetrain Op Mode,botDesPoseT,Left Intern Moter Current,Pneumatics Main System Pressure,hopper.conv.intakeEndSensor.ballsInConveyor,Drivetrain Heading Correction Command,Driver Loading To Trench Command,Left Master Moter Current,Drivetrain Right Motor Output Duty Cycle,Vision Raspberry Pi Duration,Vision Raspberry Pi Visible Target,Operator Controller Eject Desired Command,Control Panel State Machine 3.25 spin,Operator Controller Ctrl Panel Three Rotations Command,hopper.conv.shooterEndSensorTriggeredDbnc,IMU Comp X Angle,Control Panel State Machine Rotate to Color,roboRIO Sys Memory Load,hopper.conv.conveyorPosition,hopper.conv.intakeEndSensor.curBallHeight,Robot Brownout,botActPoseT,intakeCtrl.intkCommand,hopper.conv.motorCurrent,botActPoseX,botActPoseY,climber.motor1Current,hopper.hopperOpMode,Driver Auto Align and Shoot Command,Drivetrain Left Motor output Duty Cycle,Driver Rotate Command,Driver Turn 180 Deg Command,Drivetrain Pose Angle,loopTiming.loopPeriodSec,Robot Battery Voltage,shooterCtrl.shooterHoldCmdVoltage,intakeCtrl.spdState,Drivetrain Left Wheel Actual Speed,Operator Controller Prep to Shoot Command,Robot Battery Current Draw,shooterCtrl.currentStateShooter,roboRIO JVM Memory Load,Color Sensor Blue Intensity,Drivetrain Left Wheel Desired Speed,Operator Controller Climb Enable Command,shooterCtrl.shooterActualSpeed_rpm,Operator Controller Ctrl Panel Seek To Color Command,Driver Snail Mode Command,RIO Input Voltage,roboRIO CPU Load,Match Time,Vision Raspberry Pi Framerate,RIO 3V Supply Voltage,Pneumatics Cutoff Switch State,Operator Controller Shot Speed Increment,Driver Auto Align Close and Shoot Command,IMU Comp Y Angle,Vision Raspberry Pi Stable Target,Color Sensor Match Color,Color Sensor Red Intensity,hopper.conv.intakeEndSensorTriggered,hopper.HopperSparkLeftCmd,climber.climbEnabled,Drivetrain Right Wheel Desired Speed,Dataserver File Logger Queue Length,Vision Raspberry Pi Angle,Operator Controller Intake Desired Command,shooterCtrl.adjustedSetpointRPM,Operator Controller Shot Speed Decrement,Color Sensor Green Intensity,Vision Raspberry Pi Vision System Online,climber.climbCMD,hopper.HopperSparkRightCmd,Right Master Moter Current,Robot CAN Bus Utilization,hopper.conv.intakeEndSensor.curConveyorDirection,PDP Cooling Fans Current,RIO 6V Supply Voltage,Drivetrain Right Wheel Actual Speed,Dataserver Stored Samples,PDP Upper Board Current,Drivetrain Desired Heading,Driver Auto Align Only Command,RIO 5V Supply Voltage,climber.lowerLimitSwitch.stateDbnc,hopper.conv.intakeEndSensor.ballHeightIn,Driver Flip Front/Back Command,loopTiming.loopDurationSec,
sec,bool,,,deg,,A,,cmd,color,cmd,deg,bool,A,bool,,,,ft,ft,mode,deg,A,psi,,RPM,bool,A,pct,sec,bool,bool,degrees,bool,,deg,degrees,pct,,,bool,deg,,,ft,ft,,,bool,pct,cmd,bool,deg,,V,,,RPM,bool,A,,pct,sat,RPM,bool,,bool,bool,V,pct,s,fps,V,bool,bool,bool,deg,bool,color,sat,,,bool,RPM,count,deg,bool,,bool,sat,bool,cmd,,A,pct,,A,V,RPM,count,A,deg,bool,V,,,bool,,
104.760151,,,,358.6168042908819,,0.0,,,,,359.6184629530224,,,,,,,,,0.0,,0.0,,,0.0,,0.0,0.0,0.051590919494628906,1.0,,,,,-1.1193597120910774,,,,,,,,,,,,,,0.0,,,-0.4349225404885851,,,,,-0.0,,,,,,0.0,,,,,,,,6.562561998729515,,,,,0.021947052577585703,0.0,,,,,,0.0,,-12.037335952734493,,,,,1.0,,,0.0,,,,,0.0,,,0.0,,,,,,,
104.767157,,0.0,0.0,,1.0,,0.0,,,,,,,,0.0,1.0,0.0,,,,,,,0.0,,,,,,,,,,0.0,,,,0.0,0.0,,,0.0,0.0,,,0.0,0.0,,,,,,0.13317299999999932,,0.0,0.0,,,,0.0,,,,,-0.0,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,3200.0,,,,0.0,0.0,,,1.0,,,,,,,,,1.0,8.937007874015642,,0.001499000000009687,
104.777501,,,,359.6161144769271,,0.0,,,,,359.9520145911015,,,,,,,,,0.0,,0.0,,,0.0,,0.0,0.0,0.051590919494628906,1.0,,,,,-1.118955971765425,,,,,,,,,,,,,,0.0,,,-0.43429491616624083,,,,,-0.0,,,,,,0.0,,,,,,,,6.562561998729515,,,,,0.023098140214882847,0.0,,,,,,0.0,,-12.037335952734493,,,,,1.0,,,0.0,,,,,0.0,,,0.0,,,,,,,
104.781121,,0.0,0.0,,1.0,,0.0,,,,,,,,0.0,1.0,0.0,,,,,,,0.0,,,,,,,,,,0.0,,,,0.0,0.0,,,0.0,0.0,,,0.0,0.0,,,,,,0.017350000000007526,,0.0,0.0,,,,0.0,,,,,-0.0,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,3200.0,,,,0.0,0.0,,,1.0,,,,,,,,,1.0,8.976377952755799,,0.007484000000005153,
104.788771,,,,359.28025770999346,,0.0,,,,,359.6161446310386,,,,,,,,,0.0,,0.0,,,0.0,,0.0,0.0,0.051590919494628906,1.0,,,,,-1.1180332071515557,,,,,,,,,,,,,,0.0,,,-0.43515067987808453,,,,,-0.0,,,,,,0.0,,,,,,,,6.562561998729515,,,,,0.021127821462734498,0.0,,,,,,0.0,,-12.037335952734493,,,,,1.0,,,0.0,,,,,0.0,,,0.0,,,,,,,
104.79145,,0.0,0.0,,1.0,,0.0,,,,,,,,0.0,1.0,0.0,,,,,,,0.0,,,,,,,,,,0.0,,,,0.0,0.0,,,0.0,0.0,,,0.0,0.0,,,,,,0.011269999999996116,,0.0,0.0,,,,0.0,,,,,-0.0,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,3200.0,,,,0.0,0.0,,,1.0,,,,,,,,,1.0,8.976377952755799,,0.004186000000004242,
104.794616,,,,358.2930436572171,,0.0,,,,,0.33186092123099736,,,,,,,,,0.0,,0.0,,,0.0,,0.0,0.0,0.051590919494628906,1.0,,,,,-1.119010497663727,,,,,,,,,,,,,,0.0,,,-0.43459709855940326,,,,,-0.0,,,,,,0.0,,,,,,,,6.562561998729515,,,,,0.02267862686277797,0.0,,,,,,0.0,,-12.037335952734493,,,,,1.0,,,0.0,,,,,0.0,,,0.0,,,,,,,
104.798202,,0.0,0.0,,1.0,,0.0,,,,,,,,0.0,1.0,0.0,,,,,,,0.0,,,,,,,,,,0.0,,,,0.0,0.0,,,0.0,0.0,,,0.0,0.0,,,,,,0.005845000000007872,,0.0,0.0,,,,0.0,,,,,-0.0,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,3200.0,,,,0.0,0.0,,,1.0,,,,,,,,,1.0,8.976377952755799,,0.0032939999999967995,
104.800438,,,,358.8964492418897,,0.0,,,,,359.95202241452506,,,,,,,,,0.0,,0.0,,,0.0,,0.0,0.0,0.051590919494628906,1.0,,,,,-1.119226247508919,,,,,,,,,,,,,,0.0,,,-0.435802877240722,,,,,-0.0,,,,,,0.0,,,,,,,,6.562561998729515,,,,,0.02160194672909446,0.0,,,,,,0.0,,-12.037335952734493,,,,,1.0,,,0.0,,,,,0.0,,,0.0,,,,,,,
104.80684299999999,,0.0,0.0,,1.0,,0.0,,,,,,,,0.0,1.0,0.0,,,,,,,0.0,,,,,,,,,,0.0,,,,0.0,0.0,,,0.0,0.0,,,0.0,0.0,,,,,,0.005821999999994887,,0.0,0.0,,,,0.0,,,,,-0.0,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,3200.0,,,,0.0,0.0,,,1.0,,,,,,,,,1.0,8.976377952755799,,0.004077999999992699,
104.808942,,,,359.23673769832396,,0.0,,,,,359.95229743448834,,0.0,,,,,,,0.0,,0.0,110.941925,,0.0,,0.0,0.0,0.051590919494628906,1.0,,,,,-1.1179599668163331,,,,,,,,,,,,,,0.0,,,-0.4370173489867537,,,,,-0.0,,,,,,0.0,,,,,,,,6.562561998729515,,1.0,,,0.01981290663764414,0.0,,,,,,0.0,,-12.037335952734493,,,,,1.0,,,0.0,,,,,0.0,,,0.0,,,,,,,
104.812704,,0.0,0.0,,1.0,,0.0,,,,,,,,0.0,1.0,0.0,,,,,,,0.0,,,,,,,,,,0.0,,,,0.0,0.0,,,0.0,0.0,,,0.0,0.0,,,,,,0.008504000000002065,,0.0,0.0,,,,0.0,,,,,-0.0,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,3200.0,,,,0.0,0.0,,,1.0,,,,,,,,,1.0,8.976377952755799,,0.007061000000007311,
