TIME,Shooter Actual RPM,Right Intern Moter Current,Drivetrain Left Wheel Actual Speed,Is there a Ball at the Shooter End Conveyor,Battery Voltage,Distance Sensor Raw Voltage,Hopper Spark Left Current,roboRIO JVM Memory Load,Climber Lower Limit Switch,Color Sensor Blue Intensity,Shooter Desired RPM,Driver FwdRev Command,Drivetrain Left Wheel Desired Speed,Rotate to Color,Color Needed,Shooter State Command,Raspberry Pi Duration,Right Climber Current,Pneumatics Compressor Current,Hopper Spark Left Cmd,Speed Command for the Conveyor Motor,Raspberry Pi Angle,Climber Input Command,Raspberry Pi Stable Target,Hopper Spark Right Cmd,Driver Snail Mode Command,Main Loop Process Duration,Left Climber Current,botDesPoseY,roboRIO CPU Load,botDesPoseX,Distance Sensor Available,botDesPoseT,Left Intern Moter Current,Intake Motor Current,Pneumatics Main System Pressure,Drivetrain Heading Correction Command,Left Master Moter Current,Pneumatics Cutoff Switch State,Drivetrain Right Motor Output Duty Cycle,Raspberry Pi Framerate,Color Sensor Match Color,Conveyor Motor Current,Color Sensor Red Intensity,Panel 3.25 spin,Hopper Spark Right Current,Dataserver File Logger Queue Length,Drivetrain Right Wheel Desired Speed,Driver Auto Align Command,DT_Pose_Angle,Intake Speed State,Main Loop Call Period,Shooter Motor 1 Current,Shooter Motor 2 Current,Color Sensor Green Intensity,roboRIO Sys Memory Load,Robot CAN Bus Utilization,Right Master Moter Current,Distance Sensor Distance,Climber Motor Command,Photon Cannon State,Robot Brownout,Dataserver Stored Samples,Shooter Under Load,Drivetrain Right Wheel Actual Speed,botActPoseT,Is there a ball at the Intake End of the Conveyor,Raspberry Pi Visible Target,botActPoseX,botActPoseY,Intake Position State,Battery Current Draw,Drivetrain Left Motor output Duty Cycle,Shooter Control Mode,Driver Rotate Command,Climber Upper Limit Switch,
sec,RPM,Amps,RPM,Boolean,V,V,Amp,Pct,boolean,intensity,RPM,cmd,RPM,degrees,Color,state,sec,Amp,A,Cmd,%,deg,cmd,boolean,Cmd,bool,sec,Amp,ft,Pct,ft,bool,deg,Amps,A,psi,RPM,Amps,bool,pct,fps,color,Amps,intensity,degrees,Amp,count,RPM,bool,deg,state,sec,A,A,intensity,Pct,pct,Amps,in,cmd,bool,bool,count,boolean,RPM,deg,Boolean,boolean,ft,ft,state,A,pct,state,cmd,boolean,
111.679154,,,,,,,,,,,,,,,,,,,,,,,,,,,0.031192000000004327,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
111.742098,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,-9.182740237500001,,,0.0,,,,,,,,,,,,,0.06294400000000167,,,,,,,,,,,,,,,,,,,,,,,,,
111.742255,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,
111.742098,,0.0,-0.0,,12.55,,,,-1.0,0.185302734375,,,0.0,0.0,-1.0,,0.0510258674621582,,,,,2.2864345492200755,0.0,1.0,,,0.019102000000003727,0.0,,,,,,0.0,,,-0.0,0.0,,0.0,6.520417189397084,-1.0,,0.3408203125,0.0,,38.0,0.0,,5.847444325382582,,,,,0.47412109375,,0.3585047423839569,0.0,,0.0,,0.0,32.0,,0.0,,,1.0,,,,0.0,0.0,,,-1.0,
111.766012,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,-9.182740237500001,,,0.0,,,,,,,,,,,,,0.023914000000004876,,,,,,,,,,,,,,,,,,,,,,,,,
111.766186,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,
111.766012,,0.0,-0.0,,12.55,,,,-1.0,0.185302734375,,,0.0,0.0,-1.0,,0.0510258674621582,,,,,2.2864345492200755,0.0,1.0,,,0.0073840000000018335,0.0,,,,,,0.0,,,-0.0,0.0,,0.0,6.520417189397084,-1.0,,0.3408203125,0.0,,79.0,0.0,,5.847827795895401,,,,,0.47412109375,,0.38387560844421387,0.0,,0.0,,0.0,36.0,,0.0,,,1.0,,,,0.0,0.0,,,-1.0,
111.774391,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,-9.182740237500001,,,0.0,,,,,,,,,,,,,0.00837899999999081,,,,,,,,,,,,,,,,,,,,,,,,,
111.774734,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,
111.774391,,0.0,-0.0,,12.55,,,,-1.0,0.185302734375,,,0.0,0.0,-1.0,,0.0510258674621582,,,,,2.2864345492200755,0.0,1.0,,,0.006306000000009249,0.0,,,,,,0.0,,,-0.0,0.0,,0.0,6.520417189397084,-1.0,,0.3408203125,0.0,,120.0,0.0,,5.8473142133679294,,,,,0.47412109375,,0.4168490171432495,0.0,,0.0,,0.0,40.0,,0.0,,,1.0,,,,0.0,0.0,,,-1.0,
111.78542,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,-9.182740237500001,,,0.0,,,,,,,,,,,,,0.011029000000007727,,,,,,,,,,,,,,,,,,,,,,,,,
111.78611,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,
111.78542,,0.0,-0.0,,12.55,,,,-1.0,0.185302734375,,,0.0,0.0,-1.0,,0.0510258674621582,,,,,2.2864345492200755,0.0,1.0,,,0.009354999999999336,0.0,,,,,,0.0,,,-0.0,0.0,,0.0,6.520417189397084,-1.0,,0.3408203125,0.0,,161.0,0.0,,5.84676904388075,,,,,0.47412109375,,0.37286561727523804,0.0,,0.0,,0.0,32.0,,0.0,,,1.0,,,,0.0,0.0,,,-1.0,
111.797188,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,-9.182740237500001,,,0.0,,,,,,,,,,,,,0.011768000000003553,,,,,,,,,,,,,,,,,,,,,,,,,
111.797996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,
111.797188,,0.0,-0.0,,12.55,,,,-1.0,0.185302734375,,,0.0,0.0,-1.0,,0.0510258674621582,,,,,2.2864345492200755,0.0,1.0,,,0.010096999999987588,0.0,,,,,,0.0,,,-0.0,0.0,,0.0,6.520417189397084,-1.0,,0.3408203125,0.0,,202.0,0.0,,5.846884122012617,,,,,0.47412109375,,0.332883358001709,0.0,,0.0,,0.0,36.0,,0.0,,,1.0,,,,0.0,0.0,,,-1.0,
111.812632,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,-9.182740237500001,,,0.0,,,,,,,,,,,,,0.015443999999988023,,,,,,,,,,,,,,,,,,,,,,,,,
111.81302,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,
111.812632,,0.0,-0.0,,12.55,,,,-1.0,0.185302734375,,,9.94718394324346,0.0,-1.0,,0.05059099197387695,,,,,2.2860212642395927,0.0,1.0,,,0.009954000000007568,0.0,,,,,,0.0,,,0.0,0.0,,0.0,6.566733466933868,-1.0,,0.3408203125,0.0,,243.0,9.94718394324346,,5.845508337617011,,,,,0.47412109375,,0.38784313201904297,0.0,,0.0,,0.0,40.0,,0.0,,,1.0,,,,0.0,0.0,,,-1.0,
111.82729,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,-9.182740237500001,,,0.0,,,,,,,,,,,,,0.014658000000011384,,,,,,,,,,,,,,,,,,,,,,,,,
111.827781,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,
