TIME,Shooter Actual RPM,Right Intern Moter Current,Drivetrain Left Wheel Actual Speed,Battery Voltage,Distance Sensor Raw Voltage,Hopper Spark Left Current,roboRIO JVM Memory Load,Climber Lower Limit Switch,Color Sensor Blue Intensity,Shooter Desired RPM,Drivetrain Left Wheel Desired Speed,Rotate to Color,Color Needed,Shooter State Command,Raspberry Pi Duration,Right Climber Current,Pneumatics Compressor Current,Hopper Spark Left Cmd,Raspberry Pi Angle,Raspberry Pi Stable Target,Hopper Spark Right Cmd,Main Loop Process Duration,Left Climber Current,botDesPoseY,roboRIO CPU Load,botDesPoseX,Distance Sensor Available,botDesPoseT,Left Intern Moter Current,Intake Motor Current,Pneumatics Main System Pressure,Drivetrain Heading Correction Command,Climber Command,Left Master Moter Current,Pneumatics Cutoff Switch State,Drivetrain Right Motor Output Duty Cycle,Raspberry Pi Framerate,Color Sensor Match Color,Color Sensor Red Intensity,Panel 3.25 spin,Hopper Spark Right Current,Dataserver File Logger Queue Length,Drivetrain Right Wheel Desired Speed,DT_Pose_Angle,Intake Speed State,Main Loop Call Period,Shooter Motor 1 Current,Shooter Motor 2 Current,Color Sensor Green Intensity,roboRIO Sys Memory Load,Robot CAN Bus Utilization,Right Master Moter Current,Distance Sensor Distance,Photon Cannon State,Robot Brownout,Dataserver Stored Samples,Shooter Under Load,Drivetrain Right Wheel Actual Speed,botActPoseT,Raspberry Pi Visible Target,botActPoseX,botActPoseY,Intake Position State,Battery Current Draw,Drivetrain Left Motor output Duty Cycle,Shooter Control Mode,Climber Upper Limit Switch,
sec,RPM,Amps,RPM,V,V,Amp,Pct,boolean,intensity,RPM,RPM,degrees,Color,state,sec,Amp,A,Cmd,deg,boolean,Cmd,sec,Amp,ft,Pct,ft,bool,deg,Amps,A,psi,RPM,CMD,Amps,bool,pct,fps,color,intensity,degrees,Amp,count,RPM,deg,state,sec,A,A,intensity,Pct,pct,Amps,in,bool,bool,count,boolean,RPM,deg,boolean,ft,ft,state,A,pct,state,boolean,
9.323915,,,,,,,,,,,,,,,,,,,,,,0.06666799999999995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9.460772,,,,,,,,,,,,,,,,,9.59375,,,,,,,,,,,,,,132.586654425,,,,0.0,,,,,,,,,,,0.1368570000000009,,,,,,,,,,,,,,,,,,,,,,
9.462301,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,
9.460772,,85.34375,-4.60866900198198E-10,11.45,,0.0,,1.0,0.0,,0.0,0.0,-1.0,,0.4934520721435547,0.0,,0.0,-1.0,0.0,0.0,0.07848800000000011,0.0,,,,,,85.34375,,,0.0,0.0,85.34375,,0.8391369581222534,6.799210868870982,-1.0,0.0,0.0,0.0,14.0,0.0,0.0,,,,,0.0,,0.11293718963861465,85.34375,,,0.0,0.0,,-4.60866900198198E-10,,0.0,,,,0.0,0.8406018018722534,,1.0,
9.541996,,,,,,,,,,,,,,,,,7.6875,,,,,,,,,,,,,,132.7239835125,,,,0.0,,,,,,,,,,,0.08122399999999885,,,,,,,,,,,,,,,,,,,,,,
9.542778,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,
9.541996,,85.34375,-4.60866900198198E-10,11.5,,0.0,,1.0,0.0,,0.0,0.0,-1.0,,0.4934520721435547,0.0,,0.0,-1.0,0.0,0.0,0.0722870000000011,0.0,,,,,,85.34375,,,0.0,0.0,85.34375,,-0.38331249356269836,6.799210868870982,-1.0,0.0,0.0,0.0,29.0,0.0,0.0,,,,,0.0,,0.11662557721138,85.34375,,,0.0,0.0,,-4.60866900198198E-10,,0.0,,,,0.0,-0.3818475902080536,,1.0,
9.619569,,,,,,,,,,,,,,,,,6.90625,,,,,,,,,,,,,,132.7239835125,,,,0.0,,,,,,,,,,,0.077573000000001,,,,,,,,,,,,,,,,,,,,,,
9.621212,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,
