TIME,Shooter Actual RPM,Right Intern Moter Current,Drivetrain Left Wheel Actual Speed,Battery Voltage,Distance Sensor Raw Voltage,Hopper Spark Left Current,roboRIO JVM Memory Load,Climber Lower Limit Switch,Color Sensor Blue Intensity,Shooter Desired RPM,Driver FwdRev Command,Drivetrain Left Wheel Desired Speed,Rotate to Color,Color Needed,Shooter State Command,Raspberry Pi Duration,Right Climber Current,Pneumatics Compressor Current,Hopper Spark Left Cmd,Raspberry Pi Angle,Climber Input Command,Raspberry Pi Stable Target,Hopper Spark Right Cmd,Driver Snail Mode Command,Main Loop Process Duration,Left Climber Current,botDesPoseY,roboRIO CPU Load,botDesPoseX,Distance Sensor Available,botDesPoseT,Left Intern Moter Current,Intake Motor Current,Pneumatics Main System Pressure,Drivetrain Heading Correction Command,Left Master Moter Current,Pneumatics Cutoff Switch State,Drivetrain Right Motor Output Duty Cycle,Raspberry Pi Framerate,Color Sensor Match Color,Color Sensor Red Intensity,Panel 3.25 spin,Hopper Spark Right Current,Dataserver File Logger Queue Length,Drivetrain Right Wheel Desired Speed,Driver Auto Align Command,DT_Pose_Angle,Intake Speed State,Main Loop Call Period,Shooter Motor 1 Current,Shooter Motor 2 Current,Color Sensor Green Intensity,roboRIO Sys Memory Load,Robot CAN Bus Utilization,Right Master Moter Current,Distance Sensor Distance,Climber Motor Command,Photon Cannon State,Robot Brownout,Dataserver Stored Samples,Shooter Under Load,Drivetrain Right Wheel Actual Speed,botActPoseT,Raspberry Pi Visible Target,botActPoseX,botActPoseY,Intake Position State,Battery Current Draw,Drivetrain Left Motor output Duty Cycle,Shooter Control Mode,Driver Rotate Command,Climber Upper Limit Switch,
sec,RPM,Amps,RPM,V,V,Amp,Pct,boolean,intensity,RPM,cmd,RPM,degrees,Color,state,sec,Amp,A,Cmd,deg,cmd,boolean,Cmd,bool,sec,Amp,ft,Pct,ft,bool,deg,Amps,A,psi,RPM,Amps,bool,pct,fps,color,intensity,degrees,Amp,count,RPM,bool,deg,state,sec,A,A,intensity,Pct,pct,Amps,in,cmd,bool,bool,count,boolean,RPM,deg,boolean,ft,ft,state,A,pct,state,cmd,boolean,
713.057091,,,,,,,,,,,,,,,,,,,,,,,,,0.003114999999979773,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
713.128366,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,-9.228516599999999,,,0.0,,,,,,,,,,,,0.07127500000001419,,,,,,,,,,,,,,,,,,,,,,,,
713.12941,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,
713.128366,,0.0,-0.0,11.55,,,,-1.0,0.193603515625,,,0.0,0.0,-1.0,,0.049645185470581055,,,,13.38418091236145,0.0,1.0,,,0.00740999999993619,0.0,,,,,,0.0,,,0.0,0.0,,0.0,6.5598420997480416,-1.0,0.350341796875,0.0,,38.0,0.0,,6.9321673654688345,,,,,0.456298828125,,0.31132224202156067,0.0,,0.0,,0.0,44.0,,0.0,,1.0,,,,0.0,0.0,,,-1.0,
713.14458,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,-9.182740237500001,,,0.0,,,,,,,,,,,,0.016213999999990847,,,,,,,,,,,,,,,,,,,,,,,,
713.144815,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,
713.14458,,0.0,-0.0,11.55,,,,-1.0,0.193603515625,,,0.0,0.0,-1.0,,0.049645185470581055,,,,13.38418091236145,0.0,1.0,,,0.006035999999994601,0.0,,,,,,0.0,,,0.0,0.0,,0.0,6.5598420997480416,-1.0,0.350341796875,0.0,,38.0,0.0,,6.9321673654688345,,,,,0.456298828125,,0.3900976777076721,0.0,,0.0,,0.0,48.0,,0.0,,1.0,,,,0.0,0.0,,,-1.0,
713.152922,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,-9.182740237500001,,,0.0,,,,,,,,,,,,0.00834199999997054,,,,,,,,,,,,,,,,,,,,,,,,
713.153263,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,
713.152922,,0.0,-0.0,11.55,,,,-1.0,0.193603515625,,,0.0,0.0,-1.0,,0.049645185470581055,,,,13.38418091236145,0.0,1.0,,,0.005586999999991349,0.0,,,,,,0.0,,,0.0,0.0,,0.0,6.5598420997480416,-1.0,0.350341796875,0.0,,79.0,0.0,,6.9321673654688345,,,,,0.456298828125,,0.3320654332637787,0.0,,0.0,,0.0,52.0,,0.0,,1.0,,,,0.0,0.0,,,-1.0,
713.159511,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,-9.228516599999999,,,0.0,,,,,,,,,,,,0.0065889999999626525,,,,,,,,,,,,,,,,,,,,,,,,
713.159719,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,
713.159511,,0.0,-0.0,11.55,,,,-1.0,0.189697265625,,,0.0,0.0,-1.0,,0.049645185470581055,,,,13.38418091236145,0.0,1.0,,,0.004888000000050852,0.0,,,,,,0.0,,,0.0,0.0,,0.0,6.5598420997480416,-1.0,0.351806640625,0.0,,120.0,0.0,,6.9321673654688345,,,,,0.458251953125,,0.4391343593597412,0.0,,0.0,,0.0,56.0,,0.0,,1.0,,,,0.0,0.0,,,-1.0,
713.16533,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,-9.182740237500001,,,0.0,,,,,,,,,,,,0.005819000000087726,,,,,,,,,,,,,,,,,,,,,,,,
713.165431,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,
713.16533,,0.0,-0.0,11.55,,,,-1.0,0.189697265625,,,0.0,0.0,-1.0,,0.049645185470581055,,,,13.38418091236145,0.0,1.0,,,0.005055999999967753,0.0,,,,,,0.0,,,0.0,0.0,,0.0,6.5598420997480416,-1.0,0.351806640625,0.0,,161.0,0.0,,6.9321673654688345,,,,,0.458251953125,,0.4321601390838623,0.0,,0.0,,0.0,40.0,,0.0,,1.0,,,,0.0,0.0,,,-1.0,
