TIME,Operator Controller Unjam Command,Ball Counter Ball Count,IMU Filtered X Angle,Shooter Desired Speed,Right Intern Moter Current,Robot Front Tilt Angle,Driver FwdRev Command,Control Panel State Machine Game Data Color Command,Operator Controller Climb Speed Command,IMU Filtered Y Angle,Hopper Motor Left Cmd,Hopper Motor Right Current,Total Tilt Angle,Pneumatics Compressor Current,Shots Taken,Climber Input Command,Operator Controller Shoot Command,Control Panel Actual Angle,Climber Motor 2 Current,botDesPoseY,botDesPoseX,Drivetrain Op Mode,botDesPoseT,Left Intern Moter Current,Intake Motor Current,Pneumatics Main System Pressure,Drivetrain Heading Correction Command,Shooter Wheel Current Control Mode,Control Panel Desired Angle,Shooter Input Mode Command,Left Master Moter Current,Drivetrain Right Motor Output Duty Cycle,Vision Raspberry Pi Duration,Conveyor Motor Speed Command,Vision Raspberry Pi Visible Target,Operator Controller Eject Desired Command,Control Panel State Machine 3.25 spin,Hopper Motor Right Cmd,Conveyor Intake End Ball Present,Intake Speed State,Ball Distance Sensor Raw Voltage,Operator Controller Ctrl Panel Three Rotations Command,Main Loop Call Period,IMU Comp X Angle,Shooter Motor 1 Current,Control Panel State Machine Rotate to Color,roboRIO Sys Memory Load,Operator Controller Photon Cannon Command,Ball Counter Sensor Distance,Robot Brownout,botActPoseT,botActPoseX,botActPoseY,Climber Motor 1 Current,Driver Auto Align and Shoot Command,Shooter Motor 1 Percent,Drivetrain Left Motor output Duty Cycle,Intake Fault,Driver Rotate Command,Climber Upper Limit Switch,Drivetrain Pose Angle,Intake Motor Speed,Robot Battery Voltage,Drivetrain Left Wheel Actual Speed,Robot Side Tilt Angle,Robot Battery Current Draw,Operator Controller Prep to Shoot Command,roboRIO JVM Memory Load,Climber Lower Limit Switch,Color Sensor Blue Intensity,Drivetrain Left Wheel Desired Speed,Operator Controller Climb Enable Command,Control Panel Motor Current,Ball Counter Ball Height State,Operator Controller Ctrl Panel Seek To Color Command,Conveyor Position,Driver Snail Mode Command,Shooter Actual Speed,Main Loop Process Duration,RIO Input Voltage,Ball Distance Sensor Available,roboRIO CPU Load,Intake Speed Command,Vision Raspberry Pi Framerate,RIO 3V Supply Voltage,Ball Distance Sensor Distance,Pneumatics Cutoff Switch State,Intake Solenoid Command,Operator Controller Shot Speed Increment,Driver Auto Align Close and Shoot Command,IMU Comp Y Angle,Vision Raspberry Pi Stable Target,Color Sensor Match Color,Conveyor Motor Current,Color Sensor Red Intensity,Dataserver File Logger Queue Length,Drivetrain Right Wheel Desired Speed,Vision Raspberry Pi Angle,Operator Controller Intake Desired Command,Shooter Motor 2 Current,Operator Controller Shot Speed Decrement,Color Sensor Green Intensity,Vision Raspberry Pi Vision System Online,Robot CAN Bus Utilization,Right Master Moter Current,Climber Motor Command,PDP Cooling Fans Current,RIO 6V Supply Voltage,Dataserver Stored Samples,Shooter Under Load,Drivetrain Right Wheel Actual Speed,Conveyor Shooter End Ball Present,PDP Upper Board Current,Drivetrain Desired Heading,Driver Auto Align Only Command,RIO 5V Supply Voltage,Intake Position State,Hopper Motor Left Current,Driver Flip Front/Back Command,
sec,bool,count,deg,RPM,A,degrees,cmd,color,cmd,deg,cmd,A,degrees,A,balls,cmd,bool,deg,A,ft,ft,mode,deg,A,A,psi,RPM,state,deg,state,A,pct,sec,pct,bool,bool,degrees,cmd,bool,state,V,bool,sec,deg,A,degrees,pct,bool,in,bool,deg,ft,ft,A,bool,pct,pct,bits,cmd,state,deg,RPM,V,RPM,degrees,A,bool,pct,state,sat,RPM,bool,A,heightState,bool,feet,bool,RPM,sec,V,bool,pct,cmd,fps,V,in,bool,bool,bool,bool,deg,bool,color,A,sat,count,RPM,deg,bool,A,bool,sat,bool,pct,A,cmd,A,V,count,bool,RPM,bool,A,deg,bool,V,state,A,bool,
377.862208,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.029665999999963333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
377.949427,,0.0,358.8513919077649,0.0,0.0,,,,,359.6171533764182,0.0,0.0,,,0.0,0.0,,,0.0,,,0.0,,0.0,0.0,,0.0,-1.0,,3.0,0.0,0.0,0.048348426818847656,0.0,0.0,,,0.0,0.0,0.0,,,0.0872190000000046,-1.3510390388639204,0.0,,,,8.877952755905687,,,,,0.0,,0.0,0.0,0.0,,0.0,0.24969260649565417,-0.0,,-0.0,,,,,0.0,,0.0,,,0.0,,0.0,,-0.0,0.008854999999982738,,1.0,,0.0,7.249394631273841,,8.877952755905687,,0.0,,,-0.2183467457693135,0.0,,0.0,,,0.0,0.0,,0.0,,,1.0,,0.0,0.0,,,,1.0,0.0,0.0,,0.0,,,0.0,0.0,,
377.966535,,0.0,358.94884256102006,0.0,0.0,,,,,359.61777948609836,0.0,0.0,,,0.0,0.0,,,0.0,,,0.0,,0.0,0.0,,0.0,-1.0,,3.0,0.0,0.0,0.048348426818847656,0.0,0.0,,,0.0,0.0,0.0,,,0.01710800000000745,-1.351930871351347,0.0,,,,8.858267716535607,,,,,0.0,,0.0,0.0,0.0,,0.0,0.2491598550426627,-0.0,,-0.0,,,,,0.0,,0.0,,,0.0,,0.0,,-0.0,0.022093999999981406,,1.0,,0.0,7.249394631273841,,8.858267716535607,,0.0,,,-0.2177673004847938,0.0,,0.0,,,0.0,0.0,,0.0,,,1.0,,0.0,0.0,,,,1.0,0.0,0.0,,0.0,,,0.0,0.0,,
377.994741,,0.0,358.6110169395253,0.0,0.0,,,,,359.664759089973,0.0,0.0,,,0.0,0.0,,,0.0,,,0.0,,0.0,0.0,,0.0,-1.0,,3.0,0.0,0.0,0.048348426818847656,0.0,0.0,,,0.0,0.0,0.0,,,0.028205999999954656,-1.3563653492717536,0.0,,,,8.83858267716553,,,,,0.0,,0.0,0.0,0.0,,0.0,0.24883130901091663,-0.0,,-0.0,,,,,0.0,,0.0,,,0.0,,0.0,,-0.0,0.014364000000000487,,1.0,,0.0,7.249394631273841,,8.83858267716553,,0.0,,,-0.21789043325292723,0.0,,0.0,,,0.0,0.0,,0.0,,,1.0,,0.0,0.0,,,,1.0,0.0,0.0,,0.0,,,0.0,0.0,,
378.01548,,0.0,358.75884760137205,0.0,0.0,,,,,359.4271956454044,0.0,0.0,,,0.0,0.0,,,0.0,,,0.0,,0.0,0.0,,0.0,-1.0,,3.0,0.0,0.0,0.048348426818847656,0.0,0.0,,,0.0,0.0,0.0,,,0.02073900000004869,-1.3566162936594688,0.0,,,,8.818897637795452,,,,,0.0,,0.0,0.0,0.0,,0.0,0.24980855194131954,-0.0,,-0.0,,,,,0.0,,0.0,,,0.0,,0.0,,-0.0,0.012476999999989857,,1.0,,0.0,7.249394631273841,,8.818897637795452,,0.0,,,-0.21933155848759847,0.0,,0.0,,,0.0,0.0,,0.0,,,1.0,,0.0,0.0,,,,1.0,0.0,0.0,,0.0,,,0.0,0.0,,
378.037681,,0.0,358.84754883959823,0.0,0.0,,,,,359.56785580652956,0.0,0.0,,,0.0,0.0,,,0.0,,,0.0,,0.0,0.0,,0.0,-1.0,,3.0,0.0,0.0,0.048348426818847656,0.0,0.0,,,0.0,0.0,0.0,,,0.022200999999995474,-1.3560314219312732,0.0,,,,8.799212598425374,,,,,0.0,,0.0,0.0,0.0,,0.0,0.2515849169718446,-0.0,,-0.0,,,,,0.0,,0.0,,,0.0,,0.0,,-0.0,0.009608999999954904,,1.0,,0.0,7.249394631273841,,8.799212598425374,,0.0,,,-0.21890421248305644,0.0,,0.0,,,0.0,0.0,,0.0,,,1.0,,0.0,0.0,,,,1.0,0.0,0.0,,0.0,,,0.0,0.0,,
378.054075,,0.0,358.8494701536102,0.0,0.0,,,,,359.616512906309,0.0,0.0,,,0.0,0.0,,,0.0,,,0.0,,0.0,0.0,,0.0,-1.0,,3.0,0.0,0.0,0.048348426818847656,0.0,0.0,,,0.0,0.0,0.0,,,0.016393999999991138,-1.3559260791814602,0.0,,,,8.818897637795452,,,,,0.0,,0.0,0.0,0.0,,0.0,0.25287297655670404,-0.0,,-0.0,,,,,0.0,,0.0,,,0.0,,0.0,,-0.0,0.007014999999967131,,1.0,,0.0,7.249394631273841,,8.818897637795452,,0.0,,,-0.2200166500134613,0.0,,0.0,,,0.0,0.0,,0.0,,,1.0,,0.0,0.0,,,,1.0,0.0,0.0,,0.0,,,0.0,0.0,,
378.072296,,0.0,358.95059874412794,0.0,0.0,,,,,359.57071942299217,0.0,0.0,,,0.0,0.0,,,0.0,,,0.0,,0.0,0.0,,0.0,-1.0,,3.0,0.0,0.0,0.04928922653198242,0.0,0.0,,,0.0,0.0,0.0,,,0.018220999999982723,-1.3583073991476435,0.0,,,,8.799212598425374,,,,,0.0,,0.0,0.0,0.0,,0.0,0.2529751923808798,-0.0,,-0.0,,,,,0.0,,0.0,,,0.0,,0.0,,-0.0,0.007829000000015185,,1.0,,0.0,6.481483370188883,,8.799212598425374,,0.0,,,-0.22026140607399772,0.0,,0.0,,,0.0,0.0,,0.0,,,1.0,,0.0,0.0,,,,1.0,0.0,0.0,,0.0,,,0.0,0.0,,
378.090198,,0.0,358.85138068804076,0.0,0.0,,,,,359.7128631421661,0.0,0.0,,,0.0,0.0,,,0.0,,,0.0,,0.0,0.0,,0.0,-1.0,,3.0,0.0,0.0,0.04928922653198242,0.0,0.0,,,0.0,0.0,0.0,,,0.017901999999992313,-1.3580624575125808,0.0,,,,8.818897637795452,,,,,0.0,,0.0,0.0,0.0,,0.0,0.2541654846885721,-0.0,,-0.0,,,,,0.0,,0.0,,,0.0,,0.0,,-0.0,0.007501999999988129,,1.0,,0.0,6.481483370188883,,8.818897637795452,,0.0,,,-0.21978419421280163,0.0,,0.0,,,0.0,0.0,,0.0,,,1.0,,0.0,0.0,,,,1.0,0.0,0.0,,0.0,,,0.0,0.0,,
