TIME,Shooter Actual RPM,Right Intern Moter Current,Drivetrain Left Wheel Actual Speed,Battery Voltage,Distance Sensor Raw Voltage,Hopper Spark Left Current,roboRIO JVM Memory Load,Climber Lower Limit Switch,Color Sensor Blue Intensity,Shooter Desired RPM,Driver FwdRev Command,Drivetrain Left Wheel Desired Speed,Rotate to Color,Color Needed,Shooter State Command,Raspberry Pi Duration,Right Climber Current,Pneumatics Compressor Current,Hopper Spark Left Cmd,Raspberry Pi Angle,Climber Input Command,Raspberry Pi Stable Target,Hopper Spark Right Cmd,Driver Snail Mode Command,Main Loop Process Duration,Left Climber Current,botDesPoseY,roboRIO CPU Load,botDesPoseX,Distance Sensor Available,botDesPoseT,Left Intern Moter Current,Intake Motor Current,Pneumatics Main System Pressure,Drivetrain Heading Correction Command,Left Master Moter Current,Pneumatics Cutoff Switch State,Drivetrain Right Motor Output Duty Cycle,Raspberry Pi Framerate,Color Sensor Match Color,Color Sensor Red Intensity,Panel 3.25 spin,Hopper Spark Right Current,Dataserver File Logger Queue Length,Drivetrain Right Wheel Desired Speed,Driver Auto Align Command,DT_Pose_Angle,Intake Speed State,Main Loop Call Period,Shooter Motor 1 Current,Shooter Motor 2 Current,Color Sensor Green Intensity,roboRIO Sys Memory Load,Robot CAN Bus Utilization,Right Master Moter Current,Distance Sensor Distance,Climber Motor Command,Photon Cannon State,Robot Brownout,Dataserver Stored Samples,Shooter Under Load,Drivetrain Right Wheel Actual Speed,botActPoseT,Drivetrain Desired Heading,Raspberry Pi Visible Target,botActPoseX,botActPoseY,Intake Position State,Battery Current Draw,Drivetrain Left Motor output Duty Cycle,Shooter Control Mode,Driver Rotate Command,Climber Upper Limit Switch,
sec,RPM,Amps,RPM,V,V,Amp,Pct,boolean,intensity,RPM,cmd,RPM,degrees,Color,state,sec,Amp,A,Cmd,deg,cmd,boolean,Cmd,bool,sec,Amp,ft,Pct,ft,bool,deg,Amps,A,psi,RPM,Amps,bool,pct,fps,color,intensity,degrees,Amp,count,RPM,bool,deg,state,sec,A,A,intensity,Pct,pct,Amps,in,cmd,bool,bool,count,boolean,RPM,deg,deg,boolean,ft,ft,state,A,pct,state,cmd,boolean,
72.506437,,,,,,,,,,,,,,,,,,,,,,,,,0.004442999999994868,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
72.577811,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,-9.274292962499999,,,0.0,,,,,,,,,,,,0.07137399999999161,,,,,,,,,,,,,,,,,,,,,,,,,
72.580464,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,
72.577811,,0.0,-0.0,12.85,,,,1.0,0.189208984375,,,0.0,0.0,-1.0,,0.048143863677978516,,,,0.48829412727584726,0.0,1.0,,,0.029380000000003292,0.0,,,,,,0.0,,,0.0,0.0,,0.0,6.618742908721937,-1.0,0.354248046875,0.0,,33.0,0.0,,0.1268957229402838,,,,,0.456298828125,,0.318372517824173,0.0,,0.0,,0.0,20.0,,0.0,,0.12927147291586705,1.0,,,,0.0,0.0,,,1.0,
72.616293,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,-9.274292962499999,,,0.0,,,,,,,,,,,,0.038482000000001904,,,,,,,,,,,,,,,,,,,,,,,,,
72.616631,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,
72.616293,,0.0,-0.0,12.9,,,,1.0,0.189208984375,,,0.0,0.0,-1.0,,0.048143863677978516,,,,0.48829412727584726,0.0,1.0,,,0.011407000000005496,0.0,,,,,,0.0,,,0.0,0.0,,0.0,6.618742908721937,-1.0,0.354248046875,0.0,,37.0,0.0,,0.12368968762892757,,,,,0.456298828125,,0.33612993359565735,0.0,,0.0,,0.0,14.0,,0.0,,0.12927147291586705,1.0,,,,0.0,0.0,,,1.0,
72.631268,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,-9.228516599999999,,,0.0,,,,,,,,,,,,0.014975000000006844,,,,,,,,,,,,,,,,,,,,,,,,,
72.631974,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,
72.631268,,0.0,-0.0,12.9,,,,-1.0,0.189208984375,,,5.684105110424829,0.0,-1.0,,0.048143863677978516,,,,0.48829412727584726,0.0,1.0,,,0.0068299999999936745,0.0,,,,,,0.0,,,0.0,0.0,,0.0,6.618742908721937,-1.0,0.354248046875,0.0,,75.0,5.684105110424829,,0.12381034462526418,,,,,0.456298828125,,0.3090594708919525,0.0,,0.0,,0.0,14.0,,0.0,,0.12927147291586705,1.0,,,,0.0,0.0,,,-1.0,
