TIME,Operator Controller Unjam Command,Ball Counter Ball Count,IMU Filtered X Angle,Shooter Motor 2 Speed,Shooter Desired Speed,Right Intern Moter Current,Robot Front Tilt Angle,Driver FwdRev Command,Control Panel State Machine Game Data Color Command,Operator Controller Climb Speed Command,IMU Filtered Y Angle,Hopper Motor Left Cmd,Shooter Motor 1 Speed,Hopper Motor Right Current,Total Tilt Angle,Pneumatics Compressor Current,Shots Taken,Climber Input Command,Operator Controller Shoot Command,Control Panel Actual Angle,Climber Motor 2 Current,botDesPoseY,botDesPoseX,Drivetrain Op Mode,botDesPoseT,Left Intern Moter Current,Intake Motor Current,Pneumatics Main System Pressure,Drivetrain Heading Correction Command,Shooter Wheel Current Control Mode,Shooter Motor 2 Percent,Control Panel Desired Angle,Shooter Input Mode Command,Left Master Moter Current,Drivetrain Right Motor Output Duty Cycle,Vision Raspberry Pi Duration,Conveyor Motor Speed Command,Vision Raspberry Pi Visible Target,Operator Controller Eject Desired Command,Control Panel State Machine 3.25 spin,Hopper Motor Right Cmd,Conveyor Intake End Ball Present,Intake Speed State,Ball Distance Sensor Raw Voltage,Operator Controller Ctrl Panel Three Rotations Command,Shooter Motor 2 in Voltage,Main Loop Call Period,IMU Comp X Angle,Shooter Motor 1 Current,Control Panel State Machine Rotate to Color,roboRIO Sys Memory Load,Operator Controller Photon Cannon Command,Ball Counter Sensor Distance,Photon Cannon State,Robot Brownout,botActPoseT,botActPoseX,botActPoseY,Climber Motor 1 Current,Battery Current Draw,Shooter Motor 1 Percent,Drivetrain Left Motor output Duty Cycle,Driver Rotate Command,Climber Upper Limit Switch,Drivetrain Pose Angle,Drivetrain Left Wheel Actual Speed,Shooter Motor 1 in Voltage,Battery Voltage,Robot Side Tilt Angle,Operator Controller Prep to Shoot Command,roboRIO JVM Memory Load,Climber Lower Limit Switch,Color Sensor Blue Intensity,Drivetrain Left Wheel Desired Speed,Operator Controller Climb Enable Command,Control Panel Motor Current,Ball Counter Ball Height State,Operator Controller Ctrl Panel Seek To Color Command,Conveyor Position,Driver Snail Mode Command,Shooter Actual Speed,Main Loop Process Duration,Ball Distance Sensor Available,roboRIO CPU Load,Intake Speed Command,Vision Raspberry Pi Framerate,Ball Distance Sensor Distance,Pneumatics Cutoff Switch State,Intake Solenoid Command,IMU Comp Y Angle,Vision Raspberry Pi Stable Target,Color Sensor Match Color,Conveyor Motor Current,Color Sensor Red Intensity,Dataserver File Logger Queue Length,Drivetrain Right Wheel Desired Speed,Driver Auto Align Command,Vision Raspberry Pi Angle,Operator Controller Intake Desired Command,Shooter Motor 2 Current,Color Sensor Green Intensity,Vision Raspberry Pi Vision System Online,Robot CAN Bus Utilization,Right Master Moter Current,Climber Motor Command,PDP Cooling Fans Current,Dataserver Stored Samples,Shooter Under Load,Drivetrain Right Wheel Actual Speed,Conveyor Shooter End Ball Present,PDP Upper Board Current,Drivetrain Desired Heading,Intake Position State,Hopper Motor Left Current,Driver Flip Front/Back Command,
sec,bool,count,deg,RPM,RPM,A,degrees,cmd,color,cmd,deg,cmd,RPM,A,degrees,A,balls,cmd,bool,deg,A,ft,ft,mode,deg,A,A,psi,RPM,state,pct,deg,state,A,pct,sec,pct,bool,bool,degrees,cmd,bool,state,V,bool,V,sec,deg,A,degrees,pct,bool,in,bool,bool,deg,ft,ft,A,A,pct,pct,cmd,state,deg,RPM,V,V,degrees,bool,pct,state,sat,RPM,bool,A,heightState,bool,feet,bool,RPM,sec,bool,pct,cmd,fps,in,bool,bool,deg,bool,color,A,sat,count,RPM,bool,deg,bool,A,sat,bool,pct,A,cmd,A,count,bool,RPM,bool,A,deg,state,A,bool,
101.435536,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.01122600000000773,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
101.506168,0.0,0.0,359.47216724757294,0.0,0.0,0.0,,0.0,-1.0,0.0,0.19193679687224371,0.0,-0.0,0.0,-0.9203349668490546,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,0.0,0.0,75.5035303875,0.0,2.0,0.0,0.0,3.0,0.0,0.0,0.047321319580078125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,12.609375,0.07063200000000336,-0.9339654421496637,0.0,0.0,,0.0,8.976377952755936,0.0,0.0,,,,0.0,0.0,0.0,0.0,-0.0,0.0,1.0603100865444357,-0.0,12.703125,12.65,89.07966503315095,0.0,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09387399999999957,1.0,,0.0,6.5675354893665,8.976377952755936,1.0,0.0,0.20233081339357975,1.0,-1.0,0.0,0.0,99.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.4364093244075775,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
101.644551,0.0,0.0,359.1849787649672,0.0,0.0,0.0,,0.0,-1.0,0.0,0.2876460320275515,0.0,-0.0,0.0,-0.6820603931726481,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,0.0,0.0,75.41197766250001,0.0,2.0,0.0,0.0,3.0,0.0,0.0,0.047295331954956055,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,12.6171875,0.13838300000000459,-0.929574379918118,0.0,0.0,,0.0,8.917322834645699,0.0,0.0,,,,0.0,0.0,0.0,0.0,-0.0,0.0,1.0640661434430925,-0.0,12.7109375,12.700000000000001,89.31793960682735,0.0,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.022208999999989487,1.0,,0.0,6.486996787669104,8.917322834645699,1.0,0.0,0.20202245642296454,1.0,-1.0,0.0,0.0,99.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.461272269487381,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
101.672504,0.0,0.0,359.3767233555786,0.0,0.0,0.0,,0.0,-1.0,0.0,0.04794341095144672,0.0,-0.0,0.0,-1.1457628381751022,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,0.0,0.0,75.41197766250001,0.0,2.0,0.0,0.0,3.0,0.0,0.0,0.047295331954956055,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,12.6171875,0.027952999999996564,-0.9315119991002242,0.0,0.0,,0.0,8.917322834645699,0.0,0.0,,,,0.0,0.0,0.0,0.0,-0.0,0.0,1.0642851518435816,-0.0,12.703125,12.700000000000001,88.8542371618249,0.0,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02293799999999635,1.0,,0.0,6.486996787669104,8.917322834645699,1.0,0.0,0.20093745290206633,1.0,-1.0,0.0,0.0,203.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.48243144154548645,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
101.701403,0.0,0.0,359.4227338317653,0.0,0.0,0.0,,0.0,-1.0,0.0,0.1443142325293462,0.0,-0.0,0.0,-1.136671877598772,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,0.0,0.0,75.457754025,0.0,2.0,0.0,0.0,3.0,0.0,0.0,0.047295331954956055,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,12.609375,0.028898999999995567,-0.9332159882049035,0.0,0.0,,0.0,8.917322834645699,0.0,0.0,,,,0.0,0.0,0.0,0.0,-0.0,0.0,1.0623683068130565,-0.0,12.7109375,12.65,88.86332812240123,0.0,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02044300000000021,1.0,,0.0,6.486996787669104,8.917322834645699,1.0,0.0,0.19585309310062674,1.0,-1.0,0.0,0.0,307.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.4408626854419708,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
101.728296,0.0,0.0,359.3793233682799,0.0,0.0,0.0,,0.0,-1.0,0.0,0.19097401826637792,0.0,-0.0,0.0,-0.9130028668154182,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,0.0,0.0,75.41197766250001,0.0,2.0,0.0,0.0,3.0,0.0,0.0,0.0471038818359375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,12.609375,0.026893000000001166,-0.9314015915165156,0.0,0.0,,0.0,8.917322834645699,0.0,0.0,,,,0.0,0.0,0.0,0.0,-0.0,0.0,1.063027097973008,-0.0,12.7109375,12.700000000000001,89.08699713318458,0.0,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03477800000000286,1.0,,0.0,6.535423353797252,8.917322834645699,1.0,0.0,0.19554176991925395,1.0,-1.0,0.0,0.0,254.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.47712811827659607,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
101.774263,0.0,0.0,359.37724967232276,0.0,0.0,0.0,,0.0,-1.0,0.0,0.2395153068272759,0.0,-0.0,0.0,-0.9130028668154182,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,0.0,0.0,75.457754025,0.0,2.0,0.0,0.0,3.0,0.0,0.0,0.0471038818359375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,12.609375,0.04596700000000453,-0.9282344988071958,0.0,0.0,,0.0,8.976377952755936,0.0,0.0,,,,0.0,0.0,0.0,0.0,-0.0,0.0,1.0616417781683682,-0.0,12.7109375,12.700000000000001,89.08699713318458,0.0,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.021327999999996905,1.0,,0.0,6.535423353797252,8.976377952755936,1.0,0.0,0.192593875333303,1.0,-1.0,0.0,0.0,201.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.49788355827331543,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
101.807098,0.0,0.0,359.33047208621434,0.0,0.0,0.0,,0.0,-1.0,0.0,0.2869351683771612,0.0,-0.0,0.0,-0.6820603931726481,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,0.0,0.0,75.5035303875,0.0,2.0,0.0,0.0,3.0,0.0,0.0,0.0471038818359375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,12.609375,0.03283499999999151,-0.9296500004785839,0.0,0.0,,0.0,8.956692913385858,0.0,0.0,,,,0.0,0.0,0.0,0.0,-0.0,0.0,1.0619315466176964,-0.0,12.7109375,12.65,89.31793960682735,0.0,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.015309000000002015,1.0,,0.0,6.535423353797252,8.956692913385858,1.0,0.0,0.19675307691723348,1.0,-1.0,0.0,0.0,37.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.45153647661209106,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
101.828866,0.0,0.0,359.33435276104944,0.0,0.0,0.0,,0.0,-1.0,0.0,0.0,0.0,-0.0,0.0,-0.9093804491991335,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,0.0,0.0,75.457754025,0.0,2.0,0.0,0.0,3.0,0.0,0.0,0.0471038818359375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,12.6171875,0.02176800000000867,-0.9287233293236452,0.0,0.0,75.4,0.0,8.93700787401578,0.0,0.0,,,,0.0,0.0,0.0,0.0,-0.0,0.0,1.0584782608545706,-0.0,12.7109375,12.700000000000001,89.09061955080087,0.0,67.50130926495545,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03327999999999065,1.0,89.9,0.0,6.535423353797252,8.93700787401578,1.0,0.0,0.19490293035465453,1.0,-1.0,0.0,0.0,144.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.467906653881073,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
