TIME,Operator Controller Unjam Command,shooterCtrl.shooterSpeedErrorAbs,climber.motorCmd,IMU Filtered X Angle,hopper.conv.opMode,Right Intern Moter Current,climber.upperLimitSwitch.stateDbnc,Driver FwdRev Command,Control Panel State Machine Game Data Color Command,Operator Controller Climb Speed Command,IMU Filtered Y Angle,Driver Trench To Loading Align Only Command,Pneumatics Compressor Current,Operator Controller Shoot Command,Control Panel Actual Angle,intakeCtrl.posState,shooterCtrl.underLoad,climber.motor2Current,botDesPoseY,botDesPoseX,Drivetrain Op Mode,botDesPoseT,Left Intern Moter Current,Pneumatics Main System Pressure,hopper.conv.intakeEndSensor.ballsInConveyor,Drivetrain Heading Correction Command,Driver Loading To Trench Command,Left Master Moter Current,Control Panel Desired Angle,Drivetrain Right Motor Output Duty Cycle,Vision Raspberry Pi Duration,Vision Raspberry Pi Visible Target,Operator Controller Eject Desired Command,Control Panel State Machine 3.25 spin,Operator Controller Ctrl Panel Three Rotations Command,hopper.conv.shooterEndSensorTriggeredDbnc,IMU Comp X Angle,Control Panel State Machine Rotate to Color,roboRIO Sys Memory Load,hopper.conv.conveyorPosition,hopper.conv.intakeEndSensor.curBallHeight,Robot Brownout,botActPoseT,intakeCtrl.intkCommand,hopper.conv.motorCurrent,botActPoseX,botActPoseY,climber.motor1Current,hopper.hopperOpMode,Driver Auto Align and Shoot Command,Drivetrain Left Motor output Duty Cycle,Driver Rotate Command,Driver Turn 180 Deg Command,Drivetrain Pose Angle,loopTiming.loopPeriodSec,Robot Battery Voltage,shooterCtrl.shooterHoldCmdVoltage,intakeCtrl.spdState,Drivetrain Left Wheel Actual Speed,Operator Controller Prep to Shoot Command,Robot Battery Current Draw,shooterCtrl.currentStateShooter,roboRIO JVM Memory Load,Drivetrain Left Wheel Desired Speed,Operator Controller Climb Enable Command,Control Panel Motor Current,shooterCtrl.shooterActualSpeed_rpm,Operator Controller Ctrl Panel Seek To Color Command,Driver Snail Mode Command,RIO Input Voltage,roboRIO CPU Load,Match Time,Vision Raspberry Pi Framerate,RIO 3V Supply Voltage,Pneumatics Cutoff Switch State,Operator Controller Shot Speed Increment,Driver Auto Align Close and Shoot Command,IMU Comp Y Angle,Vision Raspberry Pi Stable Target,hopper.conv.intakeEndSensorTriggered,hopper.HopperSparkLeftCmd,climber.climbEnabled,Drivetrain Right Wheel Desired Speed,Dataserver File Logger Queue Length,Vision Raspberry Pi Angle,Operator Controller Intake Desired Command,shooterCtrl.adjustedSetpointRPM,Operator Controller Shot Speed Decrement,Vision Raspberry Pi Vision System Online,climber.climbCMD,hopper.HopperSparkRightCmd,Right Master Moter Current,Robot CAN Bus Utilization,hopper.conv.intakeEndSensor.curConveyorDirection,PDP Cooling Fans Current,RIO 6V Supply Voltage,Drivetrain Right Wheel Actual Speed,Dataserver Stored Samples,PDP Upper Board Current,Drivetrain Desired Heading,Driver Auto Align Only Command,RIO 5V Supply Voltage,climber.lowerLimitSwitch.stateDbnc,hopper.conv.intakeEndSensor.ballHeightIn,Driver Flip Front/Back Command,loopTiming.loopDurationSec,
sec,bool,,,deg,,A,,cmd,color,cmd,deg,bool,A,bool,deg,,,,ft,ft,mode,deg,A,psi,,RPM,bool,A,deg,pct,sec,bool,bool,degrees,bool,,deg,degrees,pct,,,bool,deg,,,ft,ft,,,bool,pct,cmd,bool,deg,,V,,,RPM,bool,A,,pct,RPM,bool,A,,bool,bool,V,pct,s,fps,V,bool,bool,bool,deg,bool,,,bool,RPM,count,deg,bool,,bool,bool,cmd,,A,pct,,A,V,RPM,count,A,deg,bool,V,,,bool,,
364.085153,,,,358.64939010644946,,0.0,,,,,0.27941174195782403,,,,,,,,,,0.0,,0.0,,,0.0,,0.0,,0.0,0.09981131553649902,0.0,,,,,-1.738811317581807,,,,,,,,,,,,,,0.0,,,-157.61149042446561,,,,,-0.0,,,,,0.0,,,,,,,,,5.8120383893755765,,,,,0.20123715002412174,0.0,,,,0.0,,0.0,,,,1.0,,,0.0,,,,,0.0,,,-200.00115074756582,,,,,,,
364.097602,,0.0,0.0,,1.0,,0.0,,,,,,,,,0.0,1.0,0.0,,,,,,,36.0,,,,,,,,,,,0.0,,,,-3.163480737819691E10,2.0,,,0.0,3.125,,,0.0,0.0,,,,,,0.07176199999997834,,7.015388526022434,0.0,,,,0.0,,,,,-0.0,,,,,,,,,,,,,1.0,0.0,0.0,,,,,3200.0,,,0.0,0.0,,,1.0,,,,,,,,,0.0,3.169291338582717,,0.0034509999999841057,
364.104083,,,,356.9318581497097,,0.0,,,,,0.33541956563852643,,,,,,,,,,0.0,,0.0,,,0.0,,0.0,,0.0,0.09981131553649902,0.0,,,,,-1.736758114928628,,,,,,,,,,,,,,0.0,,,-157.6093245049052,,,,,-0.0,,,,,0.0,,,,,,,,,5.8120383893755765,,,,,0.19565672229781078,0.0,,,,0.0,,0.0,,,,1.0,,,0.0,,,,,0.0,,,-200.00115074756582,,,,,,,
364.110805,,0.0,0.0,,1.0,,0.0,,,,,,,,,0.0,1.0,0.0,,,,,,,36.0,,,,,,,,,,,0.0,,,,-3.164067516955706E10,2.0,,,0.0,3.125,,,0.0,0.0,,,,,,0.01893000000001166,,7.015388526022434,0.0,,,,0.0,,,,,-0.0,,,,,,,,,,,,,1.0,0.0,0.0,,,,,3200.0,,,0.0,0.0,,,1.0,,,,,,,,,0.0,3.149606299212638,,0.012735000000020591,
364.111436,,,,358.95680665893224,,0.0,,,,,0.9957704950366136,,,,,,,,,,0.0,,0.0,,,0.0,,0.0,,0.006775109097361565,0.09957408905029297,0.0,,,,,-1.7377720098603646,,,,,,,,,,,,,,0.0,,,-157.61027342314696,,,,,-0.0,,,,,0.0,,,,,,,,,5.856158923013986,,,,,0.2005149715131743,0.0,,,,0.0,,0.0,,,,1.0,,,0.0,,,,,0.0,,,-200.00115074756582,,,,,,,
364.115448,,0.0,0.0,,1.0,,0.0,,,,,,,,,0.0,1.0,0.0,,,,,,,36.0,,,,,,,,,,,0.0,,,,-3.1643454649675026E10,2.0,,,0.0,3.125,,,0.0,0.0,,,,,,0.007353000000023258,,7.015388526022434,0.0,,,,0.0,,,,,-0.0,,,,,,,,,,,,,1.0,0.0,0.0,,,,,3200.0,,,0.0,0.0,,,1.0,,,,,,,,,0.0,3.149606299212638,,0.006994000000020151,
364.116071,,,,0.5667431322468558,,0.0,,,,,359.19710062904034,,,,,,,,,,0.0,,0.0,,,0.0,,0.0,,0.006775109097361565,0.09957408905029297,0.0,,,,,-1.7326168379332725,,,,,,,,,,,,,,0.02053895778954029,,,-157.60985405552793,,,,,-0.0,,,,,0.0,,,,,,,,,5.856158923013986,,,,,0.19584361199706712,0.0,,,,0.0,,0.0,,,,1.0,,,0.0,,,,,0.0,,,-200.00115074756582,,,,,,,
364.120925,,0.0,0.0,,1.0,,0.0,,,,,,,,,0.0,1.0,0.0,,,,,,,36.0,,,,,,,,,,,0.0,,,,-3.164499880529612E10,2.0,,,0.0,3.125,,,0.0,0.0,,,,,,0.004634999999950651,,7.015388526022434,0.0,,,,0.0,,,,,-0.0,,,,,,,,,,,,,1.0,0.0,0.0,,,,,3200.0,,,0.0,0.0,,,1.0,,,,,,,,,0.0,3.2086614173228742,,0.0042739999999525935,
364.122166,,,,357.64606460109115,,,,,,,2.683712634753486,,,,,,,,,,,,,,,,,,,,0.09957408905029297,0.0,,,,,-1.7394917269236108,,,,,,,,,,,,,,,,,-157.61022945010666,,,,,,,,,,,,,,,,,,,5.856158923013986,,,,,0.19931489168051114,0.0,,,,,,0.0,,,,1.0,,,,,,,,,,,,,,,,,,
