TIME,Operator Controller Unjam Command,shooterCtrl.shooterSpeedErrorAbs,climber.motorCmd,IMU Filtered X Angle,hopper.conv.opMode,Right Intern Moter Current,climber.upperLimitSwitch.stateDbnc,Driver FwdRev Command,Control Panel State Machine Game Data Color Command,Operator Controller Climb Speed Command,IMU Filtered Y Angle,Driver Trench To Loading Align Only Command,Pneumatics Compressor Current,Operator Controller Shoot Command,Control Panel Actual Angle,intakeCtrl.posState,shooterCtrl.underLoad,climber.motor2Current,botDesPoseY,botDesPoseX,Drivetrain Op Mode,botDesPoseT,Left Intern Moter Current,Pneumatics Main System Pressure,hopper.conv.intakeEndSensor.ballsInConveyor,Drivetrain Heading Correction Command,Driver Loading To Trench Command,Left Master Moter Current,Control Panel Desired Angle,Drivetrain Right Motor Output Duty Cycle,Vision Raspberry Pi Duration,Vision Raspberry Pi Visible Target,Operator Controller Eject Desired Command,Control Panel State Machine 3.25 spin,Operator Controller Ctrl Panel Three Rotations Command,hopper.conv.shooterEndSensorTriggeredDbnc,IMU Comp X Angle,Control Panel State Machine Rotate to Color,roboRIO Sys Memory Load,hopper.conv.conveyorPosition,hopper.conv.intakeEndSensor.curBallHeight,Robot Brownout,botActPoseT,intakeCtrl.intkCommand,hopper.conv.motorCurrent,botActPoseX,botActPoseY,climber.motor1Current,hopper.hopperOpMode,Driver Auto Align and Shoot Command,Drivetrain Left Motor output Duty Cycle,Driver Rotate Command,Driver Turn 180 Deg Command,Drivetrain Pose Angle,loopTiming.loopPeriodSec,Robot Battery Voltage,shooterCtrl.shooterHoldCmdVoltage,intakeCtrl.spdState,Drivetrain Left Wheel Actual Speed,Operator Controller Prep to Shoot Command,Robot Battery Current Draw,shooterCtrl.currentStateShooter,roboRIO JVM Memory Load,Drivetrain Left Wheel Desired Speed,Operator Controller Climb Enable Command,Control Panel Motor Current,shooterCtrl.shooterActualSpeed_rpm,Operator Controller Ctrl Panel Seek To Color Command,Driver Snail Mode Command,RIO Input Voltage,roboRIO CPU Load,Match Time,Vision Raspberry Pi Framerate,RIO 3V Supply Voltage,Pneumatics Cutoff Switch State,Operator Controller Shot Speed Increment,Driver Auto Align Close and Shoot Command,IMU Comp Y Angle,Vision Raspberry Pi Stable Target,hopper.conv.intakeEndSensorTriggered,hopper.HopperSparkLeftCmd,climber.climbEnabled,Drivetrain Right Wheel Desired Speed,Dataserver File Logger Queue Length,Vision Raspberry Pi Angle,Operator Controller Intake Desired Command,shooterCtrl.adjustedSetpointRPM,Operator Controller Shot Speed Decrement,Vision Raspberry Pi Vision System Online,climber.climbCMD,hopper.HopperSparkRightCmd,Right Master Moter Current,Robot CAN Bus Utilization,hopper.conv.intakeEndSensor.curConveyorDirection,PDP Cooling Fans Current,RIO 6V Supply Voltage,Drivetrain Right Wheel Actual Speed,Dataserver Stored Samples,PDP Upper Board Current,Drivetrain Desired Heading,Driver Auto Align Only Command,RIO 5V Supply Voltage,climber.lowerLimitSwitch.stateDbnc,hopper.conv.intakeEndSensor.ballHeightIn,Driver Flip Front/Back Command,loopTiming.loopDurationSec,
sec,bool,,,deg,,A,,cmd,color,cmd,deg,bool,A,bool,deg,,,,ft,ft,mode,deg,A,psi,,RPM,bool,A,deg,pct,sec,bool,bool,degrees,bool,,deg,degrees,pct,,,bool,deg,,,ft,ft,,,bool,pct,cmd,bool,deg,,V,,,RPM,bool,A,,pct,RPM,bool,A,,bool,bool,V,pct,s,fps,V,bool,bool,bool,deg,bool,,,bool,RPM,count,deg,bool,,bool,bool,cmd,,A,pct,,A,V,RPM,count,A,deg,bool,V,,,bool,,
107.953896,,,,357.62999773760504,,,,,,,0.6634262133490495,,,,,,,,,,,,,,,,,,,,0.09766960144042969,0.0,,,,,-2.0261942913971587,,,,,,,,,,,,,,,,,97.10542158451692,,,,,,,,,,,,,,,,,,,5.938484366239459,,,,,0.8106609229182237,0.0,,,,,,0.0,,,,0.0,,,,,,,,,,,,,,,,,,
107.977212,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,13.0,,,,,0.0,,,,,,,,,12.743262939453125,,-1.0,,,,,,,,,,,,10.0,,,,,,,,,0.38964319229125977,,0.0,,,0.0,0.0,,,,,,,,
107.953896,,,,,,0.0,,,,,,,,,,,,,,,0.0,,0.0,,,0.0,,0.0,,0.0,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,-0.0,,,,,0.0,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,0.0,,,,,0.0,,,0.0,,,,,,,
107.990179,,0.0,0.0,,1.0,,0.0,,,,,,,,,0.0,1.0,0.0,,,,,,,0.0,,,,,,,,,,,0.0,,,,-1.2411305220092716E10,0.0,,,0.0,0.0,,,0.0,0.0,,,,,,0.07364900000000318,,7.264816593378782,0.0,,,,0.0,,,,,-0.0,,,,,,,,,,,,,0.0,0.0,0.0,,,,,3200.0,,,0.0,0.0,,,1.0,,,,,,,,,1.0,8.740157480314883,,0.003628000000006182,
108.008214,,,,357.96166629716754,,0.0,,,,,0.9953053459437663,,,,,,,,,,0.0,,0.0,,,0.0,,0.0,,0.037751395255327225,0.09766960144042969,0.0,,,,,-2.030557431739817,,,,,,,,,,,,,,0.04052858054637909,,,97.1028972203655,,,,,-0.0,,,,,0.0,,,,,,,,,5.938484366239459,,,,,0.8085006326292767,0.0,,,,0.0,,0.0,,,,0.0,,,0.0,,,,,0.0,,,0.0,,,,,,,
108.015243,,0.0,0.0,,1.0,,0.0,,,,,,,,,0.0,1.0,0.0,,,,,,,0.0,,,,,,,,,,,0.0,,,,-1.2411305220092716E10,0.0,,,0.0,0.0,,,0.0,0.0,,,,,,0.05431799999999498,,7.264816593378782,0.0,,,,0.0,,,,,-0.0,,,,,,,,,,,,,0.0,0.0,0.0,,,,,3200.0,,,0.0,0.0,,,1.0,,,,,,,,,1.0,8.720472440944803,,0.03673299999999813,
108.016692,,,,354.8725160978438,,0.0,,,,,3.7483282829115647,,,,,,,,,,0.0,,0.0,,,0.0,,0.0,,0.037751395255327225,0.09766960144042969,0.0,,,,,-2.036192256050152,,,,,,,,,,,,,,0.04052858054637909,,,97.10293265687345,,,,,-0.0,,,,,0.0,,,,,,,,,5.938484366239459,,,,,0.8097878582270444,0.0,,,,0.0,,0.0,,,,0.0,,,0.0,,,,,0.0,,,0.0,,,,,,,
108.020791,,0.0,0.0,,1.0,,0.0,,,,,,,,,0.0,1.0,0.0,,,,,,,0.0,,,,,,,,,,,0.0,,,,-1.2411305220092716E10,0.0,,,0.0,0.0,,,0.0,0.0,,,,,,0.008478000000010866,,7.264816593378782,0.0,,,,0.0,,,,,-0.0,,,,,,,,,,,,,0.0,0.0,0.0,,,,,3200.0,,,0.0,0.0,,,1.0,,,,,,,,,1.0,8.740157480314881,,0.0073110000000014,
108.022349,,,,358.5721026514906,,0.0625,,,,,3.714750570080819,,,,,,,,,,0.0,,0.09375,,,0.0,,0.09375,,0.059877317398786545,0.09766960144042969,0.0,,,,,-2.0350937305674375,,,,,,,,,,,,,,0.06265450268983841,,,97.10354756028003,,,,,-0.0,,,,,0.0,,,,,,,,,5.938484366239459,,,,,0.8103959783571681,0.0,,,,0.0,,0.0,,,,0.0,,,0.0,,,,,0.0,,,0.0,,,,,,,
108.025635,,0.0,0.0,,1.0,,0.0,,,,,,,,,0.0,1.0,0.0,,,,,,,0.0,,,,,,,,,,,0.0,,,,-1.2411305220092716E10,0.0,,,0.0,0.0,,,0.0,0.0,,,,,,0.005656999999999357,,7.264816593378782,0.0,,,,0.0,,,,,-0.0,,,,,,,,,,,,,0.0,0.0,0.0,,,,,3200.0,,,0.0,0.0,,,1.0,,,,,,,,,1.0,8.759842519684959,,0.004357999999996309,
108.027128,,,,356.4067083735349,,0.0625,,,,,0.31818588406122283,,,,,,,,,,0.0,,0.09375,,,0.0,,0.09375,,0.059877317398786545,0.09766960144042969,0.0,,,,,-2.047585505733343,,,,,,,,,,,,,,0.06265450268983841,,,97.10377110948639,,,,,-0.0,,,,,0.0,,,,,,,,,5.938484366239459,,,,,0.8114817923076385,0.0,,,,0.0,,0.0,,,,0.0,,,0.0,,,,,0.0,,,0.0,,,,,,,
108.030341,,0.0,0.0,,1.0,,0.0,,,,,,,,,0.0,1.0,0.0,,,,,,,0.0,,,,,,,,,,,0.0,,,,-1.2411305220092716E10,0.0,,,0.0,0.0,,,0.0,0.0,,,,,,0.0047789999999992006,,7.264816593378782,0.0,,,,0.0,,,,,-0.0,,,,,,,,,,,,,0.0,0.0,0.0,,,,,3200.0,,,0.0,0.0,,,1.0,,,,,,,,,1.0,8.779527559055037,,0.0035789999999877864,
