TIME,Operator Controller Unjam Command,Ball Counter Ball Count,IMU Filtered X Angle,Shooter Desired Speed,Right Intern Moter Current,Driver FwdRev Command,Control Panel State Machine Game Data Color Command,Operator Controller Climb Speed Command,IMU Filtered Y Angle,Hopper Motor Left Cmd,Hopper Motor Right Current,Driver Trench To Loading Align Only Command,Pneumatics Compressor Current,Shots Taken,Climber Input Command,Operator Controller Shoot Command,Climber Motor 2 Current,botDesPoseY,botDesPoseX,Drivetrain Op Mode,botDesPoseT,Left Intern Moter Current,Intake Motor Current,Pneumatics Main System Pressure,Drivetrain Heading Correction Command,Shooter Wheel Current Control Mode,Driver Loading To Trench Command,Shooter Input Mode Command,Left Master Moter Current,Drivetrain Right Motor Output Duty Cycle,Vision Raspberry Pi Duration,Conveyor Motor Speed Command,Vision Raspberry Pi Visible Target,Operator Controller Eject Desired Command,Hopper Motor Right Cmd,Control Panel State Machine 3.25 spin,Conveyor Intake End Ball Present,Intake Speed State,Ball Distance Sensor Raw Voltage,Operator Controller Ctrl Panel Three Rotations Command,Main Loop Call Period,IMU Comp X Angle,Shooter Motor 1 Current,Control Panel State Machine Rotate to Color,roboRIO Sys Memory Load,Ball Counter Sensor Distance,Robot Brownout,botActPoseT,botActPoseX,botActPoseY,Climber Motor 1 Current,Driver Auto Align and Shoot Command,Shooter Motor 1 Percent,Drivetrain Left Motor output Duty Cycle,Intake Fault,Driver Rotate Command,Driver Turn 180 Deg Command,Climber Upper Limit Switch,Drivetrain Pose Angle,Intake Motor Speed,Robot Battery Voltage,Drivetrain Left Wheel Actual Speed,Operator Controller Prep to Shoot Command,Robot Battery Current Draw,roboRIO JVM Memory Load,Climber Lower Limit Switch,Color Sensor Blue Intensity,Drivetrain Left Wheel Desired Speed,Operator Controller Climb Enable Command,Ball Counter Ball Height State,Operator Controller Ctrl Panel Seek To Color Command,Conveyor Position,Driver Snail Mode Command,Shooter Actual Speed,Main Loop Process Duration,RIO Input Voltage,Ball Distance Sensor Available,roboRIO CPU Load,Intake Speed Command,Vision Raspberry Pi Framerate,Ball Distance Sensor Distance,RIO 3V Supply Voltage,Pneumatics Cutoff Switch State,Intake Solenoid Command,Operator Controller Shot Speed Increment,Driver Auto Align Close and Shoot Command,IMU Comp Y Angle,Vision Raspberry Pi Stable Target,Conveyor Motor Current,Color Sensor Match Color,Color Sensor Red Intensity,Drivetrain Right Wheel Desired Speed,Dataserver File Logger Queue Length,Vision Raspberry Pi Angle,Operator Controller Intake Desired Command,Shooter Motor 2 Current,Operator Controller Shot Speed Decrement,Color Sensor Green Intensity,Vision Raspberry Pi Vision System Online,Right Master Moter Current,Robot CAN Bus Utilization,Climber Motor Command,PDP Cooling Fans Current,RIO 6V Supply Voltage,Shooter Under Load,Drivetrain Right Wheel Actual Speed,Conveyor Shooter End Ball Present,Dataserver Stored Samples,PDP Upper Board Current,Drivetrain Desired Heading,Driver Auto Align Only Command,RIO 5V Supply Voltage,Intake Position State,Hopper Motor Left Current,Driver Flip Front/Back Command,
sec,bool,count,deg,RPM,A,cmd,color,cmd,deg,cmd,A,bool,A,balls,cmd,bool,A,ft,ft,mode,deg,A,A,psi,RPM,state,bool,state,A,pct,sec,pct,bool,bool,cmd,degrees,bool,state,V,bool,sec,deg,A,degrees,pct,in,bool,deg,ft,ft,A,bool,pct,pct,bits,cmd,bool,state,deg,RPM,V,RPM,bool,A,pct,state,sat,RPM,bool,heightState,bool,feet,bool,RPM,sec,V,bool,pct,cmd,fps,in,V,bool,bool,bool,bool,deg,bool,A,color,sat,RPM,count,deg,bool,A,bool,sat,bool,A,pct,cmd,A,V,bool,RPM,bool,count,A,deg,bool,V,state,A,bool,
252.614185,,,,0.0,,,,,,,,,,1.0,,,,,,,,,,,,0.0,,3.0,,,,,,,,,,,,,,,0.0,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,-0.0,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,1.0,,,,,,,,,,,
252.624565,,,,0.0,,,,,,,,,,1.0,,,,,,,,,,,,0.0,,3.0,,,,,,,,,,,,,,,0.0,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,-0.0,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,1.0,,,,,,,,,,,
252.575544,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.003185000000001992,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
252.627869,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.08430218696594238,,0.0,,,,,,,,0.05232499999999618,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.4466362033694065,,,,,,,,0.0,,,,,,0.0,,,,,1.0,,,,,,,,,,,,,,,,,
252.634836,,,,0.0,,,,,,,,,,1.0,,,,,,,,,,,,0.0,,3.0,,,,,,,,,,,,,,,0.0,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,-0.0,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,1.0,,,,,,,,,,,
252.627869,,0.0,358.75152644691235,,0.0,,,,0.336102802122577,0.0,0.0,,,,0.0,,0.0,,,1.0,,0.0,0.0,,-0.035213264761893015,,,,0.0,0.0,,0.0,,,0.0,,0.0,0.0,,,,-1.1101690878206687,,,,9.251968503936922,,,,,0.0,,,0.0,0.0,,,0.0,46.187171954574254,-0.0,,-0.0,,,,0.0,,0.4719326971578396,,0.0,,-6.773593047484163E9,,,,,1.0,,0.0,,9.251968503936922,,,0.0,,,-0.1270417960880235,,0.0,,,0.40150616763405356,,,,,,,,0.0,,0.0,,,,0.0,0.0,,,46.16956532219331,,,0.0,0.0,,
252.645184,,,,0.0,,,,,,,,,,1.0,,,,,,,,,,,,0.0,,3.0,,,,,,,,,,,,,,,0.0,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,-0.0,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,1.0,,,,,,,,,,,
252.656489,,,,0.0,,,,,,,,,,1.0,,,,,,,,,,,,0.0,,3.0,,,,,,,,,,,,,,,0.0,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,-0.0,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,1.0,,,,,,,,,,,
252.627869,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.015808999999990192,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
252.662383,,0.0,358.606365271457,,,,,,0.3844159131235871,0.0,0.0,,,,,,,,,,,,0.0,,,,,,,,0.05208873748779297,0.0,0.0,,0.0,,0.0,0.0,,,0.03451400000000149,-1.1120093626805763,,,,9.29133858267708,,,,,,,,,0.0,,,,46.19090454440331,-0.0,,,,,,,,,,0.0,,-6.773593047484163E9,,,,,1.0,,0.0,5.447452260321031,9.29133858267708,,,0.0,,,-0.12505309605238873,0.0,0.0,,,,,0.0,,,,,1.0,,,,,,,,0.0,,,,,,0.0,0.0,,
252.666802,,,,0.0,,,,,,,,,,1.0,,,,,,,,,,,,0.0,,3.0,,,,,,,,,,,,,,,0.0,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,-0.0,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,1.0,,,,,,,,,,,
252.662383,,,,,0.1875,,,,,,,,,,0.0,,0.0,,,1.0,,0.1875,,,-0.09516910014917812,,,,0.15625,0.00317392498254776,,,,,,,,,,,,,,,,,,,,,0.0,,,0.003723258152604103,,,,0.0,,,,-0.0,,,,0.0,,0.9684945278228758,,,,,,,0.006293999999996913,,,,,,,,,,,,,,,,,0.7781563275245196,,,,,,,,0.1875,,0.0,,,,0.0,,,,46.14331999432872,,,,,,
252.672262,,0.0,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,0.05208873748779297,0.0,0.0,,0.0,,0.0,,,,0.009878999999983762,,,,,9.330708661417237,,,,,,,,,,,,,,,,,,,,,,,,0.0,,-6.773593047484163E9,,,,,1.0,,,5.447452260321031,9.330708661417237,,,,,,,0.0,0.0,,,,,0.0,,,,,1.0,,,,,,,,0.0,,,,,,,0.0,,
252.673239,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,
252.672262,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
252.673239,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,13.0,,,,,,,,,,,,,,,12.8123701171875,,,,,,,,,,,,,,,,,89.0,,,,,,,,0.5348939895629883,,0.0,,,,,,0.0,,,,,,,
252.672262,,,358.79749601556944,,0.1875,,,,0.09619329511315916,,,,,,0.0,,0.0,,,1.0,,0.1875,,,-0.1035523367303881,,,,0.15625,0.00317392498254776,,,,,,,,0.0,,,,-1.1115875109661322,,,,,,,,,0.0,,,0.003723258152604103,0.0,,,0.0,46.195096162693915,-0.0,,-0.0,,,,0.0,,0.9768777644040858,,,,,,,,,,,0.0,,,,,0.0,,,-0.12599838500301747,,,,,0.7697730909433096,,,,,,,,0.1875,,0.0,,,,0.0,,,,46.14331999432872,,,0.0,,,
