TIME,Operator Controller Unjam Command,shooterCtrl.shooterSpeedErrorAbs,climber.motorCmd,IMU Filtered X Angle,hopper.conv.opMode,Right Intern Moter Current,climber.upperLimitSwitch.stateDbnc,Driver FwdRev Command,Control Panel State Machine Game Data Color Command,Operator Controller Climb Speed Command,IMU Filtered Y Angle,Driver Trench To Loading Align Only Command,Pneumatics Compressor Current,Operator Controller Shoot Command,Control Panel Actual Angle,intakeCtrl.posState,shooterCtrl.underLoad,climber.motor2Current,botDesPoseY,botDesPoseX,Drivetrain Op Mode,botDesPoseT,Left Intern Moter Current,Pneumatics Main System Pressure,hopper.conv.intakeEndSensor.ballsInConveyor,Drivetrain Heading Correction Command,Driver Loading To Trench Command,Left Master Moter Current,Control Panel Desired Angle,Drivetrain Right Motor Output Duty Cycle,Vision Raspberry Pi Duration,Vision Raspberry Pi Visible Target,Operator Controller Eject Desired Command,Control Panel State Machine 3.25 spin,Operator Controller Ctrl Panel Three Rotations Command,hopper.conv.shooterEndSensorTriggeredDbnc,IMU Comp X Angle,Control Panel State Machine Rotate to Color,roboRIO Sys Memory Load,hopper.conv.conveyorPosition,hopper.conv.intakeEndSensor.curBallHeight,Robot Brownout,botActPoseT,intakeCtrl.intkCommand,hopper.conv.motorCurrent,botActPoseX,botActPoseY,climber.motor1Current,hopper.hopperOpMode,Driver Auto Align and Shoot Command,Drivetrain Left Motor output Duty Cycle,Driver Rotate Command,Driver Turn 180 Deg Command,Drivetrain Pose Angle,loopTiming.loopPeriodSec,Robot Battery Voltage,shooterCtrl.shooterHoldCmdVoltage,intakeCtrl.spdState,Drivetrain Left Wheel Actual Speed,Operator Controller Prep to Shoot Command,Robot Battery Current Draw,shooterCtrl.currentStateShooter,roboRIO JVM Memory Load,Drivetrain Left Wheel Desired Speed,Operator Controller Climb Enable Command,Control Panel Motor Current,shooterCtrl.shooterActualSpeed_rpm,Operator Controller Ctrl Panel Seek To Color Command,Driver Snail Mode Command,RIO Input Voltage,roboRIO CPU Load,Match Time,Vision Raspberry Pi Framerate,RIO 3V Supply Voltage,Pneumatics Cutoff Switch State,Operator Controller Shot Speed Increment,Driver Auto Align Close and Shoot Command,IMU Comp Y Angle,Vision Raspberry Pi Stable Target,hopper.conv.intakeEndSensorTriggered,hopper.HopperSparkLeftCmd,climber.climbEnabled,Drivetrain Right Wheel Desired Speed,Dataserver File Logger Queue Length,Vision Raspberry Pi Angle,Operator Controller Intake Desired Command,shooterCtrl.adjustedSetpointRPM,Operator Controller Shot Speed Decrement,Vision Raspberry Pi Vision System Online,climber.climbCMD,hopper.HopperSparkRightCmd,Right Master Moter Current,Robot CAN Bus Utilization,hopper.conv.intakeEndSensor.curConveyorDirection,PDP Cooling Fans Current,RIO 6V Supply Voltage,Drivetrain Right Wheel Actual Speed,Dataserver Stored Samples,PDP Upper Board Current,Drivetrain Desired Heading,Driver Auto Align Only Command,RIO 5V Supply Voltage,climber.lowerLimitSwitch.stateDbnc,hopper.conv.intakeEndSensor.ballHeightIn,Driver Flip Front/Back Command,loopTiming.loopDurationSec,
sec,bool,,,deg,,A,,cmd,color,cmd,deg,bool,A,bool,deg,,,,ft,ft,mode,deg,A,psi,,RPM,bool,A,deg,pct,sec,bool,bool,degrees,bool,,deg,degrees,pct,,,bool,deg,,,ft,ft,,,bool,pct,cmd,bool,deg,,V,,,RPM,bool,A,,pct,RPM,bool,A,,bool,bool,V,pct,s,fps,V,bool,bool,bool,deg,bool,,,bool,RPM,count,deg,bool,,bool,bool,cmd,,A,pct,,A,V,RPM,count,A,deg,bool,V,,,bool,,
288.939285,0.0,,,358.21341290095495,,0.0,,-3.777958735757779E-133,-1.0,0.0,358.93781623165535,0.0,,0.0,,,,,,,0.0,,0.0,,,0.0,0.0,0.0,,0.0,0.09779834747314453,0.0,0.0,0.0,0.0,,-1.854724576235644,0.0,,,,,,,,,,,,0.0,0.0,0.0041432037960149265,0.0,32.14470102517414,,,,,-0.0,0.0,,,,0.0,0.0,,,0.0,1.0,,,,5.902939293077849,,,0.0,0.0,-0.20066296316558555,0.0,,,,0.0,,0.0,0.0,,0.0,1.0,,,0.0,,,,,0.0,,,10.598910361979593,0.0,,,,0.0,,
288.960939,,0.0,0.0,,1.0,,0.0,,,,,,,,,0.0,1.0,0.0,,,,,,,47.0,,,,,,,,,,,0.0,,,,-1.4436310901593363E10,0.0,,,0.0,0.0,,,0.0,0.0,,,,,,0.061449999999979354,,7.21751740667969,0.0,,,,0.0,,,,,-0.0,,,,,,,,,,,,,0.0,0.0,0.0,,,,,3200.0,,,0.0,0.0,,,1.0,,,,,,,,,0.0,9.07480314960629,,0.004201000000023214,
288.973401,0.0,,,358.276100015108,,,,-3.5343067864626225E-133,,0.0,358.6023155044753,0.0,,0.0,,,,,,,,,,,,,0.0,,,,0.09779834747314453,0.0,0.0,,0.0,,-1.8520864948668196,,,,,,,,,,,,,0.0,,0.0041432037960149265,0.0,32.15072620978952,,,,,,0.0,,,,,0.0,,,0.0,1.0,,,,5.902939293077849,,,0.0,0.0,-0.20513563045559613,0.0,,,,,,0.0,0.0,,0.0,1.0,,,,,,,,,,,,0.0,,,,0.0,,
288.978291,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,12.75,,,,,0.0,,,,,,,,,12.542223876953125,,159.92300415039062,,,,,,,,,,,,66.0,,,,,,,,,0.3722419738769531,,0.0,,,0.0,0.0,,,,,,,,
288.973401,,,,,,0.0,,,-1.0,,,,,,,,,,,,0.0,,0.0,,,0.0,,0.0,,0.0,,,,0.0,,,,0.0,,,,,,,,,,,,,0.0,,,,,,,,-0.0,,,,,0.0,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,0.0,,,,,0.0,,,10.598910361979593,,,,,,,
289.000288,,0.0,0.0,,1.0,,0.0,,,,,,,,,0.0,1.0,0.0,,,,,,,47.0,,,,,,,,,,,0.0,,,,-1.4436310901593363E10,0.0,,,0.0,0.0,,,0.0,0.0,,,,,,0.03411600000004,,7.21751740667969,0.0,,,,0.0,,,,,-0.0,,,,,,,,,,,,,0.0,0.0,0.0,,,,,3200.0,,,0.0,0.0,,,1.0,,,,,,,,,0.0,9.07480314960629,,0.022305000000017117,
289.001662,0.0,,,354.1123106718987,,0.0,,-3.306368685980434E-133,-1.0,0.0,1.4087589015758328,0.0,12.375,0.0,,,,,,,0.0,,0.0,51.88843571428572,,0.0,0.0,0.0,,0.0,0.09880280494689941,0.0,0.0,0.0,0.0,,-1.8597587115105145,0.0,,,,,,,,,,,,0.0,0.0,0.0041432037960149265,0.0,32.157961442976344,,,,,-0.0,0.0,,,,0.0,0.0,,,0.0,1.0,,,,5.840396349529488,,0.0,0.0,0.0,-0.1967292381451469,0.0,,,,0.0,,0.0,0.0,,0.0,1.0,,,0.0,,,,,0.0,,,10.598910361979593,0.0,,,,0.0,,
289.009314,,0.0,0.0,,1.0,,0.0,,,,,,,,,0.0,1.0,0.0,,,,,,,47.0,,,,,,,,,,,0.0,,,,-1.4436310901593363E10,0.0,,,0.0,0.0,,,0.0,0.0,,,,,,0.028260999999986325,,7.21751740667969,0.0,,,,0.0,,,,,-0.0,,,,,,,,,,,,,0.0,0.0,0.0,,,,,3200.0,,,0.0,0.0,,,1.0,,,,,,,,,0.0,9.133858267716526,,0.027478999999971165,
289.010123,0.0,,,358.2423949231436,,0.0,,-3.0931310008245077E-133,-1.0,0.0,1.0251634870612814,0.0,,0.0,,,,,,,0.0,,0.0,,,0.0,0.0,0.0,,0.0,0.09880280494689941,0.0,0.0,0.0,0.0,,-1.8494051967483007,0.0,,,,,,,,,,,,0.0,0.0,0.0041432037960149265,0.0,32.159615636382945,,,,,-0.0,0.0,,,,0.0,0.0,,,0.0,1.0,,,,5.840396349529488,,,0.0,0.0,-0.20856582500870702,0.0,,,,0.0,,0.0,0.0,,0.0,1.0,,,0.0,,,,,0.0,,,10.598910361979593,0.0,,,,0.0,,
289.018209,,0.0,0.0,,1.0,,0.0,,,,,,,,,0.0,1.0,0.0,,,,,,,47.0,,,,,,,,,,,0.0,,,,-1.4436310901593363E10,0.0,,,0.0,0.0,,,0.0,0.0,,,,,,0.008461000000011154,,7.21751740667969,0.0,,,,0.0,,,,,-0.0,,,,,,,,,,,,,0.0,0.0,0.0,,,,,3200.0,,,0.0,0.0,,,1.0,,,,,,,,,0.0,9.114173228346448,,0.00826399999999694,
289.020244,0.0,,,0.23055020863745332,,0.0,,-2.8936456568891657E-133,-1.0,0.0,358.2475498357326,0.0,,0.0,,,,,,,0.0,,0.0,,,0.0,0.0,0.0,,0.0,0.09880280494689941,0.0,0.0,0.0,0.0,,-1.853727005397705,0.0,,,,,,,,,,,,0.0,0.0,0.0041432037960149265,0.0,32.16165039836097,,,,,-0.0,0.0,,,,0.0,0.0,,,0.0,1.0,,,,5.840396349529488,,,0.0,0.0,-0.20014738453611677,0.0,,,,0.0,,0.0,0.0,,0.0,1.0,,,0.0,,,,,0.0,,,10.598910361979593,0.0,,,,0.0,,
