TIME,Operator Controller Unjam Command,Ball Counter Ball Count,IMU Filtered X Angle,Shooter Motor 2 Speed,Shooter Desired Speed,Right Intern Moter Current,Robot Front Tilt Angle,Driver FwdRev Command,Control Panel State Machine Game Data Color Command,Operator Controller Climb Speed Command,IMU Filtered Y Angle,Hopper Motor Left Cmd,Shooter Motor 1 Speed,Hopper Motor Right Current,Total Tilt Angle,Pneumatics Compressor Current,Shots Taken,Climber Input Command,Operator Controller Shoot Command,Control Panel Actual Angle,Climber Motor 2 Current,botDesPoseY,botDesPoseX,Drivetrain Op Mode,botDesPoseT,Left Intern Moter Current,Intake Motor Current,Pneumatics Main System Pressure,Drivetrain Heading Correction Command,Shooter Wheel Current Control Mode,Shooter Motor 2 Percent,Control Panel Desired Angle,Shooter Input Mode Command,Left Master Moter Current,Drivetrain Right Motor Output Duty Cycle,Vision Raspberry Pi Duration,Conveyor Motor Speed Command,Vision Raspberry Pi Visible Target,Operator Controller Eject Desired Command,Control Panel State Machine 3.25 spin,Hopper Motor Right Cmd,Conveyor Intake End Ball Present,Intake Speed State,Ball Distance Sensor Raw Voltage,Operator Controller Ctrl Panel Three Rotations Command,Shooter Motor 2 in Voltage,Main Loop Call Period,IMU Comp X Angle,Shooter Motor 1 Current,Control Panel State Machine Rotate to Color,roboRIO Sys Memory Load,Operator Controller Photon Cannon Command,Ball Counter Sensor Distance,Photon Cannon State,Robot Brownout,botActPoseT,botActPoseX,botActPoseY,Climber Motor 1 Current,Driver Auto Align and Shoot Command,Shooter Motor 1 Percent,Drivetrain Left Motor output Duty Cycle,Driver Rotate Command,Climber Upper Limit Switch,Drivetrain Pose Angle,Robot Battery Voltage,Drivetrain Left Wheel Actual Speed,Shooter Motor 1 in Voltage,Robot Side Tilt Angle,Robot Battery Current Draw,Operator Controller Prep to Shoot Command,roboRIO JVM Memory Load,Climber Lower Limit Switch,Color Sensor Blue Intensity,Drivetrain Left Wheel Desired Speed,Operator Controller Climb Enable Command,Control Panel Motor Current,Ball Counter Ball Height State,Operator Controller Ctrl Panel Seek To Color Command,Conveyor Position,Driver Snail Mode Command,Shooter Actual Speed,Main Loop Process Duration,RIO Input Voltage,Ball Distance Sensor Available,roboRIO CPU Load,Intake Speed Command,Vision Raspberry Pi Framerate,RIO 3V Supply Voltage,Ball Distance Sensor Distance,Pneumatics Cutoff Switch State,Intake Solenoid Command,IMU Comp Y Angle,Vision Raspberry Pi Stable Target,Color Sensor Match Color,Conveyor Motor Current,Color Sensor Red Intensity,Dataserver File Logger Queue Length,Drivetrain Right Wheel Desired Speed,Vision Raspberry Pi Angle,Operator Controller Intake Desired Command,Shooter Motor 2 Current,Color Sensor Green Intensity,Vision Raspberry Pi Vision System Online,Robot CAN Bus Utilization,Right Master Moter Current,Climber Motor Command,PDP Cooling Fans Current,RIO 6V Supply Voltage,Dataserver Stored Samples,Shooter Under Load,Drivetrain Right Wheel Actual Speed,Conveyor Shooter End Ball Present,PDP Upper Board Current,Drivetrain Desired Heading,Driver Auto Align Only Command,RIO 5V Supply Voltage,Intake Position State,Hopper Motor Left Current,Driver Flip Front/Back Command,
sec,bool,count,deg,RPM,RPM,A,degrees,cmd,color,cmd,deg,cmd,RPM,A,degrees,A,balls,cmd,bool,deg,A,ft,ft,mode,deg,A,A,psi,RPM,state,pct,deg,state,A,pct,sec,pct,bool,bool,degrees,cmd,bool,state,V,bool,V,sec,deg,A,degrees,pct,bool,in,bool,bool,deg,ft,ft,A,bool,pct,pct,cmd,state,deg,V,RPM,V,degrees,A,bool,pct,state,sat,RPM,bool,A,heightState,bool,feet,bool,RPM,sec,V,bool,pct,cmd,fps,V,in,bool,bool,deg,bool,color,A,sat,count,RPM,deg,bool,A,sat,bool,pct,A,cmd,A,V,count,bool,RPM,bool,A,deg,bool,V,state,A,bool,
107.502908,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.025717999999997687,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
107.606763,0.0,0.0,359.1363147192471,0.0,0.0,0.0,,0.0,-1.0,0.0,359.80807678339687,0.0,-0.0,0.0,-0.4547188616931379,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,0.0,0.0,71.429434125,0.0,2.0,0.0,0.0,3.0,0.0,0.0,0.05268454551696777,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,12.75,0.10385499999999581,-1.0532710849795623,0.0,0.0,,0.0,8.779527559055108,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,3.557680810525206,12.85,-0.0,12.8359375,89.54528113830686,0.0,0.0,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08235700000000179,12.598766113281249,1.0,,0.0,6.615318857654776,,8.779527559055108,1.0,0.0,-0.3095392742594059,0.0,-1.0,0.0,0.0,101.0,0.0,0.0,0.0,0.0,0.0,1.0,0.46110519766807556,0.0,0.0,0.0,,14.0,1.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,
107.738485,0.0,0.0,359.18497305848985,0.0,0.0,0.0,,0.0,-1.0,0.0,359.80823500140167,0.0,-0.0,0.0,-0.4547188616931379,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,0.0,0.0,71.429434125,0.0,2.0,0.0,0.0,3.0,0.0,0.0,0.07733678817749023,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,12.7578125,0.13172199999999634,-1.0425820058771798,0.0,0.0,,0.0,8.779527559055108,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,3.561886476691264,12.8,-0.0,12.84375,89.54528113830686,0.0,0.0,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03235600000000716,12.611331054687499,1.0,,0.0,4.142571566280291,,8.779527559055108,1.0,0.0,-0.3013494589708769,0.0,-1.0,0.0,0.0,101.0,0.0,0.0,0.0,0.0,0.0,1.0,0.4618639349937439,0.0,0.0,0.0,,8.0,1.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,
107.78057,0.0,0.0,358.9470635721243,0.0,0.0,0.0,,0.0,-1.0,0.0,359.95214186314075,0.0,-0.0,0.0,-0.4583564580004378,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,0.0,0.0,71.47521048749998,0.0,2.0,0.0,0.0,3.0,0.0,0.0,0.050935983657836914,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,12.7578125,0.04208500000000015,-1.0449804481192404,0.0,0.0,,0.0,8.72047244094487,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,3.563990216092974,12.8,-0.0,12.84375,89.54164354199956,0.0,0.0,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02626700000000426,12.605048583984374,1.0,,0.0,9.496594696420809,,8.72047244094487,1.0,0.0,-0.29913725060994373,0.0,-1.0,0.0,0.0,207.0,0.0,0.0,0.0,0.0,0.0,1.0,0.5213109254837036,0.0,0.0,0.0,,14.0,1.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,
107.812756,0.0,0.0,359.04037785011894,0.0,0.0,0.0,,0.0,-1.0,0.0,359.66414597318413,0.0,-0.0,0.0,-0.226464352341182,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,0.0,0.0,71.429434125,0.0,2.0,0.0,0.0,3.0,0.0,0.0,0.050935983657836914,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,12.75,0.03218599999999583,-1.0450187441127416,0.0,0.0,,0.0,8.700787401574793,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,3.5658563984372975,12.85,-0.0,12.8359375,89.77353564765882,0.0,0.0,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.050665000000009286,12.611331054687499,1.0,,0.0,9.496594696420809,,8.700787401574793,1.0,0.0,-0.29634121581173917,0.0,-1.0,0.0,0.0,129.0,0.0,0.0,0.0,0.0,0.0,1.0,0.45430997014045715,0.0,0.0,0.0,,14.0,1.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,
107.878651,0.0,0.0,359.04357689409255,0.0,0.0,0.0,,0.0,-1.0,0.0,359.7130851366185,0.0,-0.0,0.0,-0.6793647554652438,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,0.0,0.0,71.612539575,0.0,2.0,0.0,0.0,3.0,0.0,0.0,0.050935983657836914,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,12.7578125,0.0658950000000118,-1.0458264209362322,0.0,0.0,,0.0,8.75984251968503,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,3.5669896241637953,12.8,-0.0,12.8359375,89.32063524453476,0.0,0.0,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.030340999999992846,12.617613525390624,1.0,,0.0,9.496594696420809,,8.75984251968503,1.0,0.0,-0.306543651189977,0.0,-1.0,0.0,0.0,101.0,0.0,0.0,0.0,0.0,0.0,1.0,0.5203630924224854,0.0,0.0,0.0,,20.0,1.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,
107.915405,0.0,0.0,358.94442156414806,0.0,0.0,0.0,,0.0,-1.0,0.0,359.85606540629664,0.0,-0.0,0.0,-0.4547188616931379,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,0.0,0.0,71.56676321249999,0.0,2.0,0.0,0.0,3.0,0.0,0.0,0.04759716987609863,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,12.7578125,0.03675400000000195,-1.0481700754813599,0.0,0.0,,0.0,8.779527559055108,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,3.5713474865081176,12.8,-0.0,12.84375,89.54528113830686,0.0,0.0,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02980599999999356,12.617613525390624,1.0,,0.0,7.531466823725453,,8.779527559055108,1.0,0.0,-0.3058042763362854,0.0,-1.0,0.0,0.0,207.0,0.0,0.0,0.0,0.0,0.0,1.0,0.45885905623435974,0.0,0.0,0.0,,26.0,1.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,
107.952872,0.0,0.0,358.9479653703952,0.0,0.0,0.0,,0.0,-1.0,0.0,359.6174605543112,0.0,-0.0,0.0,-0.22826883015341082,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,0.0,0.0,71.47521048749998,0.0,2.0,0.0,0.0,3.0,0.0,0.0,0.04759716987609863,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,12.7578125,0.03746699999999237,-1.0491896550879916,0.0,0.0,,0.0,8.72047244094487,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,3.5749235269965194,12.8,-0.0,12.828125,89.77173116984659,0.0,0.0,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.048788999999999305,12.630178466796874,1.0,,0.0,7.531466823725453,,8.72047244094487,1.0,0.0,-0.3070206126002013,0.0,-1.0,0.0,0.0,99.0,0.0,0.0,0.0,0.0,0.0,1.0,0.49390190839767456,0.0,0.0,0.0,,26.0,1.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,
108.014876,0.0,0.0,359.04036977438216,0.0,0.0,0.0,,0.0,-1.0,0.0,359.760102897297,0.0,-0.0,0.0,-0.6875163546391008,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,0.0,0.0,71.3836577625,0.0,2.0,0.0,0.0,3.0,0.0,0.0,0.04759716987609863,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,12.7578125,0.062004000000001724,-1.0517253340733184,0.0,0.0,,0.0,8.72047244094487,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,3.579879069682722,12.8,-0.0,12.8515625,89.3124836453609,0.0,0.0,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.035049000000000774,12.623895996093749,1.0,,0.0,7.531466823725453,,8.72047244094487,1.0,0.0,-0.31240409629949656,0.0,-1.0,0.0,0.0,38.0,0.0,0.0,0.0,0.0,0.0,1.0,0.5246593356132507,0.0,0.0,0.0,,32.0,1.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,
