TIME,Operator Controller Unjam Command,Ball Counter Ball Count,IMU Filtered X Angle,Shooter Motor 2 Speed,Shooter Desired Speed,Right Intern Moter Current,Robot Front Tilt Angle,Driver FwdRev Command,Control Panel State Machine Game Data Color Command,Operator Controller Climb Speed Command,IMU Filtered Y Angle,Hopper Motor Left Cmd,Shooter Motor 1 Speed,Hopper Motor Right Current,Total Tilt Angle,Pneumatics Compressor Current,Shots Taken,Climber Input Command,Operator Controller Shoot Command,Control Panel Actual Angle,Climber Motor 2 Current,botDesPoseY,botDesPoseX,Drivetrain Op Mode,botDesPoseT,Left Intern Moter Current,Intake Motor Current,Pneumatics Main System Pressure,Drivetrain Heading Correction Command,Shooter Wheel Current Control Mode,Shooter Motor 2 Percent,Control Panel Desired Angle,Shooter Input Mode Command,Left Master Moter Current,Drivetrain Right Motor Output Duty Cycle,Vision Raspberry Pi Duration,Conveyor Motor Speed Command,Vision Raspberry Pi Visible Target,Operator Controller Eject Desired Command,Control Panel State Machine 3.25 spin,Hopper Motor Right Cmd,Conveyor Intake End Ball Present,Intake Speed State,Ball Distance Sensor Raw Voltage,Operator Controller Ctrl Panel Three Rotations Command,Shooter Motor 2 in Voltage,Main Loop Call Period,IMU Comp X Angle,Shooter Motor 1 Current,Control Panel State Machine Rotate to Color,roboRIO Sys Memory Load,Operator Controller Photon Cannon Command,Ball Counter Sensor Distance,Robot Brownout,botActPoseT,botActPoseX,botActPoseY,Climber Motor 1 Current,Driver Auto Align and Shoot Command,Shooter Motor 1 Percent,Drivetrain Left Motor output Duty Cycle,Intake Fault,Driver Rotate Command,Climber Upper Limit Switch,Drivetrain Pose Angle,Intake Motor Speed,Robot Battery Voltage,Drivetrain Left Wheel Actual Speed,Shooter Motor 1 in Voltage,Robot Side Tilt Angle,Robot Battery Current Draw,Operator Controller Prep to Shoot Command,roboRIO JVM Memory Load,Climber Lower Limit Switch,Color Sensor Blue Intensity,Drivetrain Left Wheel Desired Speed,Operator Controller Climb Enable Command,Control Panel Motor Current,Ball Counter Ball Height State,Operator Controller Ctrl Panel Seek To Color Command,Conveyor Position,Driver Snail Mode Command,Shooter Actual Speed,Main Loop Process Duration,RIO Input Voltage,Ball Distance Sensor Available,roboRIO CPU Load,Intake Speed Command,Vision Raspberry Pi Framerate,RIO 3V Supply Voltage,Ball Distance Sensor Distance,Pneumatics Cutoff Switch State,Intake Solenoid Command,IMU Comp Y Angle,Vision Raspberry Pi Stable Target,Color Sensor Match Color,Conveyor Motor Current,Color Sensor Red Intensity,Dataserver File Logger Queue Length,Drivetrain Right Wheel Desired Speed,Vision Raspberry Pi Angle,Operator Controller Intake Desired Command,Shooter Motor 2 Current,Color Sensor Green Intensity,Vision Raspberry Pi Vision System Online,Robot CAN Bus Utilization,Right Master Moter Current,Climber Motor Command,PDP Cooling Fans Current,RIO 6V Supply Voltage,Dataserver Stored Samples,Shooter Under Load,Drivetrain Right Wheel Actual Speed,Conveyor Shooter End Ball Present,PDP Upper Board Current,Drivetrain Desired Heading,Driver Auto Align Only Command,RIO 5V Supply Voltage,Intake Position State,Hopper Motor Left Current,Driver Flip Front/Back Command,
sec,bool,count,deg,RPM,RPM,A,degrees,cmd,color,cmd,deg,cmd,RPM,A,degrees,A,balls,cmd,bool,deg,A,ft,ft,mode,deg,A,A,psi,RPM,state,pct,deg,state,A,pct,sec,pct,bool,bool,degrees,cmd,bool,state,V,bool,V,sec,deg,A,degrees,pct,bool,in,bool,deg,ft,ft,A,bool,pct,pct,bits,cmd,state,deg,RPM,V,RPM,V,degrees,A,bool,pct,state,sat,RPM,bool,A,heightState,bool,feet,bool,RPM,sec,V,bool,pct,cmd,fps,V,in,bool,bool,deg,bool,color,A,sat,count,RPM,deg,bool,A,sat,bool,pct,A,cmd,A,V,count,bool,RPM,bool,A,deg,bool,V,state,A,bool,
88.704573,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.03376599999999996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
88.798444,,0.0,358.40045083169844,0.0,0.0,0.0,,,,,359.12290751995255,0.25,-0.0,0.0,,,0.0,0.0,,,0.0,,,1.0,,0.0,0.0,,-0.003542798046396456,2.0,0.0,,3.0,0.0,0.0,0.04765915870666504,0.0,0.0,,,0.25,0.0,1.0,,,12.5234375,0.09387100000000714,-1.2182482156505288,0.0,,,,8.976377952755918,,,,,0.0,,0.0,0.0,0.0,,0.0,90.42266953392016,-0.0,,-0.0,12.5859375,,,,,1.0,,0.003542798046396456,,,0.0,,0.0,,0.0,0.015180999999998335,,1.0,,0.5,6.487689133212272,,8.976377952755918,,1.0,0.04531071506870142,0.0,,0.0,,,-0.003542798046396456,0.0,,0.0,,1.0,,0.0,0.0,,,,1.0,0.0,0.0,,90.42089813489696,,,1.0,0.0,,
88.817652,,0.0,358.5621878244232,0.0,0.0,0.0,,,,,0.6029013028708302,0.25,-0.0,42.90625,,,0.0,0.0,,,0.0,,,1.0,,0.0,0.0,,-0.006290386520134916,2.0,0.0,,3.0,0.0,0.0,0.04765915870666504,0.0,0.0,,,0.25,0.0,1.0,,,12.5234375,0.019207999999991898,-1.2151293789027597,0.0,,,,8.976377952755918,,,,,0.0,,0.0,0.0,0.0,,0.0,90.42404332815703,-0.0,,-0.0,12.6015625,,,,,1.0,,0.006290386520134916,,,0.0,,0.0,,0.0,0.006619000000000597,,1.0,,0.5,6.487689133212272,,8.976377952755918,,1.0,0.05148706531386693,0.0,,0.0,,,-0.006290386520134916,0.0,,0.0,,1.0,,0.0,0.0,,,,1.0,0.0,0.0,,90.42089813489696,,,1.0,7.3125,,
88.829082,,0.0,356.43886309502136,0.0,0.0,0.0,,,,,359.1458456123267,0.25,-0.0,42.90625,,,0.0,0.0,,,0.0,,,1.0,,0.0,45.53125,,-0.008813947448118142,2.0,0.0,,3.0,0.0,-3.0518509447574615E-5,0.04765915870666504,0.0,0.0,,,0.25,0.0,1.0,,,12.1171875,0.01143000000000427,-1.2215490656895218,0.0,,,,8.976377952755918,,,,,0.0,,0.0,3.0518509447574615E-5,0.0,,0.0,90.42530510862102,-0.0,,-0.0,11.984375,,,,,1.0,,1.202476020637333,,,0.0,,0.0,,0.0,0.009714999999999918,,1.0,,0.5,6.487689133212272,,8.976377952755918,,1.0,0.0408524447722196,0.0,,0.0,,,1.1848481257410968,0.0,,0.0,,1.0,,0.0,0.0,,,,1.0,0.0,0.0,,90.42089813489696,,,1.0,7.3125,,
88.843434,,0.0,359.9480558952868,0.0,0.0,0.0,,,,,359.58444415134846,0.25,-0.0,17.625,,,0.0,0.0,,,0.0,,,1.0,,0.0,45.53125,,-0.012358874139181353,2.0,0.0,,3.0,0.0,-3.0518509447574615E-5,0.04765915870666504,0.0,0.0,,,0.25,0.0,1.0,,,11.7734375,0.014352000000002363,-1.2316934318669686,0.0,,,,8.976377952755918,,,,,0.0,,0.0,3.0518509447574615E-5,0.0,,0.0,90.42707757196655,-0.0,,-0.0,11.984375,,,,,1.0,,1.2060209473283963,,,0.0,,0.0,,0.0,0.007840999999999099,,1.0,,0.5,6.487689133212272,,8.976377952755918,,1.0,0.037649890900380775,0.0,,0.0,,,1.1813031990500336,0.0,,0.0,,1.0,,0.0,0.0,,,,1.0,0.0,0.0,,90.42089813489696,,,1.0,19.21875,,
88.855308,,0.0,359.84443904870005,0.0,0.0,0.0,,,-1.0,,358.9110096075877,0.25,-0.0,17.21875,-0.3744768867228174,8.75,0.0,0.0,,-41.90452194213867,0.0,,,1.0,,0.0,36.875,56.048576325,-0.010815978998778064,2.0,0.0,-41.90452194213867,3.0,0.03125,0.00595110934227705,0.05058598518371582,0.0,0.0,,0.0,0.25,0.0,1.0,,,11.9296875,0.011873999999991725,-1.1956784366857771,0.0,0.0,,,8.976377952755918,0.0,,,,0.0,,0.0,0.006134220398962498,0.0,,0.0,90.42630612439635,182.85714721679688,11.95,-0.0,12.0703125,89.62552311327718,6.125,,,1.0,0.158935546875,15.926310288188315,,0.0,0.0,,0.0,,0.0,0.047519000000008305,11.838587158203124,1.0,,0.5,6.5508568287029805,,8.976377952755918,0.0,1.0,0.06225535364706117,0.0,-1.0,0.0,0.412841796875,289.0,15.904678330190759,0.0,,0.0,0.4287109375,1.0,0.4858343303203583,0.0,0.0,0.0,,416.0,1.0,0.5714285969734192,0.0,0.0,90.42089813489696,,,1.0,18.375,,
88.910553,,0.0,6.456283011300826,0.0,0.0,8.9375,,,,,359.7370345650925,0.25,-0.0,13.03125,,,0.0,0.0,,,0.0,,,1.0,,16.65625,34.625,,-0.015385729328443176,2.0,0.0,,3.0,15.5625,0.12298959493637085,0.05058598518371582,0.0,0.0,,,0.25,0.0,1.0,,,11.984375,0.05524499999999932,-1.1276651144430776,0.0,,,,8.996062992125996,,,,,0.0,,0.0,0.12317270785570145,0.0,,0.0,90.42859099956118,394.28570556640625,,0.5714285969734192,12.09375,,,,,1.0,,23.888627193112754,,,0.0,,0.0,,0.0,0.021297000000004118,,1.0,,0.5,6.5508568287029805,,8.996062992125996,,1.0,0.051755740406646315,0.0,,0.0,,,23.857855734455867,0.0,,0.0,,1.0,,9.4375,0.0,,,,1.0,0.5714285969734192,0.0,,90.42089813489696,,,1.0,14.65625,,
88.939063,,0.0,341.6582555572589,0.0,0.0,43.5,,,,,347.6469206987582,0.25,-0.0,15.625,,,0.0,0.0,,,0.0,,,1.0,,0.0,30.5625,,-0.1295463490109796,2.0,0.0,,3.0,15.9375,0.18622393906116486,0.05058598518371582,0.0,0.0,,,0.25,0.0,1.0,,,11.84375,0.02851000000001136,-1.4209196089138731,0.0,,,,8.976377952755918,,,,,0.0,,0.0,0.16248054802417755,0.0,,0.0,90.48567130940245,622.857177734375,,4.5714287757873535,12.046875,,,,,1.0,,27.981661390092633,,,0.0,,0.0,,0.0,0.01202499999999418,,1.0,,0.5,6.5508568287029805,,8.976377952755918,,1.0,-0.14792455919681913,0.0,,0.0,,,27.722568692070674,0.0,,0.0,,1.0,,38.875,0.0,,,,1.0,0.5714285969734192,0.0,,90.42089813489696,,,1.0,16.0625,,
88.959054,,0.0,332.7973893387724,0.0,0.0,27.28125,,,,,6.496236163180733,0.25,-0.0,13.6875,,,0.0,0.0,,,0.0,,,1.0,,39.28125,31.6875,,-0.4652946929426207,2.0,0.0,,3.0,37.8125,0.1895199418067932,0.05058598518371582,0.0,0.0,,,0.25,0.0,1.0,,,11.640625,0.019990999999990322,-2.0051417753851757,0.0,,,,8.95669291338584,,,,,0.0,,0.0,0.19501326978206635,0.0,,0.0,90.65354548136827,622.857177734375,,4.5714287757873535,11.7734375,,,,,1.0,,32.29628331132167,,,0.0,,0.0,,0.0,0.01244200000000717,,1.0,,0.5,6.5508568287029805,,8.95669291338584,,1.0,-0.18817073405870233,0.0,,0.0,,,31.36569392543643,0.0,,0.0,,1.0,,33.5,0.0,,,,1.0,5.142857551574707,0.0,,90.42089813489696,,,1.0,15.34375,,
