TIME,Operator Controller Unjam Command,Ball Counter Ball Count,IMU Filtered X Angle,Shooter Desired Speed,Right Intern Moter Current,Robot Front Tilt Angle,Driver FwdRev Command,Control Panel State Machine Game Data Color Command,Operator Controller Climb Speed Command,IMU Filtered Y Angle,Hopper Motor Left Cmd,Hopper Motor Right Current,Total Tilt Angle,Pneumatics Compressor Current,Shots Taken,Climber Input Command,Operator Controller Shoot Command,Control Panel Actual Angle,Climber Motor 2 Current,botDesPoseY,botDesPoseX,Drivetrain Op Mode,botDesPoseT,Left Intern Moter Current,Intake Motor Current,Pneumatics Main System Pressure,Drivetrain Heading Correction Command,Shooter Wheel Current Control Mode,Control Panel Desired Angle,Shooter Input Mode Command,Left Master Moter Current,Drivetrain Right Motor Output Duty Cycle,Vision Raspberry Pi Duration,Conveyor Motor Speed Command,Vision Raspberry Pi Visible Target,Operator Controller Eject Desired Command,Control Panel State Machine 3.25 spin,Hopper Motor Right Cmd,Conveyor Intake End Ball Present,Intake Speed State,Ball Distance Sensor Raw Voltage,Operator Controller Ctrl Panel Three Rotations Command,Main Loop Call Period,IMU Comp X Angle,Shooter Motor 1 Current,Control Panel State Machine Rotate to Color,roboRIO Sys Memory Load,Operator Controller Photon Cannon Command,Ball Counter Sensor Distance,Robot Brownout,botActPoseT,botActPoseX,botActPoseY,Climber Motor 1 Current,Driver Auto Align and Shoot Command,Shooter Motor 1 Percent,Drivetrain Left Motor output Duty Cycle,Intake Fault,Driver Rotate Command,Climber Upper Limit Switch,Drivetrain Pose Angle,Intake Motor Speed,Robot Battery Voltage,Drivetrain Left Wheel Actual Speed,Robot Side Tilt Angle,Robot Battery Current Draw,Operator Controller Prep to Shoot Command,roboRIO JVM Memory Load,Climber Lower Limit Switch,Color Sensor Blue Intensity,Drivetrain Left Wheel Desired Speed,Operator Controller Climb Enable Command,Control Panel Motor Current,Ball Counter Ball Height State,Operator Controller Ctrl Panel Seek To Color Command,Conveyor Position,Driver Snail Mode Command,Shooter Actual Speed,RIO Input Voltage,Main Loop Process Duration,Ball Distance Sensor Available,roboRIO CPU Load,Intake Speed Command,Vision Raspberry Pi Framerate,RIO 3V Supply Voltage,Ball Distance Sensor Distance,Pneumatics Cutoff Switch State,Intake Solenoid Command,IMU Comp Y Angle,Vision Raspberry Pi Stable Target,Color Sensor Match Color,Conveyor Motor Current,Color Sensor Red Intensity,Dataserver File Logger Queue Length,Drivetrain Right Wheel Desired Speed,Vision Raspberry Pi Angle,Operator Controller Intake Desired Command,Shooter Motor 2 Current,Color Sensor Green Intensity,Vision Raspberry Pi Vision System Online,Robot CAN Bus Utilization,Right Master Moter Current,Climber Motor Command,PDP Cooling Fans Current,RIO 6V Supply Voltage,Dataserver Stored Samples,Shooter Under Load,Drivetrain Right Wheel Actual Speed,Conveyor Shooter End Ball Present,PDP Upper Board Current,Drivetrain Desired Heading,Driver Auto Align Only Command,RIO 5V Supply Voltage,Intake Position State,Hopper Motor Left Current,Driver Flip Front/Back Command,
sec,bool,count,deg,RPM,A,degrees,cmd,color,cmd,deg,cmd,A,degrees,A,balls,cmd,bool,deg,A,ft,ft,mode,deg,A,A,psi,RPM,state,deg,state,A,pct,sec,pct,bool,bool,degrees,cmd,bool,state,V,bool,sec,deg,A,degrees,pct,bool,in,bool,deg,ft,ft,A,bool,pct,pct,bits,cmd,state,deg,RPM,V,RPM,degrees,A,bool,pct,state,sat,RPM,bool,A,heightState,bool,feet,bool,RPM,V,sec,bool,pct,cmd,fps,V,in,bool,bool,deg,bool,color,A,sat,count,RPM,deg,bool,A,sat,bool,pct,A,cmd,A,V,count,bool,RPM,bool,A,deg,bool,V,state,A,bool,
88.666298,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.012163000000001034,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
88.704325,0.0,4.0,358.9923979238599,0.0,0.0,,0.0,,0.0,359.7601063458252,0.0,0.0,,,0.0,0.0,0.0,,0.0,,,0.0,,0.0,0.0,,0.0,-1.0,,3.0,0.0,0.0,0.04519462585449219,-0.5,0.0,0.0,,0.0,1.0,0.0,,0.0,0.03802699999999959,-0.8911201577347817,0.0,,,0.0,4.429133858267749,,,,,0.0,0.0,0.0,0.0,0.0,0.005524271728019902,0.0,5.029390370915414,-0.0,,-0.0,,,0.0,,1.0,,0.0,0.0,,1.0,0.0,-7.621952145712358E9,0.0,-0.0,,0.018478999999999246,1.0,,0.0,6.544172301777752,,4.429133858267749,,0.0,-0.4008779573263228,0.0,,4.875,,,0.0,0.0,0.0,0.0,,1.0,,0.0,0.0,,,,1.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,
88.728223,0.0,4.0,358.8025267462416,0.0,0.0,,0.0,,0.0,0.19158211646811638,0.0,0.0,,,0.0,0.0,0.0,,0.0,,,0.0,,0.0,0.0,,0.0,-1.0,,3.0,0.0,0.0,0.04519462585449219,-0.5,0.0,0.0,,0.0,1.0,0.0,,0.0,0.02389800000000264,-0.8937270890737491,0.0,,,0.0,4.40944881889767,,,,,0.0,0.0,0.0,0.0,0.0,0.005524271728019902,0.0,5.030067502173046,-0.0,,-0.0,,,0.0,,1.0,,0.0,0.0,,1.0,0.0,-7.630908248314695E9,0.0,-0.0,,0.005219999999994229,1.0,,0.0,6.544172301777752,,4.40944881889767,,0.0,-0.40098472284210873,0.0,,4.875,,,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,,,,1.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,
88.73827,0.0,4.0,359.1746093486075,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,,0.0,,,0.0,,0.0,0.0,,0.0,-1.0,,3.0,0.0,0.005462813191115856,0.04519462585449219,-0.5,0.0,0.0,,0.0,1.0,0.0,,0.0,0.01004700000000014,-0.8922535137411092,0.0,,,0.0,4.40944881889767,,,,,0.0,0.0,0.0,-0.0029908139258623123,0.0,0.005524271728019902,0.0,5.032019730256074,-0.0,,-0.0,,,0.0,,1.0,,0.0,0.0,,1.0,0.0,-7.639246688668593E9,0.0,-0.0,,0.0053970000000020946,1.0,,0.0,6.544172301777752,,4.40944881889767,,0.0,-0.4000927725742131,0.0,,4.875,,,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,,,,1.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,
88.750212,0.0,4.0,358.9847469819147,0.0,0.125,,0.0,,0.0,359.7582849607198,0.0,0.0,,,0.0,0.0,0.0,,0.0,,,0.0,,0.15625,0.0,,0.0,-1.0,,3.0,0.09375,0.005462813191115856,0.04519462585449219,-0.5,0.0,0.0,,0.0,1.0,0.0,,0.0,0.011942000000004782,-0.8950173445793828,0.0,,,0.0,4.40944881889767,,,,,0.0,0.0,0.0,-0.005584887228906155,0.0,0.005524271728019902,0.0,5.034041599633364,-0.0,,-0.0,,,0.0,,1.0,,0.0,0.0,,1.0,0.0,-7.649746946892022E9,0.0,-0.0,,0.005609999999990123,1.0,,0.0,6.544172301777752,,4.40944881889767,,0.0,-0.3982534557552359,0.0,,4.875,,,0.0,0.0,0.0,0.0,,0.0,,0.09375,0.0,,,,1.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,
88.761628,0.0,4.0,359.08833625720047,0.0,0.125,,0.0,,0.0,0.0959605914303826,0.0,0.0,,,0.0,0.0,0.0,,0.0,,,0.0,,0.15625,0.0,,0.0,-1.0,,3.0,0.09375,0.005462813191115856,0.04519462585449219,-0.5,0.0,0.0,,0.0,1.0,0.0,,0.0,0.011415999999996984,-0.8916251958828366,0.0,,,0.0,4.389763779527591,,,,,0.0,0.0,0.0,-0.005584887228906155,0.0,0.005524271728019902,0.0,5.036671850890994,-0.0,,-0.0,,,0.0,,1.0,,0.0,0.0,,1.0,0.0,-7.659938373991233E9,0.0,-0.0,,0.005888999999996258,1.0,,0.0,6.544172301777752,,4.389763779527591,,0.0,-0.39715659552449184,0.0,,6.25,,,0.0,0.0,0.0,0.0,,0.0,,0.09375,0.0,,,,1.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,
88.774266,0.0,4.0,358.84169868358185,0.0,0.125,,0.0,,0.0,0.19303742144075664,0.0,0.0,,,0.0,0.0,0.0,,0.0,,,0.0,,0.03125,0.0,,0.0,-1.0,,3.0,0.0625,0.005462813191115856,0.04519462585449219,-0.5,0.0,0.0,,0.0,1.0,0.0,,0.0,0.012637999999995486,-0.8924756324010524,0.0,,,0.0,4.3700787401575125,,,,,0.0,0.0,0.0,-0.005584887228906155,0.0,0.005524271728019902,0.0,5.037598518974022,-0.0,,-0.0,,,0.0,,1.0,,0.0,0.0,,1.0,0.0,-7.671056294463099E9,0.0,-0.0,,0.005356000000006134,1.0,,0.0,6.544172301777752,,4.3700787401575125,,0.0,-0.39404910190418807,0.0,,6.25,,,0.0,0.0,0.0,0.0,,0.0,,0.0625,0.0,,,,1.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,
88.786257,0.0,4.0,358.73426661357496,0.0,0.125,,0.0,,0.0,359.81249878967384,0.0,0.0,,,0.0,0.0,0.0,,0.0,,,0.0,,0.03125,0.0,,0.0,-1.0,,3.0,0.0625,0.005462813191115856,0.08295750617980957,-0.5,0.0,0.0,,0.0,1.0,0.0,,0.0,0.011991000000008967,-0.8889389091938131,0.0,,,0.0,4.291338582677198,,,,,0.0,0.0,0.0,-0.005584887228906155,0.0,0.005524271728019902,0.0,5.039132472685865,-0.0,,-0.0,,,0.0,,1.0,,0.0,0.0,,1.0,0.0,-7.681556552686527E9,0.0,-0.0,,0.008477999999996655,1.0,,0.0,6.559954956363978,,4.291338582677198,,0.0,-0.39591625610954917,0.0,,6.25,,,0.0,0.0,0.0,0.0,,0.0,,0.0625,0.0,,,,1.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,
88.80018,0.0,4.0,358.6884735151598,0.0,0.125,,0.0,-1.0,0.0,359.859491362152,0.0,0.0,0.47155955407616545,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,0.03125,0.0,78.9825339375,0.0,-1.0,0.0,3.0,0.09375,0.005462813191115856,0.08295750617980957,-0.5,0.0,0.0,0.0,0.0,1.0,0.0,,0.0,0.013922999999991248,-0.8849483397227179,0.0,0.0,,0.0,4.25196850393704,0.0,,,,0.0,0.0,0.0,-0.005584887228906155,0.0,0.005524271728019902,0.0,5.042759553320784,-0.0,12.950000000000001,-0.0,90.47155955407617,4.875,0.0,,1.0,0.184326171875,0.0,0.0,0.0,1.0,0.0,-7.708733691617755E9,0.0,-0.0,12.73698046875,0.023657999999997514,1.0,,0.0,6.559954956363978,,4.25196850393704,1.0,0.0,-0.387187586710012,0.0,0.0,6.25,0.36865234375,9.0,0.0,0.0,0.0,0.0,0.447265625,0.0,0.5043432116508484,0.0625,0.0,0.0,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,
88.830276,0.0,4.0,359.0699565465749,0.0,0.125,,0.0,,0.0,359.90699962404494,0.0,0.0,,,0.0,0.0,0.0,,0.0,,,0.0,,0.03125,0.0,,0.0,-1.0,,3.0,0.09375,0.005462813191115856,0.08295750617980957,-0.5,0.0,0.0,,0.0,1.0,0.0,,0.0,0.030096000000000345,-0.8793095662339679,0.0,,,0.0,4.192913385826804,,,,,0.0,0.0,0.0,-0.005584887228906155,0.0,0.005524271728019902,0.0,5.04473249836352,-0.0,,-0.0,,,0.0,,1.0,,0.0,0.0,,1.0,0.0,-7.717998625344309E9,0.0,-0.0,,0.005794000000008737,1.0,,0.0,6.559954956363978,,4.192913385826804,,0.0,-0.39191397947258755,0.0,,6.25,,,0.0,0.0,0.0,0.0,,0.0,,0.0625,0.0,,,,1.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,
88.841466,0.0,4.0,359.3185487175097,0.0,0.125,,0.0,,0.0,0.5354211125916308,0.0,0.0,,,0.0,0.0,0.0,,0.0,,,0.0,,0.03125,0.0,,0.0,-1.0,,3.0,0.09375,0.005462813191115856,0.08295750617980957,-0.5,0.0,0.0,,0.0,1.0,0.0,,0.0,0.011189999999999145,-0.8766576316190906,0.0,,,0.0,4.09448818897641,,,,,0.0,0.0,0.0,-0.005584887228906155,0.0,0.005524271728019902,0.0,5.048442442111993,-0.0,,-0.0,,,0.0,,1.0,,0.0,0.0,,1.0,0.0,-7.72819005244352E9,0.0,-0.0,,0.007230000000006953,1.0,,0.0,6.559954956363978,,4.09448818897641,,0.0,-0.39168523514942616,0.0,,4.875,,,0.0,0.0,0.0,0.0,,0.0,,0.0625,0.0,,,,1.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,
88.855363,0.0,4.0,358.80258030406725,0.0,0.15625,,0.0,,0.0,359.4252707034458,0.0,0.0,,,0.0,0.0,0.0,,0.0,,,0.0,,0.0625,0.0,,0.0,-1.0,,3.0,0.125,0.005493331700563431,0.08295750617980957,-0.5,0.0,0.0,,0.0,1.0,0.0,,0.0,0.013897000000000048,-0.8784806241368976,0.0,,,0.0,4.173228346456725,,,,,0.0,0.0,0.0,-0.005584887228906155,0.0,0.005524271728019902,0.0,5.051440951489283,-0.0,,-0.0,,,0.0,,1.0,,0.0,0.0,,1.0,0.0,-7.738690310666948E9,0.0,-0.0,,0.006146000000001095,1.0,,0.0,6.559954956363978,,4.173228346456725,,0.0,-0.3902997406325658,0.0,,4.875,,,0.0,0.0,0.0,0.0,,0.0,,0.0625,0.0,,,,1.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,
88.867156,0.0,4.0,359.3196758628442,0.0,0.125,,0.0,,0.0,359.9028130042456,0.0,0.0,,,0.0,0.0,0.0,,0.0,,,0.0,,0.03125,0.0,,0.0,-1.0,,3.0,0.125,0.005493331700563431,0.08295750617980957,-0.5,0.0,0.0,,0.0,1.0,0.0,,0.0,0.011792999999997278,-0.874067803207745,0.0,,,0.0,4.173228346456725,,,,,0.0,0.0,0.0,-0.005584887228906155,0.0,0.005524271728019902,0.0,5.051483278412361,-0.0,,-0.0,,,0.0,,1.0,,0.0,0.0,,1.0,0.0,-7.750425893387251E9,0.0,-0.0,,0.008335999999999899,1.0,,0.0,6.559954956363978,,4.173228346456725,,0.0,-0.39125518529586095,0.0,,4.875,,,0.0,0.0,0.0,0.0,,0.0,,0.0625,0.0,,,,1.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,
88.880677,0.0,4.0,358.51777032352896,0.0,0.125,,0.0,,0.0,0.4769266583976424,0.0,0.0,,,0.0,0.0,0.0,,0.0,,,0.0,,0.03125,0.0,,0.0,-1.0,,3.0,0.125,0.005462813191115856,0.08295750617980957,-0.5,0.0,0.0,,0.0,1.0,0.0,,0.0,0.01352100000001144,-0.8750293737769581,0.0,,,0.0,4.09448818897641,,,,,0.0,0.0,0.0,-0.005584887228906155,0.0,0.005524271728019902,0.0,5.051590438473411,-0.0,,-0.0,,,0.0,,1.0,,0.0,0.0,,1.0,0.0,-7.760617320486462E9,0.0,-0.0,,0.009285999999988803,1.0,,0.0,6.559954956363978,,4.09448818897641,,0.0,-0.3885188848687415,0.0,,4.875,,,0.0,0.0,0.0,0.0,,0.0,,0.0625,0.0,,,,1.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,
88.895668,0.0,4.0,358.56074258204256,0.0,0.09375,,0.0,,0.0,359.61623545427227,0.0,0.0,,,0.0,0.0,0.0,,0.0,,,0.0,,0.0,0.0,,0.0,-1.0,,3.0,0.09375,0.005462813191115856,0.08295750617980957,-0.5,0.0,0.0,,0.0,1.0,0.0,,0.0,0.01499099999999487,-0.8759591199628468,0.0,,,0.0,4.055118110236252,,,,,0.0,0.0,0.0,-0.005584887228906155,0.0,0.005524271728019902,0.0,5.052137047203572,-0.0,,-0.0,,,0.0,,1.0,,0.0,0.0,,1.0,0.0,-7.772661734330982E9,0.0,-0.0,,0.006293999999996913,1.0,,0.0,6.559954956363978,,4.055118110236252,,0.0,-0.38846641930948755,0.0,,4.875,,,0.0,0.0,0.0,0.0,,0.0,,0.09375,0.0,,,,1.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,
88.907859,0.0,5.0,358.8580902354772,0.0,0.15625,,0.0,,0.0,0.5233479009397108,0.0,0.0,,,0.0,0.0,0.0,,0.0,,,0.0,,0.03125,0.0,,0.0,-1.0,,3.0,0.0625,0.005462813191115856,0.08295750617980957,-0.5,0.0,0.0,,0.0,1.0,0.0,,0.0,0.012191000000001395,-0.8792497478961885,0.0,,,0.0,3.9960629921260162,,,,,0.0,0.0,0.0,-0.005584887228906155,0.0,0.005524271728019902,0.0,5.053811819755464,-0.0,,-0.0,,,0.0,,1.0,,0.0,0.0,,2.0,0.0,-7.798603548765335E9,0.0,-0.0,,0.02599499999999466,1.0,,0.0,6.559954956363978,,3.9960629921260162,,0.0,-0.3916305591031425,0.0,,4.875,,,0.0,0.0,0.0,0.0,,0.0,,0.09375,0.0,,,,1.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,
88.950197,0.0,5.0,358.4505347392613,0.0,0.15625,,0.0,,0.0,359.9515850269914,0.0,0.0,,,0.0,0.0,0.0,,0.0,,,0.0,,0.03125,0.0,,0.0,-1.0,,3.0,0.09375,0.005462813191115856,0.04622364044189453,-0.5,0.0,0.0,,0.0,1.0,0.0,,0.0,0.042338000000000875,-0.8825470353351222,0.0,,,0.0,3.9960629921260162,,,,,0.0,0.0,0.0,-0.005584887228906155,0.0,0.005524271728019902,0.0,5.058424913455095,-0.0,,-0.0,,,0.0,,1.0,,0.0,0.0,,2.0,0.0,-7.822383545330158E9,0.0,-0.0,,0.008866999999995073,1.0,,0.0,5.537714861362517,,3.9960629921260162,,0.0,-0.3895745109324193,0.0,,4.875,,,0.0,0.0,0.0,0.0,,0.0,,0.09375,0.0,,,,1.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,
88.964429,0.0,5.0,358.5933764331639,0.0,0.15625,,0.0,,0.0,359.70900235147576,0.0,0.0,,,0.0,0.0,0.0,,0.0,,,0.0,,0.03125,0.0,,0.0,-1.0,,3.0,0.09375,0.005462813191115856,0.04622364044189453,0.0,0.0,0.0,,0.0,1.0,0.0,,0.0,0.014231999999992695,-0.8854216030257834,0.0,,,0.0,4.035433070866174,,,,,0.0,0.0,0.0,-0.005584887228906155,0.0,0.005524271728019902,0.0,5.060544582832383,-0.0,,-0.0,,,0.0,,1.0,,0.0,0.0,,1.0,0.0,-7.836589777044209E9,0.0,-0.0,,0.009071000000005824,1.0,,0.0,5.537714861362517,,4.035433070866174,,0.0,-0.3887550511609783,0.0,,4.625,,,0.0,0.0,0.0,0.0,,0.0,,0.09375,0.0,,,,1.0,0.0,1.0,,0.0,0.0,,0.0,0.0,0.0,
88.980832,0.0,5.0,359.3354702350089,0.0,0.15625,,0.0,-1.0,0.0,359.62027440415375,0.0,0.0,-0.8814039965821365,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,0.03125,0.0,79.16563938750001,0.0,-1.0,0.0,3.0,0.09375,0.0054322946816682816,0.04622364044189453,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,0.0,0.016403000000011048,-0.8887101281468479,0.0,0.0,,0.0,4.015748031496095,0.0,,,,0.0,0.0,0.0,-0.00555436871945858,0.0,0.005524271728019902,0.0,5.063074672917854,-0.0,12.950000000000001,-0.0,89.11859600341786,4.625,0.0,,1.0,0.184814453125,0.0,0.0,0.0,1.0,0.0,-7.856046137869975E9,0.0,-0.0,12.850064941406249,0.020374999999987153,1.0,,0.0,5.537714861362517,,4.015748031496095,1.0,0.0,-0.38202474631098415,0.0,-1.0,4.625,0.361572265625,219.0,0.0,0.0,0.0,0.0,0.453857421875,0.0,0.5025124549865723,0.0625,0.0,0.0,,0.0,1.0,0.0,1.0,0.0,0.0,0.0,,0.0,0.0,0.0,
