TIME,Operator Controller Unjam Command,Ball Counter Ball Count,IMU Filtered X Angle,Shooter Motor 2 Speed,Shooter Desired Speed,Right Intern Moter Current,Distance Sensor Raw Voltage,Driver FwdRev Command,Control Panel State Machine Game Data Color Command,Operator Controller Climb Speed Command,IMU Filtered Y Angle,Hopper Motor Left Cmd,Shooter Motor 1 Speed,Shooter State Command,Hopper Motor Right Current,Pneumatics Compressor Current,Climber Input Command,Operator Controller Shoot Command,Climber Motor 2 Current,botDesPoseY,botDesPoseX,Drivetrain Op Mode,botDesPoseT,Left Intern Moter Current,Intake Motor Current,Pneumatics Main System Pressure,Drivetrain Heading Correction Command,Left Master Moter Current,Drivetrain Right Motor Output Duty Cycle,Vision Raspberry Pi Duration,Conveyor Motor Speed Command,Vision Raspberry Pi Visible Target,Operator Controller Eject Desired Command,Control Panel State Machine 3.25 spin,Hopper Motor Right Cmd,Conveyor Intake End Ball Present,Intake Speed State,Operator Controller Ctrl Panel Three Rotations Command,Main Loop Call Period,IMU Comp X Angle,Shooter Motor 1 Current,Control Panel State Machine Rotate to Color,roboRIO Sys Memory Load,Operator Controller Photon Cannon Command,Ball Counter Sensor Distance,Photon Cannon State,Robot Brownout,botActPoseT,botActPoseX,botActPoseY,Climber Motor 1 Current,Battery Current Draw,Drivetrain Left Motor output Duty Cycle,Driver Rotate Command,Climber Upper Limit Switch,Drivetrain Pose Angle,Drivetrain Left Wheel Actual Speed,Battery Voltage,Operator Controller Prep to Shoot Command,roboRIO JVM Memory Load,Climber Lower Limit Switch,Color Sensor Blue Intensity,Drivetrain Left Wheel Desired Speed,Operator Controller Climb Enable Command,Ball Counter Ball Height State,Operator Controller Ctrl Panel Seek To Color Command,Driver Snail Mode Command,Shooter Actual Speed,Main Loop Process Duration,roboRIO CPU Load,Distance Sensor Available,Vision Raspberry Pi Framerate,Pneumatics Cutoff Switch State,IMU Comp Y Angle,Vision Raspberry Pi Stable Target,Color Sensor Match Color,Conveyor Motor Current,Color Sensor Red Intensity,Dataserver File Logger Queue Length,Drivetrain Right Wheel Desired Speed,Driver Auto Align Command,Vision Raspberry Pi Angle,Operator Controller Intake Desired Command,Shooter Motor 2 Current,Color Sensor Green Intensity,Vision Raspberry Pi Vision System Online,Robot CAN Bus Utilization,Right Master Moter Current,Distance Sensor Distance,Climber Motor Command,Dataserver Stored Samples,Shooter Under Load,Drivetrain Right Wheel Actual Speed,Conveyor Shooter End Ball Present,Drivetrain Desired Heading,Intake Position State,Hopper Motor Left Current,Shooter Control Mode,
sec,bool,count,deg,RPM,RPM,A,V,cmd,color,cmd,deg,cmd,RPM,state,A,A,cmd,bool,A,ft,ft,mode,deg,A,A,psi,RPM,A,pct,sec,pct,bool,bool,degrees,cmd,bool,state,bool,sec,deg,A,degrees,pct,bool,in,bool,bool,deg,ft,ft,A,A,pct,cmd,state,deg,RPM,V,bool,pct,state,sat,RPM,bool,heightState,bool,bool,RPM,sec,pct,bool,fps,bool,deg,bool,color,A,sat,count,RPM,bool,deg,bool,A,sat,bool,pct,A,in,cmd,count,bool,RPM,bool,deg,state,A,state,
55.56096,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.09557699999999869,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55.684038,0.0,0.0,0.0,,,91.1875,,0.0,,0.0,0.0,0.25,,,91.1875,10.46875,,0.0,,,,0.0,,91.1875,,132.586654425,0.0,91.1875,0.0010681478306651115,-1.0,0.0,0.0,0.0,,0.25,0.0,,0.0,0.12307799999999958,0.0,,,,0.0,0.0,0.0,,,,,,,0.0010986663401126862,0.0,,0.0,0.0,,0.0,,,,0.0,0.0,0.0,0.0,0.0,,,,0.0,-1.0,0.0,0.0,0.0,,0.0,,,0.0,0.0,-1.0,0.0,,,0.0,,91.1875,0.0,,,,0.0,1.0,0.0,,91.1875,,
0.055684038,,,,,,,,,,,,,,,,,,,,,,,,,91.1875,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,
55.684038,,,,0.0,0.0,,,,-1.0,,,,0.0,2.0,,,0.0,,0.0,,,,,,,,,,,,,,,0.0,,,,,,,87.9375,0.0,,,,,0.0,,,,0.0,0.0,,,-1.0,,,11.600000000000001,,,-1.0,0.0,,,,,,0.0,0.1273169999999979,,,,,,,-1.0,,0.0,25.0,,,,,87.9375,0.0,,0.12978395819664001,,,0.0,0.0,0.0,,,,,,2.0,
55.851484,0.0,0.0,0.0,,,91.1875,,0.0,,0.0,0.0,0.25,,,91.1875,6.65625,,0.0,,,,0.0,,91.1875,,132.6324307875,0.0,91.1875,2.136295661330223E-4,-1.0,0.0,0.0,0.0,,0.25,0.0,,0.0,0.1674459999999982,0.0,,,91.1,0.0,0.0,0.0,,,,,,,2.441480755805969E-4,0.0,,0.0,0.0,,0.0,51.656745365394954,,,0.0,0.0,0.0,0.0,0.0,,,87.8,0.0,-1.0,0.0,0.0,0.0,,0.0,,,0.0,0.0,-1.0,0.0,,,0.0,,91.1875,0.0,,,,0.0,1.0,0.0,,91.1875,,
0.055851484,,,,,,,,,,,,,,,,,,,,,,,,,91.1875,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,
55.851484,,,,0.0,0.0,,,,-1.0,,,,0.0,2.0,,,0.0,,0.0,,,,,,,,,,,,,,,0.0,,,,,,,87.9375,0.0,,,,,0.0,,,,0.0,0.0,,,-1.0,,,11.55,,,-1.0,0.0,,,,,,0.0,0.11244400000000354,,,,,,,-1.0,,0.0,57.0,,,,,87.9375,0.0,,0.13621114194393158,,,0.0,0.0,0.0,,,,,,2.0,
55.967422,0.0,0.0,0.0,,,91.1875,,0.0,,0.0,0.0,0.25,,,91.1875,6.8125,,0.0,,,,0.0,,91.1875,,132.586654425,0.0,91.1875,1.2207403779029846E-4,-1.0,0.0,0.0,0.0,,0.25,0.0,,0.0,0.11593799999999987,0.0,,,,0.0,0.0,0.0,,,,,,,1.5259254723787308E-4,0.0,,0.0,0.0,,0.0,,,,0.0,0.0,0.0,0.0,0.0,,,,0.0,-1.0,0.0,0.0,0.0,,0.0,,,0.0,0.0,-1.0,0.0,,,0.0,,91.1875,0.0,,,,0.0,1.0,0.0,,91.1875,,
0.055967421999999996,,,,,,,,,,,,,,,,,,,,,,,,,91.1875,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,
55.967422,,,,0.0,0.0,,,,-1.0,,,,0.0,2.0,,,0.0,,0.0,,,,,,,,,,,,,,,0.0,,,,,,,87.9375,0.0,,,,,0.0,,,,0.0,0.0,,,-1.0,,,11.600000000000001,,,-1.0,0.0,,,,,,0.0,0.10071299999999894,,,,,,,-1.0,,0.0,54.0,,,,,87.9375,0.0,,0.13678516447544098,,,0.0,0.0,0.0,,,,,,2.0,
56.070005,0.0,0.0,0.0,,,91.1875,,0.0,,0.0,0.0,0.25,,,91.1875,6.96875,,0.0,,,,0.0,,91.1875,,132.54087806249998,0.0,91.1875,1.2207403779029846E-4,-1.0,0.0,0.0,0.0,,0.25,0.0,,0.0,0.10258300000000276,0.0,,,,0.0,0.0,0.0,,,,,,,1.5259254723787308E-4,0.0,,0.0,0.0,,0.0,,,,0.0,0.0,0.0,0.0,0.0,,,,0.0,-1.0,0.0,0.0,0.0,,0.0,,,0.0,0.0,-1.0,0.0,,,0.0,,91.1875,0.0,,,,0.0,1.0,0.0,,91.1875,,
0.056070005,,,,,,,,,,,,,,,,,,,,,,,,,91.1875,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,
56.070005,,,,0.0,0.0,,,,-1.0,,,,0.0,2.0,,,0.0,,0.0,,,,,,,,,,,,,,,0.0,,,,,,,87.9375,0.0,,,,,0.0,,,,0.0,0.0,,,-1.0,,,11.55,,,-1.0,0.0,,,,,,0.0,0.10000999999999749,,,,,,,-1.0,,0.0,54.0,,,,,87.9375,0.0,,0.25452834367752075,,,0.0,0.0,0.0,,,,,,2.0,
56.171532,0.0,0.0,0.0,,,91.1875,,0.0,,0.0,0.0,0.25,,,91.1875,7.0625,,0.0,,,,0.0,,91.1875,,132.4951017,0.0,91.1875,1.2207403779029846E-4,-1.0,0.0,0.0,0.0,,0.25,0.0,,0.0,0.10152699999999726,0.0,,,,0.0,0.0,0.0,,,,,,,1.5259254723787308E-4,0.0,,0.0,0.0,,0.0,,,,0.0,0.0,0.0,0.0,0.0,,,,0.0,-1.0,0.0,0.0,0.0,,0.0,,,0.0,0.0,-1.0,0.0,,,0.0,,91.1875,0.0,,,,0.0,1.0,0.0,,91.1875,,
0.056171531999999996,,,,,,,,,,,,,,,,,,,,,,,,,91.1875,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,
56.171532,,,,0.0,0.0,,,,-1.0,,,,0.0,2.0,,,0.0,,0.0,,,,,,,,,,,,,,,0.0,,,,,,,87.9375,0.0,,,,,0.0,,,,0.0,0.0,,,-1.0,,,11.600000000000001,,,-1.0,0.0,,,,,,0.0,0.09761199999999803,,,,,,,-1.0,,0.0,54.0,,,,,87.9375,0.0,,0.13444074988365173,,,0.0,0.0,0.0,,,,,,2.0,
56.270857,0.0,0.0,0.0,,,91.1875,,0.0,,0.0,0.0,0.25,,,91.1875,7.15625,,0.0,,,,0.0,,91.1875,,132.35777261249999,0.0,91.1875,1.2207403779029846E-4,-1.0,0.0,0.0,0.0,,0.25,0.0,,0.0,0.09932500000000033,0.0,,,,0.0,0.0,0.0,,,,,,,1.5259254723787308E-4,0.0,,0.0,0.0,,0.0,,,,0.0,0.0,0.0,0.0,0.0,,,,0.0,-1.0,0.0,0.0,0.0,,0.0,,,0.0,0.0,-1.0,0.0,,,0.0,,91.1875,0.0,,,,0.0,1.0,0.0,,91.1875,,
0.056270857,,,,,,,,,,,,,,,,,,,,,,,,,91.1875,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,
56.270857,,,,0.0,0.0,,,,-1.0,,,,0.0,2.0,,,0.0,,0.0,,,,,,,,,,,,,,,0.0,,,,,,,87.9375,0.0,,,,,0.0,,,,0.0,0.0,,,-1.0,,,11.55,,,-1.0,0.0,,,,,,0.0,0.09907600000000372,,,,,,,-1.0,,0.0,54.0,,,,,87.9375,0.0,,0.14144447445869446,,,0.0,0.0,0.0,,,,,,2.0,
56.371331,0.0,0.0,0.0,,,91.1875,,0.0,,0.0,0.0,0.25,,,91.1875,7.25,,0.0,,,,0.0,,91.1875,,132.6324307875,0.0,91.1875,1.2207403779029846E-4,-1.0,0.0,0.0,0.0,,0.25,0.0,,0.0,0.1004739999999984,0.0,,,,0.0,0.0,0.0,,,,,,,1.5259254723787308E-4,0.0,,0.0,0.0,,0.0,,,,0.0,0.0,0.0,0.0,0.0,,,,0.0,-1.0,0.0,0.0,0.0,,0.0,,,0.0,0.0,-1.0,0.0,,,0.0,,91.1875,0.0,,,,0.0,1.0,0.0,,91.1875,,
0.056371331,,,,,,,,,,,,,,,,,,,,,,,,,91.1875,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,
56.371331,,,,0.0,0.0,,,,-1.0,,,,0.0,2.0,,,0.0,,0.0,,,,,,,,,,,,,,,0.0,,,,,,,87.9375,0.0,,,,,0.0,,,,0.0,0.0,,,-1.0,,,11.55,,,-1.0,0.0,,,,,,0.0,0.10045500000000374,,,,,,,-1.0,,0.0,54.0,,,,,87.9375,0.0,,0.1297869086265564,,,0.0,0.0,0.0,,,,,,2.0,
