TIME,Operator Controller Unjam Command,Ball Counter Ball Count,IMU Filtered X Angle,Shooter Motor 2 Speed,Shooter Desired Speed,Right Intern Moter Current,Robot Front Tilt Angle,Driver FwdRev Command,Control Panel State Machine Game Data Color Command,Operator Controller Climb Speed Command,IMU Filtered Y Angle,Hopper Motor Left Cmd,Shooter Motor 1 Speed,Hopper Motor Right Current,Total Tilt Angle,Pneumatics Compressor Current,Shots Taken,Climber Input Command,Operator Controller Shoot Command,Control Panel Actual Angle,Climber Motor 2 Current,botDesPoseY,botDesPoseX,Drivetrain Op Mode,botDesPoseT,Left Intern Moter Current,Intake Motor Current,Pneumatics Main System Pressure,Drivetrain Heading Correction Command,Shooter Wheel Current Control Mode,Shooter Motor 2 Percent,Control Panel Desired Angle,Shooter Input Mode Command,Left Master Moter Current,Drivetrain Right Motor Output Duty Cycle,Vision Raspberry Pi Duration,Conveyor Motor Speed Command,Vision Raspberry Pi Visible Target,Operator Controller Eject Desired Command,Control Panel State Machine 3.25 spin,Hopper Motor Right Cmd,Conveyor Intake End Ball Present,Intake Speed State,Ball Distance Sensor Raw Voltage,Operator Controller Ctrl Panel Three Rotations Command,Shooter Motor 2 in Voltage,Main Loop Call Period,IMU Comp X Angle,Shooter Motor 1 Current,Control Panel State Machine Rotate to Color,roboRIO Sys Memory Load,Operator Controller Photon Cannon Command,Ball Counter Sensor Distance,Robot Brownout,botActPoseT,botActPoseX,botActPoseY,Climber Motor 1 Current,Driver Auto Align and Shoot Command,Shooter Motor 1 Percent,Drivetrain Left Motor output Duty Cycle,Driver Rotate Command,Climber Upper Limit Switch,Drivetrain Pose Angle,Robot Battery Voltage,Drivetrain Left Wheel Actual Speed,Shooter Motor 1 in Voltage,Robot Side Tilt Angle,Robot Battery Current Draw,Operator Controller Prep to Shoot Command,roboRIO JVM Memory Load,Climber Lower Limit Switch,Color Sensor Blue Intensity,Drivetrain Left Wheel Desired Speed,Operator Controller Climb Enable Command,Control Panel Motor Current,Ball Counter Ball Height State,Operator Controller Ctrl Panel Seek To Color Command,Conveyor Position,Driver Snail Mode Command,Shooter Actual Speed,RIO Input Voltage,Main Loop Process Duration,Ball Distance Sensor Available,roboRIO CPU Load,Intake Speed Command,Vision Raspberry Pi Framerate,RIO 3V Supply Voltage,Ball Distance Sensor Distance,Pneumatics Cutoff Switch State,Intake Solenoid Command,IMU Comp Y Angle,Vision Raspberry Pi Stable Target,Color Sensor Match Color,Conveyor Motor Current,Color Sensor Red Intensity,Dataserver File Logger Queue Length,Drivetrain Right Wheel Desired Speed,Vision Raspberry Pi Angle,Operator Controller Intake Desired Command,Shooter Motor 2 Current,Color Sensor Green Intensity,Vision Raspberry Pi Vision System Online,Robot CAN Bus Utilization,Right Master Moter Current,Climber Motor Command,PDP Cooling Fans Current,RIO 6V Supply Voltage,Dataserver Stored Samples,Shooter Under Load,Drivetrain Right Wheel Actual Speed,Conveyor Shooter End Ball Present,PDP Upper Board Current,Drivetrain Desired Heading,Driver Auto Align Only Command,RIO 5V Supply Voltage,Intake Position State,Hopper Motor Left Current,Driver Flip Front/Back Command,
sec,bool,count,deg,RPM,RPM,A,degrees,cmd,color,cmd,deg,cmd,RPM,A,degrees,A,balls,cmd,bool,deg,A,ft,ft,mode,deg,A,A,psi,RPM,state,pct,deg,state,A,pct,sec,pct,bool,bool,degrees,cmd,bool,state,V,bool,V,sec,deg,A,degrees,pct,bool,in,bool,deg,ft,ft,A,bool,pct,pct,cmd,state,deg,V,RPM,V,degrees,A,bool,pct,state,sat,RPM,bool,A,heightState,bool,feet,bool,RPM,V,sec,bool,pct,cmd,fps,V,in,bool,bool,deg,bool,color,A,sat,count,RPM,deg,bool,A,sat,bool,pct,A,cmd,A,V,count,bool,RPM,bool,A,deg,bool,V,state,A,bool,
62.930554,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.048155999999998755,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
63.078274,0.0,1.0,359.0445381909321,0.0,0.0,0.0,,0.0,-1.0,-0.0,1.0987974120869903,0.0,-0.0,0.0,-2.112411270229103,8.15625,0.0,-0.0,0.0,0.0,0.0,,,0.0,,0.0,0.0,50.830071,0.0,2.0,0.0,0.0,3.0,0.0,0.0,0.0437779426574707,-0.5,0.0,0.0,0.0,0.0,1.0,0.0,,0.0,12.1328125,0.14771999999999963,-1.3843467162012046,0.0,0.0,,0.0,4.527559055118118,0.0,,,,0.0,0.0,0.0,0.0,0.0,-1.0,1.0035186322943381,12.25,-0.0,12.203125,87.8875887297709,4.25,0.0,,1.0,0.179443359375,0.0,0.0,0.0,1.0,0.0,-1.2260595631474093E8,0.0,0.0,11.99564892578125,0.0828690000000023,1.0,,0.0,7.7094090616671265,,4.527559055118118,0.0,0.0,0.1594370881935083,0.0,0.0,4.25,0.37451171875,100.0,0.0,0.0,0.0,0.0,0.4462890625,1.0,0.45080819725990295,0.0,0.0,0.0,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,
63.167408,0.0,1.0,359.2270895888313,0.0,0.0,0.0,,0.0,-1.0,-0.0,359.80677782970713,0.0,-0.0,0.0,-1.2035158093050171,8.0,0.0,-0.0,0.0,0.0,0.0,,,0.0,,0.0,0.0,51.01317644999999,0.0,2.0,0.0,0.0,3.0,0.0,0.0,0.0437779426574707,-0.5,0.0,0.0,0.0,0.0,1.0,0.0,,0.0,12.1796875,0.08913400000000138,-1.3912772494452856,0.0,0.0,,0.0,4.586614173228355,0.0,,,,0.0,0.0,0.0,0.0,0.0,-1.0,1.009663534150259,12.25,-0.0,12.2578125,88.79648419069498,4.0,0.0,,1.0,0.179443359375,0.0,0.0,0.0,1.0,0.0,-1.6676880707798514E8,0.0,0.0,12.0584736328125,0.03181599999999918,1.0,,0.0,7.7094090616671265,,4.586614173228355,0.0,0.0,0.1584248356827798,0.0,0.0,4.25,0.37451171875,98.0,0.0,0.0,0.0,0.0,0.4462890625,1.0,0.5034846663475037,0.0,0.0,0.0,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,
63.211494,0.0,1.0,357.5940429777117,0.0,0.0,0.0,,0.0,-1.0,-0.0,0.19242035569823018,0.0,-0.0,0.0,0.6687919529686752,8.0625,0.0,-0.0,0.0,0.0,0.0,,,0.0,,0.0,0.0,50.875847362500004,0.0,2.0,0.0,0.0,3.0,0.0,0.0,0.04405808448791504,-0.5,0.0,0.0,0.0,0.0,1.0,0.0,,0.0,12.1171875,0.04408600000000007,-1.3892530087173367,0.0,0.0,,0.0,4.645669291338592,0.0,,,,0.0,0.0,0.0,0.0,0.0,-1.0,1.0094444382894519,12.3,-0.0,12.203125,90.66879195296868,4.0,0.0,,1.0,0.179443359375,0.0,0.0,0.0,1.0,0.0,-1.988872439967082E8,0.0,0.0,12.03334375,0.024122999999995898,1.0,,0.0,6.927352304821048,,4.645669291338592,0.0,0.0,0.16222966527918922,0.0,0.0,4.0,0.37451171875,100.0,0.0,0.0,0.0,0.0,0.4462890625,1.0,0.5319932103157043,0.0,0.0,0.0,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,
63.241984,0.0,1.0,359.8585399247192,0.0,0.0,0.0,,0.0,-1.0,-0.0,0.7073172124788581,0.0,-0.0,0.0,0.44242965803948664,8.0625,0.0,-0.0,0.0,0.0,0.0,,,0.0,,0.0,0.0,51.1962819,0.0,2.0,0.0,0.0,3.0,0.0,0.0,0.04405808448791504,-0.5,0.0,0.0,0.0,0.0,1.0,0.0,,0.0,12.1640625,0.03049000000000035,-1.379558820968394,0.0,0.0,,0.0,4.68503937007875,0.0,,,,0.0,0.0,0.0,0.0,0.0,-1.0,1.0090787644799273,12.200000000000001,-0.0,12.25,90.44242965803949,3.75,0.0,,1.0,0.179443359375,0.0,0.0,0.0,1.0,0.0,-2.235937339341875E8,0.0,0.0,11.976801513671875,0.03340899999999891,1.0,,0.0,6.927352304821048,,4.68503937007875,0.0,0.0,0.15868479062172333,0.0,0.0,3.75,0.37451171875,205.0,0.0,0.0,0.0,0.0,0.4462890625,1.0,0.47317227721214294,0.0,0.0,0.0,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,
63.28224000000001,0.0,1.0,357.9913049192913,0.0,0.0,0.0,,0.0,-1.0,-0.0,0.0,0.0,-0.0,0.0,0.44936944870796935,8.0,0.0,-0.0,0.0,0.0,0.0,,,0.0,,0.0,0.0,51.15050553750001,0.0,2.0,0.0,0.0,3.0,0.0,0.0,0.04405808448791504,-0.5,0.0,0.0,0.0,0.0,1.0,0.0,,0.0,12.1015625,0.0402559999999994,-1.3899048031708472,0.0,0.0,74.5,0.0,4.68503937007875,0.0,,,,0.0,0.0,0.0,0.0,0.0,-1.0,1.0131588686191202,12.25,-0.0,12.1953125,90.44936944870797,3.5,0.0,85.71196975578769,1.0,0.179443359375,0.0,0.0,0.0,1.0,0.0,-2.5663866422556603E8,0.0,0.0,11.99564892578125,0.03061299999999534,1.0,81.8,0.0,6.927352304821048,,4.68503937007875,0.0,0.0,0.16046366006966245,0.0,0.0,3.75,0.37451171875,309.0,0.0,0.0,0.0,0.0,0.4462890625,1.0,0.49401554465293884,0.0,0.0,0.0,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,
63.333916,0.0,1.0,359.7205106196877,0.0,0.0,0.0,,0.0,-1.0,-0.0,359.95341854771846,0.0,-0.0,0.0,-2.6133462753092402,8.0625,0.0,-0.0,0.0,0.0,0.0,,,0.0,,0.0,0.0,51.1962819,0.0,2.0,0.0,0.0,3.0,0.0,0.0,0.0441129207611084,-0.5,0.0,0.0,0.0,0.0,1.0,0.0,,0.0,12.1640625,0.0516760000000005,-1.3813626399375356,0.0,0.0,,0.0,4.6259842519685135,0.0,,,,0.0,0.0,0.0,0.0,0.0,-1.0,1.0161283812320614,12.200000000000001,-0.0,12.25,87.38665372469076,3.5,0.0,,1.0,0.179443359375,0.0,0.0,0.0,1.0,0.0,-2.9894852824349934E8,0.0,0.0,12.03334375,0.026882999999997992,1.0,,0.0,6.577721738939517,,4.6259842519685135,0.0,0.0,0.15754264124093967,0.0,0.0,3.5,0.37451171875,100.0,0.0,0.0,0.0,0.0,0.4462890625,1.0,0.482615202665329,0.0,0.0,0.0,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,
63.366037,0.0,1.0,358.22862424768067,0.0,0.0,0.0,,0.0,-1.0,-0.0,0.5903749460316424,0.0,-0.0,0.0,-0.6820603931726481,8.09375,0.0,-0.0,0.0,0.0,0.0,,,0.0,,0.0,0.0,51.058952812499996,0.0,2.0,0.0,0.0,3.0,0.0,0.0,0.0441129207611084,-0.5,0.0,0.0,0.0,0.0,1.0,0.0,,0.0,12.109375,0.03212099999999651,-1.3790604602800351,0.0,0.0,,0.0,4.6259842519685135,0.0,,,,0.0,0.0,0.0,0.0,0.0,-1.0,1.0197328358962845,12.3,-0.0,12.203125,89.31793960682735,3.625,0.0,,1.0,0.179443359375,0.0,0.0,0.0,1.0,0.0,-3.301404717895669E8,0.0,0.0,12.039626220703125,0.029701000000002864,1.0,,0.0,6.577721738939517,,4.6259842519685135,0.0,0.0,0.16431110691903783,0.0,0.0,3.625,0.37451171875,205.0,0.0,0.0,0.0,0.0,0.4462890625,1.0,0.5484642386436462,0.0,0.0,0.0,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,
63.41645,0.0,1.0,358.4637537852655,0.0,0.0,0.0,,0.0,-1.0,-0.0,1.0080927434422413,0.0,-0.0,0.0,-3.3806322633171817,8.09375,0.0,-0.0,0.0,0.0,0.0,,,0.0,,0.0,0.0,51.1962819,0.0,2.0,0.0,0.0,3.0,0.0,0.0,0.0441129207611084,-0.5,0.0,0.0,0.0,0.0,1.0,0.0,,0.0,12.15625,0.05041299999999893,-1.380385005322273,0.0,0.0,,0.0,4.586614173228355,0.0,,,,0.0,0.0,0.0,0.0,0.0,-1.0,1.0238622492784573,12.15,-0.0,12.2421875,86.61936773668282,3.5,0.0,,1.0,0.179443359375,0.0,0.0,0.0,1.0,0.0,-3.672002066957858E8,0.0,0.0,11.976801513671875,0.03761800000000193,1.0,,0.0,6.577721738939517,,4.586614173228355,0.0,0.0,0.16038099233623399,0.0,0.0,3.625,0.37451171875,9.0,0.0,0.0,0.0,0.0,0.4462890625,1.0,0.4171995222568512,0.0,0.0,0.0,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,
