TIME,Shooter Actual RPM,Right Intern Moter Current,Drivetrain Left Wheel Actual Speed,Battery Voltage,Distance Sensor Raw Voltage,Hopper Spark Left Current,roboRIO JVM Memory Load,Climber Lower Limit Switch,Color Sensor Blue Intensity,Shooter Desired RPM,Driver FwdRev Command,Drivetrain Left Wheel Desired Speed,Rotate to Color,Color Needed,Shooter State Command,Raspberry Pi Duration,Right Climber Current,Pneumatics Compressor Current,Hopper Spark Left Cmd,Raspberry Pi Angle,Climber Input Command,Raspberry Pi Stable Target,Hopper Spark Right Cmd,Driver Snail Mode Command,Main Loop Process Duration,Left Climber Current,botDesPoseY,roboRIO CPU Load,botDesPoseX,Distance Sensor Available,botDesPoseT,Left Intern Moter Current,Intake Motor Current,Pneumatics Main System Pressure,Drivetrain Heading Correction Command,Left Master Moter Current,Pneumatics Cutoff Switch State,Drivetrain Right Motor Output Duty Cycle,Raspberry Pi Framerate,Color Sensor Match Color,Color Sensor Red Intensity,Panel 3.25 spin,Hopper Spark Right Current,Dataserver File Logger Queue Length,Drivetrain Right Wheel Desired Speed,Driver Auto Align Command,DT_Pose_Angle,Intake Speed State,Main Loop Call Period,Shooter Motor 1 Current,Shooter Motor 2 Current,Color Sensor Green Intensity,roboRIO Sys Memory Load,Robot CAN Bus Utilization,Right Master Moter Current,Distance Sensor Distance,Climber Motor Command,Photon Cannon State,Robot Brownout,Dataserver Stored Samples,Shooter Under Load,Drivetrain Right Wheel Actual Speed,botActPoseT,Drivetrain Desired Heading,Raspberry Pi Visible Target,botActPoseX,botActPoseY,Intake Position State,Battery Current Draw,Drivetrain Left Motor output Duty Cycle,Shooter Control Mode,Driver Rotate Command,Climber Upper Limit Switch,
sec,RPM,Amps,RPM,V,V,Amp,Pct,boolean,intensity,RPM,cmd,RPM,degrees,Color,state,sec,Amp,A,Cmd,deg,cmd,boolean,Cmd,bool,sec,Amp,ft,Pct,ft,bool,deg,Amps,A,psi,RPM,Amps,bool,pct,fps,color,intensity,degrees,Amp,count,RPM,bool,deg,state,sec,A,A,intensity,Pct,pct,Amps,in,cmd,bool,bool,count,boolean,RPM,deg,deg,boolean,ft,ft,state,A,pct,state,cmd,boolean,
164.909987,,,,,,,,,,,,,,,,,,,,,,,,,0.003329000000007909,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
164.950451,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,-9.228516599999999,,,0.0,,,,,,,,,,,,0.040463999999985845,,,,,,,,,,,,,,,,,,,,,,,,,
164.951005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,
164.950451,,0.0,-0.0,12.85,,,,-1.0,0.18603515625,,,-0.004383783717945844,0.0,-1.0,,0.06563925743103027,,,,1.0822909159523768,0.0,1.0,,,0.022905000000008613,0.0,,,,,,0.0,,,0.004383783717945844,0.0,,0.0,6.598095909288262,-1.0,0.356689453125,0.0,,39.0,0.004383783717945844,,0.6493886331068337,,,,,0.457275390625,,0.33302798867225647,0.0,,0.0,,0.0,26.0,,0.0,,0.6523111555854643,1.0,,,,0.0,0.0,,,-1.0,
165.021608,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,-9.274292962499999,,,0.0,,,,,,,,,,,,0.07115699999999947,,,,,,,,,,,,,,,,,,,,,,,,,
165.022919,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,
165.021608,,0.0,-0.0,12.85,,,,-1.0,0.18603515625,,,28.415464327636986,0.0,-1.0,,0.05094766616821289,,,,1.0959895118339469,0.0,1.0,,,0.005302000000000362,0.0,,,,,,0.0,,,0.005061224487173666,0.0,,3.0518509447574615E-5,5.720241285583555,-1.0,0.356689453125,0.0,,81.0,28.425586776611336,,0.6489370059273485,,,,,0.457275390625,,0.3090956509113312,0.0,,0.0,,0.0,18.0,,0.0,,0.6523111555854643,1.0,,,,0.0,-3.0518509447574615E-5,,,-1.0,
165.029432,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,-9.274292962499999,,,0.0,,,,,,,,,,,,0.007824000000027809,,,,,,,,,,,,,,,,,,,,,,,,,
165.029597,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,
165.029432,,0.0,-0.0,12.85,,,,-1.0,0.18603515625,,,28.415233341702923,0.0,-1.0,,0.05094766616821289,,,,1.0959895118339469,0.0,1.0,,,0.006541999999996051,0.0,,,,,,0.0,,,0.005292210421239063,0.0,,0.4988250434398651,5.720241285583555,-1.0,0.356689453125,0.0,,123.0,28.4258177625454,,0.6487830153046382,,,,,0.457275390625,,0.375,0.0,,0.0,,0.0,20.0,,0.0,,0.6523111555854643,1.0,,,,0.0,0.4987029731273651,,,-1.0,
165.038489,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,-9.274292962499999,,,0.0,,,,,,,,,,,,0.009056999999984328,,,,,,,,,,,,,,,,,,,,,,,,,
165.038898,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,
165.038489,,42.4375,1.1428571939468384,11.8,,,,-1.0,0.18603515625,,,28.415787097197427,0.0,-1.0,,0.05094766616821289,,,,1.0959895118339469,0.0,1.0,,,0.012486999999993031,0.0,,,,,,0.0,,,0.004738454926733082,0.0,,0.22595904767513275,5.720241285583555,-1.0,0.356689453125,0.0,,24.0,28.425264007050895,,0.6491521856343089,,,,,0.457275390625,,0.33555614948272705,0.0,,0.0,,0.0,22.0,,0.0,,0.6523111555854643,1.0,,,,0.0,0.21903134882450104,,,-1.0,
165.053685,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,-9.228516599999999,,,0.0,,,,,,,,,,,,0.015196000000003096,,,,,,,,,,,,,,,,,,,,,,,,,
165.054134,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,
165.053685,,42.4375,1.1428571939468384,11.8,,,,-1.0,0.18603515625,,,37.88985943686155,0.0,-1.0,,0.05094766616821289,,,,1.0959895118339469,0.0,1.0,,,0.0059909999999945285,0.0,,,,,,16.96875,,,0.004174632637355069,0.0,,0.18823817372322083,5.720241285583555,-1.0,0.356689453125,0.0,,66.0,37.898208702136266,,0.6495280671605609,,,,,0.457275390625,,0.3880974352359772,0.0,,0.0,,0.0,24.0,,0.0,,0.6523111555854643,1.0,,,,0.0,0.21903134882450104,,,-1.0,
165.061749,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,-9.365845687500002,,,0.0,,,,,,,,,,,,0.008063999999990301,,,,,,,,,,,,,,,,,,,,,,,,,
165.063834,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,
165.061749,,21.625,1.1428571939468384,11.8,,,,-1.0,0.18603515625,,,47.39497003604945,0.0,-1.0,,0.05094766616821289,,,,1.0959895118339469,0.0,1.0,,,0.009232999999994718,0.0,,,,,,16.96875,,,-0.027427449175832286,37.125,,0.18823817372322083,5.720241285583555,-1.0,0.356689453125,0.0,,108.0,47.34011513769779,,0.6705961217026858,,,,,0.457275390625,,0.32943350076675415,31.59375,,0.0,,0.0,26.0,,6.285714626312256,,0.6523111555854643,1.0,,,,0.0,0.21903134882450104,,,-1.0,
165.073282,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,-9.274292962499999,,,0.0,,,,,,,,,,,,0.011533000000014226,,,,,,,,,,,,,,,,,,,,,,,,,
165.074163,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,
165.073282,,21.625,1.1428571939468384,12.3,,,,-1.0,0.18603515625,,,47.413552943228936,0.0,-1.0,,0.05094766616821289,,,,1.0959895118339469,0.0,1.0,,,0.009361999999981663,0.0,,,,,,40.4375,,,-0.046010356355319915,37.125,,0.42545855045318604,5.720241285583555,-1.0,0.356689453125,0.0,,150.0,47.3215322305183,,0.6829847264890109,,,,,0.457275390625,,0.37229475378990173,31.59375,,0.0,,0.0,18.0,,6.285714626312256,,0.6523111555854643,1.0,,,,0.0,0.30478835105895996,,,-1.0,
165.085924,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,-9.274292962499999,,,0.0,,,,,,,,,,,,0.012641999999999598,,,,,,,,,,,,,,,,,,,,,,,,,
165.086127,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,
165.085924,,50.4375,12.000000953674316,12.3,,,,-1.0,0.18603515625,,,56.88193913657435,0.0,-1.0,,0.05094766616821289,,,,1.0959895118339469,0.0,1.0,,,0.0037739999999928386,0.0,,,,,,40.4375,,,-0.04088803232601651,48.78125,,0.29749444127082825,5.720241285583555,-1.0,0.356689453125,0.0,,192.0,56.80016307192232,,0.6795698438028086,,,,,0.457275390625,,0.37972337007522583,34.375,,0.0,,0.0,20.0,,13.142857551574707,,0.6523111555854643,1.0,,,,0.0,0.30478835105895996,,,-1.0,
165.090762,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,-9.274292962499999,,,0.0,,,,,,,,,,,,0.004838000000006559,,,,,,,,,,,,,,,,,,,,,,,,,
165.090926,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,
165.090762,,50.4375,12.000000953674316,12.3,,,,-1.0,0.1884765625,,,56.8809333301641,0.0,-1.0,,0.05094766616821289,,,,1.0959895118339469,0.0,1.0,,,0.004441999999983182,0.0,,,,,,37.21875,,,-0.03988222591576035,48.78125,,0.44135868549346924,5.720241285583555,-1.0,0.353759765625,0.0,,234.0,56.801168878332575,,0.6788993061959712,,,,,0.457763671875,,0.4424842596054077,34.375,,0.0,,0.0,22.0,,13.142857551574707,,0.6523111555854643,1.0,,,,0.0,0.3801995813846588,,,-1.0,
165.110128,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,-9.274292962499999,,,0.0,,,,,,,,,,,,0.01936599999999089,,,,,,,,,,,,,,,,,,,,,,,,,
165.11034,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,
165.110128,,49.21875,21.142858505249023,10.850000000000001,,,,-1.0,0.1884765625,,,66.3722007853226,0.0,-1.0,,0.05094766616821289,,,,1.0959895118339469,0.0,1.0,,,0.0035900000000026466,5.625,,,,,,37.21875,,,-0.057641163699643894,40.71875,,0.3726920485496521,5.720241285583555,-1.0,0.353759765625,0.0,,276.0,66.25691845792332,,0.6907385980518935,,,,,0.457763671875,,0.336752325296402,32.8125,,0.0,,0.0,24.0,,13.142857551574707,,0.6523111555854643,1.0,,,,29.625,0.3253273069858551,,,-1.0,
165.130148,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,-9.274292962499999,,,0.0,,,,,,,,,,,,0.02001999999998816,,,,,,,,,,,,,,,,,,,,,,,,,
165.130315,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,
165.130148,,40.90625,21.142858505249023,11.7,,,,-1.0,0.1884765625,,,75.88011497810032,0.0,-1.0,,0.04991459846496582,,,,1.12261927651104,0.0,1.0,,,0.003385000000008631,5.625,,,,,,48.40625,,,-0.09204683910257522,37.375,,0.3006988763809204,7.236873979854169,-1.0,0.353759765625,0.0,,318.0,75.69602129989516,,0.7136757149871811,,,,,0.457763671875,,0.3333669900894165,30.09375,,0.0,,0.0,26.0,,25.142858505249023,,0.6523111555854643,1.0,,,,29.625,0.3253273069858551,,,-1.0,
165.150419,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,-9.274292962499999,,,0.0,,,,,,,,,,,,0.020271000000008144,,,,,,,,,,,,,,,,,,,,,,,,,
165.150732,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,
165.150419,,22.5625,32.57143020629883,11.5,,,,-1.0,0.1884765625,,,85.43788497031022,0.0,-1.0,,0.04991459846496582,,,,1.12261927651104,0.0,1.0,,,0.008113000000008697,5.625,,,,,,27.9375,,,-0.17630831393774116,23.4375,,0.46266061067581177,7.236873979854169,-1.0,0.353759765625,0.0,,3.0,85.08526834243474,,0.7698500315439584,,,,,0.457763671875,,0.315705269575119,5.46875,,0.0,,0.0,28.0,,38.28571701049805,,0.6523111555854643,1.0,,,,29.625,0.40778833627700806,,,-1.0,
165.170945,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,-9.274292962499999,,,0.0,,,,,,,,,,,,0.020525999999989608,,,,,,,,,,,,,,,,,,,,,,,,,
165.171129,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,
165.170945,,45.375,48.57143020629883,11.350000000000001,,,,-1.0,0.1884765625,,,94.9442084508351,0.0,-1.0,,0.04991459846496582,,,,1.12261927651104,0.0,1.0,,,0.00339400000001433,13.875,,,,,,24.5,,,-0.2091232770879251,0.0,,0.3720511496067047,7.236873979854169,-1.0,0.353759765625,0.0,,45.0,94.52596189665925,,0.791726673644081,,,,,0.457763671875,,0.3906882703304291,28.75,,0.0,,0.0,30.0,,38.28571701049805,,0.6523111555854643,1.0,,,,50.25,0.40778833627700806,,,-1.0,
165.190437,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,-9.228516599999999,,,0.0,,,,,,,,,,,,0.01949200000001383,,,,,,,,,,,,,,,,,,,,,,,,,
165.19071,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,
165.190437,,61.3125,48.57143020629883,11.350000000000001,,,,-1.0,0.1884765625,,,104.39775329967493,0.0,-1.0,,0.04991459846496582,,,,1.12261927651104,0.0,1.0,,,0.00362400000000207,13.875,,,,,,47.40625,,,-0.18915960855312763,34.5,,0.347270131111145,7.236873979854169,-1.0,0.353759765625,0.0,,87.0,104.01943408256868,,0.7784175612875494,,,,,0.457763671875,,0.2851201891899109,20.40625,,0.0,,0.0,26.0,,54.85714340209961,,0.6523111555854643,1.0,,,,50.25,0.3877986967563629,,,-1.0,
165.210082,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,-9.228516599999999,,,0.0,,,,,,,,,,,,0.019644999999997026,,,,,,,,,,,,,,,,,,,,,,,,,
165.210257,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,
165.210082,,50.09375,64.5714340209961,11.100000000000001,,,,-1.0,0.190673828125,,,113.97349501435755,0.0,-1.0,,0.04991459846496582,,,,1.12261927651104,0.0,1.0,,,0.0034919999999942775,13.875,,,,,,24.3125,,,-0.291392805860821,16.75,,0.4223151206970215,7.236873979854169,-1.0,0.35400390625,0.0,,129.0,113.3907094026359,,0.8465730261593449,,,,,0.455322265625,,0.3332991898059845,28.125,,0.0,,0.0,28.0,,54.85714340209961,,0.6523111555854643,1.0,,,,50.25,0.3673512935638428,,,-1.0,
165.230054,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,-9.228516599999999,,,0.0,,,,,,,,,,,,0.01997199999999566,,,,,,,,,,,,,,,,,,,,,,,,,
165.230215,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,
165.230054,,10.4375,64.5714340209961,11.7,,,,-1.0,0.190673828125,,,123.53277993535836,0.0,-1.0,,0.04991459846496582,,,,1.12261927651104,0.0,1.0,,,0.003859000000005608,12.5,,,,,,19.75,,,-0.3771692094871955,23.78125,,0.39152196049690247,7.236873979854169,-1.0,0.35400390625,0.0,,171.0,122.77844151638398,,0.9037572952435946,,,,,0.455322265625,,0.3247615396976471,22.625,,0.0,,0.0,30.0,,72.5714340209961,,0.6523111555854643,1.0,,,,49.625,0.4425183832645416,,,-1.0,
165.250012,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,-9.228516599999999,,,0.0,,,,,,,,,,,,0.019958000000002585,,,,,,,,,,,,,,,,,,,,,,,,,
165.250169,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,
165.250012,,35.28125,85.14286041259766,11.25,,,,-1.0,0.190673828125,,,132.94697684766004,0.0,-1.0,,0.04991459846496582,,,,1.12261927651104,0.0,1.0,,,0.0037829999999985375,12.5,,,,,,33.21875,,,-0.31785760441393635,18.78125,,0.3425702750682831,7.236873979854169,-1.0,0.35400390625,0.0,,213.0,132.31126163883215,,0.8642162251947552,,,,,0.455322265625,,0.346594899892807,3.21875,,0.0,,0.0,32.0,,93.14286041259766,,0.6523111555854643,1.0,,,,49.625,0.395214706659317,,,-1.0,
165.270701,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,-9.228516599999999,,,0.0,,,,,,,,,,,,0.0206890000000044,,,,,,,,,,,,,,,,,,,,,,,,,
165.27087,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,
165.270701,,7.125,108.0,12.3,,,,-1.0,0.190673828125,,,142.38465961450328,0.0,-1.0,,0.049746036529541016,,,,1.2216886863052947,0.0,1.0,,,0.0035799999999994725,12.5,,,,,,15.40625,,,-0.28203185388280205,1.96875,,0.41721853613853455,6.511347459376887,-1.0,0.35400390625,0.0,,39.0,141.82059590673765,,0.8403323915073323,,,,,0.455322265625,,0.34338995814323425,22.4375,,0.0,,0.0,34.0,,93.14286041259766,,0.6523111555854643,1.0,,,,49.625,0.3340556025505066,,,-1.0,
165.290008,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,-9.228516599999999,,,0.0,,,,,,,,,,,,0.019306999999997743,,,,,,,,,,,,,,,,,,,,,,,,,
165.290165,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,
165.290008,,25.6875,108.0,12.3,,,,-1.0,0.190673828125,,,151.73199629502847,0.0,-1.0,,0.049746036529541016,,,,1.2216886863052947,0.0,1.0,,,0.004928000000006705,12.5,,,,,,5.71875,,,-0.1558600170329864,15.5625,,0.5193334817886353,6.511347459376887,-1.0,0.35400390625,0.0,,81.0,151.4202762609625,,0.7562178336074552,,,,,0.455322265625,,0.31369510293006897,7.34375,,0.0,,0.0,24.0,,116.5714340209961,,0.6523111555854643,1.0,,,,33.25,0.40891751646995544,,,-1.0,
