TIME,Operator Controller Unjam Command,Ball Counter Ball Count,IMU Filtered X Angle,Shooter Motor 2 Speed,Shooter Desired Speed,Right Intern Moter Current,Robot Front Tilt Angle,Driver FwdRev Command,Control Panel State Machine Game Data Color Command,Operator Controller Climb Speed Command,IMU Filtered Y Angle,Hopper Motor Left Cmd,Shooter Motor 1 Speed,Hopper Motor Right Current,Total Tilt Angle,Pneumatics Compressor Current,Shots Taken,Climber Input Command,Operator Controller Shoot Command,Control Panel Actual Angle,Climber Motor 2 Current,botDesPoseY,botDesPoseX,Drivetrain Op Mode,botDesPoseT,Left Intern Moter Current,Intake Motor Current,Pneumatics Main System Pressure,Drivetrain Heading Correction Command,Shooter Wheel Current Control Mode,Shooter Motor 2 Percent,Control Panel Desired Angle,Shooter Input Mode Command,Left Master Moter Current,Drivetrain Right Motor Output Duty Cycle,Vision Raspberry Pi Duration,Conveyor Motor Speed Command,Vision Raspberry Pi Visible Target,Operator Controller Eject Desired Command,Control Panel State Machine 3.25 spin,Hopper Motor Right Cmd,Conveyor Intake End Ball Present,Intake Speed State,Ball Distance Sensor Raw Voltage,Operator Controller Ctrl Panel Three Rotations Command,Shooter Motor 2 in Voltage,Main Loop Call Period,IMU Comp X Angle,Shooter Motor 1 Current,Control Panel State Machine Rotate to Color,roboRIO Sys Memory Load,Operator Controller Photon Cannon Command,Ball Counter Sensor Distance,Robot Brownout,botActPoseT,botActPoseX,botActPoseY,Climber Motor 1 Current,Driver Auto Align and Shoot Command,Shooter Motor 1 Percent,Drivetrain Left Motor output Duty Cycle,Intake Fault,Driver Rotate Command,Climber Upper Limit Switch,Drivetrain Pose Angle,Intake Motor Speed,Robot Battery Voltage,Drivetrain Left Wheel Actual Speed,Shooter Motor 1 in Voltage,Robot Side Tilt Angle,Robot Battery Current Draw,Operator Controller Prep to Shoot Command,roboRIO JVM Memory Load,Climber Lower Limit Switch,Color Sensor Blue Intensity,Drivetrain Left Wheel Desired Speed,Operator Controller Climb Enable Command,Control Panel Motor Current,Ball Counter Ball Height State,Operator Controller Ctrl Panel Seek To Color Command,Conveyor Position,Driver Snail Mode Command,Shooter Actual Speed,Main Loop Process Duration,RIO Input Voltage,Ball Distance Sensor Available,roboRIO CPU Load,Intake Speed Command,Vision Raspberry Pi Framerate,RIO 3V Supply Voltage,Ball Distance Sensor Distance,Pneumatics Cutoff Switch State,Intake Solenoid Command,IMU Comp Y Angle,Vision Raspberry Pi Stable Target,Color Sensor Match Color,Conveyor Motor Current,Color Sensor Red Intensity,Dataserver File Logger Queue Length,Drivetrain Right Wheel Desired Speed,Vision Raspberry Pi Angle,Operator Controller Intake Desired Command,Shooter Motor 2 Current,Color Sensor Green Intensity,Vision Raspberry Pi Vision System Online,Robot CAN Bus Utilization,Right Master Moter Current,Climber Motor Command,PDP Cooling Fans Current,RIO 6V Supply Voltage,Dataserver Stored Samples,Shooter Under Load,Drivetrain Right Wheel Actual Speed,Conveyor Shooter End Ball Present,PDP Upper Board Current,Drivetrain Desired Heading,Driver Auto Align Only Command,RIO 5V Supply Voltage,Intake Position State,Hopper Motor Left Current,Driver Flip Front/Back Command,
sec,bool,count,deg,RPM,RPM,A,degrees,cmd,color,cmd,deg,cmd,RPM,A,degrees,A,balls,cmd,bool,deg,A,ft,ft,mode,deg,A,A,psi,RPM,state,pct,deg,state,A,pct,sec,pct,bool,bool,degrees,cmd,bool,state,V,bool,V,sec,deg,A,degrees,pct,bool,in,bool,deg,ft,ft,A,bool,pct,pct,bits,cmd,state,deg,RPM,V,RPM,V,degrees,A,bool,pct,state,sat,RPM,bool,A,heightState,bool,feet,bool,RPM,sec,V,bool,pct,cmd,fps,V,in,bool,bool,deg,bool,color,A,sat,count,RPM,deg,bool,A,sat,bool,pct,A,cmd,A,V,count,bool,RPM,bool,A,deg,bool,V,state,A,bool,
129.830053,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.02304900000001453,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
129.881563,0.0,0.0,358.39449255751157,0.0,0.0,0.0,,0.0,,0.0,359.5278483206353,0.0,-0.0,0.0,,,0.0,0.0,0.0,,0.0,,,0.0,,0.0,0.0,,0.0,2.0,0.0,,3.0,0.0,0.0,0.04436039924621582,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,12.4609375,0.051510000000007494,-1.114842529844877,0.0,,,0.0,8.759842519685002,,,,,0.0,0.0,0.0,0.0,16.0,0.005524271728019902,-1.0,137.04323933528983,-0.0,,-0.0,12.609375,,,0.0,,1.0,,0.0,0.0,,0.0,0.0,-1.1029903601463406E10,0.0,0.0,0.03900999999999044,,1.0,,0.0,6.789481437116056,,8.759842519685002,,0.0,0.34221500745088074,0.0,,0.0,,,0.0,0.0,0.0,0.0,,1.0,,0.0,0.0,,,,1.0,0.0,0.0,,93.53057955047734,0.0,,0.0,0.0,0.0,
129.926713,0.0,0.0,358.80966354021706,0.0,0.0,0.0625,,0.0,,0.0,359.45446008018905,0.0,-0.0,0.0,,,0.0,0.0,0.0,,0.0,,,0.0,,0.0,0.0,,0.0,2.0,0.0,,3.0,0.09375,0.005645924247801304,0.04436039924621582,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,12.5078125,0.045150000000006685,-1.116387562253946,0.0,,,0.0,8.720472440944844,,,,,0.0,0.0,0.0,-0.005737479776144028,16.0,0.005524271728019902,-1.0,137.04380253636432,-0.0,,-0.0,12.609375,,,0.0,,1.0,,0.0,0.0,,0.0,0.0,-1.1029903601463406E10,0.0,0.0,0.017826999999982718,,1.0,,0.0,6.789481437116056,,8.720472440944844,,0.0,0.33955152470295996,0.0,,0.0,,,0.0,0.0,0.0,0.0,,1.0,,0.0625,0.0,,,,1.0,0.0,0.0,,93.53057955047734,0.0,,0.0,0.0,0.0,
129.952862,0.0,0.0,358.252550789555,0.0,0.0,0.03125,,0.0,-1.0,0.0,359.7573355484688,0.0,-0.0,0.0,-2.06175769075854,9.6875,0.0,0.0,0.0,-41.90452194213867,0.0,,,0.0,,0.03125,0.0,70.19347233750001,0.0,2.0,0.0,-41.90452194213867,3.0,0.0625,0.005645924247801304,0.04445171356201172,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,12.5,0.026149000000003753,-1.112499082947478,0.0,0.0,,0.0,8.720472440944844,0.0,,,,0.0,0.0,0.0,-0.005767998285591602,16.0,0.005524271728019902,-1.0,137.04012717714576,-0.0,12.55,-0.0,12.6015625,87.93824230924146,0.0,0.0,,1.0,0.1826171875,0.0,0.0,0.0,0.0,0.0,-1.1029903601463406E10,0.0,0.0,0.030608999999998332,12.4102919921875,1.0,,0.0,6.710467666817591,,8.720472440944844,0.0,0.0,0.33890303615055345,0.0,0.0,0.0,0.3828125,201.0,0.0,0.0,0.0,0.0,0.434814453125,1.0,0.46200788021087646,0.03125,0.0,0.0,,444.0,1.0,0.0,0.0,0.0,93.53057955047734,0.0,,0.0,0.0,0.0,
129.991486,0.0,0.0,359.1689908908562,0.0,0.0,0.03125,,0.0,,0.0,359.65782969313244,0.0,-0.0,0.0,,,0.0,0.0,0.0,,0.0,,,0.0,,0.0625,0.0,,0.0,2.0,0.0,,3.0,0.09375,0.005645924247801304,0.04445171356201172,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,12.4921875,0.03862399999999866,-1.1156221013685454,0.0,,,0.0,8.720472440944844,,,,,0.0,0.0,0.0,-0.005737479776144028,16.0,0.005524271728019902,-1.0,137.0407811147282,-0.0,,-0.0,12.625,,,0.0,,1.0,,0.0,0.0,,0.0,0.0,-1.1029903601463406E10,0.0,0.0,0.01557699999997908,,1.0,,0.0,6.710467666817591,,8.720472440944844,,0.0,0.34076983778160663,0.0,,0.0,,,0.0,0.0,0.0,0.0,,1.0,,0.09375,0.0,,,,1.0,0.0,0.0,,93.53057955047734,0.0,,0.0,0.0,0.0,
130.015115,0.0,0.0,359.5800877849404,0.0,0.0,0.0625,,0.0,,0.0,0.09331301320955052,0.0,-0.0,0.0,,,0.0,0.0,0.0,,0.0,,,0.0,,0.0625,0.0,,0.0,2.0,0.0,,3.0,0.0625,0.005645924247801304,0.04445171356201172,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,12.53125,0.023628999999999678,-1.1097434846263556,0.0,,,0.0,8.720472440944844,,,,,0.0,0.0,0.0,-0.005737479776144028,16.0,0.005524271728019902,-1.0,137.0379662179272,-0.0,,-0.0,12.578125,,,0.0,,1.0,,0.0,0.0,,0.0,0.0,-1.1029903601463406E10,0.0,0.0,0.011327999999991789,,1.0,,0.0,6.710467666817591,,8.720472440944844,,0.0,0.3411201949943771,0.0,,0.0,,,0.0,0.0,0.0,0.0,,1.0,,0.03125,0.0,,,,1.0,0.0,0.0,,93.53057955047734,0.0,,0.0,0.0,0.0,
130.034161,0.0,0.0,358.54981666002396,0.0,0.0,0.0625,,0.0,,0.0,0.3866771823810936,0.0,-0.0,0.0,,,0.0,0.0,0.0,,0.0,,,0.0,,0.03125,0.0,,0.0,2.0,0.0,,3.0,0.09375,0.005645924247801304,0.04445171356201172,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,12.4921875,0.019046000000003005,-1.1147787259296513,0.0,,,0.0,8.700787401574765,,,,,0.0,0.0,0.0,-0.005737479776144028,16.0,0.005524271728019902,-1.0,137.0369171846183,-0.0,,-0.0,12.59375,,,0.0,,1.0,,0.0,0.0,,0.0,0.0,-1.1029903601463406E10,0.0,0.0,0.013749999999987494,,1.0,,0.0,6.710467666817591,,8.700787401574765,,0.0,0.34408116605333966,0.0,,0.0,,,0.0,0.0,0.0,0.0,,1.0,,0.0625,0.0,,,,1.0,0.0,0.0,,93.53057955047734,0.0,,0.0,0.0,0.0,
130.055259,0.0,0.0,359.16472005160364,0.0,0.0,0.0625,,0.0,,0.0,359.6069378796048,0.0,-0.0,0.0,,,0.0,0.0,0.0,,0.0,,,0.0,,0.03125,0.0,,0.0,2.0,0.0,,3.0,0.0625,0.005645924247801304,0.04445171356201172,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,12.4921875,0.021097999999994954,-1.1170353465399974,0.0,,,0.0,8.759842519685002,,,,,0.0,0.0,0.0,-0.005767998285591602,16.0,0.005524271728019902,-1.0,137.03478637343392,-0.0,,-0.0,12.6171875,,,0.0,,1.0,,0.0,0.0,,0.0,0.0,-1.1029903601463406E10,0.0,0.0,0.009836000000007061,,1.0,,0.0,6.710467666817591,,8.759842519685002,,0.0,0.3413077338543305,0.0,,0.0,,,0.0,0.0,0.0,0.0,,1.0,,0.0625,0.0,,,,1.0,0.0,0.0,,93.53057955047734,0.0,,0.0,0.0,0.0,
130.071495,0.0,0.0,359.12532818001665,0.0,0.0,0.0625,,0.0,,0.0,359.80563559728785,0.0,-0.0,0.0,,,0.0,0.0,0.0,,0.0,,,0.0,,0.0625,0.0,,0.0,2.0,0.0,,3.0,0.09375,0.005645924247801304,0.04445171356201172,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,12.53125,0.016235999999992146,-1.115777191999232,0.0,,,0.0,8.77952755905508,,,,,0.0,0.0,0.0,-0.005737479776144028,16.0,0.005524271728019902,-1.0,137.0359017595145,-0.0,,-0.0,12.6015625,,,0.0,,1.0,,0.0,0.0,,0.0,0.0,-1.1029903601463406E10,0.0,0.0,0.011966999999998507,,1.0,,0.0,6.710467666817591,,8.77952755905508,,0.0,0.33983814300339743,0.0,,0.0,,,0.0,0.0,0.0,0.0,,1.0,,0.0625,0.0,,,,1.0,0.0,0.0,,93.53057955047734,0.0,,0.0,0.0,0.0,
