TIME,Operator Controller Unjam Command,Ball Counter Ball Count,IMU Filtered X Angle,Shooter Desired Speed,Right Intern Moter Current,Robot Front Tilt Angle,Driver FwdRev Command,Control Panel State Machine Game Data Color Command,Operator Controller Climb Speed Command,IMU Filtered Y Angle,Hopper Motor Left Cmd,Hopper Motor Right Current,Total Tilt Angle,Pneumatics Compressor Current,Shots Taken,Climber Input Command,Operator Controller Shoot Command,Control Panel Actual Angle,Climber Motor 2 Current,botDesPoseY,botDesPoseX,Drivetrain Op Mode,botDesPoseT,Left Intern Moter Current,Intake Motor Current,Pneumatics Main System Pressure,Drivetrain Heading Correction Command,Shooter Wheel Current Control Mode,Control Panel Desired Angle,Shooter Input Mode Command,Left Master Moter Current,Drivetrain Right Motor Output Duty Cycle,Vision Raspberry Pi Duration,Conveyor Motor Speed Command,Vision Raspberry Pi Visible Target,Operator Controller Eject Desired Command,Control Panel State Machine 3.25 spin,Hopper Motor Right Cmd,Conveyor Intake End Ball Present,Intake Speed State,Ball Distance Sensor Raw Voltage,Operator Controller Ctrl Panel Three Rotations Command,Main Loop Call Period,IMU Comp X Angle,Shooter Motor 1 Current,Control Panel State Machine Rotate to Color,roboRIO Sys Memory Load,Operator Controller Photon Cannon Command,Ball Counter Sensor Distance,Robot Brownout,botActPoseT,botActPoseX,botActPoseY,Climber Motor 1 Current,Driver Auto Align and Shoot Command,Shooter Motor 1 Percent,Drivetrain Left Motor output Duty Cycle,Intake Fault,Driver Rotate Command,Climber Upper Limit Switch,Drivetrain Pose Angle,Intake Motor Speed,Robot Battery Voltage,Drivetrain Left Wheel Actual Speed,Robot Side Tilt Angle,Robot Battery Current Draw,Operator Controller Prep to Shoot Command,roboRIO JVM Memory Load,Climber Lower Limit Switch,Color Sensor Blue Intensity,Drivetrain Left Wheel Desired Speed,Operator Controller Climb Enable Command,Control Panel Motor Current,Ball Counter Ball Height State,Operator Controller Ctrl Panel Seek To Color Command,Conveyor Position,Driver Snail Mode Command,Shooter Actual Speed,RIO Input Voltage,Main Loop Process Duration,Ball Distance Sensor Available,roboRIO CPU Load,Intake Speed Command,Vision Raspberry Pi Framerate,RIO 3V Supply Voltage,Ball Distance Sensor Distance,Pneumatics Cutoff Switch State,Intake Solenoid Command,Driver Auto Align Close and Shoot Command,IMU Comp Y Angle,Vision Raspberry Pi Stable Target,Color Sensor Match Color,Conveyor Motor Current,Color Sensor Red Intensity,Dataserver File Logger Queue Length,Drivetrain Right Wheel Desired Speed,Vision Raspberry Pi Angle,Operator Controller Intake Desired Command,Shooter Motor 2 Current,Color Sensor Green Intensity,Vision Raspberry Pi Vision System Online,Robot CAN Bus Utilization,Right Master Moter Current,Climber Motor Command,PDP Cooling Fans Current,RIO 6V Supply Voltage,Dataserver Stored Samples,Shooter Under Load,Drivetrain Right Wheel Actual Speed,Conveyor Shooter End Ball Present,PDP Upper Board Current,Drivetrain Desired Heading,Driver Auto Align Only Command,RIO 5V Supply Voltage,Intake Position State,Hopper Motor Left Current,Driver Flip Front/Back Command,
sec,bool,count,deg,RPM,A,degrees,cmd,color,cmd,deg,cmd,A,degrees,A,balls,cmd,bool,deg,A,ft,ft,mode,deg,A,A,psi,RPM,state,deg,state,A,pct,sec,pct,bool,bool,degrees,cmd,bool,state,V,bool,sec,deg,A,degrees,pct,bool,in,bool,deg,ft,ft,A,bool,pct,pct,bits,cmd,state,deg,RPM,V,RPM,degrees,A,bool,pct,state,sat,RPM,bool,A,heightState,bool,feet,bool,RPM,V,sec,bool,pct,cmd,fps,V,in,bool,bool,bool,deg,bool,color,A,sat,count,RPM,deg,bool,A,sat,bool,pct,A,cmd,A,V,count,bool,RPM,bool,A,deg,bool,V,state,A,bool,
12.111956,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.029072000000001097,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12.229033,0.0,0.0,358.0875159955576,0.0,0.0,,0.0,,0.0,359.37983792611374,0.0,0.0,,,0.0,0.0,0.0,,0.0,,,0.0,,0.0,0.0,,0.0,-1.0,,3.0,0.0,0.0,0.04435229301452637,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.1170770000000001,-0.8039381692781208,0.0,,,0.0,8.425196850393704,,,,,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.059070774456652084,-0.0,,-0.0,,,0.0,,1.0,,0.0,0.0,,0.0,0.0,0.0,0.0,-0.0,,0.04400700000000057,1.0,,0.0,6.910642672844165,,8.425196850393704,,0.0,0.0,-0.5466488338803791,0.0,,0.0,,,0.0,0.0,0.0,0.0,,1.0,,0.0,0.0,,,,1.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,
12.291807,0.0,0.0,357.58722737180875,0.0,0.0,,0.0,,0.0,358.9949235779172,0.0,0.0,,,0.0,0.0,0.0,,0.0,,,0.0,,0.0,0.0,,0.0,-1.0,,3.0,0.0,0.0,0.04435229301452637,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.062774000000001,-0.8020937500330764,0.0,,,0.0,8.385826771653546,,,,,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.05553223799755563,-0.0,,-0.0,,,0.0,,1.0,,0.0,0.0,,0.0,0.0,0.0,0.0,-0.0,,0.0187229999999996,1.0,,0.0,6.910642672844165,,8.385826771653546,,0.0,0.0,-0.5497089773795271,0.0,,0.0,,,0.0,0.0,0.0,0.0,,1.0,,0.0,0.0,,,,1.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,
12.333662,0.0,0.0,0.2694118371225217,0.0,0.0,,0.0,,0.0,359.77549030632554,0.0,0.0,,,0.0,0.0,0.0,,0.0,,,0.0,,0.0,0.0,,0.0,-1.0,,3.0,0.0,0.0,0.04435229301452637,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.041854999999999976,-0.7976781234330302,0.0,,,0.0,8.405511811023626,,,,,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.056207881514039125,-0.0,,-0.0,,,0.0,,1.0,,0.0,0.0,,0.0,0.0,0.0,0.0,-0.0,,0.02380699999999969,1.0,,0.0,6.910642672844165,,8.405511811023626,,0.0,0.0,-0.5529967833811985,0.0,,0.0,,,0.0,0.0,0.0,0.0,,1.0,,0.0,0.0,,,,1.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,
12.386734,0.0,0.0,357.3442211254227,0.0,0.0,,0.0,,0.0,359.4894493349239,0.0,0.0,,,0.0,0.0,0.0,,0.0,,,0.0,,0.0,0.0,,0.0,-1.0,,3.0,0.0,0.0,0.044081926345825195,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.05307200000000023,-0.8110548691805504,0.0,,,0.0,8.523622047244098,,,,,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.05572557953601714,-0.0,,-0.0,,,0.0,,1.0,,0.0,0.0,,0.0,0.0,0.0,0.0,-0.0,,0.020731999999998862,1.0,,0.0,6.532522408167398,,8.523622047244098,,0.0,0.0,-0.5515689045948575,0.0,,0.0,,,0.0,0.0,0.0,0.0,,1.0,,0.0,0.0,,,,1.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,
12.425555,0.0,0.0,358.0349287209118,0.0,0.0,,0.0,-1.0,0.0,0.7952555708696589,0.0,0.0,0.9093804491991477,8.46875,0.0,0.0,0.0,0.0,0.0,,,0.0,,0.0,0.0,59.53368275000001,0.0,-1.0,0.0,3.0,0.0,0.0,0.044081926345825195,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.03882099999999866,-0.8168345202461286,0.0,0.0,,0.0,8.562992125984255,0.0,,,,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.05999619213674973,-0.0,12.450000000000001,-0.0,90.90938044919915,0.0,0.0,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,12.24694775390625,0.05446300000000015,1.0,,0.0,6.532522408167398,,8.562992125984255,0.0,0.0,0.0,-0.5610564553019497,0.0,-1.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,1.0,0.44232797622680664,0.0,0.0,0.0,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,
12.485148,0.0,0.0,358.4871058678827,0.0,0.0,,0.0,,0.0,359.63485855776054,0.0,0.0,,,0.0,0.0,0.0,,0.0,,,0.0,,0.0,0.0,,0.0,-1.0,,3.0,0.0,0.0,0.044081926345825195,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.05959300000000134,-0.8256450321227667,0.0,,,0.0,8.464566929133863,,,,,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.06074521421245181,-0.0,,-0.0,,,0.0,,1.0,,0.0,0.0,,0.0,0.0,0.0,0.0,-0.0,,0.018189999999998818,1.0,,0.0,6.532522408167398,,8.464566929133863,,0.0,0.0,-0.5579782382363522,0.0,,0.0,,,0.0,0.0,0.0,0.0,,1.0,,0.0,0.0,,,,1.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,
12.512852,0.0,0.0,359.02289176175515,0.0,0.0,,0.0,,0.0,359.6914529124153,0.0,0.0,,,0.0,0.0,0.0,,0.0,,,0.0,,0.0,0.0,,0.0,-1.0,,3.0,0.0,0.0,0.044081926345825195,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.02770399999999995,-0.8273051120917091,0.0,,,0.0,8.425196850393705,,,,,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.059765544517702086,-0.0,,-0.0,,,0.0,,1.0,,0.0,0.0,,0.0,0.0,0.0,0.0,-0.0,,0.021730999999999057,1.0,,0.0,6.532522408167398,,8.425196850393705,,0.0,0.0,-0.5560505016722233,0.0,,0.0,,,0.0,0.0,0.0,0.0,,1.0,,0.0,0.0,,,,1.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,
12.541916,0.0,0.0,357.7152293167444,0.0,0.0,,0.0,,0.0,0.6186400750623499,0.0,0.0,,,0.0,0.0,0.0,,0.0,,,0.0,,0.0,0.0,,0.0,-1.0,,3.0,0.0,0.0,0.044263362884521484,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.02906399999999998,-0.8182149121254784,0.0,,,0.0,8.405511811023626,,,,,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.05818949914529671,-0.0,,-0.0,,,0.0,,1.0,,0.0,0.0,,0.0,0.0,0.0,0.0,-0.0,,0.01948400000000028,1.0,,0.0,6.538958862422108,,8.405511811023626,,0.0,0.0,-0.5525821113878393,0.0,,0.0,,,0.0,0.0,0.0,0.0,,1.0,,0.0,0.0,,,,1.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,
