TIME,Operator Controller Unjam Command,Ball Counter Ball Count,IMU Filtered X Angle,Shooter Desired Speed,Right Intern Moter Current,Robot Front Tilt Angle,Driver FwdRev Command,Control Panel State Machine Game Data Color Command,Operator Controller Climb Speed Command,IMU Filtered Y Angle,Hopper Motor Left Cmd,Hopper Motor Right Current,Total Tilt Angle,Pneumatics Compressor Current,Shots Taken,Climber Input Command,Operator Controller Shoot Command,Control Panel Actual Angle,Climber Motor 2 Current,botDesPoseY,botDesPoseX,Drivetrain Op Mode,botDesPoseT,Left Intern Moter Current,Intake Motor Current,Pneumatics Main System Pressure,Drivetrain Heading Correction Command,Shooter Wheel Current Control Mode,Control Panel Desired Angle,Shooter Input Mode Command,Left Master Moter Current,Drivetrain Right Motor Output Duty Cycle,Vision Raspberry Pi Duration,Conveyor Motor Speed Command,Vision Raspberry Pi Visible Target,Operator Controller Eject Desired Command,Control Panel State Machine 3.25 spin,Hopper Motor Right Cmd,Conveyor Intake End Ball Present,Intake Speed State,Ball Distance Sensor Raw Voltage,Operator Controller Ctrl Panel Three Rotations Command,Main Loop Call Period,IMU Comp X Angle,Shooter Motor 1 Current,Control Panel State Machine Rotate to Color,roboRIO Sys Memory Load,Operator Controller Photon Cannon Command,Ball Counter Sensor Distance,Robot Brownout,botActPoseT,botActPoseX,botActPoseY,Climber Motor 1 Current,Driver Auto Align and Shoot Command,Shooter Motor 1 Percent,Drivetrain Left Motor output Duty Cycle,Intake Fault,Driver Rotate Command,Climber Upper Limit Switch,Drivetrain Pose Angle,Intake Motor Speed,Robot Battery Voltage,Drivetrain Left Wheel Actual Speed,Robot Side Tilt Angle,Robot Battery Current Draw,Operator Controller Prep to Shoot Command,roboRIO JVM Memory Load,Climber Lower Limit Switch,Color Sensor Blue Intensity,Drivetrain Left Wheel Desired Speed,Operator Controller Climb Enable Command,Control Panel Motor Current,Ball Counter Ball Height State,Operator Controller Ctrl Panel Seek To Color Command,Conveyor Position,Driver Snail Mode Command,Shooter Actual Speed,RIO Input Voltage,Main Loop Process Duration,Ball Distance Sensor Available,roboRIO CPU Load,Intake Speed Command,Vision Raspberry Pi Framerate,RIO 3V Supply Voltage,Ball Distance Sensor Distance,Pneumatics Cutoff Switch State,Intake Solenoid Command,Driver Auto Align Close and Shoot Command,IMU Comp Y Angle,Vision Raspberry Pi Stable Target,Color Sensor Match Color,Conveyor Motor Current,Color Sensor Red Intensity,Dataserver File Logger Queue Length,Drivetrain Right Wheel Desired Speed,Vision Raspberry Pi Angle,Operator Controller Intake Desired Command,Shooter Motor 2 Current,Color Sensor Green Intensity,Vision Raspberry Pi Vision System Online,Robot CAN Bus Utilization,Right Master Moter Current,Climber Motor Command,PDP Cooling Fans Current,RIO 6V Supply Voltage,Dataserver Stored Samples,Shooter Under Load,Drivetrain Right Wheel Actual Speed,Conveyor Shooter End Ball Present,PDP Upper Board Current,Drivetrain Desired Heading,Driver Auto Align Only Command,RIO 5V Supply Voltage,Intake Position State,Hopper Motor Left Current,Driver Flip Front/Back Command,
sec,bool,count,deg,RPM,A,degrees,cmd,color,cmd,deg,cmd,A,degrees,A,balls,cmd,bool,deg,A,ft,ft,mode,deg,A,A,psi,RPM,state,deg,state,A,pct,sec,pct,bool,bool,degrees,cmd,bool,state,V,bool,sec,deg,A,degrees,pct,bool,in,bool,deg,ft,ft,A,bool,pct,pct,bits,cmd,state,deg,RPM,V,RPM,degrees,A,bool,pct,state,sat,RPM,bool,A,heightState,bool,feet,bool,RPM,V,sec,bool,pct,cmd,fps,V,in,bool,bool,bool,deg,bool,color,A,sat,count,RPM,deg,bool,A,sat,bool,pct,A,cmd,A,V,count,bool,RPM,bool,A,deg,bool,V,state,A,bool,
226.46885,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.01851899999999773,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
226.51039699999998,0.0,7.0,0.5331786068293645,0.0,0.0,,0.0,,0.0,359.56376495724993,0.0,0.0,,,1.0,0.0,0.0,,0.0,,,0.0,,0.0,0.0,,0.0,-1.0,,3.0,0.0,0.0,0.04468846321105957,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.04154700000000844,0.07530210738951557,0.0,,91.4,0.0,8.877952755905454,,,,,0.0,0.0,0.0,0.0,0.0,0.0032872554695021843,0.0,137.0407751425444,-0.0,,-0.0,,,0.0,87.8797619892168,1.0,,0.0,0.0,,0.0,0.0,-1.6029879502560776E10,0.0,-0.0,,0.021746999999976424,1.0,80.8,0.0,6.944878812866136,,8.877952755905454,,0.0,0.0,-0.5815986184919316,0.0,,0.0,,,0.0,0.0,0.0,0.0,,1.0,,0.0,0.0,,,,1.0,0.0,0.0,,103.9355676720068,0.0,,0.0,0.0,0.0,
226.536124,0.0,7.0,359.8573710302386,0.0,0.0,,0.0,,0.0,359.1441956546745,0.0,0.0,,,1.0,0.0,0.0,,0.0,,,0.0,,0.0,0.0,,0.0,-1.0,,3.0,0.0,0.0034485915675759315,0.04468846321105957,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.025726999999989175,0.0738320952597696,0.0,,,0.0,8.937007874015691,,,,,0.0,0.0,0.0,0.0,0.0,0.0032872554695021843,0.0,137.04410781651265,-0.0,,-0.0,,,0.0,,1.0,,0.0,0.0,,0.0,0.0,-1.6029879502560776E10,0.0,-0.0,,0.007038999999991802,1.0,,0.0,6.944878812866136,,8.937007874015691,,0.0,0.0,-0.580308015690744,0.0,,0.0,,,0.0,0.0,0.0,0.0,,1.0,,0.0,0.0,,,,1.0,0.0,0.0,,103.9355676720068,0.0,,0.0,0.0,0.0,
226.547013,0.0,7.0,0.1977412620851968,0.0,0.0,,0.0,,0.0,359.950564694284,0.0,0.0,,,1.0,0.0,0.0,,0.0,,,0.0,,0.0,0.0,,0.0,-1.0,,3.0,0.15625,0.003418073058128357,0.04468846321105957,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.01088899999999171,0.07193187909658655,0.0,,,0.0,8.897637795275534,,,,,0.0,0.0,0.0,-0.0035096285864710808,0.0,0.0032872554695021843,0.0,137.0461798688936,-0.0,,-0.0,,,0.0,,1.0,,0.0,0.0,,0.0,0.0,-1.6029879502560776E10,0.0,-0.0,,0.0067850000000078126,1.0,,0.0,6.944878812866136,,8.897637795275534,,0.0,0.0,-0.5809218103422742,0.0,,0.0,,,0.0,0.0,0.0,0.0,,1.0,,0.1875,0.0,,,,1.0,0.0,0.0,,103.9355676720068,0.0,,0.0,0.0,0.0,
226.557434,0.0,7.0,0.46612636689446085,0.0,0.15625,,0.0,,0.0,359.0677163296873,0.0,0.0,,,1.0,0.0,0.0,,0.0,,,0.0,,0.15625,0.0,,0.0,-1.0,,3.0,0.15625,0.003418073058128357,0.04468846321105957,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.010421000000008007,0.07513785943765298,0.0,,,0.0,8.858267716535376,,,,,0.0,0.0,0.0,-0.0035096285864710808,0.0,0.0032872554695021843,0.0,137.04961069492535,-0.0,,-0.0,,,0.0,,1.0,,0.0,0.0,,0.0,0.0,-1.6029879502560776E10,0.0,-0.0,,0.007399999999989859,1.0,,0.0,6.944878812866136,,8.858267716535376,,0.0,0.0,-0.5796673093831414,0.0,,0.0,,,0.0,0.0,0.0,0.0,,1.0,,0.1875,0.0,,,,1.0,0.0,0.0,,103.9355676720068,0.0,,0.0,0.0,0.0,
226.570225,0.0,7.0,-0.0,0.0,0.15625,,0.0,,0.0,0.32740089076963286,0.0,0.0,,,1.0,0.0,0.0,,0.0,,,0.0,,0.15625,0.0,,0.0,-1.0,,3.0,0.15625,0.0034485915675759315,0.04468846321105957,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.012790999999992891,0.07098572739553624,0.0,,,0.0,8.818897637795219,,,,,0.0,0.0,0.0,-0.003479110077023506,0.0,0.0032872554695021843,0.0,137.0513896273063,-0.0,,-0.0,,,0.0,,1.0,,0.0,0.0,,0.0,0.0,-1.6029879502560776E10,0.0,-0.0,,0.007174000000020442,1.0,,0.0,6.944878812866136,,8.818897637795219,,0.0,0.0,-0.5779216319716973,0.0,,0.0,,,0.0,0.0,0.0,0.0,,1.0,,0.1875,0.0,,,,1.0,0.0,0.0,,103.9355676720068,0.0,,0.0,0.0,0.0,
226.580861,0.0,7.0,359.9528839828559,0.0,0.15625,,0.0,,0.0,359.43459958583645,0.0,0.0,,,1.0,0.0,0.0,,0.0,,,0.0,,0.15625,0.0,,0.0,-1.0,,3.0,0.15625,0.003418073058128357,0.04442882537841797,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.010636000000005197,0.067757427356788,0.0,,,0.0,8.740157480314904,,,,,0.0,0.0,0.0,-0.003479110077023506,0.0,0.0032872554695021843,0.0,137.05527004349676,-0.0,,-0.0,,,0.0,,1.0,,0.0,0.0,,0.0,0.0,-1.6029879502560776E10,0.0,-0.0,,0.015546999999997979,1.0,,0.0,6.282933201112691,,8.740157480314904,,0.0,0.0,-0.5841492268567107,0.0,,0.0,,,0.0,0.0,0.0,0.0,,1.0,,0.1875,0.0,,,,1.0,0.0,0.0,,103.9355676720068,0.0,,0.0,0.0,0.0,
226.600372,0.0,7.0,1.3114562853789533,0.0,0.1875,,0.0,-1.0,0.0,0.6088487101497853,0.0,0.0,-0.8882354952397691,9.46875,1.0,0.0,0.0,0.0,0.0,,,0.0,,0.15625,0.0,113.91441607142858,0.0,-1.0,0.0,3.0,0.15625,0.003418073058128357,0.04442882537841797,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.019510999999994283,0.0678196819173702,0.0,0.0,,0.0,8.720472440944825,0.0,,,,0.0,0.0,0.0,-0.003479110077023506,0.0,0.0032872554695021843,0.0,137.06101759333805,-0.0,12.35,-0.0,89.11176450476023,0.0,0.0,,1.0,0.154052734375,0.0,0.0,0.0,0.0,0.0,-1.6029879502560776E10,0.0,-0.0,12.108733398437499,0.026983999999998787,1.0,,0.0,6.282933201112691,,8.720472440944825,0.0,0.0,0.0,-0.5780044033213962,0.0,-1.0,0.0,0.3974609375,60.0,0.0,0.0,0.0,0.0,0.44873046875,1.0,0.5011754035949707,0.21875,0.0,0.0,,0.0,1.0,0.0,0.0,0.0,103.9355676720068,0.0,,0.0,0.0,0.0,
226.632662,0.0,7.0,1.1206661832611868,0.0,0.1875,,0.0,,0.0,359.95517612404177,0.0,0.0,,,1.0,0.0,0.0,,0.0,,,0.0,,0.15625,0.0,,0.0,-1.0,,3.0,0.15625,0.003418073058128357,0.04442882537841797,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.03229000000001747,0.06308493732099092,0.0,,,0.0,8.79921259842514,,,,,0.0,0.0,0.0,-0.003479110077023506,0.0,0.0032872554695021843,0.0,137.06577729746505,-0.0,,-0.0,,,0.0,,1.0,,0.0,0.0,,0.0,0.0,-1.6029879502560776E10,0.0,-0.0,,0.01078300000000354,1.0,,0.0,6.282933201112691,,8.79921259842514,,0.0,0.0,-0.5819642622501029,0.0,,0.0,,,0.0,0.0,0.0,0.0,,1.0,,0.21875,0.0,,,,1.0,0.0,0.0,,103.9355676720068,0.0,,0.0,0.0,0.0,
