TIME,Operator Controller Unjam Command,shooterCtrl.shooterSpeedErrorAbs,climber.motorCmd,IMU Filtered X Angle,hopper.conv.opMode,Right Intern Moter Current,climber.upperLimitSwitch.stateDbnc,Driver FwdRev Command,Control Panel State Machine Game Data Color Command,Operator Controller Climb Speed Command,IMU Filtered Y Angle,Driver Trench To Loading Align Only Command,Pneumatics Compressor Current,Operator Controller Shoot Command,Control Panel Actual Angle,intakeCtrl.posState,shooterCtrl.underLoad,climber.motor2Current,botDesPoseY,botDesPoseX,Drivetrain Op Mode,botDesPoseT,Left Intern Moter Current,Pneumatics Main System Pressure,hopper.conv.intakeEndSensor.ballsInConveyor,Drivetrain Heading Correction Command,Driver Loading To Trench Command,Left Master Moter Current,Control Panel Desired Angle,Drivetrain Right Motor Output Duty Cycle,Vision Raspberry Pi Duration,Vision Raspberry Pi Visible Target,Operator Controller Eject Desired Command,Control Panel State Machine 3.25 spin,Operator Controller Ctrl Panel Three Rotations Command,hopper.conv.shooterEndSensorTriggeredDbnc,IMU Comp X Angle,Control Panel State Machine Rotate to Color,roboRIO Sys Memory Load,hopper.conv.conveyorPosition,hopper.conv.intakeEndSensor.curBallHeight,Robot Brownout,botActPoseT,intakeCtrl.intkCommand,hopper.conv.motorCurrent,botActPoseX,botActPoseY,climber.motor1Current,hopper.hopperOpMode,Driver Auto Align and Shoot Command,Drivetrain Left Motor output Duty Cycle,Driver Rotate Command,Driver Turn 180 Deg Command,Drivetrain Pose Angle,loopTiming.loopPeriodSec,Robot Battery Voltage,shooterCtrl.shooterHoldCmdVoltage,intakeCtrl.spdState,Drivetrain Left Wheel Actual Speed,Operator Controller Prep to Shoot Command,Robot Battery Current Draw,shooterCtrl.currentStateShooter,roboRIO JVM Memory Load,Drivetrain Left Wheel Desired Speed,Operator Controller Climb Enable Command,Control Panel Motor Current,shooterCtrl.shooterActualSpeed_rpm,Operator Controller Ctrl Panel Seek To Color Command,Driver Snail Mode Command,RIO Input Voltage,roboRIO CPU Load,Match Time,Vision Raspberry Pi Framerate,RIO 3V Supply Voltage,Pneumatics Cutoff Switch State,Operator Controller Shot Speed Increment,Driver Auto Align Close and Shoot Command,IMU Comp Y Angle,Vision Raspberry Pi Stable Target,hopper.conv.intakeEndSensorTriggered,hopper.HopperSparkLeftCmd,climber.climbEnabled,Drivetrain Right Wheel Desired Speed,Dataserver File Logger Queue Length,Vision Raspberry Pi Angle,Operator Controller Intake Desired Command,shooterCtrl.adjustedSetpointRPM,Operator Controller Shot Speed Decrement,Vision Raspberry Pi Vision System Online,climber.climbCMD,hopper.HopperSparkRightCmd,Right Master Moter Current,Robot CAN Bus Utilization,hopper.conv.intakeEndSensor.curConveyorDirection,PDP Cooling Fans Current,RIO 6V Supply Voltage,Drivetrain Right Wheel Actual Speed,Dataserver Stored Samples,PDP Upper Board Current,Drivetrain Desired Heading,Driver Auto Align Only Command,RIO 5V Supply Voltage,climber.lowerLimitSwitch.stateDbnc,hopper.conv.intakeEndSensor.ballHeightIn,Driver Flip Front/Back Command,loopTiming.loopDurationSec,
sec,bool,,,deg,,A,,cmd,color,cmd,deg,bool,A,bool,deg,,,,ft,ft,mode,deg,A,psi,,RPM,bool,A,deg,pct,sec,bool,bool,degrees,bool,,deg,degrees,pct,,,bool,deg,,,ft,ft,,,bool,pct,cmd,bool,deg,,V,,,RPM,bool,A,,pct,RPM,bool,A,,bool,bool,V,pct,s,fps,V,bool,bool,bool,deg,bool,,,bool,RPM,count,deg,bool,,bool,bool,cmd,,A,pct,,A,V,RPM,count,A,deg,bool,V,,,bool,,
562.414687,0.0,,,2.497414131691422,,0.0,,0.0,-1.0,0.0,354.4077674807611,0.0,9.65625,0.0,,,,,,,0.0,,0.0,106.05382857142857,,0.0,0.0,0.0,,0.0,0.0471494197845459,0.0,0.0,0.0,0.0,,-0.36900338701808305,0.0,,,,,,,,,,,,0.0,0.0,0.0,0.0,894.0899513465215,,,,,-0.0,0.0,,,,0.0,0.0,,,0.0,1.0,,,,6.492378895880254,,0.0,0.0,0.0,-0.13873274439527847,0.0,,,,0.0,,0.0,0.0,,0.0,1.0,,,0.0,,,,,0.0,,,881.9031135976568,0.0,,,,0.0,,
562.482539,,0.0,0.0,,1.0,,0.0,,,,,,,,,0.0,1.0,0.0,,,,,,,13.0,,,,,,,,,,,0.0,,,,-2.0639492862645973E10,0.0,,,0.0,0.0,,,0.0,1.0,,,,,,0.10812699999996767,,7.143246929626912,0.0,,,,0.0,,,,,-0.0,,,,,,,,,,,,,0.0,0.25,0.0,,,,,3200.0,,,0.0,0.25,,,1.0,,,,,,,,,0.0,9.192913385826806,,0.0026790000000573855,
562.498059,0.0,,,0.2293194537823233,,0.0,,0.0,-1.0,0.0,358.8533291661472,0.0,,0.0,,,,,,,0.0,,0.0,,,0.0,0.0,0.0,,0.0,0.0471494197845459,0.0,0.0,0.0,0.0,,-0.3707782908485138,0.0,,,,,,,,,,,,0.0,0.0,0.0,0.0,894.0964463374614,,,,,-0.0,0.0,,,,0.0,0.0,,,0.0,1.0,,,,6.492378895880254,,,0.0,0.0,-0.15007892886076635,0.0,,,,0.0,,0.0,0.0,,0.0,1.0,,,0.0,,,,,0.0,,,881.9031135976568,0.0,,,,0.0,,
562.50194,,0.0,0.0,,1.0,,0.0,,,,,,,,,0.0,1.0,0.0,,,,,,,13.0,,,,,,,,,,,0.0,,,,-2.0639492862645973E10,0.0,,,0.0,0.0,,,0.0,1.0,,,,,,0.08337200000005396,,7.143246929626912,0.0,,,,0.0,,,,,-0.0,,,,,,,,,,,,,0.0,0.25,0.0,,,,,3200.0,,,0.0,0.25,,,1.0,,,,,,,,,0.0,9.232283464566965,,0.06910400000003847,
562.50331,0.0,,,358.94070759570775,,0.0,,0.0,-1.0,0.0,5.581304029249818,0.0,,0.0,,,,,,,0.0,,0.0,,,0.0,0.0,0.0,,0.0,0.0471494197845459,0.0,0.0,0.0,0.0,,-0.3764571710147943,0.0,,,,,,,,,,,,0.0,0.0,0.0,0.0,894.099020068304,,,,,-0.0,0.0,,,,0.0,0.0,,,0.0,1.0,,,,6.492378895880254,,,0.0,0.0,-0.13688828508730577,0.0,,,,0.0,,0.0,0.0,,0.0,1.0,,,0.0,,,,,0.0,,,881.9031135976568,0.0,,,,0.0,,
562.508823,,0.0,0.0,,1.0,,0.0,,,,,,,,,0.0,1.0,0.0,,,,,,,13.0,,,,,,,,,,,0.0,,,,-2.0639492862645973E10,0.0,,,0.0,0.0,,,0.0,1.0,,,,,,0.0052510000000438595,,7.143246929626912,0.0,,,,0.0,,,,,-0.0,,,,,,,,,,,,,0.0,0.25,0.0,,,,,3200.0,,,0.0,0.25,,,1.0,,,,,,,,,0.0,9.251968503937043,,0.004379999999969186,
562.519195,0.0,,,354.71880095879897,,0.0,,0.0,-1.0,0.0,5.722711113777555,0.0,,0.0,,,,,,,0.0,,0.0,,,0.0,0.0,0.0,,0.0,0.08648443222045898,0.0,0.0,0.0,0.0,,-0.3827795100567248,0.0,,,,,,,,,,,,0.0,0.0,0.0,0.0,894.1061734271684,,,,,-0.0,0.0,,,,0.0,0.0,,,0.0,1.0,,,,6.5640512002704305,,,0.0,0.0,-0.12357303617509564,0.0,,,,0.0,,0.0,0.0,,0.0,1.0,,,0.0,,,,,0.0,,,881.9031135976568,0.0,,,,0.0,,
562.524658,,0.0,0.0,,1.0,,0.0,,,,,,,,,0.0,1.0,0.0,,,,,,,13.0,,,,,,,,,,,0.0,,,,-2.0639492862645973E10,0.0,,,0.0,0.0,,,0.0,1.0,,,,,,0.015884999999911997,,7.143246929626912,0.0,,,,0.0,,,,,-0.0,,,,,,,,,,,,,0.0,0.25,0.0,,,,,3200.0,,,0.0,0.25,,,1.0,,,,,,,,,0.0,9.251968503937043,,0.006025999999906162,
562.526257,0.0,,,9.167095679962243,,0.0,,0.0,-1.0,0.0,5.223251632036758,0.0,,0.0,,,,,,,0.0,,0.0,,,0.0,0.0,0.0,,0.0,0.08648443222045898,0.0,0.0,0.0,0.0,,-0.3756727334857133,0.0,,,,,,,,,,,,0.0,0.0,0.0,0.0,894.1104519824798,,,,,-0.0,0.0,,,,0.0,0.0,,,0.0,1.0,,,,6.5640512002704305,,,0.0,0.0,-0.13441327485763943,0.0,,,,0.0,,0.0,0.0,,0.0,1.0,,,0.0,,,,,0.0,,,881.9031135976568,0.0,,,,0.0,,
562.532799,,0.0,0.0,,1.0,,0.0,,,,,,,,,0.0,1.0,0.0,,,,,,,13.0,,,,,,,,,,,0.0,,,,-2.0639492862645973E10,0.0,,,0.0,0.0,,,0.0,1.0,,,,,,0.0070620000000189975,,7.143246929626912,0.0,,,,0.0,,,,,-0.0,,,,,,,,,,,,,0.0,0.25,0.0,,,,,3200.0,,,0.0,0.25,,,1.0,,,,,,,,,0.0,9.251968503937043,,0.006301000000007662,
562.534798,0.0,,,1.6932878790844679,,0.0,,0.0,-1.0,0.0,2.5696137893798827,0.0,,0.0,,,,,,,0.0,,0.0,,,0.0,0.0,0.0,,0.0,0.08648443222045898,0.0,0.0,0.0,0.0,,-0.3757939387557282,0.0,,,,,,,,,,,,0.0,0.0,0.0,0.0,894.1124397202941,,,,,-0.0,0.0,,,,0.0,0.0,,,0.0,1.0,,,,6.5640512002704305,,,0.0,0.0,-0.11368237121123273,0.0,,,,0.0,,0.0,0.0,,0.0,1.0,,,0.0,,,,,0.0,,,881.9031135976568,0.0,,,,0.0,,
562.540995,,0.0,0.0,,1.0,,0.0,,,,,,,,,0.0,1.0,0.0,,,,,,,13.0,,,,,,,,,,,0.0,,,,-2.0639492862645973E10,0.0,,,0.0,0.0,,,0.0,1.0,,,,,,0.008541000000036547,,7.143246929626912,0.0,,,,0.0,,,,,-0.0,,,,,,,,,,,,,0.0,0.25,0.0,,,,,3200.0,,,0.0,0.25,,,1.0,,,,,,,,,0.0,9.251968503937043,,0.007664999999974498,
562.542098,,,,,,,,0.0,,,,0.0,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,0.0,,0.0,0.0,,,,,,,,,,,,,,,,1.0,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,0.0,,
562.54422,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,12.450000000000001,,,,,0.0,,,,,,,,,12.278360107421875,,-1.0,,,,,,,,,,,,249.0,,,,,,,,,0.4009399116039276,,0.0,,,0.0,0.0,,,,,,,,
