TIME,Operator Controller Unjam Command,Ball Counter Ball Count,IMU Filtered X Angle,Shooter Motor 2 Speed,Shooter Desired Speed,Right Intern Moter Current,Robot Front Tilt Angle,Driver FwdRev Command,Control Panel State Machine Game Data Color Command,Operator Controller Climb Speed Command,IMU Filtered Y Angle,Hopper Motor Left Cmd,Shooter Motor 1 Speed,Hopper Motor Right Current,Total Tilt Angle,Pneumatics Compressor Current,Shots Taken,Climber Input Command,Operator Controller Shoot Command,Control Panel Actual Angle,Climber Motor 2 Current,botDesPoseY,botDesPoseX,Drivetrain Op Mode,botDesPoseT,Left Intern Moter Current,Intake Motor Current,Pneumatics Main System Pressure,Drivetrain Heading Correction Command,Shooter Wheel Current Control Mode,Shooter Motor 2 Percent,Control Panel Desired Angle,Shooter Input Mode Command,Left Master Moter Current,Drivetrain Right Motor Output Duty Cycle,Vision Raspberry Pi Duration,Conveyor Motor Speed Command,Vision Raspberry Pi Visible Target,Operator Controller Eject Desired Command,Control Panel State Machine 3.25 spin,Hopper Motor Right Cmd,Conveyor Intake End Ball Present,Intake Speed State,Ball Distance Sensor Raw Voltage,Operator Controller Ctrl Panel Three Rotations Command,Shooter Motor 2 in Voltage,Main Loop Call Period,IMU Comp X Angle,Shooter Motor 1 Current,Control Panel State Machine Rotate to Color,roboRIO Sys Memory Load,Operator Controller Photon Cannon Command,Ball Counter Sensor Distance,Robot Brownout,botActPoseT,botActPoseX,botActPoseY,Climber Motor 1 Current,Driver Auto Align and Shoot Command,Shooter Motor 1 Percent,Drivetrain Left Motor output Duty Cycle,Intake Fault,Driver Rotate Command,Climber Upper Limit Switch,Drivetrain Pose Angle,Intake Motor Speed,Robot Battery Voltage,Drivetrain Left Wheel Actual Speed,Shooter Motor 1 in Voltage,Robot Side Tilt Angle,Robot Battery Current Draw,Operator Controller Prep to Shoot Command,roboRIO JVM Memory Load,Climber Lower Limit Switch,Color Sensor Blue Intensity,Drivetrain Left Wheel Desired Speed,Operator Controller Climb Enable Command,Control Panel Motor Current,Ball Counter Ball Height State,Operator Controller Ctrl Panel Seek To Color Command,Conveyor Position,Driver Snail Mode Command,Shooter Actual Speed,RIO Input Voltage,Main Loop Process Duration,Ball Distance Sensor Available,roboRIO CPU Load,Intake Speed Command,Vision Raspberry Pi Framerate,RIO 3V Supply Voltage,Ball Distance Sensor Distance,Pneumatics Cutoff Switch State,Intake Solenoid Command,IMU Comp Y Angle,Vision Raspberry Pi Stable Target,Color Sensor Match Color,Conveyor Motor Current,Color Sensor Red Intensity,Dataserver File Logger Queue Length,Drivetrain Right Wheel Desired Speed,Vision Raspberry Pi Angle,Operator Controller Intake Desired Command,Shooter Motor 2 Current,Color Sensor Green Intensity,Vision Raspberry Pi Vision System Online,Robot CAN Bus Utilization,Right Master Moter Current,Climber Motor Command,PDP Cooling Fans Current,RIO 6V Supply Voltage,Dataserver Stored Samples,Shooter Under Load,Drivetrain Right Wheel Actual Speed,Conveyor Shooter End Ball Present,PDP Upper Board Current,Drivetrain Desired Heading,Driver Auto Align Only Command,RIO 5V Supply Voltage,Intake Position State,Hopper Motor Left Current,Driver Flip Front/Back Command,
sec,bool,count,deg,RPM,RPM,A,degrees,cmd,color,cmd,deg,cmd,RPM,A,degrees,A,balls,cmd,bool,deg,A,ft,ft,mode,deg,A,A,psi,RPM,state,pct,deg,state,A,pct,sec,pct,bool,bool,degrees,cmd,bool,state,V,bool,V,sec,deg,A,degrees,pct,bool,in,bool,deg,ft,ft,A,bool,pct,pct,bits,cmd,state,deg,RPM,V,RPM,V,degrees,A,bool,pct,state,sat,RPM,bool,A,heightState,bool,feet,bool,RPM,V,sec,bool,pct,cmd,fps,V,in,bool,bool,deg,bool,color,A,sat,count,RPM,deg,bool,A,sat,bool,pct,A,cmd,A,V,count,bool,RPM,bool,A,deg,bool,V,state,A,bool,
50.646091,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.02913600000000116,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50.75184,0.0,0.0,0.04711120431289193,0.0,0.0,0.0,,0.0,-1.0,-0.0,359.0106155696263,0.0,-0.0,0.0,0.46771026003852967,9.96875,0.0,-0.0,0.0,0.0,0.0,,,0.0,,0.0,0.0,68.499746925,0.0,2.0,0.0,0.0,3.0,0.0,0.0,0.04498004913330078,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,12.1640625,0.10574900000000298,-0.6587654338527961,0.0,0.0,,0.0,8.740157480314945,0.0,,,,0.0,0.0,0.0,0.0,16.0,0.0,-1.0,1.1780262302930653,-0.0,12.200000000000001,-0.0,12.2421875,90.46771026003853,0.0,0.0,,1.0,0.169921875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.964236572265625,0.07125099999999662,1.0,,0.0,6.496079248281235,,8.740157480314945,0.0,0.0,-0.0062454011399890605,0.0,-1.0,0.0,0.369873046875,72.0,0.0,0.0,0.0,0.0,0.46044921875,1.0,0.4546325206756592,0.0,0.0,0.0,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,
50.853645,0.0,0.0,358.0032632706651,0.0,0.0,0.0,,0.0,-1.0,-0.0,359.8052353963698,0.0,-0.0,0.0,-0.6486037588909852,8.25,0.0,-0.0,0.0,0.0,0.0,,,0.0,,0.0,0.0,68.4539705625,0.0,2.0,0.0,0.0,3.0,0.0,0.0,0.04498004913330078,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,12.1484375,0.10180499999999881,-0.6554138126347521,0.0,0.0,,0.0,8.720472440944867,0.0,,,,0.0,0.0,0.0,0.0,16.0,0.0,-1.0,1.1810308607692557,-0.0,12.200000000000001,-0.0,12.234375,89.35139624110901,0.0,0.0,,1.0,0.169921875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.014496337890625,0.036118999999999346,1.0,,0.0,6.496079248281235,,8.720472440944867,0.0,0.0,4.68368006830617E-4,0.0,-1.0,0.0,0.369873046875,46.0,0.0,0.0,0.0,0.0,0.46044921875,1.0,0.4255538880825043,0.0,0.0,0.0,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,
50.900045,0.0,0.0,358.3981146519159,0.0,0.0,0.0,,0.0,-1.0,-0.0,0.3882882050645452,0.0,-0.0,0.0,-0.43078721700862843,8.34375,0.0,-0.0,0.0,0.0,0.0,,,0.0,,0.0,0.0,68.499746925,0.0,2.0,0.0,0.0,3.0,0.0,0.0,0.05196785926818848,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,12.109375,0.04639999999999844,-0.6492575949051899,0.0,0.0,,0.0,8.68110236220471,0.0,,,,0.0,0.0,0.0,0.0,16.0,0.0,-1.0,1.182131802087938,-0.0,12.200000000000001,-0.0,12.2109375,89.56921278299137,0.0,0.0,,1.0,0.169921875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.964236572265625,0.027643000000004747,1.0,,0.0,6.605504818330286,,8.68110236220471,0.0,0.0,0.007669666937246003,0.0,-1.0,0.0,0.369873046875,102.0,0.0,0.0,0.0,0.0,0.46044921875,1.0,0.6208512783050537,0.0,0.0,0.0,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,
50.935371,0.0,,,,,,,0.0,,-0.0,,,,,,8.375,,,0.0,,,,,,,,,68.7286287375,,,,,,,,0.05196785926818848,,0.0,0.0,,,,,,0.0,,0.035326000000004854,,,,,0.0,,,,,,,0.0,,,,0.0,,,,,,,,,0.0,,,,,0.0,,,0.0,,0.0,,,,,,,6.605504818330286,,,0.0,,,0.0,,,,,,0.0,0.0,,,1.0,,,,,,,,,,,,0.0,,,,0.0,
50.900045,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,84.9,,,,,,,,,,,,,,,,,,,,,,81.59283810325478,,,,,,,,,,,,,,82.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50.935371,,0.0,358.35381542592717,0.0,0.0,0.0,,,-1.0,,359.46747642208214,0.0,-0.0,0.0,-0.7161599454704088,,0.0,-0.0,,0.0,0.0,,,0.0,,0.0,0.0,,0.0,2.0,0.0,0.0,3.0,0.0,0.0,,0.0,,,0.0,0.0,0.0,0.0,,,12.1328125,,-0.6537684645229948,0.0,0.0,,,8.641732283464552,0.0,,,,0.0,,0.0,0.0,16.0,,-1.0,1.1833165859707222,-0.0,12.25,-0.0,12.234375,89.28384005452959,0.0,,,1.0,0.169921875,0.0,,0.0,0.0,,0.0,,0.0,11.989366455078125,0.026783999999999253,1.0,,0.0,,,8.641732283464552,,0.0,0.003607468271415599,,-1.0,0.0,0.369873046875,212.0,0.0,,,0.0,0.46044921875,,0.49044471979141235,0.0,0.0,0.0,,0.0,1.0,0.0,0.0,0.0,0.0,,,0.0,0.0,,
50.972958,0.0,0.0,0.46923674672768945,0.0,0.0,0.0,,0.0,-1.0,-0.0,0.281540033783623,0.0,-0.0,0.0,-0.42440541936147724,8.28125,0.0,-0.0,0.0,0.0,0.0,,,0.0,,0.0,0.0,68.6370760125,0.0,2.0,0.0,0.0,3.0,0.0,0.0,0.05196785926818848,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,12.1171875,0.03758699999999493,-0.6472930746621768,0.0,0.0,,0.0,8.68110236220471,0.0,,,,0.0,0.0,0.0,0.0,16.0,0.0,-1.0,1.1874321355311626,-0.0,12.200000000000001,-0.0,12.2109375,89.57559458063852,0.0,0.0,,1.0,0.169921875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.99564892578125,0.038422000000004175,1.0,,0.0,6.605504818330286,,8.68110236220471,0.0,0.0,-0.003546337696823692,0.0,-1.0,0.0,0.369873046875,185.0,0.0,0.0,0.0,0.0,0.46044921875,1.0,0.5013964772224426,0.0,0.0,0.0,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,
51.022611,0.0,0.0,359.8096515547541,0.0,0.0,0.0,,0.0,-1.0,-0.0,359.71447671669716,0.0,-0.0,0.0,0.6740368979845215,8.28125,0.0,-0.0,0.0,0.0,0.0,,,0.0,,0.0,0.0,68.682852375,0.0,2.0,0.0,0.0,3.0,0.0,0.0,0.05196785926818848,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,12.15625,0.04965299999999928,-0.6530415967202451,0.0,0.0,,0.0,8.70078740157479,0.0,,,,0.0,0.0,0.0,0.0,16.0,0.0,-1.0,1.1875491730769516,-0.0,12.15,-0.0,12.2265625,90.67403689798452,0.0,0.0,,1.0,0.169921875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.001931396484375,0.032703000000005034,1.0,,0.0,6.605504818330286,,8.70078740157479,0.0,0.0,-0.004058638792682865,0.0,-1.0,0.0,0.369873046875,67.0,0.0,0.0,0.0,0.0,0.46044921875,1.0,0.5172901153564453,0.0,0.0,0.0,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,
