TIME,Operator Controller Unjam Command,Ball Counter Ball Count,IMU Filtered X Angle,Shooter Desired Speed,Right Intern Moter Current,Driver FwdRev Command,Control Panel State Machine Game Data Color Command,Operator Controller Climb Speed Command,IMU Filtered Y Angle,Hopper Motor Left Cmd,Hopper Motor Right Current,Pneumatics Compressor Current,Shots Taken,Climber Input Command,Operator Controller Shoot Command,Climber Motor 2 Current,botDesPoseY,botDesPoseX,Drivetrain Op Mode,botDesPoseT,Left Intern Moter Current,Intake Motor Current,Pneumatics Main System Pressure,Drivetrain Heading Correction Command,Shooter Wheel Current Control Mode,Shooter Input Mode Command,Left Master Moter Current,Drivetrain Right Motor Output Duty Cycle,Vision Raspberry Pi Duration,Conveyor Motor Speed Command,Vision Raspberry Pi Visible Target,Operator Controller Eject Desired Command,Hopper Motor Right Cmd,Control Panel State Machine 3.25 spin,Conveyor Intake End Ball Present,Intake Speed State,Ball Distance Sensor Raw Voltage,Operator Controller Ctrl Panel Three Rotations Command,Main Loop Call Period,IMU Comp X Angle,Shooter Motor 1 Current,Control Panel State Machine Rotate to Color,roboRIO Sys Memory Load,Ball Counter Sensor Distance,Robot Brownout,botActPoseT,botActPoseX,botActPoseY,Climber Motor 1 Current,Driver Auto Align and Shoot Command,Shooter Motor 1 Percent,Drivetrain Left Motor output Duty Cycle,Intake Fault,Driver Rotate Command,Climber Upper Limit Switch,Drivetrain Pose Angle,Intake Motor Speed,Robot Battery Voltage,Drivetrain Left Wheel Actual Speed,Operator Controller Prep to Shoot Command,Robot Battery Current Draw,roboRIO JVM Memory Load,Climber Lower Limit Switch,Color Sensor Blue Intensity,Drivetrain Left Wheel Desired Speed,Operator Controller Climb Enable Command,Ball Counter Ball Height State,Operator Controller Ctrl Panel Seek To Color Command,Conveyor Position,Driver Snail Mode Command,Shooter Actual Speed,Main Loop Process Duration,RIO Input Voltage,Ball Distance Sensor Available,roboRIO CPU Load,Intake Speed Command,Vision Raspberry Pi Framerate,Ball Distance Sensor Distance,RIO 3V Supply Voltage,Pneumatics Cutoff Switch State,Intake Solenoid Command,Operator Controller Shot Speed Increment,Driver Auto Align Close and Shoot Command,IMU Comp Y Angle,Vision Raspberry Pi Stable Target,Conveyor Motor Current,Color Sensor Match Color,Color Sensor Red Intensity,Drivetrain Right Wheel Desired Speed,Dataserver File Logger Queue Length,Vision Raspberry Pi Angle,Operator Controller Intake Desired Command,Shooter Motor 2 Current,Operator Controller Shot Speed Decrement,Color Sensor Green Intensity,Vision Raspberry Pi Vision System Online,Right Master Moter Current,Robot CAN Bus Utilization,Climber Motor Command,PDP Cooling Fans Current,RIO 6V Supply Voltage,Shooter Under Load,Drivetrain Right Wheel Actual Speed,Conveyor Shooter End Ball Present,Dataserver Stored Samples,PDP Upper Board Current,Drivetrain Desired Heading,Driver Auto Align Only Command,RIO 5V Supply Voltage,Intake Position State,Hopper Motor Left Current,Driver Flip Front/Back Command,
sec,bool,count,deg,RPM,A,cmd,color,cmd,deg,cmd,A,A,balls,cmd,bool,A,ft,ft,mode,deg,A,A,psi,RPM,state,state,A,pct,sec,pct,bool,bool,cmd,degrees,bool,state,V,bool,sec,deg,A,degrees,pct,in,bool,deg,ft,ft,A,bool,pct,pct,bits,cmd,state,deg,RPM,V,RPM,bool,A,pct,state,sat,RPM,bool,heightState,bool,feet,bool,RPM,sec,V,bool,pct,cmd,fps,in,V,bool,bool,bool,bool,deg,bool,A,color,sat,RPM,count,deg,bool,A,bool,sat,bool,A,pct,cmd,A,V,bool,RPM,bool,count,A,deg,bool,V,state,A,bool,
940.479708,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.510000000365835E-4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
940.519393,0.0,32.0,358.84364158774264,,0.0,0.0,,0.0,0.09635669789071087,0.0,0.0,,,0.0,0.0,0.0,,,0.0,,0.0,0.0,,0.0,,,0.0,0.0,0.04284095764160156,-0.5,0.0,0.0,0.0,,1.0,0.0,,0.0,0.0396850000000768,-1.5312583680531457,,,,3.7598425196849288,,,,,0.0,0.0,,0.0,0.0,0.0032872554695021843,0.0,1354.7744558306908,-0.0,,-0.0,0.0,,,0.0,,0.0,0.0,2.0,0.0,-4.391146222813036E10,1.0,,,,1.0,,0.0,7.564514645490927,3.7598425196849288,,,0.0,0.0,0.0,0.38845326139312025,0.0,5.0,,,0.0,,0.0,0.0,,0.0,,1.0,0.0,,0.0,,,,0.0,0.0,,,463.35035928644123,0.0,,0.0,0.0,0.0,
940.529761,,,,0.0,,,,,,,,,8.0,,,,,,,,,,,,0.0,3.0,,,,,,,,,,,,,,,0.0,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,-0.0,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,1.0,,,,,,,,,,,
940.519393,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00829199999998309,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
940.544913,0.0,32.0,358.13283368011093,,0.0,0.0,,0.0,0.14001282207846166,,,,,,0.0,,,,0.0,,0.0,,,0.0,,,0.0,0.0,0.04299640655517578,,0.0,0.0,,,,,,0.0,0.025519999999914944,-1.536881456274108,,,,3.799212598425086,,,,,,0.0,,0.0,,0.0032872554695021843,,1354.786809576918,,,-0.0,0.0,,,,,0.0,0.0,2.0,0.0,,1.0,,,,1.0,,,6.463943089368247,3.799212598425086,,,,0.0,0.0,0.38573743143881295,0.0,,,,0.0,,0.0,0.0,,0.0,,1.0,0.0,,,,,,0.0,,,,463.35035928644123,0.0,,,,0.0,
940.546637,,,,0.0,,,,,,,,,8.0,,,,,,,,,,,,0.0,3.0,,,,,,,,,,,,,,,0.0,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,-0.0,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,1.0,,,,,,,,,,,
940.544913,,,,,,,,,,0.0,0.0,,,0.0,,0.0,,,,,,0.0,,,,,,,,-0.5,,,0.0,,1.0,0.0,,,,,,,,,,,,,0.0,,,,0.0,,0.0,,-0.0,,,,,,0.0,,,,,,-4.392659495321707E10,,,0.004794000000060805,,,,0.0,,,,,0.0,,,,,5.0,,,,,,,,,,,,,0.0,,,,,0.0,,,,,,0.0,0.0,,
940.552178,0.0,32.0,358.5170855356422,,0.0,0.0,,0.0,0.7877351319384756,0.0,0.0,,,0.0,0.0,0.0,,,0.0,,0.0,0.0,,0.0,,,0.0,0.0,0.04299640655517578,0.0,0.0,0.0,0.0,,1.0,0.0,,0.0,0.007265000000074906,-1.5359304950470987,,,,3.8582677165353223,,,,,0.0,0.0,,0.0,0.0,0.0032872554695021843,0.0,1354.7885833914477,-0.0,,-0.0,0.0,,,0.0,,0.0,0.0,2.0,0.0,-4.393308040682566E10,1.0,,,,1.0,,0.0,6.463943089368247,3.8582677165353223,,,0.0,0.0,0.0,0.38706195485714645,0.0,5.0,,,0.0,,0.0,0.0,,0.0,,1.0,0.0,,0.0,,,,0.0,1.0,,,463.35035928644123,0.0,,0.0,0.0,0.0,
940.559145,,,,0.0,,,,,,,,,8.0,,,,,,,,,,,,0.0,3.0,,,,,,,,,,,,,,,0.0,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,-0.0,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,1.0,,,,,,,,,,,
940.552178,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0036860000000160653,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
940.559885,0.0,32.0,359.2514224573708,,0.0,0.0,,0.0,0.39923318464329893,0.0,0.0,,,0.0,0.0,0.0,,,0.0,,0.0,0.0,,0.0,,,0.0,0.0,0.04299640655517578,0.0,0.0,0.0,0.0,,1.0,0.0,,0.0,0.007706999999982145,-1.5349339802130066,,,,3.8385826771652436,,,,,0.0,0.0,,0.0,0.0,0.0032872554695021843,0.0,1354.7935386315087,-0.0,,-0.0,0.0,,,0.0,,0.0,0.0,2.0,0.0,-4.3938948198185814E10,1.0,,,,1.0,,0.0,6.463943089368247,3.8385826771652436,,,0.0,0.0,0.0,0.38797460594883104,0.0,5.0,,,0.0,,0.0,0.0,,0.0,,1.0,0.0,,0.0,,,,0.0,1.0,,,463.35035928644123,0.0,,0.0,0.0,0.0,
940.570563,,,,0.0,,,,,,,,,8.0,,,,,,,,,,,,0.0,3.0,,,,,,,,,,,,,,,0.0,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,-0.0,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,1.0,,,,,,,,,,,
940.559885,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.005200999999942724,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
940.58017,0.0,32.0,358.62364698650157,,0.0,0.0,,0.0,0.0,0.0,0.0,,,,0.0,,,,0.0,,0.0,0.0,,0.0,,,0.0,0.0,0.04299640655517578,0.0,0.0,0.0,0.0,,1.0,0.0,,0.0,0.020284999999944375,-1.5368671073102118,,,,3.818897637795165,,,,,,0.0,,0.0,0.0,0.0032872554695021843,,1354.8016043528391,-0.0,,-0.0,0.0,,,,,0.0,0.0,2.0,0.0,-4.3950992612030334E10,1.0,,,,1.0,,0.0,6.463943089368247,3.818897637795165,,,0.0,0.0,0.0,0.388158558302285,0.0,6.5,,,0.0,,0.0,0.0,,0.0,,1.0,0.0,,,,,,0.0,1.0,,,463.35035928644123,0.0,,0.0,0.0,0.0,
940.584438,,,,0.0,,,,,,,,,8.0,,,,,,,,,,,,0.0,3.0,,,,,,,,,,,,,,,0.0,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,-0.0,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,1.0,,,,,,,,,,,
940.58017,,,,,,,,,,,,,,0.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,0.0,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,
940.595858,,,,0.0,,,,,,,,,8.0,,,,,,,,,,,,0.0,3.0,,,,,,,,,,,,,,,0.0,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,-0.0,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,1.0,,,,,,,,,,,
940.58017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.005469000000061897,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
