TIME,Shooter Actual RPM,Right Intern Moter Current,Drivetrain Left Wheel Actual Speed,Battery Voltage,Distance Sensor Raw Voltage,Hopper Spark Left Current,roboRIO JVM Memory Load,Climber Lower Limit Switch,Color Sensor Blue Intensity,Shooter Desired RPM,Driver FwdRev Command,Drivetrain Left Wheel Desired Speed,Rotate to Color,Color Needed,Shooter State Command,Raspberry Pi Duration,Right Climber Current,Pneumatics Compressor Current,Hopper Spark Left Cmd,Raspberry Pi Angle,Climber Input Command,Raspberry Pi Stable Target,Hopper Spark Right Cmd,Driver Snail Mode Command,Main Loop Process Duration,Left Climber Current,botDesPoseY,roboRIO CPU Load,botDesPoseX,Distance Sensor Available,botDesPoseT,Left Intern Moter Current,Intake Motor Current,Pneumatics Main System Pressure,Drivetrain Heading Correction Command,Left Master Moter Current,Pneumatics Cutoff Switch State,Drivetrain Right Motor Output Duty Cycle,Raspberry Pi Framerate,Color Sensor Match Color,Color Sensor Red Intensity,Panel 3.25 spin,Hopper Spark Right Current,Dataserver File Logger Queue Length,Drivetrain Right Wheel Desired Speed,Driver Auto Align Command,DT_Pose_Angle,Intake Speed State,Main Loop Call Period,Shooter Motor 1 Current,Shooter Motor 2 Current,Color Sensor Green Intensity,roboRIO Sys Memory Load,Robot CAN Bus Utilization,Right Master Moter Current,Distance Sensor Distance,Climber Motor Command,Photon Cannon State,Robot Brownout,Dataserver Stored Samples,Shooter Under Load,Drivetrain Right Wheel Actual Speed,botActPoseT,Raspberry Pi Visible Target,botActPoseX,botActPoseY,Intake Position State,Battery Current Draw,Drivetrain Left Motor output Duty Cycle,Shooter Control Mode,Driver Rotate Command,Climber Upper Limit Switch,
sec,RPM,Amps,RPM,V,V,Amp,Pct,boolean,intensity,RPM,cmd,RPM,degrees,Color,state,sec,Amp,A,Cmd,deg,cmd,boolean,Cmd,bool,sec,Amp,ft,Pct,ft,bool,deg,Amps,A,psi,RPM,Amps,bool,pct,fps,color,intensity,degrees,Amp,count,RPM,bool,deg,state,sec,A,A,intensity,Pct,pct,Amps,in,cmd,bool,bool,count,boolean,RPM,deg,boolean,ft,ft,state,A,pct,state,cmd,boolean,
824.297068,,,,,,,,,,,,,,,,,,,,,,,,,0.0030010000000402215,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
824.329364,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,-9.274292962499999,,,0.0,,,,,,,,,,,,0.03229600000008759,,,,,,,,,,,,,,,,,,,,,,,,
824.3295,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,
824.329364,,0.0,-0.0,11.55,,,,-1.0,0.201904296875,,,0.0,0.0,-1.0,,0.05019974708557129,,,,8.799718231321219,0.0,1.0,,,0.021711999999979525,0.0,,,,,,0.0,,,0.0,0.0,,0.0,6.549547467504482,-1.0,0.344970703125,0.0,,38.0,0.0,,6.9321673654688345,,,,,0.453125,,0.295096755027771,0.0,,0.0,,0.0,40.0,,0.0,,1.0,,,,0.0,0.0,,,-1.0,
824.37316,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,-9.228516599999999,,,0.0,,,,,,,,,,,,0.043795999999929336,,,,,,,,,,,,,,,,,,,,,,,,
824.373777,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,
824.37316,,0.0,-0.0,11.5,,,,-1.0,0.201904296875,,,0.0,0.0,-1.0,,0.05019974708557129,,,,8.799718231321219,0.0,1.0,,,0.006870000000049004,0.0,,,,,,0.0,,,0.0,0.0,,0.0,6.549547467504482,-1.0,0.344970703125,0.0,,79.0,0.0,,6.9321673654688345,,,,,0.453125,,0.3614824116230011,0.0,,0.0,,0.0,44.0,,0.0,,1.0,,,,0.0,0.0,,,-1.0,
824.384645,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,-9.182740237500001,,,0.0,,,,,,,,,,,,0.011484999999993306,,,,,,,,,,,,,,,,,,,,,,,,
824.385352,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,
824.384645,,0.0,-0.0,11.55,,,,-1.0,0.201904296875,,,0.0,0.0,-1.0,,0.05019974708557129,,,,8.799718231321219,0.0,1.0,,,0.006209000000012566,0.0,,,,,,0.0,,,0.0,0.0,,0.0,6.549547467504482,-1.0,0.344970703125,0.0,,120.0,0.0,,6.9321673654688345,,,,,0.453125,,0.38965359330177307,0.0,,0.0,,0.0,48.0,,0.0,,1.0,,,,0.0,0.0,,,-1.0,
824.391689,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,-9.228516599999999,,,0.0,,,,,,,,,,,,0.007044000000064443,,,,,,,,,,,,,,,,,,,,,,,,
824.391789,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,
824.391689,,0.0,-0.0,11.55,,,,-1.0,0.201904296875,,,0.0,0.0,-1.0,,0.049865007400512695,,,,8.758551008277516,0.0,1.0,,,0.008739999999988868,0.0,,,,,,0.0,,,0.0,0.0,,0.0,6.514452213728127,-1.0,0.344970703125,0.0,,161.0,0.0,,6.9321673654688345,,,,,0.453125,,0.37810736894607544,0.0,,0.0,,0.0,52.0,,0.0,,1.0,,,,0.0,0.0,,,-1.0,
824.404015,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,-9.091187512499998,,,0.0,,,,,,,,,,,,0.012325999999916348,,,,,,,,,,,,,,,,,,,,,,,,
