TIME,Shooter Actual RPM,Right Intern Moter Current,Drivetrain Left Wheel Actual Speed,Battery Voltage,Distance Sensor Raw Voltage,Hopper Spark Left Current,roboRIO JVM Memory Load,Climber Lower Limit Switch,Color Sensor Blue Intensity,Shooter Desired RPM,Driver FwdRev Command,Drivetrain Left Wheel Desired Speed,Rotate to Color,Color Needed,Shooter State Command,Raspberry Pi Duration,Right Climber Current,Pneumatics Compressor Current,Hopper Spark Left Cmd,Raspberry Pi Angle,Climber Input Command,Raspberry Pi Stable Target,Hopper Spark Right Cmd,Driver Snail Mode Command,Main Loop Process Duration,Left Climber Current,botDesPoseY,roboRIO CPU Load,botDesPoseX,Distance Sensor Available,botDesPoseT,Left Intern Moter Current,Intake Motor Current,Pneumatics Main System Pressure,Drivetrain Heading Correction Command,Left Master Moter Current,Pneumatics Cutoff Switch State,Drivetrain Right Motor Output Duty Cycle,Raspberry Pi Framerate,Color Sensor Match Color,Color Sensor Red Intensity,Panel 3.25 spin,Hopper Spark Right Current,Dataserver File Logger Queue Length,Drivetrain Right Wheel Desired Speed,Driver Auto Align Command,DT_Pose_Angle,Intake Speed State,Main Loop Call Period,Shooter Motor 1 Current,Shooter Motor 2 Current,Color Sensor Green Intensity,roboRIO Sys Memory Load,Robot CAN Bus Utilization,Right Master Moter Current,Distance Sensor Distance,Climber Motor Command,Photon Cannon State,Robot Brownout,Dataserver Stored Samples,Shooter Under Load,Drivetrain Right Wheel Actual Speed,botActPoseT,Raspberry Pi Visible Target,botActPoseX,botActPoseY,Intake Position State,Battery Current Draw,Drivetrain Left Motor output Duty Cycle,Shooter Control Mode,Driver Rotate Command,Climber Upper Limit Switch,
sec,RPM,Amps,RPM,V,V,Amp,Pct,boolean,intensity,RPM,cmd,RPM,degrees,Color,state,sec,Amp,A,Cmd,deg,cmd,boolean,Cmd,bool,sec,Amp,ft,Pct,ft,bool,deg,Amps,A,psi,RPM,Amps,bool,pct,fps,color,intensity,degrees,Amp,count,RPM,bool,deg,state,sec,A,A,intensity,Pct,pct,Amps,in,cmd,bool,bool,count,boolean,RPM,deg,boolean,ft,ft,state,A,pct,state,cmd,boolean,
622.397086,,,,,,,,,,,,,,,,,,,,,,,,,0.003116000000090935,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
622.46722,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,-9.182740237500001,,,0.0,,,,,,,,,,,,0.07013400000005277,,,,,,,,,,,,,,,,,,,,,,,,
622.46814,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,
622.46722,,0.0,-0.0,11.55,,,,-1.0,0.18505859375,,,0.0,0.0,-1.0,,0.05114936828613281,,,,15.408722816792423,0.0,1.0,,,0.019992000000002008,0.0,,,,,,0.0,,,0.0,0.0,,0.0,6.522434990311916,-1.0,0.35498046875,0.0,,38.0,0.0,,6.9321673654688345,,,,,0.4599609375,,0.3136371374130249,0.0,,0.0,,0.0,36.0,,0.0,,1.0,,,,0.0,0.0,,,-1.0,
622.497413,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,-9.182740237500001,,,0.0,,,,,,,,,,,,0.03019300000005387,,,,,,,,,,,,,,,,,,,,,,,,
622.501855,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,
622.497413,,0.0,-0.0,11.55,,,,-1.0,0.187255859375,,,0.0,0.0,-1.0,,0.05114936828613281,,,,15.408722816792423,0.0,1.0,,,0.009636000000000422,0.0,,,,,,0.0,,,0.0,0.0,,0.0,6.522434990311916,-1.0,0.354736328125,0.0,,79.0,0.0,,6.9321673654688345,,,,,0.4580078125,,0.33311477303504944,0.0,,0.0,,0.0,40.0,,0.0,,1.0,,,,0.0,0.0,,,-1.0,
622.508303,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,-9.182740237500001,,,0.0,,,,,,,,,,,,0.010889999999903921,,,,,,,,,,,,,,,,,,,,,,,,
622.5085179999999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,
622.508303,,0.0,-0.0,11.55,,,,-1.0,0.187255859375,,,0.0,0.0,-1.0,,0.05114936828613281,,,,15.408722816792423,0.0,1.0,,,0.004227000000014414,0.0,,,,,,0.0,,,0.0,0.0,,0.0,6.522434990311916,-1.0,0.354736328125,0.0,,120.0,0.0,,6.9321673654688345,,,,,0.4580078125,,0.3807356059551239,0.0,,0.0,,0.0,44.0,,0.0,,1.0,,,,0.0,0.0,,,-1.0,
622.513491,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,-9.228516599999999,,,0.0,,,,,,,,,,,,0.005188000000089232,,,,,,,,,,,,,,,,,,,,,,,,
622.513719,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,
622.513491,,0.0,-0.0,11.55,,,,-1.0,0.187255859375,,,0.0,0.0,-1.0,,0.05114936828613281,,,,15.408722816792423,0.0,1.0,,,0.0037709999999151478,0.0,,,,,,0.0,,,0.0,0.0,,0.0,6.522434990311916,-1.0,0.354736328125,0.0,,161.0,0.0,,6.9321673654688345,,,,,0.4580078125,,0.4077751934528351,0.0,,0.0,,0.0,48.0,,0.0,,1.0,,,,0.0,0.0,,,-1.0,
