TIME,Operator Controller Unjam Command,Ball Counter Ball Count,IMU Filtered X Angle,Shooter Motor 2 Speed,Shooter Desired Speed,Right Intern Moter Current,Robot Front Tilt Angle,Driver FwdRev Command,Control Panel State Machine Game Data Color Command,Operator Controller Climb Speed Command,IMU Filtered Y Angle,Hopper Motor Left Cmd,Shooter Motor 1 Speed,Hopper Motor Right Current,Total Tilt Angle,Pneumatics Compressor Current,Shots Taken,Climber Input Command,Operator Controller Shoot Command,Control Panel Actual Angle,Climber Motor 2 Current,botDesPoseY,botDesPoseX,Drivetrain Op Mode,botDesPoseT,Left Intern Moter Current,Intake Motor Current,Pneumatics Main System Pressure,Drivetrain Heading Correction Command,Shooter Wheel Current Control Mode,Shooter Motor 2 Percent,Control Panel Desired Angle,Shooter Input Mode Command,Left Master Moter Current,Drivetrain Right Motor Output Duty Cycle,Vision Raspberry Pi Duration,Conveyor Motor Speed Command,Vision Raspberry Pi Visible Target,Operator Controller Eject Desired Command,Control Panel State Machine 3.25 spin,Hopper Motor Right Cmd,Conveyor Intake End Ball Present,Intake Speed State,Ball Distance Sensor Raw Voltage,Operator Controller Ctrl Panel Three Rotations Command,Shooter Motor 2 in Voltage,Main Loop Call Period,IMU Comp X Angle,Shooter Motor 1 Current,Control Panel State Machine Rotate to Color,roboRIO Sys Memory Load,Operator Controller Photon Cannon Command,Ball Counter Sensor Distance,Photon Cannon State,Robot Brownout,botActPoseT,botActPoseX,botActPoseY,Climber Motor 1 Current,Driver Auto Align and Shoot Command,Battery Current Draw,Shooter Motor 1 Percent,Drivetrain Left Motor output Duty Cycle,Driver Rotate Command,Climber Upper Limit Switch,Drivetrain Pose Angle,Drivetrain Left Wheel Actual Speed,Shooter Motor 1 in Voltage,Battery Voltage,Robot Side Tilt Angle,Operator Controller Prep to Shoot Command,roboRIO JVM Memory Load,Climber Lower Limit Switch,Color Sensor Blue Intensity,Drivetrain Left Wheel Desired Speed,Operator Controller Climb Enable Command,Control Panel Motor Current,Ball Counter Ball Height State,Operator Controller Ctrl Panel Seek To Color Command,Conveyor Position,Driver Snail Mode Command,Shooter Actual Speed,Main Loop Process Duration,Ball Distance Sensor Available,roboRIO CPU Load,Intake Speed Command,Vision Raspberry Pi Framerate,Ball Distance Sensor Distance,Pneumatics Cutoff Switch State,Intake Solenoid Command,IMU Comp Y Angle,Vision Raspberry Pi Stable Target,Color Sensor Match Color,Conveyor Motor Current,Color Sensor Red Intensity,Dataserver File Logger Queue Length,Drivetrain Right Wheel Desired Speed,Vision Raspberry Pi Angle,Operator Controller Intake Desired Command,Shooter Motor 2 Current,Color Sensor Green Intensity,Vision Raspberry Pi Vision System Online,Robot CAN Bus Utilization,Right Master Moter Current,Climber Motor Command,PDP Cooling Fans Current,Dataserver Stored Samples,Shooter Under Load,Drivetrain Right Wheel Actual Speed,Conveyor Shooter End Ball Present,PDP Upper Board Current,Drivetrain Desired Heading,Driver Auto Align Only Command,Intake Position State,Hopper Motor Left Current,Driver Flip Front/Back Command,
sec,bool,count,deg,RPM,RPM,A,degrees,cmd,color,cmd,deg,cmd,RPM,A,degrees,A,balls,cmd,bool,deg,A,ft,ft,mode,deg,A,A,psi,RPM,state,pct,deg,state,A,pct,sec,pct,bool,bool,degrees,cmd,bool,state,V,bool,V,sec,deg,A,degrees,pct,bool,in,bool,bool,deg,ft,ft,A,bool,A,pct,pct,cmd,state,deg,RPM,V,V,degrees,bool,pct,state,sat,RPM,bool,A,heightState,bool,feet,bool,RPM,sec,bool,pct,cmd,fps,in,bool,bool,deg,bool,color,A,sat,count,RPM,deg,bool,A,sat,bool,pct,A,cmd,A,count,bool,RPM,bool,A,deg,bool,state,A,bool,
48.918077,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.020039000000004137,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
48.987757,0.0,0.0,358.8144320330525,0.0,0.0,0.0,,0.0010424889624118805,-1.0,0.0,359.6680627414183,0.0,-0.0,0.0,-1.127724025858683,14.15625,0.0,0.0,0.0,-0.25396814942359924,0.0,,,0.0,,0.0,0.0,57.238761749999995,0.0,2.0,0.0,-0.25396814942359924,3.0,0.0,0.0,0.052084922790527344,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,0.0,12.4921875,0.0696800000000053,-0.5709551043551303,0.0,0.0,74.0,0.0,8.74015748031498,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,1.344294470524905,-0.0,12.5703125,12.55,88.87227597414132,0.0,87.1829568377852,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0865219999999951,1.0,81.5,0.0,6.477819631899946,8.74015748031498,0.0,0.0,-0.050982522421856,1.0,-1.0,0.0,0.0,12.0,0.0,24.16964784803424,0.0,0.0,0.0,1.0,0.4588576853275299,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
49.105178,0.0,0.0,358.6790527661226,0.0,0.0,0.0,,0.0010424889624118805,-1.0,0.0,1.2265788123554235,0.0,-0.0,0.0,0.4441444331119442,8.75,0.0,0.0,0.0,-0.25396814942359924,0.0,,,0.0,,0.0,0.0,57.330314475,0.0,2.0,0.0,-0.25396814942359924,3.0,0.0,0.001037629321217537,0.051614999771118164,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,0.0,12.53125,0.11742100000000022,-0.5641700189985974,0.0,0.0,,0.0,8.759842519685058,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0010681478306651115,-0.0,0.0,1.3539224056164796,-0.0,12.6171875,12.6,90.44414443311194,0.0,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03177799999999564,1.0,,0.0,6.6078879292689,8.759842519685058,0.0,0.0,-0.049493830053017294,1.0,-1.0,0.0,0.0,117.0,0.0,-6.525780716823686,0.0,0.0,0.0,1.0,0.4771651327610016,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
49.143955,0.0,0.0,0.29129420325374195,0.0,0.0,0.0,,0.0010424889624118805,-1.0,0.0,359.0775323958262,0.0,-0.0,0.0,-4.24463879605419,8.53125,0.0,0.0,0.0,-0.25396814942359924,0.0,,,0.0,,0.0,0.0,57.2845381125,0.0,2.0,0.0,-0.25396814942359924,3.0,0.0,0.001037629321217537,0.051614999771118164,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,0.0,12.5,0.038776999999996065,-0.5695299585436021,0.0,0.0,,0.0,8.720472440944901,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0010681478306651115,-0.014200752025823906,0.0,1.3570953925761864,-0.0,12.578125,12.6,85.75536120394581,0.0,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04814600000000269,1.0,,0.0,6.6078879292689,8.720472440944901,0.0,0.0,-0.06123212267602522,1.0,-1.0,0.0,0.0,37.0,0.0,-6.525780716823686,0.0,0.0,0.0,1.0,0.4697120487689972,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
49.204559,0.0,0.0,-0.0,0.0,0.0,0.0,,0.0010424889624118805,-1.0,0.0,358.9501947514105,0.0,-0.0,0.0,4.930955301972986,8.5625,0.0,0.0,0.0,-0.25396814942359924,0.0,,,0.0,,0.0,0.0,57.4218672,0.0,2.0,0.0,-0.25396814942359924,3.0,0.0,-0.013458662666380405,0.050775766372680664,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,0.0,12.53125,0.06060400000000499,-0.5721855093336338,0.0,0.0,,0.0,8.681102362204744,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0158696249127388,-0.22561328380755882,0.0,1.361211194822828,-0.0,12.6015625,12.6,94.93095530197299,0.0,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03288199999999364,1.0,,0.0,6.5013555134288055,8.681102362204744,0.0,0.0,-0.0600482513948704,1.0,-1.0,0.0,0.0,142.0,0.0,0.8309310539796207,0.0,0.0,0.0,1.0,0.5051844716072083,0.0,0.0,0.0,0.0,1.0,-0.5714285969734192,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
49.244976,0.0,0.0,3.56504693259258,0.0,0.0,28.375,,0.0010424889624118805,-1.0,0.0,34.206930605869715,0.0,-0.0,0.0,2.3591661325816347,8.34375,0.0,0.0,0.0,-0.25396814942359924,0.0,,,0.0,,48.65625,0.0,57.192985387499995,0.0,2.0,0.0,-0.25396814942359924,3.0,49.21875,-0.2455824464559555,0.050775766372680664,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,0.0,11.4609375,0.04041699999999793,-0.6710178541077806,0.0,0.0,,0.0,8.720472440944901,0.0,0.0,,,,0.0,0.0,15.875,0.0,0.3019501268863678,-0.004341435061164957,0.0,1.194699965665318,6.857142925262451,11.625,11.75,92.35916613258163,0.0,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.049045999999997036,1.0,,0.0,6.5013555134288055,8.720472440944901,0.0,0.0,0.5024804875110073,1.0,-1.0,0.0,0.0,98.0,0.0,0.8309310539796207,0.0,0.0,0.0,1.0,0.4628472924232483,25.5625,0.0,0.0,0.0,1.0,-5.142857551574707,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
49.312258,0.0,0.0,9.179051405068458,0.0,0.0,0.15625,,0.0017023682594299316,-1.0,0.0,322.1065021221126,0.0,-0.0,0.0,20.77225468204584,7.875,0.0,0.0,0.0,-0.25396814942359924,0.0,,,0.0,,0.0625,0.0,57.6507490125,0.0,2.0,0.0,-0.25396814942359924,3.0,0.09375,-0.0033875545486807823,0.050775766372680664,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,0.0,12.390625,0.06728199999999873,-0.8153204947080127,0.0,0.0,,0.0,8.681102362204744,0.0,0.0,,,,0.0,0.0,31.625,0.0,0.005645924247801304,-0.0,0.0,-0.6115651552626435,13.714285850524902,12.484375,12.55,110.77225468204584,0.0,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0363619999999969,1.0,,0.0,6.5013555134288055,8.681102362204744,0.0,0.0,0.30419334074213883,1.0,-1.0,0.0,0.0,100.0,0.0,0.8309310539796207,0.0,0.0,0.0,1.0,0.4940911531448364,0.15625,0.0,0.0,0.0,1.0,-8.571429252624512,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
49.359356,0.0,0.0,1.075336569814178,0.0,0.0,0.125,,0.001979772001504898,-1.0,0.0,351.1178993248114,0.0,-0.0,0.0,-9.614569270900944,9.03125,0.0,0.0,0.0,-0.25396814942359924,0.0,,,0.0,,0.0625,0.0,57.60497265000001,0.0,2.0,0.0,-0.25396814942359924,3.0,0.0625,0.001739555038511753,0.05098557472229004,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,0.0,12.4453125,0.04709799999999831,-0.5898668103321667,0.0,0.0,,0.0,8.661417322834666,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0017700735479593277,-0.0,0.0,-0.4897855757998842,13.714285850524902,12.515625,12.5,80.38543072909906,0.0,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03121200000000357,1.0,,0.0,6.599559746547441,8.661417322834666,0.0,0.0,-0.8016499650330511,1.0,-1.0,0.0,0.0,205.0,0.0,0.8574943347864918,0.0,0.0,0.0,1.0,0.4970264732837677,0.09375,0.0,0.0,0.0,1.0,-8.571429252624512,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
49.3983,0.0,0.0,357.04617827561367,0.0,0.0,0.0625,,0.01817822828888893,-1.0,0.0,7.078349584882457,0.0,-0.0,0.0,-2.4742044681704414,8.5625,0.0,0.0,0.0,-0.25396814942359924,0.0,,,0.0,,0.0625,0.0,57.879630825,0.0,2.0,0.0,-0.25396814942359924,3.0,0.0625,0.0020447401329874992,0.05098557472229004,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,0.0,12.40625,0.038944000000000756,-0.6187771186437667,0.0,0.0,,0.0,8.74015748031498,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.002075258642435074,-0.0,0.0,0.033401724810616235,13.714285850524902,12.515625,12.55,87.52579553182956,0.0,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03565199999999891,1.0,,0.0,6.599559746547441,8.74015748031498,0.0,0.0,-0.4442538663961291,1.0,-1.0,0.0,0.0,8.0,0.0,0.8574943347864918,0.0,0.0,0.0,1.0,0.5154699087142944,0.09375,0.0,0.0,0.0,1.0,-6.857144355773926,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
49.440434,0.0,0.0,1.8854319474935717,0.0,0.0,0.0,,0.0796518325805664,-1.0,0.0,8.418920437318107,0.0,-0.0,0.0,-5.069420132612493,8.53125,0.0,0.0,0.0,-0.25396814942359924,0.0,,,0.0,,0.03125,0.0,57.78807809999999,0.0,2.0,0.0,-0.25396814942359924,3.0,0.0,0.018768884241580963,0.05098557472229004,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,0.0,12.453125,0.042134000000004335,-0.6430132973791521,0.0,0.0,,0.0,8.700787401574823,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.01913510635495186,-0.0,0.0,0.06995749245408368,14.285713195800781,12.4609375,12.5,84.93057986738751,0.0,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04403599999999841,1.0,,0.0,6.599559746547441,8.700787401574823,0.0,0.0,-0.22855340221850765,1.0,-1.0,0.0,0.0,113.0,0.0,0.8574943347864918,0.0,0.0,0.0,1.0,0.40889719128608704,0.0,0.0,0.0,0.0,1.0,-5.142858028411865,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
49.490049,0.0,0.0,354.81090809916657,0.0,0.0,0.0,,0.08944422006607056,-1.0,0.0,358.8589334557836,0.0,-0.0,0.0,5.584502276986953,8.5625,0.0,0.0,0.0,-0.25396814942359924,0.0,,,0.0,,15.78125,0.0,57.4218672,0.0,2.0,0.0,-0.25396814942359924,3.0,23.46875,0.08313242346048355,0.05098557472229004,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,0.0,12.3125,0.049614999999995746,-0.50922236768083,0.0,0.0,,0.0,8.641732283464588,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.09033478796482086,-0.0,0.0,-0.037779206959835894,14.285713195800781,12.4375,12.3,95.58450227698695,0.0,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03456200000000109,1.0,,0.0,6.599559746547441,8.641732283464588,0.0,0.0,-0.12978705782591704,1.0,-1.0,0.0,0.0,218.0,0.0,0.8574943347864918,0.0,0.0,0.0,1.0,0.5937860012054443,0.0,0.0,0.0,0.0,1.0,-2.8571441173553467,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
