TIME,Shooter Actual RPM,Right Intern Moter Current,Drivetrain Left Wheel Actual Speed,Battery Voltage,Distance Sensor Raw Voltage,Hopper Spark Left Current,roboRIO JVM Memory Load,Climber Lower Limit Switch,Color Sensor Blue Intensity,Shooter Desired RPM,Drivetrain Left Wheel Desired Speed,Rotate to Color,Color Needed,Shooter State Command,Raspberry Pi Duration,Right Climber Current,Pneumatics Compressor Current,Hopper Spark Left Cmd,Raspberry Pi Angle,Raspberry Pi Stable Target,Hopper Spark Right Cmd,Main Loop Process Duration,Left Climber Current,botDesPoseY,roboRIO CPU Load,botDesPoseX,Distance Sensor Available,botDesPoseT,Left Intern Moter Current,Intake Motor Current,Pneumatics Main System Pressure,Drivetrain Heading Correction Command,Climber Command,Left Master Moter Current,Pneumatics Cutoff Switch State,Drivetrain Right Motor Output Duty Cycle,Raspberry Pi Framerate,Color Sensor Match Color,Color Sensor Red Intensity,Panel 3.25 spin,Hopper Spark Right Current,Dataserver File Logger Queue Length,Drivetrain Right Wheel Desired Speed,DT_Pose_Angle,Intake Speed State,Main Loop Call Period,Shooter Motor 1 Current,Shooter Motor 2 Current,Color Sensor Green Intensity,roboRIO Sys Memory Load,Robot CAN Bus Utilization,Right Master Moter Current,Distance Sensor Distance,Photon Cannon State,Robot Brownout,Dataserver Stored Samples,Shooter Under Load,Drivetrain Right Wheel Actual Speed,botActPoseT,Raspberry Pi Visible Target,botActPoseX,botActPoseY,Intake Position State,Battery Current Draw,Drivetrain Left Motor output Duty Cycle,Shooter Control Mode,Climber Upper Limit Switch,
sec,RPM,Amps,RPM,V,V,Amp,Pct,boolean,intensity,RPM,RPM,degrees,Color,state,sec,Amp,A,Cmd,deg,boolean,Cmd,sec,Amp,ft,Pct,ft,bool,deg,Amps,A,psi,RPM,CMD,Amps,bool,pct,fps,color,intensity,degrees,Amp,count,RPM,deg,state,sec,A,A,intensity,Pct,pct,Amps,in,bool,bool,count,boolean,RPM,deg,boolean,ft,ft,state,A,pct,state,boolean,
8787.222087,,,,,,,,,,,,,,,,,,,,,,0.04891700000007404,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8787.288426,,,,,,,,,,,,,,,,,3.40625,,,,,,,,,,,,,,132.7239835125,,,,0.0,,,,,,,,,,,0.06633899999906134,,,,,,,,,,,,,,,,,,,,,,
8787.288763,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,
8787.288426,,90.0625,-3.3513169910293072E-6,11.4,,0.0,,1.0,0.0,,0.0,0.0,-1.0,,0.14481306076049805,0.0,,0.0,-1.0,0.0,0.0,0.052552000001014676,0.0,,,,,,90.0625,,,0.0,0.0,90.0625,,6.103701889514923E-5,5.9616712505952,-1.0,0.0,0.0,0.0,14.0,0.0,0.0,,,,,0.0,,0.11817584186792374,90.0625,,,0.0,0.0,,-3.3513169910293072E-6,,0.0,,,,0.0,6.103701889514923E-5,,1.0,
8787.361033,,,,,,,,,,,,,,,,,9.0625,,,,,,,,,,,,,,132.67820715,,,,0.0,,,,,,,,,,,0.07260700000006182,,,,,,,,,,,,,,,,,,,,,,
8787.36136,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,
8787.361033,,90.0625,-3.3513169910293072E-6,11.55,,0.0,,1.0,0.0,,0.0,0.0,-1.0,,0.07739663124084473,0.0,,0.0,-1.0,0.0,0.0,0.062395000000833534,0.0,,,,,,90.0625,,,0.0,0.0,90.0625,,6.103701889514923E-5,6.7062724845306425,-1.0,0.0,0.0,0.0,14.0,0.0,0.0,,,,,0.0,,0.11806086450815201,90.0625,,,0.0,0.0,,-3.3513169910293072E-6,,0.0,,,,0.0,6.103701889514923E-5,,1.0,
8787.425527,,,,,,,,,,,,,,,,,6.125,,,,,,,,,,,,,,132.7239835125,,,,0.0,,,,,,,,,,,0.06449400000019523,,,,,,,,,,,,,,,,,,,,,,
8787.4258,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,
