TIME,Operator Controller Unjam Command,Ball Counter Ball Count,IMU Filtered X Angle,Shooter Desired Speed,Right Intern Moter Current,Robot Front Tilt Angle,Driver FwdRev Command,Control Panel State Machine Game Data Color Command,Operator Controller Climb Speed Command,IMU Filtered Y Angle,Hopper Motor Left Cmd,Hopper Motor Right Current,Total Tilt Angle,Pneumatics Compressor Current,Shots Taken,Climber Input Command,Operator Controller Shoot Command,Control Panel Actual Angle,Climber Motor 2 Current,botDesPoseY,botDesPoseX,Drivetrain Op Mode,botDesPoseT,Left Intern Moter Current,Intake Motor Current,Pneumatics Main System Pressure,Drivetrain Heading Correction Command,Shooter Wheel Current Control Mode,Control Panel Desired Angle,Shooter Input Mode Command,Left Master Moter Current,Drivetrain Right Motor Output Duty Cycle,Vision Raspberry Pi Duration,Conveyor Motor Speed Command,Vision Raspberry Pi Visible Target,Operator Controller Eject Desired Command,Control Panel State Machine 3.25 spin,Hopper Motor Right Cmd,Conveyor Intake End Ball Present,Intake Speed State,Ball Distance Sensor Raw Voltage,Operator Controller Ctrl Panel Three Rotations Command,Main Loop Call Period,IMU Comp X Angle,Shooter Motor 1 Current,Control Panel State Machine Rotate to Color,roboRIO Sys Memory Load,Operator Controller Photon Cannon Command,Ball Counter Sensor Distance,Robot Brownout,botActPoseT,botActPoseX,botActPoseY,Climber Motor 1 Current,Driver Auto Align and Shoot Command,Shooter Motor 1 Percent,Drivetrain Left Motor output Duty Cycle,Intake Fault,Driver Rotate Command,Climber Upper Limit Switch,Drivetrain Pose Angle,Intake Motor Speed,Robot Battery Voltage,Drivetrain Left Wheel Actual Speed,Robot Side Tilt Angle,Robot Battery Current Draw,Operator Controller Prep to Shoot Command,roboRIO JVM Memory Load,Climber Lower Limit Switch,Color Sensor Blue Intensity,Drivetrain Left Wheel Desired Speed,Operator Controller Climb Enable Command,Control Panel Motor Current,Ball Counter Ball Height State,Operator Controller Ctrl Panel Seek To Color Command,Conveyor Position,Driver Snail Mode Command,Shooter Actual Speed,Main Loop Process Duration,RIO Input Voltage,Ball Distance Sensor Available,roboRIO CPU Load,Intake Speed Command,Vision Raspberry Pi Framerate,RIO 3V Supply Voltage,Ball Distance Sensor Distance,Pneumatics Cutoff Switch State,Intake Solenoid Command,Driver Auto Align Close and Shoot Command,IMU Comp Y Angle,Vision Raspberry Pi Stable Target,Color Sensor Match Color,Conveyor Motor Current,Color Sensor Red Intensity,Dataserver File Logger Queue Length,Drivetrain Right Wheel Desired Speed,Vision Raspberry Pi Angle,Operator Controller Intake Desired Command,Shooter Motor 2 Current,Color Sensor Green Intensity,Vision Raspberry Pi Vision System Online,Robot CAN Bus Utilization,Right Master Moter Current,Climber Motor Command,PDP Cooling Fans Current,RIO 6V Supply Voltage,Dataserver Stored Samples,Shooter Under Load,Drivetrain Right Wheel Actual Speed,Conveyor Shooter End Ball Present,PDP Upper Board Current,Drivetrain Desired Heading,Driver Auto Align Only Command,RIO 5V Supply Voltage,Intake Position State,Hopper Motor Left Current,Driver Flip Front/Back Command,
sec,bool,count,deg,RPM,A,degrees,cmd,color,cmd,deg,cmd,A,degrees,A,balls,cmd,bool,deg,A,ft,ft,mode,deg,A,A,psi,RPM,state,deg,state,A,pct,sec,pct,bool,bool,degrees,cmd,bool,state,V,bool,sec,deg,A,degrees,pct,bool,in,bool,deg,ft,ft,A,bool,pct,pct,bits,cmd,state,deg,RPM,V,RPM,degrees,A,bool,pct,state,sat,RPM,bool,A,heightState,bool,feet,bool,RPM,sec,V,bool,pct,cmd,fps,V,in,bool,bool,bool,deg,bool,color,A,sat,count,RPM,deg,bool,A,sat,bool,pct,A,cmd,A,V,count,bool,RPM,bool,A,deg,bool,V,state,A,bool,
90.323276,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.01740999999999815,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
90.42174,,0.0,358.33911409318205,0.0,0.0,,,,,359.29546261214284,0.0,0.0,,,0.0,0.0,,,0.0,,,0.0,,0.0,0.0,,0.0,-1.0,,3.0,0.0,0.0,0.04456472396850586,0.0,0.0,,,0.0,0.0,0.0,,,0.09846399999999278,-1.2974185767167747,0.0,,,,9.27165354330711,,,,,0.0,,0.0,0.0,0.0,,0.0,0.005306658778046989,-0.0,,-0.0,,,,,0.0,,0.0,,,0.0,,0.0,,-0.0,0.010903999999996472,,1.0,,0.0,6.5181068711780386,,9.27165354330711,,0.0,,-0.024012059959865967,0.0,,0.0,,,0.0,0.0,,0.0,,1.0,,0.0,0.0,,,,1.0,0.0,0.0,,0.0,,,0.0,0.0,,
90.439245,,0.0,358.9736040187725,0.0,0.0,,,,,358.6143044828433,0.0,0.0,,,0.0,0.0,,,0.0,,,0.0,,0.0,0.0,,0.0,-1.0,,3.0,0.0,0.0,0.04456472396850586,0.0,0.0,,,0.0,0.0,0.0,,,0.017504999999999882,-1.2936014498184978,0.0,,,,9.232283464566953,,,,,0.0,,0.0,0.0,0.0,,0.0,0.005725235908693879,-0.0,,-0.0,,,,,0.0,,0.0,,,0.0,,0.0,,-0.0,0.017178999999998723,,1.0,,0.0,6.5181068711780386,,9.232283464566953,,0.0,,-0.019262739798301575,0.0,,0.0,,,0.0,0.0,,0.0,,1.0,,0.0,0.0,,,,1.0,0.0,0.0,,0.0,,,0.0,0.0,,
90.46878,,0.0,358.16906716026676,0.0,0.0,,,,,0.32857482910729074,0.0,0.0,,,0.0,0.0,,,0.0,,,0.0,,0.0,0.0,,0.0,-1.0,,3.0,0.0,0.0,0.04456472396850586,0.0,0.0,,,0.0,0.0,0.0,,,0.029534999999995648,-1.2908998747047356,0.0,,,,9.212598425196873,,,,,0.0,,0.0,0.0,0.0,,0.0,0.0024856598769474572,-0.0,,-0.0,,,,,0.0,,0.0,,,0.0,,0.0,,-0.0,0.01286300000001006,,1.0,,0.0,6.5181068711780386,,9.212598425196873,,0.0,,-0.023623303280849422,0.0,,0.0,,,0.0,0.0,,0.0,,1.0,,0.0,0.0,,,,1.0,0.0,0.0,,0.0,,,0.0,0.0,,
90.490265,,0.0,359.6045256369029,0.0,0.0,,,,,0.24717022957723403,0.0,0.0,,,0.0,0.0,,,0.0,,,0.0,,0.0,0.0,,0.0,-1.0,,3.0,0.0,0.0,0.04456472396850586,0.0,0.0,,,0.0,0.0,0.0,,,0.021484999999998422,-1.2918771234331714,0.0,,,,9.153543307086636,,,,,0.0,,0.0,0.0,0.0,,0.0,0.004006260426397692,-0.0,,-0.0,,,,,0.0,,0.0,,,0.0,,0.0,,-0.0,0.009292999999999552,,1.0,,0.0,6.5181068711780386,,9.153543307086636,,0.0,,-0.021974067676695363,0.0,,0.0,,,0.0,0.0,,0.0,,1.0,,0.0,0.0,,,,1.0,0.0,0.0,,0.0,,,0.0,0.0,,
90.512826,,0.0,358.59730524637575,0.0,0.0,,,,,0.9350778808490808,0.0,0.0,,,0.0,0.0,,,0.0,,,0.0,,0.0,0.0,,0.0,-1.0,,3.0,0.0,0.0,0.04474973678588867,0.0,0.0,,,0.0,0.0,0.0,,,0.022561000000010267,-1.2917342168117139,0.0,,,,9.094488188976399,,,,,0.0,,0.0,0.0,0.0,,0.0,0.00466998498073167,-0.0,,-0.0,,,,,0.0,,0.0,,,0.0,,0.0,,-0.0,0.027453999999991652,,1.0,,0.0,6.6098144059556505,,9.094488188976399,,0.0,,-0.022996992117524734,0.0,,0.0,,,0.0,0.0,,0.0,,1.0,,0.0,0.0,,,,1.0,0.0,0.0,,0.0,,,0.0,0.0,,
90.545891,,0.0,358.63838767086565,0.0,0.0,,,,,359.95137548027856,0.0,0.0,,,0.0,0.0,,,0.0,,,0.0,,0.0,0.0,,0.0,-1.0,,3.0,0.0,0.0,0.04474973678588867,0.0,0.0,,,0.0,0.0,0.0,,,0.03306499999999346,-1.2967080287619606,0.0,,,,9.133858267716557,,,,,0.0,,0.0,0.0,0.0,,0.0,0.005799745530181902,-0.0,,-0.0,,,,,0.0,,0.0,,,0.0,,0.0,,-0.0,0.01344500000000437,,1.0,,0.0,6.6098144059556505,,9.133858267716557,,0.0,,-0.020026607101994713,0.0,,0.0,,,0.0,0.0,,0.0,,1.0,,0.0,0.0,,,,1.0,0.0,0.0,,0.0,,,0.0,0.0,,
90.565434,,0.0,358.48487034508696,0.0,0.0,,,,,359.70678192933195,0.0,0.0,,,0.0,0.0,,,0.0,,,0.0,,0.0,0.0,,0.0,-1.0,,3.0,0.0,0.0,0.04474973678588867,0.0,0.0,,,0.0,0.0,0.0,,,0.019542999999998756,-1.2969898307693604,0.0,,,,9.133858267716557,,,,,0.0,,0.0,0.0,0.0,,0.0,0.006462727068643199,-0.0,,-0.0,,,,,0.0,,0.0,,,0.0,,0.0,,-0.0,0.011383000000009247,,1.0,,0.0,6.6098144059556505,,9.133858267716557,,0.0,,-0.02188197979686344,0.0,,0.0,,,0.0,0.0,,0.0,,1.0,,0.0,0.0,,,,1.0,0.0,0.0,,0.0,,,0.0,0.0,,
90.583839,,0.0,359.57633326556004,0.0,0.0,,,,,359.19972195750563,0.0,0.0,,,0.0,0.0,,,0.0,,,0.0,,0.0,0.0,,0.0,-1.0,,3.0,0.0,0.0,0.04474973678588867,0.0,0.0,,,0.0,0.0,0.0,,,0.018405000000001337,-1.2920878637337037,0.0,,,,9.114173228346477,,,,,0.0,,0.0,0.0,0.0,,0.0,0.0055896564337222475,-0.0,,-0.0,,,,,0.0,,0.0,,,0.0,,0.0,,-0.0,0.009748000000001866,,1.0,,0.0,6.6098144059556505,,9.114173228346477,,0.0,,-0.022641176150064,0.0,,0.0,,,0.0,0.0,,0.0,,1.0,,0.0,0.0,,,,1.0,0.0,0.0,,0.0,,,0.0,0.0,,
